i,changedTaxaCount,changedTaxaRate,MicrobiotaDensityFoldChange,qmd_Density_delta,MicrobiotaDensityFoldChange_ori,changfold,ancomP_FNR,ancomP_FPR,mwu_diff_pvalue_FNR,mwu_diff_pvalue_FPR,mwu_logged_pvalue_FNR,mwu_logged_pvalue_FPR,qmd_diff_pvalue_FNR,qmd_diff_pvalue_FPR,qmd_diff_qvalue_FPR,qmd_diff_qvalue_FNR,ANCOM_BC_diff_qval_FPR,ANCOM_BC_diff_qval_FNR,qmd_logged_Density_diff_MAE,logged_relative_abundance_diff_MAE,ANCOM_BC_diff_MAE,groupsize,DR_inferred_foldchange_MAE
146.0,23.0,0.22330097087378642,1.997122774738262,2.2300000000000004,-0.2316666542544929,-1.7619312549503205,0.047619047619047616,0.024691358024691357,0.0,1.0,0.0,1.0,0.0,0.024691358024691357,0.012345679012345678,0.0,0.0,0.09523809523809523,0.006995256078156646,2.2298365983652544,0.10804588663906897,23.0,1.056551359448931
147.0,73.0,0.7019230769230769,4.3863988106790766,4.98,-0.6005479713937909,0.40718516317810116,0.2736842105263158,0.6666666666666666,0.0,1.0,0.0,1.0,0.22105263157894736,0.0,0.0,0.22105263157894736,0.0,0.30526315789473685,0.009626966116854364,4.983905466111767,0.11937470383259206,27.0,3.020655492101706
148.0,66.0,0.6285714285714286,5.8711944544479024,5.699999999999999,0.16657896824366605,0.673160097432244,0.0,0.12195121951219512,0.0,1.0,0.0,1.0,0.0,0.14634146341463414,0.0975609756097561,0.0,0.04878048780487805,0.05172413793103448,0.013178658921902365,5.707393724528987,0.17223678511815319,12.0,3.085997673901687
149.0,20.0,0.19047619047619047,1.2647352384491342,0.9600000000000009,0.3027372078406856,-1.8549238134863684,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04878048780487805,0.024390243902439025,0.0,0.0,0.0,0.012418557917816923,0.9627885557761174,0.09537114279175017,9.0,1.185113364074925
150.0,99.0,0.9428571428571428,6.6258283442102766,6.739999999999998,-0.11378524896032972,0.10939929383476443,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.125,0.125,0.0,0.0,0.05319148936170213,0.005972047611425327,6.739338822639663,0.22255387074384347,56.0,4.763213421471308
151.0,32.0,0.3076923076923077,5.834762223079358,5.68,0.1503499673951616,1.7281696961825053,0.0,0.09859154929577464,0.0,1.0,0.0,1.0,0.03225806451612903,0.2676056338028169,0.2112676056338028,0.03225806451612903,0.0,0.06451612903225806,0.006494314909171826,5.683570599179743,0.10528369930903744,74.0,1.8619287479008846
152.0,85.0,0.8095238095238095,6.018330885060941,6.059999999999999,-0.03909454285855318,-0.672254793522785,0.012345679012345678,1.0,0.0,1.0,0.0,1.0,0.0,0.23809523809523808,0.23809523809523808,0.0,0.0,0.12345679012345678,0.005941336278517089,6.056574807165523,0.5720265398775848,81.0,3.724654560505909
153.0,24.0,0.22857142857142856,2.9114078890445536,2.789999999999999,0.11936248456203202,0.1450897947675725,0.0,0.0379746835443038,0.0,1.0,0.0,1.0,0.0,0.06329113924050633,0.0,0.0,0.0,0.13043478260869565,0.005157379090904672,2.7922351046010676,0.21472265717936945,75.0,1.230008188507235
154.0,47.0,0.44761904761904764,2.9500434169887377,3.0,-0.04968000155952623,-0.9849075303705758,0.0,0.05084745762711865,0.0,1.0,0.0,1.0,0.0,0.05084745762711865,0.05084745762711865,0.0,0.0,0.06976744186046512,0.006268539582340638,3.000596785273331,0.1093249427818667,69.0,2.0185051969479804
155.0,38.0,0.3619047619047619,6.520812324697584,5.9399999999999995,0.5780091586149858,0.37859079450926153,0.6702127659574468,0.6666666666666666,0.0,1.0,0.0,1.0,0.648936170212766,0.8333333333333334,0.8333333333333334,0.6702127659574468,0.5,0.6808510638297872,0.008473674941395113,5.941538433757627,0.14411736624532398,22.0,1.9943292749441164
