,taxa100175,taxa100883,taxa1017280,taxa102106,taxa114627,taxa117563,taxa118966,taxa1263,taxa1279,taxa1301,taxa1350,taxa1357,taxa1378,taxa1380,taxa1386,taxa1485,taxa150022,taxa1505657,taxa1505663,taxa1506553,taxa1506577,taxa1508657,taxa1573535,taxa1578,taxa162289,taxa1654,taxa1663,taxa1678,taxa1716,taxa1730,taxa189330,taxa2005359,taxa2039240,taxa2048137,taxa2057233,taxa207244,taxa2147,taxa216851,taxa239759,taxa239934,taxa244127,taxa253238,taxa264995,taxa283168,taxa28453,taxa286,taxa29465,taxa32207,taxa33042,taxa346096,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa420345,taxa44249,taxa44748,taxa459786,taxa469,taxa52784,taxa55080,taxa561,taxa572511,taxa577309,taxa577310,taxa590,taxa61170,taxa620,taxa644652,taxa698776,taxa724,taxa79206,taxa795750,taxa816,taxa830,taxa836,taxa838,taxa841,taxa84111,taxa848,taxa86331,taxa872,taxa904,taxa906,taxa990721,condition
2653,,,,0.009153193290067481,,,,,,0.0026413513002639293,,,,,,0.0004992296780033495,,,,,,,,,,,,0.004998139520088151,,0.03451295730396065,0.0022769374390772625,,,,,,,0.010020948387073738,0.2486616067816467,,,,,0.007825376513202049,,,,,,,0.003357411553628942,0.062071755556202333,0.12420799765078569,0.17327511223200354,0.0030270803427610983,,,,0.060356803151271024,,,,,0.0018946707610569254,,,,0.0003727451757090462,,,,,,,0.247429221425674,,,,0.0026771651328211703,0.0007402968047028431,,,,,,,H2029
2654,,,6.491464257559504e-05,0.006640720552532587,,,,0.003135803682958306,,6.79945343766269e-05,,0.00012520944744964227,,,,0.0015361552644531321,,,,,,,,,,,,0.06772930830960729,,0.07254128387658872,0.0036189913235894233,,,,,,,0.0606839373573699,0.20630536771835098,,0.0029059963716505425,,,0.008070501092473157,,,,,0.00020931418509320516,,0.024737098659003257,0.039858182828300164,,,,,,,0.016840611453288405,,,,,0.0013755270612916236,,2.3336103261664642e-05,,,,0.0007428462109334973,,,,,0.47454262126037455,,,,0.008058773812153844,0.0001855042523236895,,,,,,,H2029
2655,,,5.615950074311631e-05,0.014173429161634587,,,,0.013383207856552466,,0.002578594197268385,,,,,,0.0010479513747112799,,,,,,,,,,,,0.13220550108718757,,0.060340419275406613,0.010971475285292418,,,,,,,0.026087435492028372,0.21793012249023083,,0.0017275783462762477,,,0.010624817023507654,,,4.3655657967297706e-05,,0.0008234211634868819,,0.02645166380874812,0.08740843629960415,,,,,,,0.016069486010140185,,,,0.0010322137794934391,0.011140384954514037,,2.0480432132806332e-05,,,,0.0010183086439927442,,,,,0.35815101796371035,,,,0.006125373875678171,0.00044399421028962774,,,0.00014487210940258795,,,,H2029
2656,,,,0.0013167448325375048,,,,0.017164128386032425,,,,,,,,0.0004859727839496728,,,,,,,,,,,,0.0019404798797558482,,0.048956509896709785,0.0005801759315943448,,,,,,,0.10917882407706497,0.29397548566445886,0.0711248196954378,0.0007011443189597872,,,0.0041371975691914245,,,0.0001804029638042117,,3.4506166894914675e-05,,0.0015059383407598124,0.20531300504629726,0.020581682132339414,,,,,,0.004904992583142149,,,,0.0007462778604497136,0.004949994922476581,,9.70895950655394e-05,,,,0.00019837765910688587,,,,,0.17011015470570962,,,,0.03807906399332652,,,,0.003737030994934809,,,,H2029
2657,,,,0.0007988131116132552,,,,0.026974352644356794,,,,0.00029916830368057146,,,,,,,,,,,,,,,,0.0034305944297055003,,0.043024141673062184,0.00014986532505803063,,,,,,,0.04864296666986736,0.39775606901846505,0.13264543368367981,0.0010641000425555664,,,0.009884363296604144,,,0.0025292936802242295,,,,0.006413561096761123,0.16756939671333812,0.013478178779210558,,,,,,0.008942151843940992,,,,,0.003515368154855587,,0.0003338931960720664,,,,,,0.001349490858566638,,,0.10555130124856373,,,,0.016507820200411832,,,,0.009139676029406782,,,,H2029
2658,,,0.0001329960992752348,0.000368280599744639,,,,8.725221799585467e-05,,0.0007323256549263724,,,,,,9.297020315577718e-05,,,,,,,,,,,,0.006112314358729023,,0.003215095989087543,0.000803165137740968,,,,,,,0.04735307054744201,0.17021488823562672,,,,,0.030083378812493074,,,0.0022366851950563573,,,,0.00013045477253749145,0.07332924179728556,0.02270516607252565,,0.002148903533990139,,,,0.010347011812722007,,,,0.0068507815532716084,0.0003345021318554671,,2.5625044605578674e-05,,,,,,0.0009478089845641932,,,0.6119493606763148,,,,0.009798720569053882,,,,,,,,H2029
2659,,,,0.003779024920574141,,,,0.014767981289926797,,0.0013882678557876067,,,,,,,,,,,,,,,,,,,,0.11801538488302092,0.008168834170429665,,,,,0.0025178843195508903,,0.1574355393130043,,,,,,,,,0.0009178014287574085,0.0008965816914959894,0.007151242625902341,,,0.0015882304249357528,,,,,,,0.00017721348145347172,,,,0.3047517491467658,0.005017607602706873,,,,,,,,0.003851669066153773,,,,,,0.3296992780892448,0.03987570969028933,,,,,,,,H2029
2660,,,,0.0030009811689457977,,,,0.0392999900104138,,0.0020819392386840566,,,,,,,,,,,,,,0.016598723796152234,,,,,,0.048612200158464944,0.0064506726549446395,,,,,,,0.22663360524165901,,,,,,,,,0.00027573994780783325,,0.006354197884123537,,0.00026150820856613857,0.0011542761586893662,,,,,,,4.3789966897521904e-05,,,,0.045740673079159945,0.03885100600606765,,,,,,,,0.0007369030366973608,,,0.008632234068320558,0.012402413374550642,,0.5410086197812964,0.0013444888274004771,,,,0.0005160373911579846,,,,H2029
2661,,,,0.005206437907218986,,,,0.029943597131534175,,0.0022850380012571845,,,,,,,,,,,,,,,,4.636744874767788e-05,,,,0.07997169329912669,0.03844600874013878,,,,,0.0002903604831037017,,0.1893508757683212,,,,,,,,,0.005337269303144866,0.0004884873384282388,0.016551048806627187,,,0.0014342579754518196,,,,,,,0.00048522908527299645,,,,0.0014180920271046561,0.02900509490539537,,,,,,,,0.0008331102683096283,,,,0.0218234036815253,,0.5340489961071394,0.04289765977220299,,,,0.0001369719499492214,,,,H2029
2662,,,,0.0007556427560098354,,,,0.008900749721064328,,0.00016281925742858772,,,,,,,,,,,,,,,,,,,,0.2925239351397001,0.014131795482000071,,,,,,,0.13129797265487103,,,,,,,,,7.3830299584162e-05,,0.003992507042505422,,,0.00022912475543031665,,,,,,,,,,,0.0012806339852537878,0.0080636428087925,,,,,,,,0.0020869873606234983,,,,,,0.5056503080751917,0.030850050661544563,,,,,,,,H2029
2663,,,,0.019708899740146602,,,,0.4983806294463068,,,,,,,,,,,,,,,,,,,,,,0.041637872728629594,0.011109596990212744,,,,,,,0.23304354519570042,,,0.01352289014423592,,,,,,,,,,,,,,,,,,,,,,0.019642563513416887,0.0015648465560155454,,,,,,,,,,,,,,0.15785049347738095,0.00353866220795437,,,,,,,,H2029
2664,,,,0.0012763626843932093,,,,0.047773337364150896,,0.0008609817274256577,,,,,,,,,,,,,,,,,,,,0.06609005300691105,0.006503258590038575,,,,,,,0.17111658136266006,,,,,,,,,,0.00024028713123763263,0.06139817230115277,,,0.000617751842814413,,,,,,,6.360874599884575e-05,,,,,0.017801846985200098,,,,,,,,0.0001680764907620746,,,,0.37122946990938466,,0.25097951243783007,0.003880699420039901,,,,,,,,H2029
2665,,,,0.01054450975843198,,,,0.049764839515397646,,0.0003928882407705911,,,,,,,,,,,,,,,,,,,,0.02266258111103411,0.046550226322507805,,,,,,,0.15021487331061567,,,,,,,,,,,0.03216200011449196,,,0.022387398652007673,,,,,,,,,,,,0.02188142448099483,,,,,,,,,,,,0.33294064595567147,,0.298066793009562,0.012431819528514023,,,,,,,,H2029
2666,,,,,,,,0.13027596445118073,,0.004158445824070405,,,,,,,,,,,,,,,,,,,,0.009312973666462384,0.033766438316183874,,,,,,,0.02348595920881869,,,,,,,,,,,0.007289464004200977,,,0.018578984275461365,,,,,,,,,,,0.0035824837985758895,0.0005376383984135347,,,,,,,,,,,,,,0.7415001573373187,0.027511490719313438,,,,,,,,H2029
2667,,,,0.018208660527596728,,,,0.1538404601143905,,,,,,,,,,,,,,,,,,,,0.06311396947353164,,0.19833983707206582,0.06208919592391961,,,,,,,0.10317383088237406,0.013492532691244005,,,,,,,,,,0.02529806010877531,,,,,0.05406648244990218,,,,,,,,,,0.03296280474012005,,,,,,,,,,,0.17981925657549735,,,,0.09559490944058276,,,,,,,,H2029
2668,,,,,,,,0.11745934010465904,,0.005708985506638032,,,,,,0.00017616762868009,,,,,,,,,,,,0.04135872858130228,,0.3185538356073999,0.012971341868696484,,,,,6.689909949876835e-05,,0.09609727706235824,0.015733356455061322,,,,,0.012587918206275108,,,,,0.01588906082977708,,0.002636086869661272,0.026540840391734894,0.0024161068895447338,0.06493948058227403,,,,,0.0032717594896044706,,,,0.006571852715467243,0.010946660298571996,,,,0.00014652214537279264,,,,0.000345120648590705,,,0.23238648370593734,0.00035640167321206585,,,0.012839773639682238,,,,,,,,H2029
2669,,,,,,,,0.04239387628283254,,0.0018623416268514202,,,,,,,,,,,,,,,,,,,,0.4869436601259407,0.014354663131364014,,,,,,,0.05480473218210138,0.028335654341548396,0.00832386801814131,,,,,,,,,0.017801293464296444,,,0.01664584148732346,0.01713118035303694,,,,,,,,,,,0.01448973332774627,0.018578950090002218,,,,,,,,,,0.27048586933942204,,,,0.00784833622939288,,,,,,,,H2029
2670,,,,,,,,0.012458403697503069,,0.05035641399505398,,,,,,,,,,,,,,,,,,0.08118790905812981,,0.2562399006423526,0.04596596296426694,,,,,0.01048026505085038,,0.20541683713916992,0.012552037111004007,,,,,,,,,,0.010044725509930302,,,,,0.1435847908985287,,,,,,,,,,0.044119396715515895,,,,,,,,,,,0.04184548574647532,,,,0.08574787147121919,,,,,,,,H2029
2671,,,,0.002320824013406461,,,,,,0.0008491023774866569,,,,,,0.003031566555685752,,,,,,,,,,,,0.023908726047107653,,0.05927274637783998,0.0027870820057278043,,,,,0.00041518416510410056,,0.03282173685340849,0.12949099070247025,,,,,0.011181923716634035,,,0.00021915695531333167,,0.0035573757932665442,,0.014090934018894805,0.028732167594158996,,0.008126494799051701,0.025054956693999535,,,,0.010597505169131816,,,,0.0012405288401761796,0.003141145033342418,,,,0.00033020066571803317,,,,0.00024772899390002674,,,0.619981839486683,,,,0.0031007464732894347,,,,,,0.015499336668203067,,H2029
2672,,,,0.0011010164326917284,,3.617809456095092e-05,,0.07864602461248375,,0.000740845788027069,,,,,,0.00037713248128374053,,,,,,,,0.0006225423452787962,,,,0.0006839484879757219,,0.1809226788236515,0.004777655549971986,,,,,0.00023553335153331245,,0.0885255429693241,0.008877589108955001,0.003753611502444061,,,,0.010817894394102261,,,0.00019667142206427913,,0.0032621476540760095,,0.0019210890272053902,0.01675528868455482,,,,,,,0.002091888280755755,,,,0.0017843208002895107,0.015639779543359444,0.03399989414955122,9.157244706377188e-05,,0.00029769096800450113,,,,0.00653084386532774,,,0.2614860350944694,,,0.256106556404709,0.01762120117929853,,1.986037831980985e-05,,0.002076966158666817,,,,H2029
2673,,,,,,,,0.02582896000210446,,0.0007492896386310996,,,,,,0.008312511482248496,,,,,,,,0.0005023550012113374,,,,,,0.05102626374740708,0.0014035391418978922,,,,,2.6093608593325382e-05,,0.12203959524782353,0.09830692787429585,,0.0003463237075496235,,,0.01376204495822689,,,0.00012155803027622312,,0.0036880027527696354,,0.004757522490357033,0.0634566860947372,,,,,,,0.0007775046788173783,,,,0.004957679561152175,0.015685440911977988,,0.0021358573277853654,,0.00015274307469263638,,,,0.0008975777069785341,,,0.544583157784869,,,0.0011078115778402045,0.03520589978611726,0.00016865381163978603,,,,,,,H2029
2674,,,,,,,,0.012063869165347274,,0.0003840099710931923,,,,,,0.00028850381773831403,,,,,,,,,,,,0.00012142029562184748,,0.10708392336770162,0.0021446042576099807,,,,,0.0001355267843558831,,0.046905642428305604,0.026272133603286243,,9.372978069948123e-05,,,0.0059243072982584025,,,0.0006802462345079406,,0.001338131072059706,,0.0012359373981198037,0.019765176074057606,,,,,,,0.00022518135719886513,,,,0.0002545437522674875,0.007928369131073733,0.014111608866983545,0.0006259101297546182,,0.00016070947905886526,,,,0.0030852458248973045,,,0.712587711012173,,,,0.036583558897829736,,,,,,,,H2029
2675,,0.0006929266705938206,,,,,,0.022793928163147625,,0.00011182481356173079,1.582856322309631e-05,,,,,0.025923200949987096,,,,,,,,,,,,0.001600393003866155,,0.00013608009389640355,0.000866926991492318,,,,,2.2547162001245107e-05,,0.00046608855591462735,0.038257181812001544,,0.00016113249612000923,,,0.047729950590969086,,,8.187580544896582e-05,,,,0.010216711250453078,0.06274169162702029,,,,,,,,,,,0.09430327732109654,0.051082417506709776,,6.593336767030766e-05,,0.0004852194812490172,,,,,,,0.5974132483707683,,,,0.031164732867943207,0.0001603353742310763,0.01350654716063475,,,,,,H2029
2676,,3.037388956314102e-05,,0.0003089458481279487,,1.0630861347099357e-05,,0.04207684073364225,,0.00017996529566161057,,,,,,0.0007174746627521954,,,,,,,,0.0003692597145461859,,,,0.0002796567403349198,,0.4354509285948908,0.004021611456336883,,,,,,,0.04342891273191007,0.003732734070956009,0.0001630427000478606,0.00022216330651897434,,,0.006257889075423141,,,1.4644553896514422e-05,,0.0016031989780487899,,0.001761902551016202,0.013043307525651833,,,,,,,0.0005324108927710576,,,,0.008606658564070032,0.032156402967789356,0.015779452584405784,,,0.00047296485176891016,,,,,,,0.21987441698403765,,,0.0940596916355949,0.07463461295637312,,0.00010685100435604966,,0.00010305426816065704,,,,H2029
2677,,,,0.000515929969838018,,,,0.0831423876717209,,0.0005290759706374971,,,,,,,,,,,,,,,,,,0.0016314186992153557,,0.011381200753690562,0.0014678015508033774,,,,,6.380866541901008e-05,,0.059955774830848886,0.0008732989454177035,,,,,,,,0.0008637933756088495,,0.0007433557836690064,,,0.00963925452467651,,,,,,,,,,,0.0016730814094413973,0.0028290193720479015,,0.0005151209851734347,,,,,,0.011434593741553062,,,0.01545706774002752,,,0.739974227771048,0.057309788239162975,,,,,,,,H2029
