,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate,controlAbundance,treat_logged_mean,control_logged_mean,logged_mean_diff,logged_mean_diff05,logged_mean_diff95,ID
0,taxa100883,143,31,0.33489461358313816,0.3163265306122449,7.256805666378799e-05,-12.390236333443212,-13.115168705809396,0.7249323723661851,-0.02808983987819261,1.4917554207664467,0
1,taxa102106,381,77,0.892271662763466,0.7857142857142857,0.004381220057187657,-8.761550482751856,-8.116809287861802,-0.644741194890054,-1.085492278974194,-0.19140091884855162,1
2,taxa117563,137,51,0.32084309133489464,0.5204081632653061,3.760210350137727e-05,-13.876433653707805,-13.988934893146325,0.1125012394385207,-0.4449753478559922,0.6622715989213205,2
3,taxa1263,408,96,0.955503512880562,0.9795918367346939,0.030020269367458503,-5.859497918000035,-5.037306194761221,-0.8221917232388138,-1.2952403759685993,-0.37959590278578864,3
4,taxa1301,336,96,0.7868852459016393,0.9795918367346939,0.0015731972938730929,-8.497734703995382,-9.111542277426494,0.6138075734311104,0.20648669926089777,0.9896900409798566,4
5,taxa1348911,37,33,0.08665105386416862,0.336734693877551,0.0008897165151428785,-10.006105393777183,-10.170945369890372,0.16483997611319084,-0.5660480902450096,0.9116050467655371,5
6,taxa1350,177,33,0.41451990632318503,0.336734693877551,9.148873061077383e-05,-12.568026802147994,-12.329511507103566,-0.23851529504442534,-1.040532895298896,0.6079952029512585,6
7,taxa1357,203,31,0.47540983606557374,0.3163265306122449,0.00014890434255624845,-12.682622758687296,-12.038457755608954,-0.6441650030783426,-1.4488446875396095,0.11005583291081474,7
8,taxa1378,149,33,0.34894613583138173,0.336734693877551,3.517523718956414e-05,-13.127614368991413,-14.209127984033264,1.0815136150418494,0.4817205774524116,1.7259839225095692,8
9,taxa1485,304,97,0.711943793911007,0.9897959183673469,0.0026700351330684324,-8.609652849290626,-8.458267571918947,-0.15138527737167834,-0.5271070538525406,0.22880430028260715,9
10,taxa1578,240,45,0.5620608899297423,0.45918367346938777,0.0004994517762783282,-10.78233169084567,-10.724614420119108,-0.057717270726561985,-0.7177567261672806,0.6563406394184216,10
11,taxa1678,353,89,0.8266978922716628,0.9081632653061225,0.017071967785042247,-7.677081969958417,-6.831008200100442,-0.8460737698579759,-1.444243738855363,-0.18207597503696443,11
12,taxa1730,427,98,1.0,1.0,0.026706728631412328,-4.224488475678582,-5.072029990968922,0.8475415152903399,0.4364824184163111,1.2089090689285324,12
13,taxa189330,423,97,0.990632318501171,0.9897959183673469,0.0026492520591222504,-9.071309141633519,-8.531455913854488,-0.5398532277790323,-0.9451510612480851,-0.1611242648536374,13
14,taxa207244,305,79,0.7142857142857143,0.8061224489795918,0.00016575231958938953,-12.854892703738061,-12.194478573197744,-0.6604141305403181,-1.11917946423435,-0.2206873530867554,14
15,taxa216851,426,98,0.9976580796252927,1.0,0.020570469360163476,-4.560007945163627,-5.5898927250336605,1.029884779870033,0.7747673612771291,1.2786709165732617,15
16,taxa239759,415,93,0.9718969555035128,0.9489795918367347,0.03695048341948711,-4.465372458512034,-4.824077287978944,0.3587048294669096,-0.03440091842958206,0.7330919129758565,16
17,taxa239934,297,61,0.6955503512880562,0.6224489795918368,0.024044730110172233,-8.752104024258076,-6.8355890281269405,-1.9165149961311345,-2.78892303326408,-0.9971718157248127,17
18,taxa244127,247,72,0.5784543325526932,0.7346938775510204,0.002076792977774286,-9.900549662578086,-8.205841941933985,-1.6947077206441044,-2.2317968582046226,-1.1742905939247783,18
19,taxa283168,276,82,0.6463700234192038,0.8367346938775511,0.0015253979945221339,-6.681893323262168,-9.901532650440764,3.219639327178598,2.8261787032336128,3.59331627457564,19
20,taxa292632,387,75,0.9063231850117096,0.7653061224489796,0.009400366173331405,-5.51868321826445,-8.707417765502989,3.18873454723854,2.714266977533362,3.72673917070649,20
21,taxa29465,270,84,0.6323185011709602,0.8571428571428571,0.00025016951014555564,-10.529894887185696,-11.708181250818656,1.17828636363296,0.6319427309044943,1.77599947635255,21
22,taxa32207,85,63,0.1990632318501171,0.6428571428571429,2.3124557831084002e-05,-13.41597334207788,-14.817892375332628,1.4019190332547464,0.9443950869820739,1.874688634071449,22
23,taxa33042,400,91,0.936768149882904,0.9285714285714286,0.007116410098313602,-7.300270988930266,-6.979890557607713,-0.32038043132255417,-0.7161953517191656,0.07740704900303194,23
24,taxa35832,257,88,0.6018735362997658,0.8979591836734694,0.00020015493555043643,-7.664101510568125,-11.738129176468481,4.074027665900356,3.6250297882261444,4.508171132520666,24
25,taxa375288,422,98,0.9882903981264637,1.0,0.017105784092577538,-5.095884065687066,-6.176177107349597,1.0802930416625296,0.7751307730883192,1.3627208392417591,25
26,taxa397864,329,67,0.7704918032786885,0.6836734693877551,0.02251616538273646,-6.562287831717635,-5.815905771205523,-0.7463820605121106,-1.2419952560825194,-0.24269771908847487,26
27,taxa39948,248,40,0.5807962529274004,0.40816326530612246,0.0018275128105337739,-7.03195712182683,-9.044635550138548,2.0126784283117183,1.0159649999983182,2.982186129243119,27
28,taxa447020,213,70,0.49882903981264637,0.7142857142857143,0.00016428442398751722,-12.321430865238682,-12.289553269249348,-0.03187759598933503,-0.4959834711523172,0.43516372522885927,28
29,taxa459786,347,95,0.8126463700234192,0.9693877551020408,0.004586702746076996,-7.122482679905663,-7.6877088879851545,0.5652262080794931,0.15357971760900196,0.9686328000081887,29
30,taxa46255,73,33,0.17096018735362997,0.336734693877551,8.771298455958131e-05,-13.339481593818409,-12.58126612902227,-0.75821546479614,-1.6111571640462137,0.24404254354341226,30
