,taxa100883,taxa1016,taxa1017280,taxa102106,taxa114627,taxa117563,taxa118966,taxa123375,taxa1236988,taxa1243,taxa1263,taxa1279,taxa1301,taxa133925,taxa1350,taxa1357,taxa1378,taxa1380,taxa1386,taxa1485,taxa1505652,taxa1505657,taxa1505663,taxa1506553,taxa1506577,taxa1508657,taxa1573,taxa1573535,taxa1578,taxa162289,taxa1649459,taxa1654,taxa1663,taxa166484,taxa1678,taxa1716,taxa1730,taxa1849822,taxa1849828,taxa1870884,taxa189330,taxa2005359,taxa2039240,taxa204475,taxa2048137,taxa2057233,taxa207244,taxa212791,taxa2132,taxa2147,taxa216851,taxa2172,taxa237,taxa239759,taxa239934,taxa241189,taxa244127,taxa264995,taxa278993,taxa283168,taxa28453,taxa286,taxa292632,taxa29465,taxa32207,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa44249,taxa447020,taxa44748,taxa459786,taxa46123,taxa46205,taxa46255,taxa52225,taxa559173,taxa561,taxa570,taxa572511,taxa574697,taxa577309,taxa577310,taxa579,taxa588605,taxa61170,taxa644652,taxa698776,taxa724,taxa762551,taxa79206,taxa816,taxa830,taxa836,taxa83660,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa848,taxa86331,taxa872,taxa904,taxa906,taxa990721,taxa1647,condition
810,,,,0.010660957255093976,,0.00037865781929666655,,0.0002093919329376939,,,0.025963075910353333,,0.025723970385961772,,,0.0008915347247759545,0.0019096696661309754,6.095095682843727e-05,,0.00470173141351364,,,,,,,,,0.0001796783414838307,,,5.130038866393471e-05,,,0.016295365289242764,,0.09336048529151826,,,,0.05723472619814343,,,,,,0.0003001834623800536,,,,0.0701523926298103,,,0.008476754320914914,,,,,,0.0025267981040189027,,,0.006741175825225163,0.0004026572585478638,,0.08661892852281293,0.002567813018718039,0.032819804591232404,0.016308444348728867,,0.014386838453552321,,,,0.0006916663788427039,,,,,,,,0.05408648229679459,,0.020640787567630166,,,,,,,0.00034615064232150006,,,0.36535146353405834,,,,0.01639542644336945,0.008030923467946907,0.0010432772110467513,,,,,2.4253401571315666e-05,0.05446628294653179,,,,UC
811,,,,0.002590860556051031,,,,,,,0.037862442570688784,,7.229067208974346e-05,,,,,,,9.0160276426534e-05,,,,,,,,,,,,,,,0.016870879112590807,,0.08445836417000446,,,,0.019493765712777902,,,,,,0.00447215857626132,,,,0.08723894422664415,,,0.06238313684891111,,,0.0008978895997278249,,,0.0012341630631565194,,,0.14298700415619148,,,0.013066626007514981,0.012187070157691134,0.05975920592119783,0.0018143450221432245,,0.011403244331100097,,0.00020921361441060592,,0.00937260747464663,,,,0.0008543759528038222,,0.001831054262562042,,0.02106675503998266,2.8544952382145898e-05,,0.0005843592690914095,,,5.1404121566222086e-05,,,,,,0.32284573216990603,,0.0003584364142619865,,0.05244299538198369,0.031029291530526974,0.00018809499110348984,,,0.00025458384360336627,,,,,,,UC
812,,,,0.0002675977268585028,,,,,,,0.030275422149468618,,,,,,,,,0.00011974436096819557,,,,,,,,,,,,,,,0.0015536409200549541,,0.1014189762992741,,,,0.028164998059916478,,,,,,0.004402207478861748,,,,0.04210189244437818,,,0.020370820739093683,,,0.003002716341799653,,,0.002779530842718087,,,0.1651437769979965,,,0.01679276928454824,0.0017941415661685415,0.06578564050359194,0.0022280321661462565,,0.0040396013153665075,,,,0.0009839276082935957,,,,,,0.0024273812290538724,,0.038499667245599736,4.148889126503677e-05,,0.0006682072650084378,,,,,,,,,0.39363400748846383,,0.0003537237179398528,,0.040447846158741446,0.032437229500018386,,,,0.0002650116984056685,,,,,,,UC
813,,,,0.006389881635750805,,,,,,,0.034143169385497975,,,,,,,,,0.0003423735131436958,,,,,,,,,,,,,,,0.08614795326659971,,0.11690828538059254,,,,0.02731147401145491,,,,,,0.005272435251384539,,,,0.10345312316507368,,,0.03387312665891944,,,0.0019871685885739557,,,0.00100445143992601,,,0.08465576563422941,,,0.02582255820787915,0.011341677665269714,0.04471853800667336,0.0009593469429726084,,0.02260915492752023,,,,0.005904599314902422,,,,,,,,0.013991274733711112,,,0.00018555943306218053,,,,,,,,,0.303360460299571,,,,0.04224830726679017,0.027369315270501373,,,,,,,,,,,UC
814,0.009033370301049686,,,0.004803312407013974,,,,,,,0.04171728371696825,,0.0005290053357035637,1.272601668322411e-05,,,,,,0.0008613995512736465,,,,,,,,,,,,,,,0.07679625682315892,,0.12255854580624628,,,,0.03194860650701081,,,,,,0.006085254271067192,,,,0.08991269368793076,,,0.041071992944416144,,,0.0002483324539928227,,,0.0033594348994778946,,,0.0881696964121156,0.00012772717661878143,7.892465392531649e-05,0.027716330316489034,0.00939518613317181,0.04587658962834311,0.0020516907447183236,,0.022192071551503417,,0.00023992627783509673,,0.005075579112566988,,,,7.355404138010265e-05,,0.00023642370443604426,,0.013420226730916316,4.354866259488617e-05,,0.0006426054662795,,,6.386358830939071e-05,,,,,,0.28776325779488954,,,,0.03902707384160265,0.028413692680240386,0.0004124863939617503,,,,,4.133036610881958e-05,,,,,UC
815,0.009922920370284062,,,,,,,,,,0.006291483793464605,,,,,,,,,0.02162277003645661,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3921667016725977e-05,,,,,,,0.014007618178307502,,,,,,,,,0.018635361881628305,0.0001366946290410413,,,0.0005965131671731934,0.01894920467937493,,,,,,,0.021241840944752573,,,,0.00012368089682975394,,0.015762454393930318,,0.01617344621585888,,,,,,0.0007252381462553843,,,,,,0.8534516553971782,0.0001242861867000464,,,,0.0012033162621413582,,0.0005419361972018256,,,,,,0.0004756569564048041,,,UC
816,0.02169133863861482,,,,,,,,,,0.026507262418044703,,1.0801528457821123e-05,,0.0006425870823898008,,,,,0.09202569891341818,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00035842379526866057,,,,,,,0.008616296162123466,,,0.0007656621902986282,,,0.0002531088928049046,,,0.046697188601022385,0.0006847545877155255,,,0.0001955699815968959,0.012215905520692355,,,,,,,0.008603209694953411,,,,,,0.06551210098348957,,0.07448360125451445,,,,,,0.0036952652019309395,,,,,,0.6326133249109108,,,,,0.004338787031975744,,8.911260977702425e-05,,,,,,,,,UC
817,0.010144263713883078,,0.00011670401022864173,0.0001626626691239918,,,,2.540635974889015e-05,,,1.6214627969820137e-05,,0.0009177272875147881,4.027837521165512e-06,0.00017278390186948464,,,,,0.01489504643115522,,,,,,,,,,,,,,,0.14729905092787435,,0.03015724574404745,,,,0.0002608799379093354,,,,,,0.0016973720425732097,,,,0.0035374741224349,,,0.048364620507992936,1.1360567367389905e-06,,0.002796971685851395,,,,,,0.04062631840675272,4.647504832114052e-06,,,0.007582662328306971,0.008183946175697373,,0.0010277182352081541,0.0014721229750434153,,,,0.014632720602853672,,,,7.508302250993147e-05,,0.0035447035743959663,,0.030671156500594106,,,,,,0.0008817865834797728,0.00045215058122211824,,,,,0.6228895809654726,0.00014138742478142526,,,0.00012899407856245445,0.001578292640985932,,0.0055371405348658385,,,,,,,,,UC
818,0.0035115993396072037,,9.912106441729866e-05,,,,,,,,9.42530497593958e-06,,0.0009642812013845878,,9.363160107966354e-05,,,,,0.01314187880507848,,,,,,,,,,,,,,,0.13766849027329245,,0.034686261634037166,,,,0.00014635116407695197,,,,,,0.0015378783327774823,,,,0.003158098615619492,,,0.04173452541000077,,,0.0021196578717868515,,,,,,0.036737353001493556,,,,0.005872690023470048,0.007890430311780805,,0.0009031720812109137,0.0010086112072054904,,,,0.010201805101265065,,,,,,0.003313564360332517,,0.03166094588632047,,,,,,0.00046867587929809456,0.0003579544395257933,,,,,0.6573849853855986,0.0002529296126510379,,,,0.001299034890200376,,0.0037766472015130213,,,,,,,,,UC
819,,,,0.008601542512906952,,,,,,,,,0.000305570248938304,,,,,,,,,,,,,,,,,,,,,,0.03925053416167307,,0.1695399990130397,,,,0.012504114033882102,,,,,,0.0007894662787885511,,,,0.11137765383224041,,,0.007409033459993239,,,0.0006056347276254674,,,0.005779427424363971,,,0.23933583281708243,0.00010613901539698846,,0.029616353850552193,0.003007374061623028,0.0110395791470787,0.01663884553378035,0.09803462354601786,,,0.000781819375661967,,0.008110713290888603,,,,0.0001632358920754837,,,,0.011742380523765965,,,0.0011871052413709286,,,0.0002584653256785454,0.00012591900481775288,,0.0003875450504552865,,,0.18509379997251194,,,,0.0014357825310474465,0.024436443631312418,,2.763080996405752e-05,,,,,0.012307435685466358,,,,UC
820,,,,0.001610157503448826,,,,,,,,,0.00024694925479964167,,,,,,,,,,,,,,,,,,,,,,0.007637492599582715,,0.16413813198757576,,,,0.017665889245022427,,,,,,0.0007003444594501464,,,,0.052794345174404,,,0.0013632082486491847,,,0.0013557524163949318,,,0.0054243194739487174,,,0.3389179532007485,0.0003716833133234916,,0.04126823303626879,0.0001628192557144924,0.016866200858508856,0.018698925030196118,0.10768236864939411,,,,,0.0006823094057540486,,,,,,,,0.020067271757831344,,,0.0013581705241530676,,,0.00010115750788202374,,,0.0001952622014694841,,,0.15880821947068427,0.0004301209174784456,,,0.0019477857991785686,0.029444492134903008,,,,,,,0.010060436573235012,,,,UC
821,,,,0.003380280737853858,,1.1381416625770568e-05,,,,,0.23077118112623057,,0.004235464606893193,,,,,,,0.00031980653845482056,,,,,,,,,2.6706888517897273e-05,,,,,,0.039627388195893336,,0.37473595958582906,,,,0.037596312421013245,,,,,,0.007457194323039536,,,,0.05780227098702236,,,0.032036659430264305,,,0.0010181296951865056,,,0.0020919269132752953,,,0.04982063000085078,0.0012344892983694711,,0.029798239035667216,0.0002959168322700348,0.003914531195505129,,,,,0.00010344693527185525,,0.00024667248508724525,,,,0.00022638877228884228,,0.00017162274773315422,,0.046245400245545604,,,0.00020013263294424284,,,0.0001236179607769338,0.00025478597020660645,,0.00019911844730432268,,,0.036477891034767965,0.00022503652476894872,,,,0.03934566996258218,,5.747051959547514e-06,,,,,,,,,UC
822,,,,0.002164659515985843,,,,,,,0.24471551191298974,,0.0043491453189151005,,,,,,,3.153654999186658e-05,,,,,,,,,,,,,,,0.02485288837116386,,0.4024968135910472,,,,0.04078928100492144,,,,,,0.011834322270844933,,,,0.03076912196099833,,,0.018037051504171692,,,0.0009558357284299563,,,0.0004745555114584924,,,0.03624674243090916,0.0016978721988268172,,0.03166976872694252,,0.002981711235811885,,,,,,,,,,,0.00031466984072766875,,,,0.0645788543026463,,,,,,,1.4956672606436727e-05,,,,,0.04348681546121103,,,,,0.037537885889399686,,,,,,,,,,,UC
