,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate,controlAbundance,treat_logged_mean,control_logged_mean,logged_mean_diff,logged_mean_diff05,logged_mean_diff95,ID
0,taxa100883,143,65,0.33489461358313816,0.15402843601895735,7.256805666378799e-05,-12.072364601218164,-13.289564833630054,1.2172002324118885,0.558974685013134,1.8651492467844377,0
1,taxa1017280,76,67,0.17798594847775176,0.15876777251184834,3.784728718453205e-05,-13.782933302245752,-14.484533164372149,0.7015998621263966,0.1453139636831877,1.3043563410629644,1
2,taxa102106,381,235,0.892271662763466,0.556872037914692,0.004381220057187657,-8.718390456111866,-8.260910612126299,-0.4574798439855662,-0.7612684171227623,-0.13642531251923914,2
3,taxa117563,137,85,0.32084309133489464,0.2014218009478673,3.760210350137727e-05,-13.215083161110233,-14.203785606787083,0.9887024456768515,0.48229373723615415,1.4952644045605554,3
4,taxa1263,408,382,0.955503512880562,0.9052132701421801,0.030020269367458503,-5.490209952428999,-5.173421226455461,-0.3167887259735386,-0.5357909207385649,-0.07916458952508543,4
5,taxa1279,62,58,0.1451990632318501,0.13744075829383887,2.1439310531994225e-05,-13.491317859679116,-15.429597350254502,1.9382794905753862,1.3719677272263686,2.482602734979442,5
6,taxa1301,336,252,0.7868852459016393,0.5971563981042654,0.0015731972938730929,-8.88869535387237,-9.265416924556868,0.3767215706844992,-0.029234822164415145,0.7508747699912588,6
7,taxa133925,76,104,0.17798594847775176,0.24644549763033174,1.8498362147977234e-05,-11.127153752448947,-15.312321575402299,4.18516782295335,3.533870088254523,4.83140808662886,7
8,taxa1350,177,99,0.41451990632318503,0.23459715639810427,9.148873061077383e-05,-10.809610947843654,-12.508884801996345,1.6992738541526904,1.0725852008524597,2.365346939594971,8
9,taxa1357,203,86,0.47540983606557374,0.2037914691943128,0.00014890434255624845,-12.255877533335008,-12.23082351885866,-0.025054014476347482,-0.635014079773908,0.5250282690373933,9
10,taxa1378,149,83,0.34894613583138173,0.1966824644549763,3.517523718956414e-05,-12.733006845907354,-14.427791364452128,1.6947845185447759,1.1909143799693325,2.1729851203933235,10
11,taxa1380,82,54,0.1920374707259953,0.12796208530805686,1.8731383494632474e-05,-12.964554960667057,-15.539700981093707,2.5751460204266476,2.035506135253293,3.1213535038145843,11
12,taxa1386,185,90,0.4332552693208431,0.2132701421800948,7.334064126478773e-05,-11.479414642676366,-13.495618161043666,2.0162035183673024,1.668342622513665,2.3500853496321517,12
