,taxa100883,taxa102106,taxa117563,taxa1263,taxa1301,taxa1350,taxa1357,taxa1378,taxa1380,taxa1386,taxa1485,taxa1505663,taxa1506553,taxa1578,taxa162289,taxa1654,taxa1678,taxa1716,taxa1730,taxa189330,taxa2039240,taxa207244,taxa216851,taxa239759,taxa239934,taxa244127,taxa283168,taxa286,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa848,taxa872,taxa904,taxa906,condition
0,0.005855180266940947,3.8326238416578836e-05,0.0005116683189968433,0.0010964693582375667,0.08611058423396735,0.0006505031622405728,0.06174917562738032,8.51259649184557e-05,0.0022461261493797735,,0.0846462351314727,,,0.018702943624580158,2.828841406937962e-05,0.00024247212059468244,0.05411495394659226,,0.0015107577449310619,8.030259477759376e-05,,,0.00029944003279891695,,,,,,0.0008895858876011361,0.015282652749288389,2.5290102900735692e-05,,0.0009864443744838506,,5.4751769166541194e-05,,,0.10982448798948245,0.4981328994907434,0.020999389257051086,,,,0.000978101247753711,0.01917459100754336,0.0002880985949001335,7.248091346808787e-05,0.00011393582440846908,0.015072249522062682,,,0.00013648833885087768,crohn
1,0.0011061495329810335,0.0005685730154416245,,0.0004298991408398815,0.00262143257912236,,,,,,0.0066213989489350925,,,,,,0.002431401761917926,,0.052289775116355894,0.0029643186751975243,,0.0007667074922283371,0.03668587470344404,0.0012798717352761316,,,0.007982712463013126,,0.0015472925014913268,,0.005382045511570354,0.0008327523178239081,0.05704317923583098,0.013669050391898042,,,0.0008209007156848257,0.000545781472866466,,0.024525928317255842,,0.0008451103986868829,1.8233234060126925e-05,,0.743513805546408,,0.006206592874067204,,,,0.029301212317603086,,crohn
2,0.0007593628111326253,0.0005596483559795139,,0.0010405102755224795,0.002787451906173702,,,,,,0.008694398813683923,,,,,,0.0029760711138183066,,0.046267691066778534,0.0042749276111443526,,0.0014655905837382762,0.027412590316841595,0.0006130887682911264,,,0.007501914184673372,,0.0013398783757290547,,0.007912540133749648,0.00020765417355369384,0.06846164698668347,0.015995987795634912,,,0.0006375186710621491,0.0005967003751822319,,0.028077083672213413,,0.0010401031104762956,0.00014719016419541237,,0.7299319036818511,,0.0068950346833365475,0.0001696860329970625,,,0.03423382633555734,,crohn
3,0.0008070124844760567,,,,0.010928896547693417,,0.0005160997018877074,,,,0.037832211375994206,,,,,,,,0.018335392406660676,0.004015344663393586,,7.098393235211024e-05,,0.13405851543273603,,,0.0004807088524244046,,8.544362227568823e-05,0.0007809243725859648,0.0001025323467308259,0.006763191332437168,0.1500501235545113,,,,,0.00984017290148947,0.0001376198460558718,0.08864083161620302,,,,0.0008588853581179833,0.5352613189542671,,,0.00016795485988155997,,0.0002658358378257803,,,crohn
4,0.0019569817376085537,,0.00037164985096591546,,0.07692247733310052,,0.0026790799379752153,0.00010247392423165341,,,0.07113602633974783,,,,,,,,0.07228236242927635,0.026691859039114692,,0.0016044548096229873,,0.033677857733767344,,,,,0.00044200973606209126,0.005995348141127172,0.0010587240021783502,0.000908546699425065,0.06619846684043583,,,,,0.03209346120748788,,0.33771913414730464,,,,0.004008538800826442,0.26370510789901436,,0.00037539129241859247,7.004809830845276e-05,,,,,crohn
5,,,,,,,3.165539634063618e-05,,,,0.007237227550043163,,,,,,0.027759873217625318,,0.005937245940321037,0.00155010948747401,,6.120043292522995e-05,0.031704336588312024,,,,,,0.0019833361973930017,,,,0.08261093709017567,,0.034791089458150064,0.0621153241261352,0.00989879317569951,0.0008863510975378132,,0.01914206841384356,,,0.00016179424796325162,,0.6977080488116162,0.00012109445266814794,0.01526925678154058,0.0010302575342355624,,,,,crohn
6,,,,,,,0.00020430052607385465,,,,0.013258118834537891,,,,,,0.029611812913804082,,0.013981917794776904,0.0031861632240553417,,0.00015252160337304995,0.02345203140276039,,,0.0004449971104344886,,,0.0010853465447673528,,7.751757165499111e-05,,0.08318027550810707,,0.05876193881199245,0.03173846878364374,0.003786597644189721,0.0020004761650056525,,0.04063650070198144,,,0.00043313320193216824,,0.6771235290261581,0.0004848115830354956,0.015624164247970973,0.0007753767997448659,,,,,crohn
7,6.831241735009534e-05,,7.5113207784651636e-06,,0.0021012412356082076,,0.0001777340903120608,,,,0.0053823688594445114,,,,,,0.06479041993967392,,0.18089087512571309,0.018494394321603894,,0.0003069491085686304,0.040480334753175966,0.015532193317847831,2.5173075041342712e-05,0.00015631667565995072,0.009809074406331596,,0.0006279058153457501,,0.002271362500806959,,0.030543567893610464,,,0.02482065199076391,0.0032649884345960873,0.004687673191771327,,0.04671036631290375,,,0.0007471734087875957,,0.5332134364130154,4.9331106734244184e-05,0.012111700242270545,0.002637082619250337,,,,9.186142303393208e-05,crohn
8,6.866657734594129e-05,,,0.017517493978723316,0.0020556294759612632,,0.0001654701989593763,,,,0.005403836166015874,,,,,4.875733302670388e-06,0.06795187610599153,,0.17787284554804408,0.018180492130109346,,0.00033561297566714506,0.0412430153850717,0.01605964972122487,2.1636066530599847e-05,9.52799549563505e-05,0.00937552725214946,,0.0005070762634777203,,0.0023621912073666642,,0.03344641310077034,,,0.0248605514880992,0.0034473466005422422,0.005328871766487317,,0.04248957786612109,,,0.0006022546406569319,,0.5153375840924325,4.733524414675835e-05,0.012351654544544037,0.002782824782499124,,,,8.441113280248109e-05,crohn
9,0.0005586102904689901,0.004868740690699416,5.079225466191379e-05,0.02547618261299604,0.0004768828354368573,,,4.598475730708245e-05,6.0720781807761137e-05,,0.09102672257855764,,,,,,0.008456074314712153,,0.07814848227308507,0.07980874103349489,,0.0015394442616666463,,0.00031948955247216145,,,0.0011615331652520778,,0.023440625526473215,1.2018743387078366e-05,0.04130789846732803,0.00219733982359411,0.028441885926866674,0.005237663857276691,,,0.0003208481930289616,0.005179242313334283,,0.08858263272768621,,5.904860881477632e-05,,2.288786784147967e-05,0.3521564969982404,0.004254321626589556,0.07364072192724627,0.00039682755339770916,,,0.08275113843627578,,crohn
10,0.0032876395736227346,0.00779020736743224,,,0.0004081506963905912,,,,,,0.08290591443904254,,,,,,0.0138724675635541,,0.03907918578539273,0.025799314514238766,,0.00111841968113875,1.4920728076503334e-05,0.001691968235568878,5.132307175251147e-05,,0.0030491195659316816,,0.014332470435529704,0.0002704778791740604,0.035715461080656485,0.005663104140015266,0.02961203673123462,0.016615130189701715,,1.3545058112003028e-05,0.009229369791832562,0.0007850842666636753,,0.06362092631054522,,,,,0.5295556871730733,,,0.0011568326193782585,0.00029100710787506503,0.001128155191656752,0.11288536087156523,5.671993084401268e-05,crohn
11,0.002982837381241419,0.00591360869886907,1.8128265063903186e-05,0.07278772455070887,0.00047797489572558695,,,,,,0.07646091156083729,,,,,,0.0110180854739266,,0.03731734982471443,0.02488821078872076,,0.0011315410100352593,2.9827319843515128e-05,0.0011788642136032394,8.526608393428882e-05,4.574225021938363e-05,0.0029668170539756448,,0.013757350642594299,0.00027118619772920294,0.03539448896526181,0.004196377171623869,0.027157300431515943,0.01547426597916978,0.00010950736861276402,3.425398921958451e-05,0.00680115590877098,0.0008285249515543195,,0.04663422409866161,,,,4.373970931116176e-05,0.5100071185059443,9.158989732867365e-05,8.010163632887454e-06,0.000882382762296497,0.0003419075108564066,0.0008971383268833949,0.09974571946341179,2.0868584201469946e-05,crohn
