,taxa100175,taxa100883,taxa1017280,taxa102106,taxa114627,taxa117563,taxa123375,taxa1243,taxa1263,taxa1279,taxa1301,taxa133925,taxa1350,taxa1357,taxa1378,taxa1380,taxa1386,taxa1485,taxa1486726,taxa1505652,taxa1505657,taxa1505663,taxa1506553,taxa1506577,taxa1508657,taxa1573,taxa1573535,taxa1578,taxa162289,taxa1637257,taxa1654,taxa1663,taxa1678,taxa1716,taxa1730,taxa189330,taxa2005359,taxa2039240,taxa204475,taxa2048137,taxa2057233,taxa207244,taxa2132,taxa2147,taxa216851,taxa2172,taxa2282742,taxa237,taxa239759,taxa239934,taxa241189,taxa244127,taxa246875,taxa264995,taxa278993,taxa283168,taxa28453,taxa286,taxa292632,taxa29465,taxa32207,taxa33042,taxa33986,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa44249,taxa44261,taxa447020,taxa44748,taxa459786,taxa46123,taxa46205,taxa46255,taxa52225,taxa52784,taxa561,taxa570,taxa572511,taxa574697,taxa577309,taxa577310,taxa61170,taxa644652,taxa724,taxa79206,taxa816,taxa830,taxa836,taxa83660,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa848,taxa86331,taxa872,taxa904,taxa906,taxa990721,taxa184869,condition
2655,,,5.2592454708912376e-05,0.013273184793128941,,,,,0.01253315545441294,,0.002414811327344725,,,,,,,0.0009813893371977851,,,,,,,,,,,,,,,0.12380829131657185,,0.05650781659143556,0.010274607313036347,,,,,,,,,0.02443045702742197,0.003944333157957855,,,0.20408799838164637,,,0.001617848889865141,,,,0.009949967515831236,,,0.05602186634773364,4.08828102823599e-05,,0.0007711204635727093,,0.024771550893950594,0.08185657219944675,,,,,,0.0035501421106674457,,0.015048811047120822,,,,,,0.0009666513364540208,,0.010432788458005379,,,1.917959000900835e-05,,0.0009536294042900099,,,0.3354025755564806,,,,,0.005736312536062676,,0.0004157933223531862,,,,0.00013567036301109065,,,,,H2029
2656,,,,0.001035251040640824,,,,,0.013494779956029681,,,,,,,,,0.0003820814920818664,,,,,,,,,,,,,,,0.0015256439708128523,,0.03849058417722557,0.00045614588498542476,,,,,,,,,0.08583856830021289,,,,0.23112938812186623,0.055919751333442735,,0.0005512536430036432,,,,0.003252747216473406,,,0.20926182454021533,0.0001418364070228311,,2.7129436397821512e-05,,0.001183998748951313,0.16142117810454362,0.016181728850670193,,,,,0.0009683042565260478,,0.003856402964762575,,,,,,0.0005867385331969915,,0.0038917847012053613,,,7.633377541592365e-05,,0.00015596847084983317,,,0.1337439952912376,,,,,0.0299385193331275,,,0.003549933171842698,,,0.002938128277259126,,,,,H2029
2657,,,,0.0005838571812583694,,,,,0.019715712313981584,,,,,0.00021866386513865016,,,,,,,,,,,,,,,,,,,0.002507441558793863,,0.031446597105252126,0.00010953744372077116,,,,,,,,,0.03555342920017526,,,,0.2907222401701961,0.09695132427275767,,0.0007777569526477645,,,,0.007224539017936192,,,0.260893324093552,0.0018486755628333903,,,,0.0046877093644855355,0.12247745337157484,0.009851279800144516,,,,,0.0009219230253872037,,0.006535871149440312,,,,,,,,0.0025694031709548623,,,0.00024404449234224348,,,0.0009863507713655558,,0.07714806420826006,,,,,0.01206566245697624,,,0.007278896717493684,,,0.006680242733331196,,,,,H2029
2658,,,0.00012937805927348657,0.000358261855217505,,,,,8.487859939598164e-05,,0.0007124033900759817,,,,,,,9.044103188066976e-05,,,,,,,,,,,,,,,0.005946034310113646,,0.0031276321765293575,0.000781315748080729,,,,,,,,,0.04606487258990873,,,,0.16558434434835742,,,,,,,0.02926498738203394,,,0.027204106146456998,0.0021758381735938353,,,,0.00012690586705806962,0.071334385319793,0.02208749232461573,,0.002090444534152975,,,,,0.010065530605070075,,,,,,0.006664412164710218,,0.00032540230035425484,,,2.4927938172120818e-05,,,0.0009220246883415433,,0.5953018253122199,,,,,0.00953215513459387,,,,,,,,,,,H2029
2659,,,,0.0036025331450179965,,,,,0.014078272358649597,,0.0013234315914164656,,,,,,,,,,,,,,,,,,,,,,,,0.11250371315321882,0.007787325162877581,,,,,,0.0024002915850380425,,,0.15008282837486903,0.0061794159187206705,,,,,,,,,,,,,0.02500359925281334,0.0008749373547769832,0.0008547086427627683,0.006817258189439156,,,0.0015140553100369037,,,,,,,,0.00016893708141600986,,,,0.00797011253360062,,0.2905189302473917,0.007549865597521528,0.004783270308442298,,,,,,0.003671784591553146,,,,,,0.3143013349127523,0.03801339468768509,,,,,,,,,,,H2029
2660,,,,0.0028580048571746936,,,,,0.03742761317497233,,0.001982749014913625,0.00018779685358817755,,,,,,,,,,,,,,,,0.015807907668067434,,,,,,,0.04629615993879987,0.006143342041147189,,,,,,,,,0.21583605764750882,0.0012816060084567232,,,,,,,,,,,,,0.04617378572261714,0.00026260281747409977,,0.006051463636025979,,0.00024904912366898493,0.0010992827619821495,,,,,,,,4.1703673246507165e-05,,,,,,0.04356144156566016,,0.03700002020021673,,,,,,0.0007017946263513783,,0.00822096691269662,0.011811522855241991,,,0.5152332440831284,0.0012804330926466652,,,,,,0.0004914517244143078,,,,,H2029
2661,,,,0.004969182718592429,,,,,0.02857907998714466,,0.0021809097793003985,0.0005768634345489647,,,,,,,,,,,,,,,,,,,4.4254503583478527e-05,,,,0.07632741682515559,0.03669404026992377,,,,,,0.000277128877845729,,,0.1807222358906177,0.008156703044267301,,,,,,,,,,,,,0.03675085348398363,0.005094052182757704,0.00046622717559026834,0.01579682446427232,,,0.0013688994419267884,,,,,,,,0.0004631173996627806,,,,,,0.0013534701690557918,,0.02768334491326177,,,,,,0.0007951457833053114,,,0.02082892034201315,,,0.5097126076655258,0.04094283143423702,,,8.51600177065857e-05,,,0.0001307301957209244,,,,,H2029
2662,,,,0.0007510981653541148,,,,,0.008847218785063758,,0.00016184002899028625,,,,,,,,,,,,,,,,,,,,,,,,0.2907646361433987,0.014046803962945243,,,,,,,,,0.130508319694002,,,,,,,,,,,,,,0.006014205283616249,7.338626900631197e-05,,0.003968495285555511,,,0.00022774675211560037,,,,,,,,,,,,,,0.001272931989573296,,0.008015146405606667,,,,,,0.0020744357902123967,,,,,,0.5026092233207038,0.030664512123856076,,,,,,,,,,,H2029
2663,,,,0.01722669999699152,,,,,0.43561303274048024,,,,,,,,,,,,,,,,,,,,,,,,,,0.03639387035634092,0.009710420011322829,,,,,,,,,0.20369332089827777,0.02211616566338377,,,,,,0.011819775567303827,,,,,,,0.1038269248125853,,,,,,,,,,,,,,,,,,,,0.01716871835966666,,0.0013677649446302712,,,,,,,,,,,,0.13797031449568284,0.003092992153334081,,,,,,,,,,,H2029
2664,,,,0.001254822280801119,,,,,0.046967095548758026,,0.0008464514578393289,,,,,,,,,,,,,,,,,,,,,,,,0.06497469102351972,0.006393507015187611,,,,,,,,,0.16822874997357273,0.0010201481484778448,,,,,,,,,,,,,0.015856249019409296,,0.00023623195017653413,0.06036199236001615,,,0.0006073264173638829,,,,,,,,6.253525953801799e-05,,,,,,,,0.017501415945155908,,,,,,0.00016523996514938917,,,0.36496445393476973,,,0.2467438825049266,0.0038152071953381187,,,,,,,,,,,H2029
2665,,,,0.008751299458611701,,,,,0.041301779133045224,,0.0003260732577919173,,,,,,,,,,,,,,,,,,,,,,,,0.01880855898958633,0.0386338464041588,,,,,,,,,0.12466917567480161,0.009823707059519373,,,,,,,,,,,,,0.1602373333208861,,,0.026692496914306744,,,0.018580174345836364,,,,,,,,,,,,,,,,0.018160246668751583,,,,,,,,,0.27632041331952584,,,0.24737724408750503,0.010317651365673489,,,,,,,,,,,H2029
2666,,,,,,,,,0.12535327481140734,,0.004001312171197842,,,,,,,,,,,,,,,,,,,,,,,,0.008961067778246479,0.03249051841206822,,,,,,,,,0.022598503962838017,0.00912306422242453,,,,,,,,,,,,,0.02866356557157781,,,0.00701401972647753,,,0.01787694707469592,,,,,,,,,,,,,,0.0034471138095360917,,0.0005173228552896421,,,,,,,,,,,,0.713481365399819,0.026471924204421612,,,,,,,,,,,H2029
2667,,,,0.017957066316454738,,,,,0.15171480297747264,,,,,,,,,,,,,,,,,,,,,,,,0.062241905911378514,,0.19559931946119885,0.06123129194766371,,,,,,,,,0.10174824888791562,,,,0.013306102551936603,,,,,,,,,,0.013817282757327425,,,0.024948509659040496,,,,,0.0533194305741978,,,,,,,,,,,,,,0.03250734834655124,,,,,,,,0.1773346430621813,,,,,0.09427404754668112,,,,,,,,,,,H2029
2668,,,,,,,,,0.09153805444040454,,0.0044491091610124245,,,,,,,0.00013729041871328722,,,,,,,,,,,,,,,0.03223155812971399,,0.24825440292826254,0.010108786556129649,,,,,,5.213560204302046e-05,,,0.07489023666803207,,,,0.012261271333811687,,,,,,,0.009809977997753669,,,0.2204743051729864,,,0.012382614391900049,,0.0020543471738363513,0.020683726730526302,0.0018829130471184194,0.05060843780984265,,,,0.00020874686151342697,,0.002549737619915718,,,,,,0.0051215562006967155,,0.008530917894298237,,,,0.00011418719114128207,,0.00026895837053958206,,0.18110272523014548,0.00027774986421742466,,,,0.01000625320544504,,,,,,,,,,,H2029
2669,,,,,,,,,0.03914156393598854,,0.0017194691839862895,,,,,,,,,,,,,,,,,,,,,,,,0.44958701768354337,0.013253422758215427,,,,,,,,,0.050600301665953785,0.0031480557527413396,,,0.026161840419554185,0.007685289499199327,,,,,,,,,0.07356850409062037,,,0.016435639468953503,,,0.015368829792718097,0.015816935130295758,,,,,,,,,,,,,,,0.01337813083379387,,0.017153636953595734,,,,,,0.24973512395746056,,,,,0.007246238873379837,,,,,,,,,,,H2029
2670,,,,,,,,,0.00844254115192481,,0.034124443848437186,,,,,,,,,,,,,,,,,,,,,,0.05501766357108539,,0.1736431053660399,0.031149218096974407,,,,,,0.007102039003007826,,,0.13920243258719076,,,,0.008505992615360315,,,,,,,,,,0.3223416613464792,,,0.006806892001290009,,,,,0.09730143085621015,,,,,,,,,,,,,,0.029897877080632105,,,,,,,,0.028356942351106054,,,,,0.05810776012426203,,,,,,,,,,,H2029
2671,,,,0.002262736399831797,,,,,,,0.0008278503004209861,,,,,,,0.002955689856032822,,,,,,,,,,,,,,,0.023310317537171374,,0.05778921623198827,0.002717324479256855,,,,,,0.00040479257263281796,,,0.03200024571225482,,,,0.1262499769134561,,,,,,,0.01090205274833953,,,0.025028874761341257,0.0002136717033257174,,0.003468338680057848,,0.013738253796065561,0.02801303376982292,,0.007923097778477545,0.02442785932075459,,,,,0.010332261539470948,,,,,,0.001209479799197578,,0.003062525707695681,,,,0.00032193611460966495,,0.00024152861593694988,,0.6044643916718647,,,,,0.0030231382781428025,,,,,,,,0.015111405711850745,,,H2029
