,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate,controlAbundance,treat_logged_mean,control_logged_mean,logged_mean_diff,logged_mean_diff05,logged_mean_diff95,ID
0,taxa100175,130,134,0.3044496487119438,0.2449725776965265,0.0005646600745155623,-13.382590657495555,-12.070534078849686,-1.3120565786458673,-1.7962596352845146,-0.8924672602369439,0
1,taxa100883,143,254,0.33489461358313816,0.4643510054844607,7.256805666378799e-05,-11.185741175334071,-13.309923075040592,2.124181899706521,1.6707638668293332,2.5430591635434796,1
2,taxa1017280,76,245,0.17798594847775176,0.44789762340036565,3.784728718453205e-05,-11.987685873783418,-14.518820858836404,2.5311349850529887,2.1461768000673223,2.928250048460902,2
3,taxa102106,381,219,0.892271662763466,0.40036563071297987,0.004381220057187657,-12.209805482886322,-8.27449773797181,-3.9353077449145113,-4.2462262350410205,-3.6267739087840996,3
4,taxa114627,90,82,0.2107728337236534,0.14990859232175502,3.3674328616855525e-05,-13.577813973866544,-14.770199696611511,1.192385722744966,0.8530996708394109,1.5605321656647848,4
5,taxa117563,137,134,0.32084309133489464,0.2449725776965265,3.760210350137727e-05,-10.59048828951113,-14.229315066199582,3.638826776688451,3.20116483287588,4.101136162264187,5
6,taxa1243,63,93,0.14754098360655737,0.170018281535649,2.8282394202074816e-05,-12.860579713365794,-14.801769982704233,1.9411902693384382,1.3818185138408638,2.6066994184098617,6
7,taxa1263,408,493,0.955503512880562,0.9012797074954296,0.030020269367458503,-7.204447152124246,-5.186002814644426,-2.0184443374798198,-2.2365351812534118,-1.7678797746132076,7
8,taxa1279,62,265,0.1451990632318501,0.4844606946983547,2.1439310531994225e-05,-11.973778749664653,-15.463603353484471,3.489824603819821,2.9662328688391595,3.961949953520244,8
9,taxa1301,336,455,0.7868852459016393,0.8318098720292505,0.0015731972938730929,-9.145822205342899,-9.281000390820449,0.1351781854775502,-0.1366244293593323,0.4125208315312799,9
10,taxa133925,76,109,0.17798594847775176,0.19926873857404023,1.8498362147977234e-05,-12.948480524784877,-15.340928367083992,2.392447842299117,1.9332679091020588,2.792720262248573,10
11,taxa1350,177,271,0.41451990632318503,0.4954296160877514,9.148873061077383e-05,-11.273642527380082,-12.530384965451228,1.2567424380711465,0.7933046373010699,1.7373287914630215,11
12,taxa1357,203,213,0.47540983606557374,0.38939670932358317,0.00014890434255624845,-11.855273637505466,-12.252190400759853,0.39691676325438663,-0.004637079936896328,0.7862413223105691,12
13,taxa1378,149,122,0.34894613583138173,0.2230347349177331,3.517523718956414e-05,-11.737854768446505,-14.450803394539838,2.712948626093332,2.2269971026565885,3.1632371048211914,13
14,taxa1380,82,134,0.1920374707259953,0.2449725776965265,1.8731383494632474e-05,-11.966424884288804,-15.573680372696183,3.607255488407378,3.148062571103136,4.029705878436027,14
15,taxa1386,185,445,0.4332552693208431,0.8135283363802559,7.334064126478773e-05,-10.228206388875842,-13.52165343861784,3.293447049741998,3.0381070272599873,3.5108079276358777,15
16,taxa1485,304,471,0.711943793911007,0.8610603290676416,0.0026700351330684324,-9.358113794798605,-8.633091333106291,-0.7250224616923129,-0.9896006248219056,-0.48193932990905664,16
17,taxa1505652,66,70,0.15456674473067916,0.12797074954296161,3.13892166291249e-05,-13.067636510440149,-14.96284407104858,1.8952075606084329,1.4662754449631825,2.3267877456920654,17
18,taxa1505657,126,341,0.29508196721311475,0.623400365630713,7.113738410708942e-05,-10.290743165322205,-13.220927052896458,2.930183887574256,2.504722319291659,3.347175317606997,18
19,taxa1505663,203,452,0.47540983606557374,0.8263254113345521,0.0012649196039655043,-7.656193136184431,-9.938656772914491,2.282463636730063,1.904893923120991,2.666967877396689,19
20,taxa1506553,205,460,0.48009367681498827,0.8409506398537477,0.001857412869186636,-6.425627997197553,-9.102809587842378,2.677181590644822,2.4263450850817634,2.916042460303618,20
21,taxa1506577,77,267,0.18032786885245902,0.48811700182815354,3.329787182575071e-05,-11.945948505733377,-13.319004817336223,1.373056311602846,0.5338086510497062,2.2057790814410927,21
22,taxa1508657,205,458,0.48009367681498827,0.8372943327239488,0.03435303867395901,-6.286824281222255,-4.849899533736046,-1.4369247474862077,-1.7034114191632368,-1.1804481882325433,22
23,taxa1573535,147,115,0.3442622950819672,0.21023765996343693,0.00010548525758982052,-10.040584862051084,-11.93498724294411,1.8944023808930264,1.1282702653015004,2.6619417647854493,23
24,taxa1578,240,419,0.5620608899297423,0.7659963436928702,0.0004994517762783282,-10.908858475355803,-10.93577945995064,0.026920984594837893,-0.3878626076832305,0.4199627092636308,24
25,taxa162289,186,228,0.43559718969555034,0.41681901279707495,7.008415586207016e-05,-12.036730462512077,-13.575359116325297,1.538628653813219,1.20165874102313,1.899472722077923,25
26,taxa1637257,55,110,0.1288056206088993,0.20109689213893966,1.1888507433153946e-05,-13.81413207048463,-16.277531431499096,2.4633993610144636,2.123752759219057,2.829143994037583,26
27,taxa1654,203,278,0.47540983606557374,0.5082266910420475,0.0001504447989791494,-12.083592706873281,-12.599483776252539,0.5158910693792561,0.21870275107111184,0.793574702700587,27
28,taxa1663,72,95,0.1686182669789227,0.1736745886654479,1.7222263554659466e-05,-12.209195127221616,-15.702038398937173,3.492843271715555,3.0323140572381835,3.957666185046306,28
29,taxa166484,89,53,0.20843091334894615,0.09689213893967093,3.561442884004383e-05,-12.838842616044982,-14.375664230555085,1.5368216145101052,1.0258890980540838,2.0800635653959896,29
30,taxa1678,353,453,0.8266978922716628,0.8281535648994516,0.017071967785042247,-9.17388176119766,-6.995328458285086,-2.1785533029125737,-2.5472155989428056,-1.791519634565752,30
31,taxa1716,99,308,0.23185011709601874,0.5630712979890311,2.3561537095604435e-05,-11.369205642058754,-15.265890088676018,3.896684446617263,3.4958761752766683,4.241521154114754,31
32,taxa1730,427,511,1.0,0.9341864716636198,0.026706728631412328,-6.299224550182113,-5.213183415077861,-1.0860411351042512,-1.3238033341651594,-0.8734854423734134,32
33,taxa1870884,84,71,0.19672131147540983,0.12979890310786105,2.829741106923397e-05,-12.164708665622635,-15.150675358358793,2.985966692736159,2.384846589470656,3.676364916884623,33
