,taxa102106,taxa1263,taxa1301,taxa1485,taxa1654,taxa1678,taxa1730,taxa189330,taxa216851,taxa239759,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa40544,taxa459786,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa872,condition
2769,0.011311870899102839,0.038916832701909765,0.00469277494622121,0.020455555444105815,0.00010183229426103924,0.012003472481170818,0.011625851478744696,0.001323819190576325,0.04099173267069144,0.006894892278852927,9.758917619729845e-05,4.2430069707334276e-06,0.00010183229426103924,0.012050147414689153,1.2729036782629905e-05,0.020718687167238754,0.018423188226711126,0.0013407910280141034,0.010679656464680418,3.818711034788971e-05,3.394415098844515e-05,0.014061343478968083,0.001107425882680209,0.0014171658835270677,0.00028852441052815457,0.008838194645208894,0.28746743991532864,0.45299602087290025,0.011519773527151177,0.00020366522333926335,0.010280816697849669,H2029
2770,0.04395330557011121,0.37543231507556885,0.0018348182229405107,0.002999222675793885,0.002305286078991785,0.02934533958848401,0.00778623301676767,0.0003763731526658208,0.11673443344530791,0.033967671272866394,0.0004234184287040164,,2.3523317324217136e-05,0.019230297666009588,2.3523317324217136e-05,0.010750154469861127,0.012126275684901168,2.3523317324217136e-05,0.023876178594528247,,,0.006010227521490564,0.013549419909867163,0.0002234717598846892,0.0031874090634309285,,0.2272588859248732,0.06319537785818893,0.0028345591148718056,0.0022935227786756384,0.00023523317324217134,H2029
2771,0.14267270452512598,0.30118229313710265,0.0003559780225954645,0.003733618316503848,0.0011424393571184484,0.02123451129104987,0.00485950274850698,0.0026822521759337836,0.11361495907532145,0.005596299307684018,8.278567736244069e-06,8.278567736244069e-06,,0.005149254569590675,2.483567070347967e-05,0.0021027517842916485,0.023858790349090137,2.483567070347967e-05,0.026632105989996546,,,0.02713710759335714,0.012235692169168321,5.7950039164213545e-05,0.000380812035531065,,0.028726581936993168,0.27008776856354844,0.0050333733443087185,0.0007864613345229838,0.0006705638566147595,H2029
2772,0.007354225507083139,0.15206548534879916,0.0007709712018753816,0.002382162551851059,0.00012464795341909826,0.008134429502359852,0.009801020608458444,0.011264487264012815,0.03498455804653861,0.015216284608388782,0.00030931205966177846,4.616591422136032e-06,2.7699578489965454e-05,0.012081613445750079,4.616591422136033e-05,0.03382581551323715,0.03432894583502613,0.0010802817636796974,0.02797188897672115,4.616591422136032e-06,5.539915697993091e-05,0.029015296485379115,0.005955406379627646,0.0025483648159347326,0.0008125202700388374,0.0006971058589498022,0.40600175460706794,0.19700869852319206,0.004265733290025725,0.00015696347925249073,0.0017035282711337714,H2029
2773,0.04856996341086444,0.1807004036715419,0.0016159443625052034,0.024513901588622287,0.0005763534975733215,0.2536003080964946,0.03288984563063867,0.02580117850121365,0.0855642710096375,0.003118785014494169,4.847830603575906e-05,0.00010234328371524615,5.386472928551662e-06,0.007514141161452211,1.077297069650037e-05,0.002870987189547978,0.010767580547341057,8.618376557200297e-05,0.012604379440814993,,5.386472928551662e-06,0.17075694463944388,0.009404791867725195,0.00011311613021476128,0.0001939134725370067,2.6932364642758312e-05,0.01946675966313698,0.09960151106913942,0.00791812911503329,0.001152706995146643,0.0003986002883614695,H2029
2774,0.07676134429900427,0.3747564718152316,0.0032180751153511986,0.0025537948584705454,0.001653323960692908,0.01520466505905313,0.00824448098761671,0.00036166615138286253,0.08716834201181393,0.009277812848710603,6.642802568806534e-05,1.4761818571523347e-05,0.00010333283525652324,0.007624488888017696,1.4761818571523347e-05,0.004111153543241139,0.00769090533556118,0.00029523637143046694,0.03632870916240189,,,0.04449200279681437,0.026475322186934352,0.0008488043047229428,0.0014540395327758456,7.380891743118372e-06,0.1010298370437634,0.17534082492626632,0.008229710081955957,0.0031368842536182986,0.0035354390753377803,H2029
2775,0.017044607308337758,0.06422613605709442,0.0015315437885437759,0.008645819675641521,0.0002470232625105664,0.22493937164706748,0.018724359347105313,0.0004940476225754722,0.007904750985664162,0.06901833269159331,0.0010374989098541523,4.9404762257547226e-05,0.0001482140123840568,0.011165447733792848,,0.03339748099425516,0.06007600871115708,0.0001482140123840568,0.03557146175206418,,,0.029593357653820433,,0.0001482140123840568,0.00034583388458000027,,0.3952375492832081,0.000691665025274152,0.0067684529780611385,0.012647585113747568,0.00019761877464160403,H2029
2776,0.002527352452721947,0.03548118498831428,0.0005643626711271837,0.0010305734718752077,2.453743841714069e-05,0.03727245133095745,0.028978826427127142,0.00029445031936098685,0.025862499250812333,0.11984109829559539,0.006306139488852683,,4.907487683428138e-05,0.0038278418042143464,0.0001226873684782532,0.04085480762369404,0.09437107246796189,0.0016685482818612634,0.031800578045370655,,,0.008808955737905336,2.453743841714069e-05,0.0010060372682059151,0.00019630021290732453,,0.5526572615262185,0.00029445031936098685,0.004146830091170123,0.001938465925403953,4.907487683428138e-05,H2029
2777,0.0016135366855604932,0.018343477807139658,0.0007360010796017925,0.0021230822014606967,5.6615418195440136e-05,0.0641453418028652,0.016446769179094028,5.6615418195440136e-05,0.011662780649688164,0.16160928533165475,0.0038215511779346083,2.8307709097720068e-05,2.8307709097720068e-05,0.004104626661259132,2.8307709097720068e-05,0.0852345296166493,0.07258101692837883,0.0020664606741850854,0.028251119723497996,,,0.01143632669363925,,0.00025476954264474827,0.0001698468976473911,,0.5073317781643002,0.00022646199431229587,0.002943997887796463,0.00467077762790818,2.8307709097720068e-05,H2029
2778,0.009460170990775237,0.04018910318236343,0.0004961635987206387,0.0026462071274845032,,0.10402877645128833,0.015579511900534342,0.00023154288597218838,0.00552395523947955,0.1461695398660704,0.0038369974826600616,,,0.00883169988787284,0.00013231016622806065,0.06589039965304759,0.09165786698897743,0.001620798300343674,0.050608542558420115,,,0.011246366030846802,,0.00046308577194437676,0.000396930118391853,,0.4314967896361428,0.0005953951775877794,0.004101604885176997,0.004697009570073001,9.923252959796325e-05,H2029
2779,0.0007836061980742879,0.005960162430190431,0.00040367632653829527,0.006387575155355392,4.7491233941999083e-05,0.0513381328353704,0.03217537384805211,0.0004511675604802943,0.03768425642156764,0.15021493218449067,0.0072661671734388904,4.7491233941999083e-05,2.3745616970999542e-05,0.007503631723461915,7.123685091299863e-05,0.10457574742216016,0.052382822657711964,0.004226728201150949,0.0037755656688584723,,,0.015458409218590248,,0.0018758995505524488,0.00014247386943225785,4.7491233941999083e-05,0.5012466350860113,9.498263549025877e-05,0.012157772649777828,0.0036093337795919307,4.7491233941999083e-05,H2029
2780,0.0013278903623916837,0.06145182864572777,0.0007868982301023109,0.005164021639576245,2.4590609781293818e-05,0.02102495211951984,0.033074261109417434,0.0012049373134852145,0.028279105031056045,0.1874540079673518,0.007549299883719471,9.836227876278888e-05,4.9181059200201235e-05,0.009541129012811539,4.9181059200201235e-05,0.023483948952694664,0.09641948845146026,0.0015000233479616491,0.01500023347961649,,,0.03467275337712883,,0.0007623066581466987,0.0002459060978129382,,0.45551577308637015,0.0002459060978129382,0.011631340465964698,0.0033934926037267254,4.9181059200201235e-05,H2029
2781,0.002178038353510298,0.0397910614694539,0.0021501100178633204,0.001982577186676849,8.377075357436451e-05,0.06944612017614264,0.017396419806541392,0.0002513116410115037,0.024349294645352983,0.15603718119568596,0.009661572226667442,5.584716904957633e-05,0.00013961812919447079,0.004495697728202484,,0.05640573576251586,0.13252553004921233,0.0009494022869838576,0.042304198536621936,,,0.014185198290516902,2.7923584524788164e-05,0.0006422422374995979,0.00027923584524788174,2.7923584524788164e-05,0.41882588085028155,0.00033508425372063763,0.002792358452478817,0.0026806657669439034,,H2029
2782,0.00011868217287079868,0.0018649993727417923,0.00047472953161084585,0.00573065072962771,1.6954616127439125e-05,0.02431287415985454,0.015191328208994045,0.000237364065699047,0.0118343181363568,0.07419335312652513,0.0025262358426905765,1.6954616127439125e-05,6.78184645097565e-05,0.004153871149733322,0.0001864999372741792,0.2278020128164444,0.0125972660606023,0.002034551134867191,0.0008307756301594164,,,0.0051202839889548015,,0.0028822819412391474,0.0001356367889982378,0.00010172755674335954,0.6016686190582179,0.00020345511348671908,0.003543518411187931,0.0019497822548682512,0.00020345511348671908,H2029
2783,0.0025862384523554034,0.13268732479511633,0.002016391278076274,0.013544887199778255,0.000263006563993311,0.0759652961440776,0.04497442194006915,0.0023232296021238256,0.062157560130746456,0.10954282032332952,0.002147895703192063,0.00043834503540160735,8.766923570414817e-05,0.024635131821847574,0.00021917297494845707,0.018673536916911357,0.09376228930943482,0.00035067694281659266,0.011572343685424091,,,0.08438162507625345,,0.0006575198393406779,0.000263006563993311,0.0003945109891091,0.2676110478629772,0.00048218136793238154,0.03208689682919115,0.01591196685186246,0.000263006563993311,H2029
2784,0.0029723132922678135,0.11681615873577966,0.003583077726485064,0.022882750053114596,0.0004886010300991138,0.09087950763201866,0.024104252628362383,0.0007328989158299992,0.04930787597967847,0.11425099543980327,0.001058632059456518,8.143341737256326e-05,0.00020358314903360741,0.015228040897781448,,0.02504073705961279,0.13241064777681677,0.00020358314903360741,0.008143341737256326,,,0.043322494955733634,,0.0003257331436265187,0.0008550491733547776,8.143341737256326e-05,0.2963347315597786,0.00044788340115129723,0.02255703005608144,0.027646497035878088,4.071657722034805e-05,H2029
2785,0.013316114789523888,0.11915089838662213,0.007505471747349719,0.0067952725541336,0.0004196595692589804,0.009652187171467244,0.07992903116677351,0.011702035417731968,0.04311192499358697,0.016205318466141802,4.842222104271979e-05,0.0002905332195156269,0.0007263330487890672,0.02548626151135885,0.00012912581603989428,0.0116697463584477,0.006714576591095892,0.0003550963943873037,0.2889193002548727,0.0006940546635739842,3.228148069514653e-05,0.05353899621753072,0.0007263330487890672,0.0004358003629768996,0.0058106430421741686,0.0009038801785758007,0.22306509671528454,0.008215617570219913,0.04090063145090091,0.0007586167710387427,0.022790738820100624,H2029
2786,0.05560211444232473,0.054817174279841084,0.05838304530369532,0.005954289489149459,0.0016890431277473367,0.01700988605260497,0.031102291275950683,0.005015958055021446,0.045177855195540684,0.014467780111830473,0.00010236635274791993,5.1183176373959967e-05,1.706104468637547e-05,0.0847934255200046,0.0004947704228493892,0.009332409596510978,0.014143606171949763,0.0009383568230281474,0.08835929654385884,0.0002729767996116746,0.00047770908195917885,0.15416351735679298,0.0004435864001787581,0.0001706104468637547,0.0025420974778077882,,0.21380923729383125,0.012045086631354025,0.050278908380845394,0.0020473270549583983,0.07629703009008064,H2029
2787,0.0064094801218101145,0.08643602065118906,0.003253554345591101,0.009435290726056996,0.0004012700150071829,0.00253776901432962,0.01981409927394823,0.0007049367748780718,0.03889082298619706,0.0336957792630555,3.253554345591101e-05,7.591626806379235e-05,7.591626806379235e-05,0.002602837851087149,1.0845153025041678e-05,0.018219864957610042,0.004500730489217629,0.0009218375852246127,0.15933708196283863,9.760634909844644e-05,2.1690334177012015e-05,0.02696106746517238,0.0004446529897693569,0.00036873559662841825,0.002494386039567446,0.00015183225485829814,0.504408649703381,0.018219864957610042,0.024423315326999956,0.0008242315173954529,0.03422737821469263,H2029
2788,0.002093519999429612,0.017560934415313742,0.005196853343083147,0.0038668554611468392,0.0002093519999429612,0.0006649996838384763,0.004236299729945992,0.0002586109881594075,0.011957686433588946,0.04093445766924041,3.694442687991535e-05,1.2314784197627702e-05,0.00017240757306304582,0.0008866677308586137,1.2314784197627702e-05,0.054542281950258696,0.018915558448441824,0.0028077749571329223,0.18450075904346375,2.462964268228765e-05,,0.00604657813280249,0.00028324085370279187,0.00038175957300600697,0.0007881482686850759,0.0005295372805256685,0.5996820678599628,0.004260925881137765,0.009802619627937968,8.620341509636165e-05,0.029247696042277074,H2029
2789,0.0030332940353145054,0.06014947413908175,0.0013311624987391837,0.003236968862315434,0.0002691418165705523,0.021662292894429936,0.01578479909257201,0.0030042178541454813,0.033162701120276396,0.02150224649506432,7.274113097931851e-05,7.274113097931851e-05,8.00152723890139e-05,0.01238053601942137,7.274113097931851e-06,0.025197497874013618,0.009790943942510889,0.0002764159579802477,0.06698733127242404,8.728913068107377e-05,6.546698956962309e-05,0.030580385166599056,0.0012438716693522968,0.0001236598377295508,0.0051646035955911175,7.274113097931851e-06,0.6444125437609465,0.007077714394164066,0.01411904817216241,0.0002400455340494062,0.01887630211375167,H2029
2790,0.0010638436261423924,0.007076303132876732,0.0005450018924871966,0.0013080051085744015,3.9240096596719085e-05,0.002847091620164812,0.014553677706715815,0.0005755220777911978,0.02281166416755616,0.026979753151916284,0.0003575207541911896,4.3600123068719254e-05,4.360012306871926e-06,0.0016088469351424129,2.180013236000082e-05,0.05712498751142802,0.01033323440838391,0.004264100223564865,0.058254231534650404,9.592029908143883e-05,8.72003877887209e-06,0.01628904756729002,0.00020492124418400773,0.0004098410718551915,0.00037060083360719007,1.744010588800066e-05,0.7245165626615243,0.004320774901649571,0.004673939878907233,4.3600123068719254e-05,0.039235847058247356,H2029
2791,0.010369048554008302,0.08674309902892416,0.021407074724790077,0.00301036792368647,0.001449438730056016,0.013892293511333293,0.02312410798508817,0.0021184093797641202,0.04294777776336598,0.013602393921310964,0.00011149534052019635,0.00011149534052019635,2.229903326871243e-05,0.031731534060433976,0.00011149534052019635,0.007626254259367798,0.006132236761545431,0.0011595495906317388,0.1925968583662178,8.919620274550341e-05,0.0003567834175689397,0.0755045258814831,0.001917716094732078,0.00011149534052019635,0.0027650819367573375,,0.3390567647962092,0.051934595383404565,0.026513550451993096,0.0010703537362395038,0.04241270714299312,H2029
2792,0.00216348280348735,0.02814455265611228,0.001644248167982765,0.0030480969315990246,0.00033654250971569495,0.019077119237946284,0.011961649032528733,8.65392645497871e-05,0.03607728089799147,0.028971423813366166,2.884650083277385e-05,9.615476482737838e-06,1.9230952965475676e-05,0.011365492774288763,,0.02284639058779138,0.002230791305430489,0.0003076960088829211,0.1010586461740965,9.615476482737838e-06,2.884650083277385e-05,0.021721369916857167,0.0024231013109823145,0.00011538576538256095,0.0034615800999328625,,0.5977172006260382,0.015759783539604014,0.00981739960908191,0.00032692700943810375,0.07924114504931688,H2029
2793,0.001996430023184649,0.04709662134623286,0.00021238623316145673,0.005299034101112909,0.000106193225914006,0.006690168859251273,0.004385773232918678,0.0001699089427958543,0.0274828873358371,0.03782603406789871,2.123862331614567e-05,1.06193225914006e-05,0.00012743187109680722,0.0008389251727213156,3.1857967774201804e-05,0.009291907267475526,0.010831691549904189,4.24772903656024e-05,0.1071170921101321,1.06193225914006e-05,1.06193225914006e-05,0.007316714140141235,0.00786891279223052,0.00039291537321493284,0.003175169582832789,4.24772903656024e-05,0.6563801456945647,0.04862575656741861,0.014208646629964234,0.0001805282653872549,0.0022088164750126613,H2029
2794,0.00967495407523749,0.16500261900934904,0.0030830638283353565,0.008559175895637719,0.00036703182983342385,0.002848165582601208,0.02605924220684607,0.0017911146211340276,0.10134492166095858,0.05592103547955697,8.808763916002173e-05,5.8725092773347826e-05,4.4043819580010864e-05,0.04693607928236082,8.808763916002173e-05,0.008045334876136328,0.028789939184120487,0.00020553782470671738,0.05414458937946083,5.8725092773347826e-05,8.808763916002173e-05,0.11442579934477723,0.006577207556802633,0.00010276891235335869,0.0011451400175333632,,0.3042837862407756,0.016516414631177055,0.04060853059123073,0.001424082791300604,0.001717708255167343,H2029
2795,0.007986545353425833,0.19740199377601675,0.0224200366196853,0.0037527070417988726,0.00043300439427348925,0.010247772955901213,0.056194537481593074,0.01044021858954655,0.015058948168464193,0.03314890647398512,,9.622316053696486e-05,0.008130870985802471,0.05451033743718841,,0.0006735631549016384,,,0.0014433491266259467,,,0.08299256618813457,,0.004618729578917642,0.0006735631549016384,0.01645418760525028,0.45277827765197903,0.0009141219155297876,0.018330523940434974,0.0012509034929806065,4.811175212562982e-05,H2029
2796,0.00018546431142326382,0.09426227181583233,0.0011359687474001106,0.0005332113359483085,9.273228376553636e-05,0.000950505716515891,0.002689234436445892,9.273228376553636e-05,0.0053552911161874345,0.02462041199181488,2.3183058135993644e-05,4.636601382886373e-05,0.0002550134602204639,0.0031297142569520907,,0.0015996314467668369,6.954914879720005e-05,,0.0035006351965643522,,,0.009829622591362473,2.3183058135993644e-05,0.004474331475175036,4.636601382886373e-05,6.954914879720005e-05,0.8456935957285419,0.0001390982975944001,0.0009041399587948363,0.000278197107404418,,H2029
2797,0.0015043244821343672,0.03112623459182036,0.0015264463682424497,0.0015264463682424497,4.4244859019707714e-05,0.0030750200566106944,0.011835489825406005,0.0019910240899045596,0.006946431635790838,0.05187711803100852,,,0.0005088160598605625,0.012499164522040859,0.00013273457705912316,0.0018361545850948437,,,0.00648185934814644,,,0.022896777033902433,,0.017742176512063827,0.00011061214754926927,0.0019910240899045596,0.8168705239890818,0.0002875917647620239,0.006924315183700468,0.0002654698786539413,,H2029
2798,0.0005217302171546992,0.05621147692802889,0.0020675917218683235,0.002183541853143572,0.000135263191027787,0.0005990220549290009,0.005584436338539291,0.0005024072577111239,0.006898414080187479,0.03364183131132122,1.9323310057632954e-05,3.8646537617840595e-05,0.0005217302171546992,0.00571971149169375,1.9323310057632954e-05,0.01528475172329235,,,0.004135183443736647,3.8646537617840595e-05,,0.009738944804155146,,0.006531279913195181,5.7969909548542535e-05,0.000289850578960529,0.8447179494272067,0.0027439056145716254,0.0015458656295848894,0.0002512025976377455,,H2029
2799,0.0010534510155221933,0.18691904937220113,0.004626013430122355,0.0007328368374577246,0.0001374069624039887,0.030366902361565057,0.00856504078321024,0.001419871649477668,0.018778919038554803,0.02505385854987598,,4.5802468483103717e-05,0.0033435655787709294,0.014565114976466028,,0.0034351696296464913,9.160449392088496e-05,,0.004900834443655492,4.5802468483103717e-05,,0.019923969674499335,,0.0013740696240398867,0.00041222044416664355,0.0010992530409599745,0.6583609187491637,0.0002748134817626549,0.013145243326988363,0.0013282675986021055,,H2029
2800,0.0026547432736676643,0.01758977281691832,0.003699519331066963,0.0007193506514563664,0.0002397835504854555,0.008906254635916596,0.005155344852307349,0.002140927736041446,0.006063094534226663,0.05181032662928773,,,0.007296272588348795,0.011937801903029925,3.425481411406426e-05,0.0026718734245150914,,,0.0010961531617720902,,1.7127332900534955e-05,0.04119141285981482,,0.010464846230942113,0.00046243991638337037,0.012451617440656143,0.8026239483940736,0.0004966942855584514,0.009882510089926183,0.00029116510424807726,0.00010276444234219278,H2029
2801,0.0003256264682182956,0.0038187110949719767,0.0022201885729612927,0.0005624464127890201,8.880728810073156e-05,0.0008288685319089348,0.0037891140167771887,0.005062017715101182,0.006719747134387447,0.12489266249469923,,,0.002397796523902032,0.009739196968354081,0.0002072164959329334,0.004795593047804064,2.9602429366910525e-05,,0.0006808563850743822,2.9602429366910525e-05,,0.013321105955995742,,0.0355821093966822,5.920485873382105e-05,0.007548618214473582,0.7723869101502985,0.0019833609838589643,0.0028418291421398877,5.920485873382105e-05,2.9602429366910525e-05,H2029
2802,0.0108866814137505,0.2855073347932361,0.019004451116873,0.004719645269954919,0.00044050114161397265,0.016613195338313964,0.08004546236956221,0.009187596286712207,0.02139575271634104,0.02164749279044768,,,0.0022654315624147216,0.06443886076040273,0.00012585720719879783,0.00037757207980548363,0.00012585720719879783,,0.002831791744063853,6.292860359939892e-05,,0.09193873751246719,,0.007551423267746068,0.0006292860359939892,0.012774548685914268,0.3158394019312728,0.0009439290539909838,0.028569611693836157,0.0020766494172892455,,H2029
2803,0.0004696830610027903,0.03163957088337361,0.002134917729930781,0.0016652424050481135,4.2698548001618696e-05,0.0011955593440453234,0.013620831977441286,0.0014090511170384015,0.009222886368349637,0.10619120668374937,,,0.0006831767680258991,0.004867624802034377,0.00017079419200647478,0.015798453090448764,4.2698548001618696e-05,,0.014560190363326744,,,0.00845430283417035,,0.022630278791608675,0.00017079419200647478,0.0011528598290286892,0.7569600136950987,0.00017079419200647478,0.006660973488252516,8.539709600323739e-05,,H2029
2804,0.008332704285280294,0.12514266670427737,0.005783438806474859,0.0020926871585068623,0.00022829319699089941,0.007495636342177459,0.013811736399528606,0.004261463014508032,0.008218548171372471,0.05026242658149662,,,0.00038048962280426413,0.027775690562461968,0.0001902445230563025,0.0015600028399642104,,,0.00254927412918032,0.0008751238256831713,,0.06768889513449801,3.8048962280426416e-05,0.010159057934890714,0.0006848790142810392,0.003234144493086473,0.6313447275719546,0.0008370765934777219,0.02617762030608424,0.0008751238256831713,,H2029
2805,0.0385685160769145,0.054196661216083034,0.009548955210823815,0.04137871291181471,0.001777877352648985,0.13150578381765596,0.02443148667854149,0.0010896662245166062,0.012559868433705518,0.033292247501548855,5.735120634963039e-05,0.00014337745786354504,0.0011470185468872986,0.0024660940608866736,0.0003154305189019053,0.024488850161122806,0.06388885773020084,,0.14440977734579627,,,0.05812516695605333,,0.002294037093774597,0.0002867549157270901,0.0003154305189019053,0.2427094704878815,0.0436727500055893,0.06463435979954552,0.0012330470304433368,0.0014624507398207963,H2029
2806,0.07375734651663476,0.043468550604751355,0.0032062646078909293,0.04635931037996074,0.0010118120288863668,0.32510765484537396,0.027410946254337976,0.006399407003327721,0.004848809656761891,0.019014205725708878,3.9421320932231136e-05,7.884254964933607e-05,0.0001839659491817842,0.00329824919624653,0.00035479170395982785,0.01068316847447664,0.09863191572563862,,0.03378407194670694,0.00013140424941556012,,0.02929005998788809,,0.0009592540177251895,0.00019710660466115562,0.000788425496493361,0.22424136661261135,0.02111666449484522,0.02441492291260437,0.0008541287738902182,0.0003679323594391993,H2029
2807,0.00025413920669439664,0.06455115579263,0.0023054064651235606,0.0009802496170296033,7.261104103352067e-05,5.445837462131955e-05,0.011817448711282891,0.0033401168967751387,0.038411241082117145,0.04038989392105034,0.0032674987234320115,7.261104103352067e-05,0.00025413920669439664,0.020730433258141983,0.0011617762811516146,0.10463248347698843,0.04137021110732886,,0.002051271012276326,,3.6305520516760335e-05,0.020948344085878794,,0.052933561904236134,0.00027229093464480725,0.003939155826839566,0.55767153434247,0.0009802496170296033,0.027174662680636046,0.000326749872343201,,H2029
2808,9.776543128419947e-05,0.24796021004710253,0.0005446928161463948,0.0011452512920181869,,9.776543128419947e-05,0.002821231619075189,0.0001536316930264586,0.010223465396138819,0.037094924481204834,0.0011731848744019628,8.379894110074239e-05,0.00019553056155996806,0.0002793298036691413,2.7932980366914134e-05,0.026634128987754725,0.006312854164939456,,0.0036312904577831457,,,0.000921787148074443,,0.024441282568942155,0.00019553056155996806,1.3966490183457067e-05,0.6333247486130197,0.0005865916846799043,0.0019273720332159047,0.00011173192146765654,,H2029
2809,0.011722416612027548,0.03409496975119167,0.0011088796561864696,0.009260957280361205,0.00028026607515098205,0.011271562662654453,0.042722200017226465,0.00010966928724857402,0.019070284172534046,0.051483634653798266,0.00030463714672195795,1.2185464476045608e-05,0.00015841143039052594,0.004289298613169836,0.007749981506020913,0.02717363962021069,0.36329665056127053,,0.08888080206217762,3.655642908285801e-05,1.2185464476045608e-05,0.014378871613849799,,0.01833914845993265,7.311285816571602e-05,0.00014622571633143204,0.22468820886361215,0.058831359595420026,0.007469699742792611,0.00203497538422259,0.0009992092992962601,H2029
2810,0.0032276504528493534,0.04331519758356026,0.0017859665839099752,0.006702746967843716,0.00020441786201379236,0.045671146819216725,0.03340621788319135,0.0029479350254159585,0.0179457365178424,0.04431554790750021,0.0002151766968566235,7.531184389981824e-05,0.00017214135748529883,0.00787546710495242,0.004045321900904523,0.032620901471305856,0.1816305498673144,,0.026090181633105714,0.0006132550138893986,,0.01842989122500991,,0.009543079366351145,0.00016138252264246764,0.004292767963049532,0.46938504723197744,0.040980380498623625,0.003249182401015231,0.0007638758459929919,0.0003335224522797449,H2029
2811,0.015116299628687928,0.03896306236405594,0.0017503096517973203,0.006417812140355027,0.0002758064977129486,0.013143249695064379,0.04274991941675282,0.0008380274120883479,0.003352115698612303,0.05633880093194243,0.00020155076255348755,3.182375684850663e-05,0.0002545906598139442,0.0033308792898329997,0.005685851817243879,0.02558633317759745,0.28752826932805475,,0.10566565429842228,0.00020155076255348755,,0.007224009140310066,,0.022149362597751607,0.0002545906598139442,0.00128355940294155,0.2470695829610803,0.10627037767662494,0.006767849869678845,0.001135049747700301,0.00041371065410825955,H2029
2812,0.004852798525041527,0.022473655530523537,0.0024421056463467946,0.012571728682615094,0.00019631073167704412,0.027444174639064307,0.03960760433137245,0.0005261123280413806,0.00943076109819284,0.02679257613683279,0.0001491962179107103,4.7114513766333794e-05,0.0007695380887860653,0.009399353483553844,0.012045631813612913,0.011495959909832484,0.10587432176116095,,0.05186533416279357,0.0002748359518902137,,0.007616848968730495,7.852418961055632e-06,0.01757373270099085,0.00012563870337689012,0.007687522542934569,0.11586266463819096,0.4995253571258926,0.012163403927242813,0.0005575225191869099,0.0006203429014779681,H2029
2813,1.5998597741093898e-05,0.5191381241534545,7.999298870546948e-05,0.00013598802267879748,2.3997838491140165e-05,,0.0016238519167914632,,0.004615593065365062,0.03337302397436328,0.0005359535474111517,7.999298870546949e-06,0.00015998597741093896,5.5995033973327964e-05,7.999298870546949e-06,0.008463251579301594,0.004671586355723369,,0.003743669314113942,,,0.00016798568312499074,,0.06453037822167713,1.5998597741093898e-05,2.3997838491140165e-05,0.3567447956042126,8.799222945551575e-05,0.001759842264290288,1.5998597741093898e-05,,H2029
2814,7.82488365179422e-05,0.08004855873615618,0.003129956866379942,0.0008607368611311387,9.781096050587139e-05,1.9562123987929194e-05,0.01130695193863238,0.0029930151871399293,0.021694409125262496,0.05581097132259528,0.002171399168322395,7.82488365179422e-05,0.00013693537876484246,0.007609696882264745,9.781096050587139e-05,0.046577539819100566,0.014417343275362137,,0.0016627873502984899,,,0.022516025144080028,,0.0025822071777311622,0.0003521199346138526,,0.7003659284135914,0.0004694926785414277,0.02470705795529769,0.00021518506669834821,,H2029
2815,0.00409137076732443,0.04334384182805348,0.007034091557479937,0.07658721870925098,0.0005315900874370646,0.07292302106065625,0.04058127038657743,0.001129632453658648,0.08916495706638,0.020228967197148298,4.7463601684302794e-05,3.7970670276149116e-05,0.0089421408687523,0.015634472824119165,0.004736861960239797,0.006113293041236013,0.07853329603183413,,0.04974176450806426,1.8985405495172262e-05,9.492720336860559e-06,0.07173644860782309,,0.008182706356100007,5.695618130696794e-05,0.0035502895074066543,0.05280792682614718,0.31917321482159694,0.020836500735850586,0.0032180281134840624,0.0010062261042800924,H2029
2816,0.01947354809295091,0.02764663051108084,0.004178918663939325,0.023619857257282006,0.00025540882556656026,0.12105284897595095,0.015085425458231173,0.0005896126527087409,0.0130204151872932,0.047766949806943994,0.0002255203322757858,1.6302685503448877e-05,0.0007988327508381206,0.0033909686481831207,0.0015243021912322,0.03203749479512471,0.21742085507833442,,0.03919977948949322,0.00047549553142889106,,0.027671079572112532,2.715845565789528e-06,0.0046299683598063175,7.607915600983086e-05,0.0002852969963103554,0.35146009053526134,0.04162888079067622,0.0036708104074324073,0.002211730440886468,0.000584180961577162,H2029
2817,0.00031724444303083283,0.3089056166714038,0.0020394293912749687,0.0010423736038091987,0.00018128229019459148,0.00013596215283624138,0.008384318251891627,0.0004532065958670742,0.06530697710162017,0.007704492981367159,,,0.000589166427688394,0.005030590951134975,0.00013596215283624138,0.03050080523643768,0.0013142979094816815,4.532065958670742e-05,0.10206198914568923,,,0.005393156692031619,9.064143522416093e-05,0.028506705266580744,9.064143522416093e-05,4.532065958670742e-05,0.42302295731966755,0.00040788587825499377,0.007795128614054017,0.0004985267332254244,,H2029
2818,0.00016129023738064254,0.14510760697113886,0.0012903212778786113,0.0009139782188791507,2.6881726935658047e-05,5.376351598796899e-05,0.0030376347710294425,0.00024193535607096382,0.09946242693192653,0.026344076246615136,0.0005107510725112222,,0.001639783355342249,0.0017741944746866543,,0.01448923727688936,0.00284946168861339,,0.025833322068271276,,,0.0014784943602946642,,0.020161295201743538,2.6881726935658047e-05,,0.6514515029601967,0.0001881718400829948,0.002392472579173815,0.0005645161414155133,,H2029
