,taxa102106,taxa1263,taxa1301,taxa1485,taxa1654,taxa1678,taxa1730,taxa189330,taxa216851,taxa239759,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa40544,taxa459786,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa872,condition
2652,0.0020458547458261775,0.0046094022363680955,0.0004868248608725967,,,2.5218859348974133e-05,0.04394850268570764,0.000992513428538226,0.06538049811483981,0.08904597660335455,0.018466055818818026,0.037560464737175094,0.0025079651245367793,,,0.04738896035353208,,0.10988966648159385,0.002855682757240435,,,0.0024701368355133186,,,,,0.5419906113212907,,0.030335665035443594,,,H2029
2653,0.010190629189076672,,0.002940725799845616,0.0005558130771951365,,0.0055646357364438955,0.03842470479507436,0.0025350087552003585,0.011156736878522922,0.27684526568684237,0.008712315776996327,0.07842120175123282,,,0.0037379453370968976,0.06910705629637197,0.13828590812677263,0.003370173918658069,0.06719772875550875,,0.0011517401020942133,0.002109415430161256,,,0.00041499264216238516,,0.2754732000281401,,0.002980598822938722,0.000824203093664743,,H2029
2654,0.005682873940657455,0.0026835005165373555,5.8187114554716e-05,0.0013145827553058486,,0.05796014425944073,0.06207804838390357,0.003096993966482803,0.051930986027286914,0.1765482207465042,0.006906425286781885,0.14752359593935038,,0.0001791230512511902,0.021169060228428013,0.03410910408367104,,,0.01441154935154313,,,0.0011771233000163106,,1.9970142103273613e-05,,,0.4060953739520617,,0.006896389530090393,0.00015874742402906844,,H2029
2655,0.013408862990338897,0.012661269088322952,0.0024394954745635537,0.0009914210769879973,,0.1250738568931299,0.05708543822504422,0.010379634118509184,0.02468018461112982,0.20617418132298118,0.010051675860579395,0.05659452060885206,4.130071345197889e-05,0.0007790028396534982,0.02502476513151065,0.08269330824425468,,,0.015202639656068056,0.0009765324247312343,,0.010539432187593756,,1.9375643347841953e-05,,,0.33883105316003487,,0.005794948994128773,0.0004200435523671631,0.00013705718241841888,H2029
2656,0.0011026742928013367,0.014373660455645322,,0.0004069654823172728,,0.0016250052601167564,0.04099737746784626,0.00048585349967791044,0.09142901468316955,0.24618225395371252,0.0034645903223300663,0.22289051189203898,0.00015107384940233536,2.8896307194773965e-05,0.0012611095588654583,0.17193412652780982,0.017235603458723162,,0.0041075606253864055,0.0006249513130185334,,0.004145246683819133,,8.130519895107504e-05,,,0.14245439959461667,,0.03188833851617352,,0.003129481056383068,H2029
2657,0.0006531926428574384,0.022057034914652714,,,,0.0028052106425567073,0.03518101092425034,0.00012254546942731947,0.03977554636196299,0.325246711849848,0.008082482987332064,0.291875488285067,0.0020682134525955953,,0.005244394292002172,0.13702215888790328,0.011021160130831658,,0.0073120329534653705,,,0.0028745304531239435,,0.0002730257878891968,,0.0011034840159782737,0.08630971677511824,,0.013498509911468368,,0.007473549261669294,H2029
2658,0.00035830821243865206,8.488958224538509e-05,0.0007124955713702465,9.045273447991274e-05,,0.005946803696034719,0.0031280368758696935,0.0007814168462757838,0.04607083314489013,0.16560577010149766,0.0292687741192268,0.027207626216334303,0.0021761197157394046,,0.00012692228801737188,0.07134361561832325,0.02209035033127026,0.002090715026805637,0.010066833032390836,0.0066652745049901995,,0.0003254444057198683,,2.493116371769804e-05,,0.0009221439935417984,0.5953788542729181,,0.009533388545902239,,,H2029
2659,0.003666344136696325,0.014327638147709824,0.00134687328615382,,,,0.11449647025351893,0.007925260588080263,0.15274121727150772,,,0.02544648330123798,0.0008904349554977265,0.006938011000887097,,0.0015408734868308917,,,0.00017192943214880077,0.2956648373894398,0.007683594946127851,0.004867995475306982,,,,0.003736822221072316,,0.31986849531330014,0.03868671879448349,,,H2029
2660,0.0029436316683223757,0.03854895737317988,0.0020421528591817884,,,,0.047683208856505815,0.006327398687325511,0.22230258036899692,,,0.04755716826660364,0.00027047048844822564,0.006232767573501195,0.0002565107213025107,0.0011322176526356242,,,4.295312967912268e-05,0.04486655737779734,,0.03810855356543862,,,,0.0007228206353814862,0.008467269916527305,0.5306698097619309,0.0013187953096793134,,0.0005061757875624112,H2029
2661,0.0051249346214954665,0.029474850246217914,0.0022492672673265373,,4.564159750525496e-05,,0.07871979019667828,0.03784416231632342,0.1863867150878786,,,0.037902756259066646,0.005253717939861645,0.016291953263004155,,0.0014118056309395755,,,0.0004776331501090464,0.001395892749647203,,0.02855103964157777,,,,0.0008200684870673917,,0.5256888180553225,0.042226125743834685,,0.0001348277461439018,H2029
2662,0.0007510981653541148,0.008847218785063758,0.00016184002899028625,,,,0.2907646361433987,0.014046803962945243,0.130508319694002,,,0.006014205283616249,7.338626900631197e-05,0.003968495285555511,,0.00022774675211560037,,,,0.001272931989573296,,0.008015146405606667,,,,0.0020744357902123967,,0.5026092233207038,0.030664512123856076,,,H2029
2663,0.01783184028079561,0.4509152667323284,,,,,0.03767231585315758,0.01005152807743735,0.21084866893585363,,,0.10747416164602215,,,,,,,,0.017771821861935554,,0.0014158118524486808,,,,,,0.14281694184073662,0.0032016429192845697,,,H2029
2664,0.0019799045916685997,0.0741064049922319,0.0013355621378755905,,,,0.10251944922239103,0.010087909730255775,0.26543748833555814,,,0.02501857093271116,,0.09524136418709528,,0.0009582618835973411,,,9.867042480427e-05,,,0.02761437561372741,,,,0.0002607216740824572,,0.3893215425101862,0.0060197737638149566,,,H2029
2665,0.012259196440685603,0.0578573074931816,0.0004567774351947013,,,,0.026347837885111133,0.05411995265020819,0.17464193996832914,,,0.22446734403304114,,0.03739199700712698,,0.02602790685943795,,,,,,0.0254396541195323,,,,,,0.34653667658919896,0.014453409518952175,,,H2029
2666,,0.12650741003779475,0.0040381524957565735,,,,0.00904357287437962,0.032789660591475756,0.022806569763483484,,,0.02892747276339066,,0.007078598232759738,,0.018041541213861496,,,,0.0034788515960672978,,0.0005220858782868743,,,,,,0.7200504317318935,0.026715652820850228,,,H2029
2667,0.01896845345346676,0.16025976224429475,,,,0.06574752659086538,0.2066159650660595,0.06467999230701738,0.10747896616239816,0.014055535712544793,,0.014595506872722796,,0.026353672468605455,,,,,,,,0.034338243961496095,,,,,0.1873225761565398,,0.09958379900398918,,,H2029
2668,,0.09647233154845265,0.004688934418590771,0.00014469093617405925,,0.0339689714973939,0.26163633489993865,0.01065369167126435,0.0789271280206657,0.012922204219351462,0.010338776104297277,0.23235877577462175,,0.013050088166662413,0.0021650849243141433,0.021798664555450296,0.0019844097940357385,,0.0026871789501514407,0.0053976291156518,,0.00899076940778959,,,0.00012034234974417287,0.00028345633140279216,0.19086490596220393,,0.010545631351843216,,,H2029
2669,,0.039570242029598024,0.0017383007966683206,,,,0.45451089108746096,0.013398574137733214,0.05115447576307723,0.026448364685541893,,0.07437422575608177,,0.01661564246030883,,0.015537149093074245,0.015990162076707216,,,,,0.013524648015152995,0.017341503447631645,,,,0.25247022102768724,,0.007325599623276275,,,H2029
2670,,0.009426723829085956,0.0381024743843894,,,0.061431304967692266,0.1938854154992587,0.034780414001914395,0.15542984804252089,0.009497572097586428,,0.35991839014361643,,0.007600400149183258,,,,,,,,0.033383198878553434,,,,,0.03166263087983215,,0.06488162712636666,,,H2029
2671,0.002317046334866328,,0.0008477202667314777,0.003026631979063723,,0.02386980905866375,0.059176266256679204,0.002782545384328763,0.032768311875795035,0.12928021412747298,0.011163722546266219,0.025629614892793116,0.00021880022661601315,0.003551585340343021,0.014067997760589085,0.028685399337580745,,0.02501417394973279,0.010580255275290181,0.0012385095922061145,,0.00313603209237173,,,0.00032966318766643817,0.0002473257575931724,0.6189726754670194,,0.003095699290330764,,,H2029
2672,0.0011032682061575402,0.07880686965180893,0.0007423609487805368,0.00037790378395392344,,0.0006853472836807419,0.18129269772204584,0.004787426701134475,0.0887065933721937,0.008895745349863279,0.010840018902719304,0.002220520896207483,0.00019707364992985703,0.0032688193233725788,0.0019250179942657158,0.016789556215312428,,,0.002096166562518119,0.0017879700521201713,0.00041157411824870797,0.01567176566049739,0.034069429950483086,9.17597289247642e-05,0.0002982997987202476,0.006544200596879286,0.26202082031476487,0.2566303396390088,0.017657239654359495,,0.00208121392204855,H2029
2673,,0.02521392305986988,0.0007314476191245387,0.008114574684022186,,,0.04981123080661877,0.0013701181902967012,0.11913359905259722,0.09596605188411442,0.013434344344291482,0.02433844321563177,0.00011866350106408853,0.0036001843529644803,0.004644236779866055,0.06194566102145252,,,0.0007589908052354005,0.0048396277279532576,0.0003274118589569354,0.01531194056139019,,0.002084998479429744,0.00014910596992346204,0.0008762046649252331,0.53161559114149,0.0010814324651948872,0.03436757997179618,0.00016463784179048934,,H2029
2674,,0.011634973125642835,0.0003703576052102815,0.0002782468974110442,,0.0001171035475522033,0.10327686362435277,0.0020683590447172296,0.04523804772866484,0.0253381037408436,0.005713685655782889,0.035773219003184774,0.0006560620435153558,0.0012905576849858134,0.0011919972120890366,0.019062482300937576,,,0.0002171756841437161,0.0002454941840251009,,0.007646498855872139,0.01360991135402539,0.0006036577020978467,0.00015499591750024844,0.0029755588167180327,0.6872537121925352,,0.03528293607819212,,,H2029
2675,,0.02289385815042487,0.0001123150604431161,0.0260368498622139,,0.0016074092255270401,0.00013667667742314025,0.000870727652905746,0.0004681319168978352,0.03842490365723915,0.04793920163893064,0.009570226764335782,8.223475403116137e-05,,0.010261501942867547,0.06301675507379283,,,,0.09471670870665892,0.0005078196215554333,0.05130636597645136,,6.622242362175583e-05,0.00048734671338912186,,0.6000323449074271,,0.03130136097946053,0.0001610382944031644,,H2029
2676,0.0003089403184363281,0.04207608761799096,0.00017996207453857733,0.0007174618209753771,,0.00027965173487670426,0.4354431346421136,0.004021539475207159,0.043428135416091515,0.003732667260320944,0.00625777706810214,0.0009202039049492172,1.46442917798119e-05,0.001603170283065482,0.0017618710154644807,0.013043074068983725,,,0.000532401363372717,0.008606504517113157,,0.032155827413875564,0.01577917015462962,,0.0004729563863702213,,0.21987048154444994,0.0940580081007883,0.07463327710286878,,0.00010305242363571337,H2029
2677,0.0005121813736439415,0.08253829941127251,0.0005252318594482756,,,0.0016195652883178578,0.011298508279278387,0.001457136934230069,0.0595201537146451,0.0008669538108171461,,0.007283676904103524,0.0008575173056970893,0.000737954778058921,,0.009569218521851783,,,,0.0016609252894823627,4.537553525814614e-05,0.002808464545092691,,0.0005113782668252132,,0.011351513329314453,0.015344761208735994,0.7345977915566368,0.05689339208728969,,,H2029
2678,0.000540841889134923,0.004786162284348958,0.0015568932143662584,0.001998361256694946,,1.4911519181220456e-05,0.016175297642630315,0.0005570595267845715,0.06729742755613917,0.07927790805100132,0.02004521782137698,0.0030482628188997084,3.080262721376196e-05,0.0016310154374495516,0.0033635815858193852,0.028170907343085104,0.009108434825994544,0.008411838309499573,0.0011590712975242093,0.08444045014066896,0.0018152869847036113,0.0603800064609327,,,0.0006625285931101382,0.0001486798189893952,0.2925650947676024,0.2713940028264404,0.04107350747665749,,0.00034644792375054535,H2029
2679,,0.015447326981173796,6.726354136203578e-05,0.007106751814478211,,,0.0038216503562108727,0.0018740225604204897,0.0507422848874001,0.0006420705277464187,0.0019576081666879963,0.0041469480701549375,1.050018188186339e-05,0.0002693660520386935,6.851108772423736e-05,0.010169893982470517,,,0.00014554707559018558,0.0419203647492884,0.0026339862193949584,0.0017824318649955226,,0.00012475463622015908,0.00017704762123577574,7.901126960610074e-05,0.027910834950551938,0.8064732269793129,0.022428596424053895,,,H2029
2680,,0.0608370755346274,0.001714277995856391,0.04518185955367886,,,0.004330320869950106,0.03545487227335352,,0.003389592766763019,0.0003227194045172405,0.005820794101695056,0.00018878981262325368,,0.009913075642685409,0.09764121831250792,,,,0.03472994848542152,,0.052239917875912,,,0.0031367993632889536,0.001113620920030838,0.6432433611859782,,0.0003154462691932846,0.0003813200948416847,4.498953707532682e-05,H2029
2681,,,0.0009264746264302296,0.02993745237685414,,,0.02519255153356322,,0.011342009929114953,0.0024760330795478825,0.00827899081168366,0.003870085222539164,3.355718196736549e-05,0.0005916438170839296,0.012100486928471967,0.13603150013729864,,,0.007671150626016112,0.015946224668826607,0.0002941810999599643,0.009562420698662649,,0.0045709751335988695,,,0.7283877457216711,0.0010685368920460166,0.0005802110863190229,0.0004393132655033652,0.0006984551628412539,H2029
2682,4.342973757906791e-06,0.01939745799231489,0.00396698080481601,0.018708119482591136,2.1171997069795605e-05,6.720751890360759e-05,0.0012010493927491232,0.006065180001604728,0.021771110299698842,0.03816551051276514,0.0003719757023647167,0.0004344059501346268,0.0007447114251370669,0.0047152751833033505,0.002952136411937141,0.049188737930740196,0.004198787029144286,,0.0005787012532410798,0.006781336374283558,0.004953487293924539,0.021522366477714737,,,0.0002852248015505284,0.0029657082049306,0.5619373745355597,0.050826907632222654,0.17803478048819152,,0.00013995232934854634,H2029
2683,,0.03504680194094336,0.0001234733677697086,0.00995416726569479,,6.773245574560322e-05,0.0014421478515172796,9.448282250894457e-05,0.08701775710429785,0.05565038245776836,0.0035352652193444425,0.006635013383748771,0.003258273736898415,,0.01554077711264975,0.10146875326555432,,,0.014302617279603665,0.06497980347309368,0.0013489827810656426,0.008134878775376117,,,0.0007084235060084883,2.2797110591418986e-05,0.5877477258564434,0.0020286792922248283,2.6486816351879864e-05,0.0006447760816405382,0.00021980104315888363,H2029
2684,0.0002382599959247655,0.018633807903130465,0.002578493656151082,0.0011755639257016162,,,0.10769714955505298,0.0026327628677546063,0.14006903689297664,0.07350815147767599,0.004985403801265743,0.009186224093512507,,0.0030666139441612177,,0.01754388442473627,0.009063563570631683,,0.0037851262011350134,0.004489112869872922,,0.003683648827764855,,,0.0001322433762308923,,0.5716363680380571,,0.025445501808637475,8.553957516689295e-05,0.00036354319445929505,H2029
2685,0.005315503110377451,,0.0012520361972736757,0.0024893134153856885,,0.05261679280777399,0.00021488247982225645,0.0015582592124670643,8.587042421331286e-05,0.0002559599183281441,,0.00010382890235407781,0.007890893369265425,,0.00013768166574586462,0.020249216200157353,,,,0.07776743502462632,0.006693248654636482,0.012956732349628448,,,,0.0014585586958924728,0.15810788648631743,0.6476828351111367,0.0030563472021981172,0.00010671877239971815,,H2029
2686,0.0036234635709797435,0.06184073124754195,0.0711987649800417,0.0005004271939460516,0.0002646794237176271,0.0035679735637016248,0.10783516642481615,0.009487887130386827,0.12313922002070422,0.0012290302019339003,0.002029849329373313,0.007847824023217653,0.031432659316218456,0.0438556400902306,0.0015145042515968916,0.00421972686710878,,,0.00014352812473159113,0.00042369050363679926,,0.03227416358137706,,,4.3623508776688327e-05,0.0664810972329586,0.04888014158427927,0.28305215382598514,0.0949362825537609,,0.00017777144897857704,H2029
2687,0.0014508277233572155,0.03390479825325571,0.001419197064884022,0.005120376221848551,,9.985877303107321e-05,0.0360738510522749,0.004360586892490398,0.040395879910676065,0.03697271071475486,0.006878883986717738,0.010611563096955157,0.0028523795862004067,0.0033132461224668515,0.008164631042092956,0.030996607546526153,0.04252532903400361,0.0033643518557851105,0.0022767538840684086,0.05059363034347366,0.024397563393655963,0.05435075132616764,0.04927468416722162,0.0016119872353301385,0.000531970165230979,0.004683820852838362,0.517043631356439,0.024949400749332915,0.001644271419804844,0.00013645622911575975,,H2029
2688,,,0.003026845428142801,0.015394110940105619,,,3.978340467823906e-05,0.001353152426653352,0.22662487308060575,4.629341635286e-05,,0.0005752576982954724,0.006620888540126783,,0.0009004482814705849,0.13094940150259335,,,,0.010009194616489012,7.42967999055945e-05,0.057733263534985944,,0.0014444992571353346,,0.03777108773615068,0.4826894656231083,,0.02472419767206116,2.294004113914044e-05,,H2029
2689,,0.029247226139655816,0.004590487179289806,0.004750616919828983,,0.0017713529616000577,0.22023359293055045,0.002455120120600686,0.161085859926079,0.03250947712828731,0.0039364974672964625,0.0038321751189376047,0.002775683453179117,0.002222268587710381,0.006685441988469037,0.08147777974493489,,,0.004396528638409018,0.005069458427240327,0.0029553609735564115,0.013653972291174004,,0.0009543975617335092,0.0005894719101442241,0.0016552816885716587,0.37532952695183064,5.5098405346814064e-05,0.036286148706544674,0.0006691822869970598,0.0008119924920320007,H2029
2690,4.259131295265457e-05,0.02958423386592316,0.0011542758958518215,0.048153327905592194,,,0.056386895792193796,0.002699776092849473,0.09783429844564286,0.049325871882662256,0.008152695706826443,0.07206532255324966,0.0008033850549238071,0.006079268488555407,0.006247375887631185,0.020514747319082108,,,0.0018086426702762204,0.003056824713963413,,0.01158422134510345,,0.001115481880680488,0.00027166073586910037,0.0011889647242325377,0.5205469217205536,,0.06112202349583133,,0.0002611925095530262,H2029
2691,6.353380379977528e-05,0.03665126934557912,0.00019245791865321536,,,0.0005135305342842227,0.21780543102632052,0.001832372659588973,0.09944948371564663,0.02342540852957818,0.0016374393979305718,0.0016527040131292196,0.0005327144425744145,0.004393321277037708,0.00074879125906878,0.008023927490602462,,,0.0003472699957692262,0.09252533049438993,0.0028252946225442274,0.00634822341538339,,0.0009225809658912173,2.7744469516460305e-05,0.005026493389905922,0.3937889105871039,,0.10119934494172939,3.1870041191770384e-05,3.455166278072195e-05,H2029
2692,0.0007082724285415698,,,0.008307210691193107,,,6.917745165514447e-05,0.0005438622021572215,0.008690076028067385,0.01077165740640763,0.007846293163800032,0.0007211294220235291,0.00010968267005848568,0.0005066565661519053,0.0033348537960728375,0.06083952071403874,0.0005356701355138491,0.026704885691656757,0.0034809456512129777,0.04855176208509031,0.0007947442431105003,0.010319387060471447,0.008672781665153598,,,0.00209182146164446,0.15157371306899733,0.6441706448442148,4.1870562843903236e-05,,0.0006133809899225064,H2029
2693,0.0031983029293647,0.052735124569605864,8.461118860753174e-06,0.00030564486156251587,,0.01999644424091333,0.09983671085181321,0.0031966315972440564,0.09322189169308243,0.08950902738707488,0.0060269280852947625,0.031824879491731184,0.00017340070751666997,0.0408244806701039,0.00207454099474763,0.017385301177181883,0.0015186141481188843,,0.0024286544878087814,0.001840867872630286,,0.03462289837820198,,,0.000965925507473884,0.0007338192592196425,0.4348367453230382,,0.05438149116669637,0.0006813812139344808,0.007671832266779704,H2029
2694,0.008658386298936102,0.05947027980882554,0.6239640837309082,0.026419252216746486,0.0026156864463619776,0.02894210636751733,0.0013541228528948046,0.01006438602289654,0.0016126880997324655,3.4129520437917246e-06,,4.3822304242285744e-05,0.09471610860122619,0.004461956983971549,4.0955424525500685e-06,0.0002084631108347985,,,,0.0080406419790098,0.001131734897721336,0.09170028765725007,,,,0.029078214895023744,0.004585505847956809,0.00010511892294878511,9.870257310645666e-05,0.0027209418873925142,,H2029
2695,,0.031820527390493646,0.00046962293649193944,0.02450739827028778,,0.009274069004119716,0.1315151378302923,0.005713365941088527,0.24901098486786652,0.001796561498335397,,0.0014034827502130084,,,0.0008108090751784081,0.010258371334398254,,,0.000733539840369633,0.012032456393117692,,0.042533606420348376,,0.0006453949089724912,0.0006318261827527196,6.618638209491604e-05,0.34870072713871614,0.0007817036395466846,0.12696702509510022,0.0003272031002157117,,H2029
