,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate,controlAbundance,treat_logged_mean,control_logged_mean,logged_mean_diff,logged_mean_diff05,logged_mean_diff95,ID
0,taxa100883,143,97,0.33489461358313816,0.3265993265993266,7.256805666378799e-05,-9.824928118978901,-13.134982779890002,3.3100546609111,2.7160142688189803,3.893311291091849,0
1,taxa102106,381,169,0.892271662763466,0.569023569023569,0.004381220057187657,-9.605358441562483,-8.131688783864334,-1.4736696576981478,-1.9742325784079304,-0.9993928415981322,1
2,taxa117563,137,83,0.32084309133489464,0.27946127946127947,3.760210350137727e-05,-11.320885985018354,-14.005611801950584,2.6847258169322306,1.9927080824131045,3.2913166966343277,2
3,taxa1263,408,152,0.955503512880562,0.5117845117845118,0.030020269367458503,-8.286203297981745,-5.0513012230405545,-3.23490207494119,-3.7634079713116955,-2.7084419627625675,3
4,taxa1301,336,181,0.7868852459016393,0.6094276094276094,0.0015731972938730929,-8.124987541622838,-9.126031892199514,1.0010443505766733,0.4858649650659161,1.5038623017552109,4
5,taxa1350,177,91,0.41451990632318503,0.3063973063973064,9.148873061077383e-05,-9.129187591751045,-12.345137463881345,3.2159498721303006,2.4793061412380157,3.99892739149152,5
6,taxa1357,203,62,0.47540983606557374,0.20875420875420875,0.00014890434255624845,-11.506921401970555,-12.055507602456105,0.5485862004855492,-0.1221321493079732,1.1964897045600638,6
7,taxa1378,149,59,0.34894613583138173,0.19865319865319866,3.517523718956414e-05,-11.79254637177911,-14.229437043273357,2.4368906714942473,1.8262609340577165,3.1169600461074207,7
8,taxa1380,82,52,0.1920374707259953,0.1750841750841751,1.8731383494632474e-05,-12.038489902675087,-15.262682467630356,3.224192564955268,2.576148663639706,3.839996351541074,8
9,taxa1386,185,53,0.4332552693208431,0.17845117845117844,7.334064126478773e-05,-10.977763612939382,-13.294217815660671,2.3164542027212884,1.5655347722077428,3.1155271274714194,9
10,taxa1485,304,241,0.711943793911007,0.8114478114478114,0.0026700351330684324,-7.496801361601251,-8.473993145667198,0.9771917840659498,0.609808328085705,1.3760268679885097,10
11,taxa1505663,203,55,0.47540983606557374,0.18518518518518517,0.0012649196039655043,-9.538186366361913,-9.724786622581778,0.1866002562198647,-0.583448357455675,0.9779795043455056,11
12,taxa1506553,205,64,0.48009367681498827,0.21548821548821548,0.001857412869186636,-7.03604412220879,-8.886534682918885,1.8504905607100965,1.4032644762947428,2.288156582443412,12
13,taxa1578,240,93,0.5620608899297423,0.31313131313131315,0.0004994517762783282,-8.922371251294106,-10.740958468704473,1.8185872174103679,0.9798883068606964,2.632958909962965,13
14,taxa162289,186,56,0.43559718969555034,0.18855218855218855,7.008415586207016e-05,-10.688544284615695,-13.348110597554966,2.6595663129392686,2.00304517773706,3.2925854415479243,14
15,taxa1654,203,66,0.47540983606557374,0.2222222222222222,0.0001504447989791494,-10.618574649675406,-12.382870552139288,1.7642959024638822,1.1182888174451935,2.4062176895861485,15
16,taxa1678,353,196,0.8266978922716628,0.6599326599326599,0.017071967785042247,-7.174600235845984,-6.847038640942894,-0.32756159490309095,-0.8490394872879271,0.17348215627915242,16
17,taxa1716,99,51,0.23185011709601874,0.1717171717171717,2.3561537095604435e-05,-11.074028113749751,-14.975825075289219,3.901796961539466,3.0909256726330523,4.709538280791812,17
18,taxa1730,427,253,1.0,0.8518518518518519,0.026706728631412328,-6.68348418491506,-5.086158343816711,-1.59732584109835,-1.9280286335875672,-1.251067253798203,18
19,taxa189330,423,246,0.990632318501171,0.8282828282828283,0.0026492520591222504,-9.0946789998263,-8.545611767763324,-0.5490672320629753,-0.9075184001131382,-0.18449565709133953,19
20,taxa2039240,205,54,0.48009367681498827,0.18181818181818182,0.000589826426691949,-9.605196573264193,-10.866647652716997,1.2614510794528042,0.6125963696458769,1.8921649534097549,20
21,taxa207244,305,156,0.7142857142857143,0.5252525252525253,0.00016575231958938953,-11.128198524585729,-12.208023807161679,1.0798252825759505,0.6217030579947322,1.5568184199877386,21
22,taxa216851,426,227,0.9976580796252927,0.7643097643097643,0.020570469360163476,-5.838901986321702,-5.604028621290421,-0.23487336503128223,-0.6443459696150806,0.17218789275342217,22
23,taxa239759,415,207,0.9718969555035128,0.696969696969697,0.03695048341948711,-6.62117775097926,-4.8385624558494635,-1.7826152951297958,-2.1959699886593587,-1.3640710821683937,23
24,taxa239934,297,91,0.6955503512880562,0.3063973063973064,0.024044730110172233,-9.329685952307251,-6.850543791221597,-2.479142161085654,-3.3380738395431573,-1.6665282200688778,24
25,taxa244127,247,93,0.5784543325526932,0.31313131313131315,0.002076792977774286,-11.478891914705855,-8.22396311017824,-3.254928804527617,-3.7770464940448236,-2.765805853007597,25
26,taxa283168,276,132,0.6463700234192038,0.4444444444444444,0.0015253979945221339,-8.296166742321878,-9.917150668485688,1.6209839261638084,1.0914848021865007,2.096637560273061,26
27,taxa286,73,53,0.17096018735362997,0.17845117845117844,3.1372513770270804e-05,-9.356389356396289,-13.97300678266099,4.6166174262647015,3.569465097424754,5.769140471099184,27
28,taxa292632,387,195,0.9063231850117096,0.6565656565656566,0.009400366173331405,-7.108741884129546,-8.720237571791523,1.6114956876619797,1.074771522217784,2.1360800143793677,28
29,taxa29465,270,184,0.6323185011709602,0.6195286195286195,0.00025016951014555564,-9.526552892344668,-11.725114134616772,2.198561242272107,1.671544325215397,2.7354932769688376,29
30,taxa33042,400,162,0.936768149882904,0.5454545454545454,0.007116410098313602,-9.962772690462891,-6.993907520306719,-2.968865170156174,-3.392832590557832,-2.53502759412862,30
31,taxa35832,257,126,0.6018735362997658,0.42424242424242425,0.00020015493555043643,-9.925547369850134,-11.75451980890013,1.828972439049996,1.3252049340574903,2.3077361451561633,31
32,taxa375288,422,217,0.9882903981264637,0.7306397306397306,0.017105784092577538,-6.20068889247588,-6.1904066578721,-0.010282234603780313,-0.4162655974936099,0.3760102821442811,32
33,taxa397864,329,119,0.7704918032786885,0.4006734006734007,0.02251616538273646,-8.148961308078508,-5.829638222631911,-2.3193230854465954,-2.8302067769972177,-1.8029585590102446,33
34,taxa39948,248,174,0.5807962529274004,0.5858585858585859,0.0018275128105337739,-7.2685448094781675,-9.061224370195209,1.79267956071704,1.204447963389749,2.4003390408141527,34
35,taxa40544,153,106,0.3583138173302108,0.3569023569023569,0.0007839338023933751,-7.801675371787503,-10.080381030338064,2.278705658550559,1.5675914572619094,3.0034807252563276,35
36,taxa459786,347,191,0.8126463700234192,0.6430976430976431,0.004586702746076996,-8.363147270537022,-7.705122666980365,-0.6580246035566549,-1.0267699405810877,-0.304755470765456,36
37,taxa561,208,203,0.48711943793911006,0.6835016835016835,0.0008119073296721639,-7.88863606980049,-10.340083062153262,2.451446992352772,1.9275031188771496,3.010372382644203,37
38,taxa570,87,59,0.20374707259953162,0.19865319865319866,0.00011716655613060626,-9.463196143305325,-12.629360237132172,3.1661640938268447,2.207123490779057,4.171959958622264,38
39,taxa572511,427,284,1.0,0.9562289562289562,0.013860005604347015,-6.664426416122891,-6.092238432563283,-0.572187983559608,-0.9121338472297178,-0.2252973728024435,39
40,taxa577309,85,68,0.1990632318501171,0.22895622895622897,0.00042423575716867625,-9.146050506550516,-11.336513872575422,2.190463366024907,1.3095956725340443,3.051753127380622,40
41,taxa577310,277,105,0.6487119437939111,0.35353535353535354,0.0006596374808286239,-10.282521845454713,-10.16845139491681,-0.11407045053790316,-0.6166257543457682,0.36017788146704216,41
42,taxa61170,279,92,0.6533957845433255,0.30976430976430974,0.0002937229939260293,-11.824990608124853,-11.652606430496629,-0.17238417762822325,-0.6117034943487942,0.27156136398835606,42
