,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate,controlAbundance
91,taxa1380,82,52,0.1920374707259953,0.1750841750841751,1.8731383494632474e-05
92,taxa1386,185,53,0.4332552693208431,0.17845117845117844,7.334064126478773e-05
93,taxa1397107,0,1,0.0,0.003367003367003367,0
94,taxa140458,1,1,0.00234192037470726,0.003367003367003367,0
95,taxa140625,12,1,0.02810304449648712,0.003367003367003367,1.020376051001307e-05
96,taxa1408818,0,6,0.0,0.020202020202020204,0
97,taxa142577,0,3,0.0,0.010101010101010102,0
98,taxa1433993,3,3,0.00702576112412178,0.010101010101010102,4.640006433468291e-06
99,taxa146,0,2,0.0,0.006734006734006734,0
100,taxa146918,0,2,0.0,0.006734006734006734,0
101,taxa1471399,0,1,0.0,0.003367003367003367,0
102,taxa1472344,0,1,0.0,0.003367003367003367,0
103,taxa1485,304,241,0.711943793911007,0.8114478114478114,0.0026700351330684324
104,taxa1485594,0,3,0.0,0.010101010101010102,0
105,taxa1486726,127,18,0.297423887587822,0.06060606060606061,4.494857836670351e-05
106,taxa150022,34,13,0.07962529274004684,0.04377104377104377,1.2794354126071244e-05
107,taxa1501226,103,11,0.24121779859484777,0.037037037037037035,3.0222429885724707e-05
108,taxa150247,9,5,0.02107728337236534,0.016835016835016835,7.895024396926024e-06
109,taxa1502725,16,2,0.03747072599531616,0.006734006734006734,1.037699498066788e-05
110,taxa150333,57,2,0.13348946135831383,0.006734006734006734,2.188301483643912e-05
111,taxa1505652,66,17,0.15456674473067916,0.05723905723905724,3.13892166291249e-05
112,taxa1505657,126,33,0.29508196721311475,0.1111111111111111,7.113738410708942e-05
113,taxa1505663,203,55,0.47540983606557374,0.18518518518518517,0.0012649196039655043
114,taxa1505664,47,3,0.11007025761124122,0.010101010101010102,1.0343819486409423e-05
115,taxa1506553,205,64,0.48009367681498827,0.21548821548821548,0.001857412869186636
116,taxa1506577,77,23,0.18032786885245902,0.07744107744107744,3.329787182575071e-05
117,taxa150818,3,1,0.00702576112412178,0.003367003367003367,1.121628144674626e-05
118,taxa1508657,205,35,0.48009367681498827,0.11784511784511785,0.03435303867395901
119,taxa151037,2,1,0.00468384074941452,0.003367003367003367,2.668664494246524e-05
120,taxa1518147,0,6,0.0,0.020202020202020204,0
121,taxa1524214,2,1,0.00468384074941452,0.003367003367003367,6.248284989530692e-06
122,taxa1524217,0,1,0.0,0.003367003367003367,0
123,taxa153265,0,1,0.0,0.003367003367003367,0
124,taxa1543705,0,2,0.0,0.006734006734006734,0
125,taxa1548510,1,6,0.00234192037470726,0.020202020202020204,0
126,taxa1551504,0,15,0.0,0.050505050505050504,0
127,taxa155493,0,10,0.0,0.03367003367003367,0
128,taxa1562,143,9,0.33489461358313816,0.030303030303030304,0.0001472470705447316
129,taxa156454,0,9,0.0,0.030303030303030304,0
130,taxa1565532,2,6,0.00468384074941452,0.020202020202020204,4.701040934749374e-06
131,taxa156973,29,25,0.06791569086651054,0.08417508417508418,9.023553309124827e-06
132,taxa156993,0,2,0.0,0.006734006734006734,0
133,taxa157,17,12,0.03981264637002342,0.04040404040404041,2.3711401745846433e-05
134,taxa157226,4,1,0.00936768149882904,0.003367003367003367,8.858734892867755e-06
135,taxa1573,187,26,0.4379391100702576,0.08754208754208755,0.0015605822661363044
136,taxa1573534,18,5,0.04215456674473068,0.016835016835016835,6.558017472067484e-06
137,taxa1573535,147,16,0.3442622950819672,0.05387205387205387,0.00010548525758982052
138,taxa1573536,36,2,0.08430913348946135,0.006734006734006734,2.2972065423887936e-05
139,taxa1573806,7,9,0.01639344262295082,0.030303030303030304,1.8016402726524724e-05
140,taxa1578,240,93,0.5620608899297423,0.31313131313131315,0.0004994517762783282
141,taxa158481,0,1,0.0,0.003367003367003367,0
142,taxa158846,41,26,0.09601873536299765,0.08754208754208755,9.280012866936582e-06
143,taxa158848,0,7,0.0,0.02356902356902357,0
144,taxa16,0,1,0.0,0.003367003367003367,0
145,taxa160798,0,2,0.0,0.006734006734006734,0
146,taxa161492,3,1,0.00702576112412178,0.003367003367003367,7.856203998835455e-06
147,taxa1618113,2,3,0.00468384074941452,0.010101010101010102,1.7036599567327645e-05
148,taxa1621534,0,1,0.0,0.003367003367003367,0
149,taxa162171,0,2,0.0,0.006734006734006734,0
150,taxa162289,186,56,0.43559718969555034,0.18855218855218855,7.008415586207016e-05
151,taxa162491,0,1,0.0,0.003367003367003367,0
152,taxa1637,7,1,0.01639344262295082,0.003367003367003367,1.2924572121766104e-05
153,taxa1637257,55,7,0.1288056206088993,0.02356902356902357,1.1888507433153946e-05
154,taxa1643951,0,2,0.0,0.006734006734006734,0
155,taxa1647190,1,1,0.00234192037470726,0.003367003367003367,0
156,taxa1648511,0,2,0.0,0.006734006734006734,0
157,taxa1649459,71,24,0.16627634660421545,0.08080808080808081,1.7725476197995204e-05
158,taxa1649490,1,2,0.00234192037470726,0.006734006734006734,0
159,taxa1649501,3,1,0.00702576112412178,0.003367003367003367,5.333739114773692e-06
160,taxa1649512,0,1,0.0,0.003367003367003367,0
161,taxa1651,0,1,0.0,0.003367003367003367,0
162,taxa1652133,1,8,0.00234192037470726,0.026936026936026935,0
163,taxa1653174,1,1,0.00234192037470726,0.003367003367003367,0
164,taxa1654,203,66,0.47540983606557374,0.2222222222222222,0.0001504447989791494
165,taxa165695,12,11,0.02810304449648712,0.037037037037037035,2.8299807370122077e-05
166,taxa165696,5,14,0.0117096018735363,0.04713804713804714,9.42746473402494e-06
167,taxa165697,4,1,0.00936768149882904,0.003367003367003367,9.79855654536931e-05
168,taxa165779,22,19,0.05152224824355972,0.06397306397306397,9.343758126417293e-06
169,taxa165812,5,3,0.0117096018735363,0.010101010101010102,4.324940959815433e-06
170,taxa1663,72,26,0.1686182669789227,0.08754208754208755,1.7222263554659466e-05
171,taxa166484,89,29,0.20843091334894615,0.09764309764309764,3.561442884004383e-05
172,taxa1676142,1,1,0.00234192037470726,0.003367003367003367,0
173,taxa167639,0,3,0.0,0.010101010101010102,0
174,taxa1678,353,196,0.8266978922716628,0.6599326599326599,0.017071967785042247
175,taxa1679449,0,4,0.0,0.013468013468013467,0
176,taxa168470,0,1,0.0,0.003367003367003367,0
177,taxa168694,0,1,0.0,0.003367003367003367,0
178,taxa168808,0,1,0.0,0.003367003367003367,0
179,taxa1696,2,13,0.00468384074941452,0.04377104377104377,1.7489835062397877e-05
180,taxa1707,0,4,0.0,0.013468013468013467,0
181,taxa171436,0,1,0.0,0.003367003367003367,0
182,taxa1716,99,51,0.23185011709601874,0.1717171717171717,2.3561537095604435e-05
183,taxa171673,1,1,0.00234192037470726,0.003367003367003367,0
184,taxa1730,427,253,1.0,0.8518518518518519,0.026706728631412328
185,taxa173479,0,9,0.0,0.030303030303030304,0
186,taxa1742989,0,1,0.0,0.003367003367003367,0
187,taxa1742993,0,1,0.0,0.003367003367003367,0
188,taxa1743,2,11,0.00468384074941452,0.037037037037037035,9.254321070872186e-05
189,taxa174708,5,1,0.0117096018735363,0.003367003367003367,1.0343819486409423e-05
190,taxa1763,2,11,0.00468384074941452,0.037037037037037035,1.4112362327335806e-05
191,taxa1769729,4,1,0.00936768149882904,0.003367003367003367,9.284994607828607e-06
192,taxa177971,6,4,0.01405152224824356,0.013468013468013467,4.620733389155934e-06
193,taxa1789690,0,1,0.0,0.003367003367003367,0
194,taxa1792239,0,5,0.0,0.016835016835016835,0
195,taxa18,5,13,0.0117096018735363,0.04377104377104377,9.190428327392436e-06
196,taxa1813,0,9,0.0,0.030303030303030304,0
197,taxa1817,0,11,0.0,0.037037037037037035,0
198,taxa1822464,2,2,0.00468384074941452,0.006734006734006734,1.8541740991780112e-05
199,taxa182639,44,3,0.10304449648711944,0.010101010101010102,1.0459482046488717e-05
200,taxa1827,15,24,0.0351288056206089,0.08080808080808081,5.6166301363170925e-06
201,taxa182709,0,4,0.0,0.013468013468013467,0
202,taxa1835,0,2,0.0,0.006734006734006734,0
203,taxa1839,3,3,0.00702576112412178,0.010101010101010102,2.2558883272812072e-05
204,taxa1843210,1,1,0.00234192037470726,0.003367003367003367,0
205,taxa1847,4,3,0.00936768149882904,0.010101010101010102,1.4839205514399643e-05
206,taxa1849822,52,6,0.12177985948477751,0.020202020202020204,2.7378756012982897e-05
207,taxa1849828,67,2,0.15690866510538642,0.006734006734006734,1.797946019167612e-05
208,taxa1851,1,5,0.00234192037470726,0.016835016835016835,0
209,taxa1865,0,1,0.0,0.003367003367003367,0
210,taxa186650,0,2,0.0,0.006734006734006734,0
211,taxa1866885,7,18,0.01639344262295082,0.06060606060606061,6.974862878830457e-06
212,taxa186829,0,7,0.0,0.02356902356902357,0
213,taxa186831,4,3,0.00936768149882904,0.010101010101010102,5.735336217517633e-06
214,taxa1870884,84,22,0.19672131147540983,0.07407407407407407,2.829741106923397e-05
215,taxa187144,3,3,0.00702576112412178,0.010101010101010102,6.073856965758411e-05
216,taxa1873,0,1,0.0,0.003367003367003367,0
217,taxa187492,0,2,0.0,0.006734006734006734,0
218,taxa188143,0,5,0.0,0.016835016835016835,0
219,taxa1883,12,35,0.02810304449648712,0.11784511784511785,6.749687520102413e-06
220,taxa1884930,8,1,0.01873536299765808,0.003367003367003367,7.764231313391161e-06
221,taxa188905,3,5,0.00702576112412178,0.016835016835016835,3.259771885654474e-05
222,taxa189330,423,246,0.990632318501171,0.8282828282828283,0.0026492520591222504
223,taxa1906945,14,1,0.03278688524590164,0.003367003367003367,2.9135913714945473e-05
224,taxa191,3,8,0.00702576112412178,0.026936026936026935,3.862208272570067e-06
225,taxa1911556,1,8,0.00234192037470726,0.026936026936026935,0
226,taxa1912216,17,21,0.03981264637002342,0.0707070707070707,5.171788074068457e-06
227,taxa191291,0,1,0.0,0.003367003367003367,0
228,taxa191303,11,6,0.02576112412177986,0.020202020202020204,0.0004820817293183969
229,taxa191494,1,2,0.00234192037470726,0.006734006734006734,0
230,taxa191769,1,3,0.00234192037470726,0.010101010101010102,0
231,taxa192992,1,3,0.00234192037470726,0.010101010101010102,0
232,taxa194,40,30,0.0936768149882904,0.10101010101010101,3.18458126293524e-05
233,taxa195950,26,23,0.06088992974238876,0.07744107744107744,5.931248216419396e-06
234,taxa1960084,0,4,0.0,0.013468013468013467,0
235,taxa196080,0,2,0.0,0.006734006734006734,0
236,taxa196081,2,12,0.00468384074941452,0.04040404040404041,0.00011714421700257123
237,taxa196082,1,5,0.00234192037470726,0.016835016835016835,0
238,taxa198251,0,14,0.0,0.04713804713804714,0
239,taxa1988,0,14,0.0,0.04713804713804714,0
240,taxa20,2,6,0.00468384074941452,0.020202020202020204,2.7476703070289432e-05
241,taxa2000,0,1,0.0,0.003367003367003367,0
242,taxa200473,0,1,0.0,0.003367003367003367,0
243,taxa2004797,1,1,0.00234192037470726,0.003367003367003367,0
244,taxa2005359,76,22,0.17798594847775176,0.07407407407407407,1.7631802743809553e-05
245,taxa201096,1,1,0.00234192037470726,0.003367003367003367,0
246,taxa2013,0,1,0.0,0.003367003367003367,0
247,taxa202746,0,3,0.0,0.010101010101010102,0
248,taxa202771,0,1,0.0,0.003367003367003367,0
249,taxa202907,0,1,0.0,0.003367003367003367,0
250,taxa2034,2,9,0.00468384074941452,0.030303030303030304,1.3026132248485531e-05
251,taxa203470,0,2,0.0,0.006734006734006734,0
252,taxa2035811,1,5,0.00234192037470726,0.016835016835016835,0
253,taxa203697,1,7,0.00234192037470726,0.02356902356902357,0
254,taxa2039240,205,54,0.48009367681498827,0.18181818181818182,0.000589826426691949
255,taxa204037,10,13,0.0234192037470726,0.04377104377104377,4.989770231596292e-06
256,taxa2042899,0,1,0.0,0.003367003367003367,0
257,taxa2044,0,2,0.0,0.006734006734006734,0
258,taxa204475,201,25,0.4707259953161593,0.08417508417508418,0.000255605621984468
259,taxa2048137,204,45,0.477751756440281,0.15151515151515152,0.0010938006041688528
260,taxa2050,14,1,0.03278688524590164,0.003367003367003367,5.84845179282145e-06
261,taxa2053,5,10,0.0117096018735363,0.03367003367003367,4.5125373611767375e-06
262,taxa2056,2,4,0.00468384074941452,0.013468013468013467,2.6199381399408805e-05
263,taxa2057233,162,43,0.3793911007025761,0.1447811447811448,0.00012537644759178066
264,taxa2060,0,4,0.0,0.013468013468013467,0
265,taxa2063,0,1,0.0,0.003367003367003367,0
266,taxa207244,305,156,0.7142857142857143,0.5252525252525253,0.00016575231958938953
267,taxa207599,3,5,0.00702576112412178,0.016835016835016835,4.896486971727111e-06
268,taxa2086,2,4,0.00468384074941452,0.013468013468013467,7.202208882746286e-06
269,taxa209,0,7,0.0,0.02356902356902357,0
270,taxa2093,18,7,0.04215456674473068,0.02356902356902357,8.23571229029295e-06
271,taxa2094023,8,2,0.01873536299765808,0.006734006734006734,1.614208208272022e-05
272,taxa212790,0,1,0.0,0.003367003367003367,0
273,taxa212791,80,23,0.1873536299765808,0.07744107744107744,1.8227890202903742e-05
274,taxa2129,0,9,0.0,0.030303030303030304,0
275,taxa2132,150,6,0.351288056206089,0.020202020202020204,9.902202569366005e-05
276,taxa213485,0,7,0.0,0.02356902356902357,0
277,taxa2147,141,33,0.33021077283372363,0.1111111111111111,6.652766450986695e-05
278,taxa215802,0,4,0.0,0.013468013468013467,0
279,taxa216851,426,227,0.9976580796252927,0.7643097643097643,0.020570469360163476
280,taxa2172,207,8,0.4847775175644028,0.026936026936026935,0.013718850070282573
281,taxa218204,33,1,0.07728337236533958,0.003367003367003367,3.604249269705431e-05
282,taxa22,5,37,0.0117096018735363,0.12457912457912458,5.15958355688047e-06
283,taxa222,1,1,0.00234192037470726,0.003367003367003367,0
284,taxa224465,0,7,0.0,0.02356902356902357,0
285,taxa224474,0,1,0.0,0.003367003367003367,0
286,taxa225143,0,1,0.0,0.003367003367003367,0
287,taxa225447,0,2,0.0,0.006734006734006734,0
288,taxa226,0,18,0.0,0.06060606060606061,0
289,taxa227388,5,2,0.0117096018735363,0.006734006734006734,6.775949167785433e-06
290,taxa227979,0,3,0.0,0.010101010101010102,0
291,taxa2282523,1,14,0.00234192037470726,0.04713804713804714,0
292,taxa2282740,25,11,0.0585480093676815,0.037037037037037035,9.792973943454222e-06
293,taxa2282741,5,3,0.0117096018735363,0.010101010101010102,4.538173380179531e-06
294,taxa2282742,51,3,0.11943793911007025,0.010101010101010102,8.272321541709136e-06
295,taxa2299,0,5,0.0,0.016835016835016835,0
296,taxa230494,0,3,0.0,0.010101010101010102,0
297,taxa2330,0,3,0.0,0.010101010101010102,0
298,taxa233189,0,11,0.0,0.037037037037037035,0
299,taxa233191,12,13,0.02810304449648712,0.04377104377104377,5.124464491875886e-06
300,taxa234,0,1,0.0,0.003367003367003367,0
301,taxa2349,0,4,0.0,0.013468013468013467,0
302,taxa2357,0,3,0.0,0.010101010101010102,0
303,taxa236052,0,1,0.0,0.003367003367003367,0
304,taxa236752,14,5,0.03278688524590164,0.016835016835016835,9.40647572840103e-06
305,taxa237,195,34,0.4566744730679157,0.11447811447811448,0.00011536214217210186
306,taxa2370,0,1,0.0,0.003367003367003367,0
307,taxa2373,4,1,0.00936768149882904,0.003367003367003367,8.173172136726566e-06
308,taxa239759,415,207,0.9718969555035128,0.696969696969697,0.03695048341948711
309,taxa239934,297,91,0.6955503512880562,0.3063973063973064,0.024044730110172233
310,taxa240411,0,1,0.0,0.003367003367003367,0
311,taxa241189,195,47,0.4566744730679157,0.15824915824915825,0.00018885765719535324
312,taxa244127,247,93,0.5784543325526932,0.31313131313131315,0.002076792977774286
313,taxa244698,0,1,0.0,0.003367003367003367,0
314,taxa245876,0,5,0.0,0.016835016835016835,0
315,taxa246875,98,10,0.22950819672131148,0.03367003367003367,0.0004140466557165123
316,taxa246876,0,3,0.0,0.010101010101010102,0
317,taxa248744,24,3,0.05620608899297424,0.010101010101010102,7.6235922102697966e-06
318,taxa252356,0,1,0.0,0.003367003367003367,0
319,taxa252965,22,1,0.05152224824355972,0.003367003367003367,1.5463984015932425e-05
320,taxa253183,0,1,0.0,0.003367003367003367,0
321,taxa253238,140,7,0.32786885245901637,0.02356902356902357,0.00030022163884166407
322,taxa253255,20,1,0.0468384074941452,0.003367003367003367,7.0069456960867365e-06
323,taxa254250,0,1,0.0,0.003367003367003367,0
324,taxa255204,2,4,0.00468384074941452,0.013468013468013467,2.2680522001934712e-05
325,taxa256319,0,1,0.0,0.003367003367003367,0
326,taxa258255,0,10,0.0,0.03367003367003367,0
327,taxa261684,0,1,0.0,0.003367003367003367,0
328,taxa261933,1,1,0.00234192037470726,0.003367003367003367,0
329,taxa261963,0,5,0.0,0.016835016835016835,0
330,taxa262,0,1,0.0,0.003367003367003367,0
331,taxa262406,22,10,0.05152224824355972,0.03367003367003367,2.6272586499373856e-05
332,taxa264995,135,19,0.3161592505854801,0.06397306397306397,5.386132198699772e-05
333,taxa265,5,7,0.0117096018735363,0.02356902356902357,3.0369284828792056e-05
334,taxa265487,0,1,0.0,0.003367003367003367,0
335,taxa265570,4,6,0.00936768149882904,0.020202020202020204,2.872305495166466e-05
336,taxa265975,2,3,0.00468384074941452,0.010101010101010102,0.00026073863493826906
337,taxa265976,0,4,0.0,0.013468013468013467,0
338,taxa265980,0,12,0.0,0.04040404040404041,0
339,taxa267408,0,3,0.0,0.010101010101010102,0
340,taxa267986,4,4,0.00936768149882904,0.013468013468013467,1.7770536451430255e-05
341,taxa269258,0,1,0.0,0.003367003367003367,0
342,taxa2697,34,15,0.07962529274004684,0.050505050505050504,1.3678136992070379e-05
343,taxa270,0,3,0.0,0.010101010101010102,0
344,taxa2701,16,9,0.03747072599531616,0.030303030303030304,2.44314768637933e-05
345,taxa271159,0,1,0.0,0.003367003367003367,0
346,taxa2717,8,1,0.01873536299765808,0.003367003367003367,1.1477008442902248e-05
347,taxa2723,22,23,0.05152224824355972,0.07744107744107744,2.3147441192569864e-05
348,taxa2735,4,1,0.00936768149882904,0.003367003367003367,4.595198320840892e-06
349,taxa2737,9,18,0.02107728337236534,0.06060606060606061,8.1627989305509e-06
350,taxa2742,0,7,0.0,0.02356902356902357,0
351,taxa2745,0,23,0.0,0.07744107744107744,0
352,taxa2747,17,21,0.03981264637002342,0.0707070707070707,5.6166301363170925e-06
353,taxa2753,1,1,0.00234192037470726,0.003367003367003367,0
354,taxa278993,66,1,0.15456674473067916,0.003367003367003367,3.3838701530520494e-05
355,taxa280472,0,1,0.0,0.003367003367003367,0
356,taxa28050,4,1,0.00936768149882904,0.003367003367003367,4.286450446318777e-06
357,taxa28065,1,1,0.00234192037470726,0.003367003367003367,0
358,taxa28067,0,1,0.0,0.003367003367003367,0
359,taxa28100,1,10,0.00234192037470726,0.03367003367003367,0
360,taxa28105,0,7,0.0,0.02356902356902357,0
361,taxa281119,1,8,0.00234192037470726,0.026936026936026935,0
362,taxa28138,6,3,0.01405152224824356,0.010101010101010102,2.2174821220752894e-05
363,taxa281472,1,1,0.00234192037470726,0.003367003367003367,0
364,taxa28196,1,9,0.00234192037470726,0.030303030303030304,0
365,taxa28228,0,9,0.0,0.030303030303030304,0
366,taxa28231,1,13,0.00234192037470726,0.04377104377104377,0
367,taxa28250,0,1,0.0,0.003367003367003367,0
368,taxa28253,1,7,0.00234192037470726,0.02356902356902357,0
369,taxa28261,16,3,0.03747072599531616,0.010101010101010102,5.104689855131637e-06
370,taxa283,10,21,0.0234192037470726,0.0707070707070707,3.656978024101473e-05
371,taxa283168,276,132,0.6463700234192038,0.4444444444444444,0.0015253979945221339
372,taxa28453,53,14,0.12412177985948478,0.04713804713804714,1.7725476197995204e-05
373,taxa286,73,53,0.17096018735362997,0.17845117845117844,3.1372513770270804e-05
374,taxa286801,0,1,0.0,0.003367003367003367,0
375,taxa290180,1,1,0.00234192037470726,0.003367003367003367,0
376,taxa291988,19,2,0.04449648711943794,0.006734006734006734,6.384432019551818e-06
377,taxa292632,387,195,0.9063231850117096,0.6565656565656566,0.009400366173331405
378,taxa292635,0,1,0.0,0.003367003367003367,0
379,taxa292636,1,4,0.00234192037470726,0.013468013468013467,0
380,taxa292713,0,1,0.0,0.003367003367003367,0
381,taxa29330,13,7,0.03044496487119438,0.02356902356902357,9.575507987482244e-06
382,taxa29331,0,1,0.0,0.003367003367003367,0
383,taxa29393,8,8,0.01873536299765808,0.026936026936026935,6.677226222267699e-06
384,taxa29407,0,3,0.0,0.010101010101010102,0
385,taxa29465,270,184,0.6323185011709602,0.6195286195286195,0.00025016951014555564
386,taxa294702,3,11,0.00702576112412178,0.037037037037037035,3.5683628200195046e-05
387,taxa29487,2,9,0.00468384074941452,0.030303030303030304,3.426932229479948e-05
388,taxa29526,0,2,0.0,0.006734006734006734,0
389,taxa29548,0,1,0.0,0.003367003367003367,0
390,taxa29580,4,5,0.00936768149882904,0.016835016835016835,5.396312145608313e-06
391,taxa296051,0,3,0.0,0.010101010101010102,0
392,taxa305899,0,3,0.0,0.010101010101010102,0
393,taxa306539,9,2,0.02107728337236534,0.006734006734006734,9.42746473402494e-06
394,taxa308865,0,6,0.0,0.020202020202020204,0
395,taxa314318,1,4,0.00234192037470726,0.013468013468013467,0
396,taxa314343,0,3,0.0,0.010101010101010102,0
397,taxa319458,3,5,0.00702576112412178,0.016835016835016835,3.7778037357155884e-06
398,taxa31983,4,2,0.00936768149882904,0.006734006734006734,4.405536880211242e-06
399,taxa31988,0,2,0.0,0.006734006734006734,0
