,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1279,taxa1301,taxa133925,taxa1350,taxa1357,taxa1378,taxa1380,taxa1386,taxa1485,taxa1505663,taxa1506553,taxa1508657,taxa1573535,taxa1578,taxa1654,taxa1678,taxa1716,taxa1730,taxa189330,taxa2039240,taxa2048137,taxa207244,taxa2147,taxa216851,taxa2172,taxa237,taxa239759,taxa239934,taxa244127,taxa283168,taxa286,taxa292632,taxa29465,taxa32207,taxa32636,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa44249,taxa447020,taxa44748,taxa459786,taxa52225,taxa52784,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa724,taxa79206,taxa816,taxa830,taxa836,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,condition
2652,,,0.00204228612790163,,0.0046013619805895705,,0.00048597568429827265,,,,,,,,,,,,,,2.5174869679769616e-05,,0.04387184259301963,0.0009907821711170129,,,,,0.06526645384167504,,,0.08889065224864957,,,0.018433845175357063,,0.03749494740365527,0.0025035904399137283,,,,,0.047306299014212516,,,0.1096979841374153,,0.0015529873608056278,,0.002850701543058392,,,,0.002465828135394074,,,,0.00019132900956624906,,,0.5410452082253752,,,,0.030282750038316153,,,,,,,H2029
2653,,,0.008550441601664405,,,,0.0024674143030383403,,,,,,,0.0004663546450196175,,,,,,,0.004669004436938927,,0.03224022661560957,0.0021269976484163053,,,,,0.009361053706791697,,,0.23228686208011157,,,0.007310063577459648,,0.06579926454639382,,,,,0.0031363209005112118,0.057984236121401,0.1160287122446294,0.16186468276260654,0.0028277425018885644,,,,0.05638221593857461,,,,0.0017699038120803038,,,0.00034819933942188604,,,,0.2311356311727051,,,,0.0025008697402948412,,0.0006915471350724368,5.225516937042528e-05,,,,H2029
2654,,5.5215568936486667e-05,0.005648512398867597,,0.002667274709647217,,5.7835285710845524e-05,,,0.00010650156271143507,,,,0.0013066341203802174,,,,,,,0.057609687793238246,,0.06170269297816153,0.003078267968209132,,,,,0.05161698491355488,0.0007460147306674221,,0.1754807205470533,,0.0024718035349450564,0.006864665532194958,,0.14663159336111373,,,,0.0001780399823189269,0.02104106133996296,0.03390286311869019,,,,,0.00203511690032693,,0.01432440980551928,,,,0.0011700058147636556,,1.984939248264211e-05,,0.0006318555343078612,,,0.40363991509296415,,,,0.006854690456784901,,0.00015778755648638348,,,,,H2029
2655,,5.259245470891239e-05,0.013273184793128943,,0.012533155454412942,,0.0024148113273447258,,,,,,,0.0009813893371977854,,,,,,,0.12380829131657188,,0.05650781659143557,0.010274607313036348,,,,,0.024430457027421977,0.0039443331579578555,,0.20408799838164643,,0.0016178488898651415,0.009949967515831238,,0.05602186634773365,4.088281028235991e-05,,,0.0007711204635727095,0.0247715508939506,0.08185657219944677,,,,,0.0035501421106674466,,0.015048811047120825,,,0.000966651336454021,0.01043278845800538,,1.9179590009008356e-05,,0.0009536294042900101,,,0.33540257555648073,,,,0.005736312536062677,,0.0004157933223531863,,0.00013567036301109068,,,H2029
2656,,,0.001035251040640824,,0.013494779956029681,,,,,,,,,0.0003820814920818664,,,,,,,0.0015256439708128523,,0.03849058417722557,0.00045614588498542476,,,,,0.08583856830021289,,,0.23112938812186623,0.055919751333442735,0.0005512536430036432,0.003252747216473406,,0.20926182454021533,0.0001418364070228311,,,2.7129436397821512e-05,0.001183998748951313,0.16142117810454362,0.016181728850670193,,,,0.0009683042565260478,,0.003856402964762575,,,0.0005867385331969915,0.0038917847012053613,,7.633377541592365e-05,,0.00015596847084983317,,,0.1337439952912376,,,,0.0299385193331275,,,0.003549933171842698,0.002938128277259126,,,H2029
2657,,,0.0005838571812583694,,0.019715712313981584,,,,,0.00021866386513865016,,,,,,,,,,,0.002507441558793863,,0.031446597105252126,0.00010953744372077116,,,,,0.03555342920017526,,,0.2907222401701961,0.09695132427275767,0.0007777569526477645,0.007224539017936192,,0.260893324093552,0.0018486755628333903,,,,0.0046877093644855355,0.12247745337157484,0.009851279800144516,,,,0.0009219230253872037,,0.006535871149440312,,,,0.0025694031709548623,,0.00024404449234224348,,,0.0009863507713655558,,0.07714806420826006,,,,0.01206566245697624,,,0.007278896717493684,0.006680242733331196,,,H2029
2658,,0.00012937805927348657,0.000358261855217505,,8.487859939598164e-05,,0.0007124033900759817,,,,,,,9.044103188066976e-05,,,,,,,0.005946034310113646,,0.0031276321765293575,0.000781315748080729,,,,,0.04606487258990873,,,0.16558434434835742,,,0.02926498738203394,,0.027204106146456998,0.0021758381735938353,,,,0.00012690586705806962,0.071334385319793,0.02208749232461573,,0.002090444534152975,,,,0.010065530605070075,,,0.006664412164710218,0.00032540230035425484,,2.4927938172120818e-05,,,0.0009220246883415433,,0.5953018253122199,,,,0.00953215513459387,,,,,,,H2029
2659,,,0.0036299386942871066,,0.014185369995567245,,0.001333499332148572,,,,,,,,,,,,,,,,0.11335956261515708,0.007846565679157343,,,0.0024185513224633487,,0.15122455342829788,0.00622642458750947,,,,,,,0.02519380912560124,0.0008815932654427561,0.0008612106675539523,,0.006869119115534809,,0.0015255731825241441,,,,,,,0.00017022223642271087,0.008030743568188604,,0.2927289948147406,0.00481965807916601,,,,,0.0036997169573298573,,,,,0.3166923193596853,0.03830257397322204,,,,,,,H2029
2660,,,0.0028580048571746936,,0.03742761317497233,,0.001982749014913625,0.00018779685358817755,,,,,,,,,,,0.015807907668067434,,,,0.04629615993879987,0.006143342041147189,,,,,0.21583605764750882,0.0012816060084567232,,,,,,,0.04617378572261714,0.00026260281747409977,,,0.006051463636025979,0.00024904912366898493,0.0010992827619821495,,,,,,,4.1703673246507165e-05,,,0.04356144156566016,0.03700002020021673,,,,,0.0007017946263513783,,0.00822096691269662,0.011811522855241991,,0.5152332440831284,0.0012804330926466652,,,,0.0004914517244143078,,,H2029
2661,,,0.004969182718592431,,0.028579079987144672,,0.0021809097793003994,0.0005768634345489649,,,,,,,,,,,,4.425450358347855e-05,,,0.07632741682515563,0.03669404026992378,,,0.0002771288778457291,,0.18072223589061776,0.008156703044267305,,,,,,,0.036750853483983645,0.005094052182757706,0.0004662271755902685,,0.015796824464272326,,0.0013688994419267888,,,,,,,0.00046311739966278077,,,0.0013534701690557924,0.02768334491326178,,,,,0.0007951457833053117,,,0.02082892034201316,,0.5097126076655261,0.04094283143423704,,,8.516001770658573e-05,0.00013073019572092446,,,H2029
2662,,,0.0007510981653541148,,0.008847218785063758,,0.00016184002899028625,,,,,,,,,,,,,,,,0.2907646361433987,0.014046803962945243,,,,,0.130508319694002,,,,,,,,0.006014205283616249,7.338626900631197e-05,,,0.003968495285555511,,0.00022774675211560037,,,,,,,,,,0.001272931989573296,0.008015146405606667,,,,,0.0020744357902123967,,,,,0.5026092233207038,0.030664512123856076,,,,,,,H2029
2663,,,0.01722669999699152,,0.43561303274048024,,,,,,,,,,,,,,,,,,0.03639387035634092,0.009710420011322829,,,,,0.20369332089827777,0.02211616566338377,,,,0.011819775567303827,,,0.1038269248125853,,,,,,,,,,,,,,,,0.01716871835966666,0.0013677649446302712,,,,,,,,,,0.13797031449568284,0.003092992153334081,,,,,,,H2029
2664,,,0.0012548222808011194,,0.04696709554875804,,0.0008464514578393291,,,,,,,,,,,,,,,,0.06497469102351973,0.006393507015187613,,,,,0.1682287499735728,0.0010201481484778453,,,,,,,0.0158562490194093,,0.0002362319501765342,,0.06036199236001617,,0.000607326417363883,,,,,,,6.2535259538018e-05,,,,0.017501415945155915,,,,,0.0001652399651493892,,,0.36496445393476984,,0.24674388250492665,0.0038152071953381195,,,,,,,H2029
2665,,,0.008751299458611701,,0.041301779133045224,,0.0003260732577919173,,,,,,,,,,,,,,,,0.01880855898958633,0.0386338464041588,,,,,0.12466917567480161,0.009823707059519373,,,,,,,0.1602373333208861,,,,0.026692496914306744,,0.018580174345836364,,,,,,,,,,,0.018160246668751583,,,,,,,,0.27632041331952584,,0.24737724408750503,0.010317651365673489,,,,,,,H2029
2666,,,,,0.12535327481140734,,0.004001312171197841,,,,,,,,,,,,,,,,0.008961067778246477,0.032490518412068216,,,,,0.022598503962838017,0.009123064222424529,,,,,,,0.028663565571577808,,,,0.007014019726477529,,0.017876947074695917,,,,,,,,,,0.0034471138095360913,0.0005173228552896421,,,,,,,,,,0.7134813653998189,0.02647192420442161,,,,,,,H2029
2667,,,0.017957066316454738,,0.15171480297747264,,,,,,,,,,,,,,,,0.062241905911378514,,0.19559931946119885,0.06123129194766371,,,,,0.10174824888791562,,,0.013306102551936603,,,,,0.013817282757327425,,,,0.024948509659040496,,,,0.0533194305741978,,,,,,,,,0.03250734834655124,,,,,,,0.1773346430621813,,,,0.09427404754668112,,,,,,,H2029
2668,,,,,0.09153805444040455,,0.004449109161012425,,,,,,,0.00013729041871328725,,,,,,,0.032231558129714,,0.24825440292826256,0.01010878655612965,,,5.2135602043020466e-05,,0.07489023666803209,,,0.012261271333811689,,,0.00980997799775367,,0.22047430517298644,,,,0.01238261439190005,0.0020543471738363518,0.020683726730526306,0.0018829130471184196,0.05060843780984266,,,0.000208746861513427,,0.0025497376199157184,,,0.005121556200696716,0.008530917894298239,,,0.00011418719114128208,,0.0002689583705395821,,0.1811027252301455,0.0002777498642174247,,,0.010006253205445043,,,,,,,H2029
2669,,,,,0.03914156393598854,,0.0017194691839862895,,,,,,,,,,,,,,,,0.44958701768354337,0.013253422758215427,,,,,0.050600301665953785,0.0031480557527413396,,0.026161840419554185,0.007685289499199327,,,,0.07356850409062037,,,,0.016435639468953503,,0.015368829792718097,0.015816935130295758,,,,,,,,,,0.01337813083379387,0.017153636953595734,,,,,,0.24973512395746056,,,,0.007246238873379837,,,,,,,H2029
2670,,,,,0.00844254115192481,,0.034124443848437186,,,,,,,,,,,,,,0.05501766357108539,,0.1736431053660399,0.031149218096974407,,,0.007102039003007826,,0.13920243258719076,,,0.008505992615360315,,,,,0.3223416613464792,,,,0.006806892001290009,,,,0.09730143085621015,,,,,,,,,0.029897877080632105,,,,,,,0.028356942351106054,,,,0.05810776012426203,,,,,,,H2029
2671,,,0.0022627363998317966,,,,0.000827850300420986,,,,,,,0.002955689856032822,,,,,,,0.023310317537171374,,0.057789216231988266,0.0027173244792568544,,,0.0004047925726328179,,0.03200024571225482,,,0.1262499769134561,,,0.010902052748339528,,0.025028874761341257,0.00021367170332571738,,,0.0034683386800578478,0.01373825379606556,0.028013033769822917,,0.007923097778477543,0.024427859320754586,,,,0.010332261539470946,,,0.0012094797991975778,0.0030625257076956807,,,0.0003219361146096649,,0.00024152861593694985,,0.6044643916718646,,,,0.0030231382781428025,,,,,,0.015111405711850745,H2029
2672,,,0.0010977622818042262,3.607116702106321e-05,0.07841357937080323,,0.0007386561531523952,,,,,,,0.0003760178330712019,,,,,0.0006207023666324794,,0.0006819270180747587,,0.18038794593649202,0.004763534768858745,,,0.00023483721200063108,,0.08826389794235935,,,0.008851350613670095,0.003742517373565208,,0.010785921155921419,,0.0022094392571180613,0.00019609014238156615,,,0.003252506089819132,0.001915411079649632,0.016705766955428667,,,,,0.00017307738003875133,,0.0020857055209864616,0.0005928729796132614,,0.0017790470832554646,0.015593554799595231,0.033899404472525006,9.130179664381873e-05,0.00029681111617035097,,0.006511541381977388,,0.26071319012330774,,,0.25534961095587305,0.017569120169647942,,,,0.002070827502541572,,,H2029
2673,,,,,0.025193476234142018,,0.0007308544634318769,,,,,,,0.00810799430008011,,,,,0.0004899952914514962,,,,0.04977083718944247,0.0013690071149675249,,,2.5451613534009304e-05,,0.11903698957487426,,,0.09588822975647462,,0.0003378029194656113,0.013423449978629955,,0.024318706346214986,0.00011856727280477505,,,0.0035972648413169495,0.004640470610680428,0.06189542718308888,,,,,0.0002610342314890467,,0.00075837531383857,,,0.004835703109618133,0.01529952358924862,,0.0020833076834179324,0.0001489850548332252,,0.0008754941208324664,,0.5311844860207012,,,0.0010805554949154194,0.034339710135091156,,0.00016450433137835284,2.379622403586236e-05,,,,H2029
2674,,,,,0.01163033638843059,,0.00037021001132490054,,,,,,,0.0002781360112294015,,,,,,,0.0001170568797713019,,0.10323570601517226,0.0020675347680087783,,,0.0001306564312077268,,0.04522001958738357,,,0.025328006070033857,,9.036146398869002e-05,0.005711408653626275,,0.03575896275918982,0.0006558005914898238,,,0.0012900433755174627,0.001191522180666918,0.019054885573374217,,,,,6.2960886279745e-05,,0.00021708913589256075,,,0.0002453963503639341,0.007643451594361042,0.01360448756990925,0.0006034171341050761,0.0001549341489571965,,0.0029743730052732005,,0.686979829749734,,,,0.03526887522038829,,,0.00011453844432011208,,,,H2029
2675,0.0006956942073539165,,,,0.022884966705572954,,0.00011227143987207003,,1.5891782222217647e-05,,,,,0.026026737752094832,,,,,,,0.00160678494497156,,0.00013662359536366974,0.0008703894824298054,,,2.2637214964022264e-05,,0.00046795010529163193,,,0.03840998031362604,,0.00016177605643480556,0.04792058316209652,,0.009566509909669509,8.220281595521217e-05,,,,0.010257516612914713,0.06299228082402664,,,,,,,,,,0.09467992292828611,0.05128643977088852,,6.619670436448936e-05,0.0004871574392004993,,,,0.599799306226526,,,,0.03128920425501897,,0.00016097575085526942,,,,,H2029
2676,3.034920444980035e-05,,0.0003086947652608265,1.0622221557430123e-05,0.04204264453429254,,0.00017981903636506708,,,,,,,0.0007168915651106412,,,,,0.00036895961409685857,,0.0002794294609699475,,0.4350970339939271,0.004018343059169459,,,,,0.04339361769237222,,,0.003729700446848679,0.00016291019388589264,0.00022198275254711115,0.00625280323678601,,0.0009194725048130584,1.4632652145439455e-05,,,0.001601896044869998,0.001760470638120205,0.013032707120855516,,,,,,,0.0005319781979986433,,,0.008599663860882715,0.032130269190940065,0.01576662849170307,,0.00047258046928974834,,,,0.21969572321178693,,,0.0939832485398239,0.07457395678403354,,,,0.00010297051509753692,,,H2029
2677,,,0.000512172170158412,,0.08253681626470888,,0.0005252224214560586,,,,,,,,,,,,,,0.0016195361860379576,,0.011298305254211867,0.0014571107506564777,,,6.33439120678083e-05,,0.059519084185564924,,,0.0008669382323575158,,,,,0.007283546022313519,0.0008575018968038329,,,0.0007379415176077002,,0.009569046570725234,,,,,,,,,,0.0016608954439966534,0.0028084140792535737,,0.0005113690777708644,,,0.01135130935179,,0.01534448547577301,,,0.7345845914277516,0.056892369758993984,,,,,,,H2029
2678,,,0.0005367447645241632,,0.0047499049165669206,,0.0015450990363762589,,0.00853401491673003,9.786491379732174e-05,,,,0.001983222756422547,,,,,,,1.4798557605113775e-05,,0.01605276236681433,0.0005528395461530826,,,,,0.06678761877057689,,,0.07867734164760228,,0.0007326906294561076,0.01989336613068163,,0.003025170834224937,3.056928322808174e-05,,,0.001618659749727226,0.003338100917305336,0.02795749983878213,0.009039434267345554,,0.008348114787982575,,1.2422146894803535e-05,,0.0011502908024588075,,,0.08380077512036249,0.0599226003031652,,,0.0006575096360753837,,0.0001475535013765359,,0.2903487803990188,,,0.26933806915981673,0.040762356876614274,,,,0.0003438234223144318,,,H2029
