,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1279,taxa1301,taxa133925,taxa1350,taxa1357,taxa1378,taxa1380,taxa1386,taxa1485,taxa1505663,taxa1506553,taxa1508657,taxa1573535,taxa1578,taxa1654,taxa1678,taxa1716,taxa1730,taxa189330,taxa2039240,taxa2048137,taxa207244,taxa2147,taxa216851,taxa2172,taxa237,taxa239759,taxa239934,taxa244127,taxa283168,taxa286,taxa292632,taxa29465,taxa32207,taxa32636,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa44249,taxa447020,taxa44748,taxa459786,taxa52225,taxa52784,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa724,taxa79206,taxa816,taxa830,taxa836,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,condition
2720,2.9298003522147126e-05,,0.0004980666973701407,,0.1309326936621477,,0.007676060914628929,,,0.0002343840990098036,2.9298003522147126e-05,,2.9298003522147126e-05,0.0009082371883624146,0.016846371504206918,0.0010547296851150822,0.015440060535211702,2.9298003522147126e-05,5.859593621166762e-05,0.000175788162798136,,2.9298003522147126e-05,0.015147061375181039,0.0012598149306112193,0.0016992853376065593,0.009404660334763879,0.00043947040699533996,2.9298003522147126e-05,0.013125498211328742,2.9298003522147126e-05,2.9298003522147126e-05,0.023496988483198505,0.11206500690828168,0.000410170490992274,0.0007031519428662777,,,0.00014649001761073564,,,0.01526425395593064,5.859593621166762e-05,0.026133839258221193,0.005097859554451008,0.02610451455079881,2.9298003522147126e-05,0.0002929800352214713,,0.0003222781804088716,0.0002929800352214713,2.9298003522147126e-05,,,0.0410170490992274,,0.00011719187242333524,0.00035157597143313887,0.000175788162798136,2.9298003522147126e-05,,0.5280678563767854,,8.7894081399068e-05,5.859593621166762e-05,0.0036036452958152615,,0.0008496408979876139,,,5.859593621166762e-05,,H2029
2721,,,0.0005461282961794024,,0.01177733673573013,,0.0007044259947566888,,7.91489567745357e-06,,2.3744708529539227e-05,,2.3744708529539227e-05,0.0009497872663226434,0.0021132801339879166,0.000364084814213651,0.028002869649933173,7.91489567745357e-06,7.91489567745357e-06,6.331918691680707e-05,2.3744708529539227e-05,,0.001060596622699777,3.957447838726786e-05,0.0005144683265203748,0.0002453623464248807,7.91489567745357e-06,,0.004186983962328392,,3.957447838726786e-05,0.018536694576428172,0.0008706389544634633,0.020460047138229694,0.0007123412558861768,7.91489567745357e-06,3.165953971545725e-05,0.0008389789848044356,,,0.00018995766823631381,7.91489567745357e-06,0.007764512165146848,0.003577538951407713,0.2633447362532809,,0.013241617050328442,,0.0012347226938181884,0.010985918108673873,3.957447838726786e-05,,,0.0006252766080385826,,0.02438575439287802,7.914895677453572e-05,,7.91489567745357e-06,,0.5816341110748923,,,0.0002611917938249315,0.00031659539715457255,,5.540424824499648e-05,,,7.91489567745357e-06,7.123412558861769e-05,H2029
2722,1.0612570677601698e-05,3.1837735720891545e-05,0.018571980919738128,1.0612570677601698e-05,0.018253613037763794,1.0612570677601698e-05,0.0038948188632516216,,1.0612570677601698e-05,5.30627349475762e-05,2.1225117667116933e-05,2.1225117667116933e-05,0.00037143867087130434,0.008118617871210054,1.0612570677601698e-05,0.00265313674737881,0.3475397604454185,0.007672879148359531,7.428797105512542e-05,0.00033960188267387104,0.021416138396301534,,0.016937645082763637,0.00015918844172359316,0.00010612570677601696,0.0001910261774444847,3.1837735720891545e-05,0.0003820533024124277,0.0037886962359268434,0.028303710102457712,0.000870229232149633,0.010219893268413563,0.13847273635572163,0.0020163867705782702,4.2450235334233866e-05,1.0612570677601698e-05,3.1837735720891545e-05,3.1837735720891545e-05,,4.2450235334233866e-05,0.0012416702718295828,0.0002759259374703587,0.004032778278773832,0.01883728748805007,0.000265313674737881,1.0612570677601698e-05,0.0001910261774444847,1.0612570677601698e-05,0.08287348111039158,0.01293670359218724,0.002249863657118718,1.0612570677601698e-05,0.00012735070600270162,0.010580733889404264,,0.0006579792398827864,4.2450235334233866e-05,0.00012735070600270162,0.00015918844172359316,0.00016980094133693552,0.2283185688336969,0.00022286391316537625,3.1837735720891545e-05,0.0020482235587757037,0.0023666009159846193,,0.001093093855957603,,0.00033960188267387104,1.0612570677601698e-05,4.2450235334233866e-05,H2029
2723,4.3477167290410756e-05,5.43463599433573e-06,0.005777029149146438,1.086927198867146e-05,0.03906967109264469,5.43463599433573e-06,0.003233605144031106,,1.086927198867146e-05,0.00013043130353191997,1.630390798300719e-05,5.43463599433573e-06,8.15196390846921e-05,0.005559629428942524,0.0006249830401789528,0.0017499537025369417,0.3101649999562842,0.02714055315480652,2.7173279141334798e-05,0.00020651684213841953,0.031357841952083985,,0.016086528096734505,0.001543436860398522,0.00012499660803579057,0.0011249706623579889,3.8042471794281336e-05,6.521575093561613e-05,0.0030542667378561416,0.029689411657078665,0.00017390847082233074,0.025385250241017045,0.18379945398705017,0.0023260242849114177,2.7173279141334798e-05,,9.782352723376805e-05,5.43463599433573e-05,,3.260777629815192e-05,0.0026738519368789426,0.00023368932792250515,0.006923727883166081,0.0396184759697583,0.00020108234498160242,,1.086927198867146e-05,1.630390798300719e-05,0.06742763094630316,0.017206074178901288,0.002385803753636406,0.0014293104367122391,7.608494358856267e-05,0.006983507351891069,,0.0021195133929523668,0.0001358659990280494,4.3477167290410756e-05,0.00044020617006092466,0.0003804247179428134,0.10611133373722646,0.0001956470544675361,0.0005162911136494874,0.036580512723372614,0.01864623575938906,,0.0006086795487085014,,0.00017390847082233074,1.086927198867146e-05,5.43463599433573e-06,H2029
2724,3.475454508442974e-06,,0.006853610539143077,3.475454508442974e-06,0.014211169290749597,,0.0015222471730066548,6.9509232086125735e-06,1.3901832225498521e-05,2.0852755434111096e-05,,,0.00015292011190530384,0.0032634584961146467,6.603367823559638e-05,0.004031528932801045,0.11456157784438603,0.00691616767010728,0.00010426377717055549,0.00010078836523729238,0.014020006733107169,,0.01270280162638246,0.00033016910076431324,6.255826630233329e-05,0.0007228953324928297,1.3901832225498521e-05,5.2131888585277746e-05,0.0022416683708216174,0.011093672702975883,3.475454508442975e-05,0.028012197682028804,0.21139428311941608,0.001244214218345607,0.00015292011190530384,,5.5607300518540836e-05,1.7377343500847995e-05,3.475454508442974e-06,2.0852755434111096e-05,0.002078321597364726,0.0021165541088932114,0.007934480822377117,0.08011981841477732,0.00012164112067140348,,5.2131888585277746e-05,5.5607300518540836e-05,0.018413055709960418,0.021811974236713296,0.0008375857712149731,0.00015639566575583323,0.0004344328779348687,0.00406976144432953,,0.005769263282885845,4.170551086822219e-05,5.908285436907018e-05,0.0003579721123958854,6.255826630233329e-05,0.3925630268723258,4.518092280148529e-05,0.0007750272210781074,0.023904260493077287,0.0033086307619628907,,0.0005421722089559534,,0.00031626688536219577,1.3901832225498521e-05,3.127913315116664e-05,H2029
2725,7.735931613178772e-06,,0.010899922527783568,6.962324519449511e-05,0.03594880591772253,,0.0003790611068249909,3.094368664582542e-05,9.283105993747627e-05,0.0001160388746804574,2.3207814742981146e-05,7.735931613178772e-06,0.00020887073075572695,0.0010288767350772898,0.00020887073075572695,0.00030943686645825417,0.03587914386081061,8.509518803463198e-05,0.00803762802994187,0.0003790611068249909,0.03963890458957095,1.547184332291271e-05,0.0026688927244093823,0.00024754909509770674,0.00013151061848614594,0.00020887073075572695,4.641562948596229e-05,2.3207814742981146e-05,0.015409963512930095,,1.547184332291271e-05,1.547184332291271e-05,3.094368664582542e-05,0.6994130224291011,,7.735931613178772e-06,7.735931613178772e-06,5.415150138880657e-05,1.547184332291271e-05,7.735931613178772e-06,0.014976745132717297,3.86795585486697e-05,6.188737329165084e-05,2.3207814742981146e-05,0.000301700397452065,,8.509518803463198e-05,7.735931613178772e-06,0.0395537178456901,0.050662626544209416,0.0029628666045776737,0.0005337785448818765,,0.017459978523734005,0.0001624543051319714,0.00013924668942343855,0.003983992938237392,0.00010056693184032054,1.547184332291271e-05,,0.0007117053899573298,6.188737329165084e-05,3.094368664582542e-05,0.008470826506709838,0.005446080092149548,0.00229757405762403,0.0002011342617495377,,3.094368664582542e-05,7.735931613178772e-06,,H2029
2726,7.369530991090468e-05,7.369530991090469e-06,0.058595153924717196,2.9478080364506277e-05,0.16218841080947166,7.369530991090469e-06,0.0004053238775110588,0.00027267131687475174,0.00027267131687475174,0.00011791232145802511,4.42172295463984e-05,,3.684754595581336e-05,0.014768513684632808,0.008828687358162049,0.004230101589316399,0.0560894702238894,7.369530991090468e-05,0.00010317339027541097,0.0001916076313689298,0.17664001894373968,4.42172295463984e-05,0.027031474468004597,0.0028888610316912897,0.0005084963957893579,0.008836055733756967,0.0001473904018225314,,0.03700973741861272,,4.42172295463984e-05,0.0010464728339367238,2.21086147731992e-05,0.125650423828356,,1.4739040182253138e-05,0.0001989770969602369,0.0001252817870493322,1.4739040182253138e-05,2.9478080364506277e-05,0.040082873239960334,2.21086147731992e-05,0.00028004187246244867,0.0007664309614742752,0.00047165015782921237,1.4739040182253138e-05,4.42172295463984e-05,0.00027267131687475174,0.021710613491434688,0.03574207161729781,0.0007369530991090469,0.0007222119879336531,1.4739040182253138e-05,0.11923143508893769,5.8956160729012554e-05,0.00011791232145802511,0.0002874102480573659,0.00034636815278060214,,,0.01742891147302607,0.0001694990165957306,,0.01078898046539919,0.0518520002589781,0.010508938592936742,0.0010169949715714956,,0.0006779951943858105,4.42172295463984e-05,,H2029
2727,4.8733926231154155e-05,,0.03578708126061389,3.790426218474842e-05,0.13130573436171425,,0.007093508794414859,7.580852436949684e-05,0.004532260833787605,0.00843639764870505,4.3319094207951285e-05,5.41489772655212e-06,0.00011371256754308108,0.0025287467038628427,0.010764792939575416,0.0013645512485393012,0.021794939805672132,1.0829773551987821e-05,0.001976435589585464,0.0002653298352932389,0.10966765035182828,5.41489772655212e-06,0.0246431361936089,0.007266790427514604,0.0006552025592094572,0.000124542450600651,0.0001082977355198782,1.6244671278539942e-05,0.047504835577772235,,8.12233563926997e-05,0.0012887427241698043,,0.1992896468685283,,,7.039347333512979e-05,4.3319094207951285e-05,1.0829773551987821e-05,1.6244671278539942e-05,0.04578822607292415,,0.0010125849769194732,0.0016894455501547567,0.0002382556751772246,2.7074379127178506e-05,0.00015703188076219651,0.0003465523156412819,0.04660601375997477,0.018713846945745644,0.0012291804479592295,0.0012075202438217615,0.003227282812017087,0.17074767393017512,0.000124542450600651,4.8733926231154155e-05,0.0011804460837057471,0.0005793940348399605,5.41489772655212e-06,,0.04388217191105979,5.414897726552119e-05,3.248943016154556e-05,0.005821010128292335,0.026170082030276525,0.01301197889076759,0.0006118821509345209,,0.0004602651021955271,3.248943016154556e-05,1.6244671278539942e-05,H2029
2728,1.4578113625039272e-05,5.831253218339242e-05,0.061898778742346804,5.831253218339242e-05,0.1273107818024389,,0.005423066658304025,0.00014578113625039271,0.006676757551657978,0.02161932207524235,5.831253218339242e-05,,0.0005102351421249045,0.010729491938761845,0.001064202061578161,0.004621259144857742,0.05609661789563819,4.3734496241588476e-05,0.008455315224511017,0.00024782777625919695,0.19781025994421456,1.4578113625039272e-05,0.03182402491774044,0.002842732545298835,0.0006705927606523945,0.0027115294449902455,0.0001749372081340006,0.00018951524407580456,0.07055812898444892,,,0.001268295341595769,4.3734496241588476e-05,0.019695030652912473,1.4578113625039272e-05,,2.9156227250078544e-05,0.00023324974031739302,,4.3734496241588476e-05,0.0941889807552954,,0.00112251498217773,0.0017493720813400058,0.00021867170437558906,0.00029156227250078543,0.00016035917219219665,1.4578113625039272e-05,0.01562773065918445,0.04065824012256771,0.0006122798400528254,0.00010204664000880423,1.4578113625039272e-05,0.09532626332050913,0.0005685480627244736,0.001778530483720674,0.0005685480627244736,0.0005685480627244736,4.3734496241588476e-05,1.4578113625039272e-05,0.013426420819672042,0.001268295341595769,,0.021823434776068785,0.05842905703638562,0.015365316690243738,0.0003790308765677858,,0.002186717043755891,0.00029156227250078543,4.3734496241588476e-05,H2029
2729,9.098283078474812e-06,2.7294782208308362e-05,0.010335648325974554,2.7294782208308362e-05,0.06409736083194147,,0.00039122610534730076,1.8196566156949623e-05,0.0009644174254166574,0.0056136326831921456,1.8196566156949623e-05,,0.00014557239520136486,0.004085123985831996,0.0005458956441661671,0.0009917131013198468,0.04177934199224686,0.00012737587372915925,0.00031843912576359757,0.00014557239520136486,0.031707400683285765,,0.009926224358612724,0.001137284826250051,0.002201782672916398,0.00014557239520136486,0.00010008109152085091,8.188457004864534e-05,0.05086844235581932,,5.458978784033697e-05,0.03252624861800942,,0.07156708607112726,6.368804857643975e-05,1.8196566156949623e-05,3.639304294441115e-05,9.098283078474812e-05,,,0.015430692212089734,9.098283078474812e-06,0.007478796242228041,0.02173579896708986,6.368804857643975e-05,0.0002729478220830836,6.368804857643975e-05,,0.019124578921388417,0.10904284036387969,0.00031843912576359757,0.001100891336458199,1.8196566156949623e-05,0.03542874616780342,0.00039122610534730076,0.00022745651840256966,0.0006914696033335738,8.188457004864534e-05,9.098283078474812e-06,1.8196566156949623e-05,0.42517087116519037,0.0002092604437778046,2.7294782208308362e-05,0.01848770960681003,0.0033572541899949643,0.008397715661252575,0.0002729478220830836,,0.0023746590106986016,2.7294782208308362e-05,,H2029
2730,,6.1104577993039486e-06,0.0019553453780378548,3.666269090885326e-05,0.027875861982465208,,0.0001772036115016371,1.2220915598607897e-05,9.776726890189272e-05,1.2220915598607897e-05,6.1104577993039486e-06,,0.0005560516038496889,0.0027191526029508484,6.721497990537299e-05,0.006116563450823795,0.015887128802522785,,0.0006171556229730241,2.4441887084186223e-05,0.007919155766924615,1.2220915598607897e-05,0.006434308821222771,0.0005071672708116121,0.0005316094373306505,0.00067826103927062,1.2220915598607897e-05,6.110457799303949e-05,0.011218792360024364,6.1104577993039486e-06,0.00012220915598607897,0.012074268188190709,,0.006574850580120112,9.165686698955922e-05,6.1104577993039486e-06,1.833134545442663e-05,0.00021386546410593385,,6.1104577993039486e-06,0.006880370675736788,3.666269090885326e-05,0.011090475875909328,0.02415462805615866,0.0002383076306249723,0.002004232505424453,,6.1104577993039486e-06,0.002187541768445937,0.022455943589836096,4.888363445094637e-05,0.0001527614449825987,6.1104577993039486e-06,0.010369450126863085,0.002175316493663635,0.0004766152612499446,1.833134545442663e-05,6.1104577993039486e-06,3.666269090885326e-05,,0.3228883688531091,0.00034218613974375495,6.110457799303949e-05,0.46426004926138514,0.021747157087314766,0.0015887128802522788,6.110457799303949e-05,,0.003959577883462307,7.332552153513259e-05,1.833134545442663e-05,H2029
2731,6.427400398031372e-06,7.712874907628722e-05,0.0007327235339753979,,0.03367961596174508,,0.00011569312361443082,,0.00010926575106644408,0.00036636176698769894,,,1.2854800796062744e-05,0.0007905694691566094,4.499174708613037e-05,0.001581144508322143,1.2854800796062744e-05,3.213700199015686e-05,3.213700199015686e-05,1.9282256894183358e-05,0.0006813039965906114,6.427400398031372e-06,0.010251698900352452,0.0002185309451319957,0.0003149422296029125,0.003014447054770734,6.427400398031372e-06,0.0001606850099507843,0.024623338451706153,,4.499174708613037e-05,0.008439176221314387,6.427400398031372e-05,0.04009417748920591,3.856437453814361e-05,,1.9282256894183358e-05,3.856437453814361e-05,,3.213700199015686e-05,0.0028087744752405127,1.9282256894183358e-05,0.003535061863903868,0.0020182091835905963,2.570962944217011e-05,0.0007134415555816607,1.9282256894183358e-05,,0.003592920331605159,0.05505062620254544,0.00018639477864317751,0.000617030271110744,,0.01770747612105724,0.0018960867379250556,3.213700199015686e-05,8.998363342248383e-05,6.427400398031372e-06,6.427400398031372e-06,,0.6343195788118086,0.0003535075788926179,1.9282256894183358e-05,0.13912099890075652,0.010091018067908361,0.00017353919804586536,1.9282256894183358e-05,,0.0018768005820246252,1.9282256894183358e-05,1.9282256894183358e-05,H2029
2732,2.3986863795642206e-05,,0.007333990869202959,,0.049628803969115454,,0.0002158819481412674,1.7990104351609773e-05,0.0002098848407362599,5.397048703531685e-05,5.9967246479349286e-06,1.1993449295869857e-05,4.797372759128441e-05,0.0037539421832423984,0.00024586574536142954,0.006470456117418389,0.025330167139827376,1.7990104351609773e-05,0.00061766204720364,8.395411027499148e-05,0.09871200512935065,2.3986863795642206e-05,0.01827804205846464,0.008749217746931211,0.001151369810151801,0.0015471545416140412,5.397048703531685e-05,2.998362323967464e-05,0.02119847852206939,,2.998362323967464e-05,0.018176089492774643,1.1993449295869857e-05,0.21239711897612956,3.598038268370707e-05,,0.00016790822054998296,0.0010914039555163517,,,0.009900585817278137,2.998362323967464e-05,0.004599487352616822,0.015135728279118497,1.1993449295869857e-05,0.0004797372759128442,4.197696814725198e-05,4.197696814725198e-05,0.022301862773956755,0.07875487738577641,0.0010134467786658804,0.0005816828823833456,2.998362323967464e-05,0.03843890095293134,0.0010134467786658804,0.0001319278378662759,0.0007196059138692662,6.59640059233817e-05,0.0001079409740706337,,0.20109360670159127,0.00022187905554627488,2.998362323967464e-05,0.11863311891200706,0.021024498034543787,0.007280022121972517,0.00019189525832611273,,0.0023087384675134844,8.995086971902391e-05,,H2029
2733,2.8944043526758674e-05,4.823995558904387e-06,0.008895452301712962,2.4119977794521943e-05,0.005296753298930265,,0.002117743453585561,9.647991117808775e-06,4.823995558904387e-06,3.3767933825664545e-05,9.647991117808775e-06,9.647991117808775e-06,6.271197735242323e-05,0.00564407620738478,0.0004003914910423995,0.007665331328992372,0.08374941609024533,0.0159095400198533,4.341588985680715e-05,0.0003617996669178291,0.07570772763653962,4.823995558904387e-06,0.007380708292990449,0.001644982204893067,8.683195514694516e-05,0.00013989597646822576,1.9295912062285205e-05,0.00013507191073598905,0.005349804338185061,0.009575642412158384,1.9295912062285205e-05,0.04012125190308666,0.1588541793685881,0.0022093898256315457,0.0003473281714544424,4.823995558904387e-06,3.8591999557901276e-05,0.000308736347329872,4.823995558904387e-06,2.8944043526758674e-05,0.0015822718064406216,0.002252809575021631,0.01966747985706582,0.07832729813307607,0.00014471986676713164,,3.3767933825664545e-05,8.200788941470843e-05,0.020159394916822598,0.01013039769103245,0.001997133038613099,0.00023155269908073118,0.001823471584385841,0.0050844965119118185,,0.002103270203788866,0.00014471986676713164,6.271197735242323e-05,0.0015195596536548674,6.271197735242323e-05,0.4174348391363263,2.4119977794521943e-05,0.001620863630565192,0.0015436782279827422,0.0006994790051744745,,0.0008827910469328382,4.823995558904387e-06,0.0001013039769103245,,2.4119977794521943e-05,H2029
2734,5.171469339176219e-05,2.0685948832239262e-05,0.013166615401899855,0.00036200571276371067,0.10721544583976483,,0.0012308122758431781,0.00019651662111957452,0.010829079525454938,0.22394607219419846,4.137182618894414e-05,1.0342974416119631e-05,0.00019651662111957452,0.004912906593547566,0.001747962783537519,0.004126854404176144,0.06758083251398708,0.00015514443755295848,0.011191103107102245,0.00035166105867253305,0.054797075812007025,,0.01694177443914696,0.001789332822838104,0.0019651662111957453,0.011966827081755395,0.00026891740629464477,3.102892324835889e-05,0.11156973539434606,,,0.0001034297441611963,3.102892324835889e-05,0.07608284732878413,,1.0342974416119631e-05,4.137182618894414e-05,2.0685948832239262e-05,1.0342974416119631e-05,2.0685948832239262e-05,0.043967817597716126,8.274365237788829e-05,0.00024823131451133675,0.00011377261136401435,0.00012411583594450435,3.102892324835889e-05,0.00018617339653908456,1.0342974416119631e-05,0.005585205469949257,0.02267178934175514,0.00015514443755295848,0.0012515008692701895,,0.11758940490003926,0.0008067515041285906,0.0005274930175194872,0.0003930332422391491,0.0005068044240924758,1.0342974416119631e-05,1.0342974416119631e-05,0.0023271683501827367,0.0007136653419255561,3.102892324835889e-05,0.009784464590454862,0.0579205566645218,0.010756710546892667,0.0007240078517507023,,0.000341318191469715,0.00012411583594450435,2.0685948832239262e-05,H2029
2735,4.6353661017446126e-06,9.270717028901619e-06,0.0039029646308892923,6.025965310056672e-05,0.005877633716197544,,0.0008019177741420766,5.5624271824234496e-05,0.004227442837691308,0.0048346843099635,9.270717028901619e-06,,0.00011124854364846899,0.0007648341169479145,0.0005701487103254656,0.002178615542747297,0.03631339512722708,2.317675463578503e-05,0.0014323262893139847,7.416579692956338e-05,0.005270407418512959,,0.019695704238722758,0.0006025965310056672,0.0009548836870564029,0.0019885690075563296,2.7812135912117248e-05,2.317675463578503e-05,0.05678770745606869,,2.317675463578503e-05,0.024071448321097984,4.6353661017446126e-06,0.03781992818485717,9.734255156534838e-05,,2.7812135912117248e-05,2.317675463578503e-05,,1.8541373359452805e-05,0.0029480885311266936,0.00033374532745365483,0.02491045126989298,0.007578811209063541,1.3906067956058624e-05,0.00013442545003013008,2.317675463578503e-05,,0.006211383596027483,0.036647084308706585,0.0006350443516858688,0.002266688849218742,,0.05204580057473483,0.0021739872935271397,0.0009780613521674444,0.0011356631015957313,7.416579692956338e-05,1.3906067956058624e-05,4.6353661017446126e-06,0.5507920063738847,0.00012515468747746568,1.3906067956058624e-05,0.018587807597530447,0.04633499627468943,0.0006813981644491909,4.171827974111391e-05,,0.03654055870370494,6.489503437689893e-05,,H2029
2736,,,0.0039076770795330095,,0.034756839470224156,,0.0016222328310931684,,,8.962563084124465e-06,,,8.962563084124464e-05,0.009437586990159187,8.962563084124464e-05,0.0022675274126041055,0.10678904854632791,0.00512658371545276,6.273792640511207e-05,8.962563084124464e-05,0.09154364330121927,8.962563084124465e-06,0.02001340930369977,0.0008335185338449263,2.6887704436132576e-05,7.170059577555081e-05,3.585022196897949e-05,2.6887704436132576e-05,0.004060046102932671,0.007421001565569652,8.962563084124464e-05,0.014142942858361979,0.15309936221635645,0.0007618177862317835,1.792518690328566e-05,2.6887704436132576e-05,8.962563084124465e-06,2.6887704436132576e-05,,8.962563084124465e-06,0.0014608993162719653,0.0002778400174069482,0.005807742336153534,0.04544028426885262,0.0004033155665419886,,2.6887704436132576e-05,8.962563084124465e-06,0.011821634570732301,0.030589201249721986,0.0010934341235365476,0.0005646414894836003,9.858830021168337e-05,0.006462010519341522,,0.0006453052101423653,1.792518690328566e-05,8.962563084124465e-06,6.273792640511207e-05,8.962563084124464e-05,0.41303165404307923,0.00026887704436132575,0.00026887704436132575,0.019421850045936856,0.005296884758447341,,0.0001792518690328566,,0.0001075508177445303,2.6887704436132576e-05,4.481289133941823e-05,H2029
2737,,,0.009510421302445324,,0.19897454445477475,,0.0627688039741551,,0.00016539840033881226,0.0020674879740133242,0.0007442943954802894,8.269930643311508e-05,0.0006615946639923385,0.008104541806706502,0.012404906591338156,0.009179633002864413,0.10635084518826982,0.0004961962636535263,8.269930643311508e-05,0.007112145028851089,0.06301692973454619,0.0006615946639923385,0.04118430688543611,0.008104541806706502,0.00016539840033881226,0.017366890480615207,0.0008269930643311508,8.269930643311508e-05,0.03332780582815354,,8.269930643311508e-05,0.007773742880754698,0.00016539840033881226,0.00016539840033881226,8.269930643311508e-05,0.00016539840033881226,8.269930643311508e-05,0.002150182392315828,8.269930643311508e-05,,0.16440589729724792,,0.0009923925273070526,,0.00016539840033881226,8.269930643311508e-05,0.00016539840033881226,,0.0011577962408313121,0.0009096927958191015,8.269930643311508e-05,,,0.1760672767170844,8.269930643311508e-05,0.000330797863314714,0.001323185077436319,0.000330797863314714,0.0004134965321655754,,0.038207116551869875,8.269930643311508e-05,0.00024809813182676314,0.0004961962636535263,0.013314630203632851,0.00016539840033881226,0.006285147713971581,,,0.000330797863314714,0.00016539840033881226,H2029
2738,0.0035613877372040947,,0.00024992219628214757,0.00018744127895473054,0.06747889970443688,,0.062042937144658215,,0.00012496085263648702,0.0008747279324921032,0.00043736347523687814,,6.248042631824351e-05,0.006435509934265279,0.027741330889703753,0.0024992219628214756,0.05966890779080313,0.0003124026226003911,0.00018744127895473054,0.00387379232384118,0.05354602339730301,0.00024992219628214757,0.05479515073467786,0.028928443768466,0.00018744127895473054,0.003498906819876678,0.002061855541529556,,0.006872851805098521,,,0.0009996897671469371,0.00012496085263648702,0.000499842428527601,,0.0013120894436922873,6.248042631824351e-05,0.00043736347523687814,,,0.12514841814076266,,0.00037488304891863456,6.248042631824351e-05,0.00012496085263648702,,,0.0005623233458550181,0.000749766097837269,6.248042631824351e-05,0.0006248042631824351,,,0.37188396488691855,,6.248042631824351e-05,0.000499842428527601,0.000749766097837269,0.0009996897671469371,,0.009434544865063945,,,0.00037488304891863456,0.06929072355463858,,0.029615758409526263,,,6.248042631824351e-05,,H2029
2739,0.00098823578717127,,0.006729412133259219,,0.13355310943198553,0.00018823523858727047,0.059764690866752054,,0.0015529404568156147,0.007858800550198577,0.0006117642638792625,,0.0004705880964681762,0.028094112235973155,0.012470609401696501,0.01548232928215923,0.03463527553111803,0.0009411761929363524,9.411761929363523e-05,0.0014588212683457797,0.01632942290073708,4.705880964681762e-05,0.022258816701415367,0.00508235248797377,0.007858800550198577,0.02136470010271393,0.00197647157434254,4.705880964681762e-05,0.012894130058048759,,0.00014117669046981952,0.020658832342126832,4.705880964681762e-05,0.00131764771622836,,0.00023529430976345478,,0.00042352954835072525,4.705880964681762e-05,,0.13901175037269464,,0.00098823578717127,,9.411761929363523e-05,,0.00014117669046981952,,0.00028235285788090573,0.00014117669046981952,9.411761929363523e-05,,0.0012705881219934425,0.11068236631848358,,0.00263529543245672,0.0016470596452854498,0.00065882385811418,0.0011764689335236071,,0.31670578630778895,,4.705880964681762e-05,0.00032941192905709,0.0030117617251613944,0.00014117669046981952,0.005035292893738851,,4.705880964681762e-05,0.00014117669046981952,9.411761929363523e-05,H2029
2740,0.0003964159872416564,,0.0005285552860543301,5.285552860543301e-05,0.06073096361095632,5.285552860543301e-05,0.006844793531818668,2.6427859762534752e-05,2.6427859762534752e-05,0.00015856677673593557,2.6427859762534752e-05,,0.00010571124813050252,0.003594176708847991,0.009011884141774885,0.003092058064859474,0.021670715179925682,5.285552860543301e-05,,0.0003171327897933251,0.002034936037572624,,0.010306834760246714,0.0030127691398220482,0.002616343606598567,0.0006342674887830151,,,0.015988813154013497,2.6427859762534752e-05,0.0011363956787533566,0.06160308451047706,5.285552860543301e-05,0.007135506862313464,,,5.285552860543301e-05,0.0008985441772119977,,,0.01731020614214023,2.6427859762534752e-05,0.0011628227748373453,2.6427859762534752e-05,0.00010571124813050252,,2.6427859762534752e-05,,0.0016913780608916755,0.002854210381710845,2.6427859762534752e-05,2.6427859762534752e-05,0.0001321389169734008,0.0535691862066608,,0.01564525326813618,0.0003964159872416564,0.00018499444557883377,0.002299226090376161,,0.6867780256052971,0.0003171327897933251,,0.00047570109388635255,0.0036998889115766754,,0.0009778273746603287,,2.6427859762534752e-05,2.6427859762534752e-05,2.6427859762534752e-05,H2029
2741,0.0003106739382125522,,0.0025475336334088946,,0.23045859192435142,0.00012426985759525036,0.014788115594626856,,0.00024853999750073017,,0.0004970805596219192,,,0.005592142180235118,0.008450363867368037,0.0061513705137701035,0.07089600330353558,0.00012426985759525036,0.000434944078118032,0.0005592142180235118,0.08636773311879699,0.00024853999750073017,0.051447651596117194,0.012861941130052245,0.003044602900621635,0.0018640492754799026,0.000434944078118032,,0.017397791355744225,,6.21350699527399e-05,0.021312304997420282,,0.004163031336668659,,,0.0003106739382125522,0.0020504530737869755,,,0.06331540902210724,,0.0003106739382125522,,0.00018640492754799025,,,0.0005592142180235118,0.001615508995668943,0.0008077544978344715,0.0003106739382125522,,,0.07816577402232978,,0.0013048350574563906,0.001056294777645431,0.00024853999750073017,0.003106739382125522,,0.21088602371597112,0.00012426985759525036,,0.0008077544978344715,0.08792100400127945,,0.006462024690266592,,6.21350699527399e-05,,,H2029
