,taxa100175,taxa100883,taxa1017280,taxa102106,taxa114627,taxa117563,taxa118966,taxa1236988,taxa1243,taxa1263,taxa1279,taxa1301,taxa133925,taxa1350,taxa1357,taxa1378,taxa1380,taxa1386,taxa1485,taxa1486726,taxa1505652,taxa1505657,taxa1505663,taxa1506553,taxa1506577,taxa1508657,taxa1562,taxa1573,taxa1573535,taxa1578,taxa162289,taxa1637257,taxa1654,taxa1663,taxa166484,taxa1678,taxa1716,taxa1730,taxa1870884,taxa189330,taxa2005359,taxa2039240,taxa204475,taxa2048137,taxa2057233,taxa207244,taxa2132,taxa2147,taxa216851,taxa2172,taxa2282742,taxa237,taxa239759,taxa239934,taxa241189,taxa244127,taxa246875,taxa253238,taxa264995,taxa278993,taxa283168,taxa28453,taxa286,taxa292632,taxa29465,taxa32207,taxa33042,taxa33986,taxa35832,taxa36853,taxa375288,taxa397864,taxa39948,taxa40544,taxa420345,taxa44249,taxa44261,taxa44748,taxa459786,taxa46205,taxa46255,taxa52225,taxa52784,taxa561,taxa570,taxa572511,taxa574697,taxa577309,taxa577310,taxa588605,taxa61170,taxa644652,taxa653683,taxa66831,taxa698776,taxa724,taxa762551,taxa79206,taxa816,taxa830,taxa836,taxa83660,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa848,taxa86331,taxa872,taxa904,taxa906,taxa990721,taxa1647,taxa184869,condition
1825,0.00014162972055324762,0.00132187729636554,,9.441990916693617e-05,,,4.7209954583468086e-05,,,0.035029747637701024,,0.004768207560887625,,,,,0.0003776796366677447,0.0004720995458346808,0.0026909609673856326,,0.00014162972055324762,0.019214480870888617,0.0015579277852686636,0.005287512049405293,4.7209954583468086e-05,0.04890941843834957,,,,0.0011802481486009187,,4.7209954583468086e-05,,,,0.0015579277852686636,9.441990916693617e-05,0.041025412585787256,4.7209954583468086e-05,0.0014635035801870285,0.0004720995458346808,0.00014162972055324762,,0.0009914083302670466,,0.001274668057767855,,,0.08667738210512402,,,,0.08950996506041645,0.056840822549756295,,0.0044377371628175665,,,,,0.0022660806839496007,0.00014162972055324762,0.0145406688756513,,0.0002360490569315573,4.7209954583468086e-05,0.0015579277852686636,,0.0022188685814087832,0.00014162972055324762,0.04791806452300203,4.7209954583468086e-05,0.04130865656160084,,,4.7209954583468086e-05,,0.0011802481486009187,0.004060054662206688,,,,0.0008025685119331744,,,0.018175871893853286,,4.7209954583468086e-05,0.01661788682972197,,0.0003776796366677447,,,,4.7209954583468086e-05,0.0008025685119331744,,9.441990916693617e-05,0.43074277502845243,,0.00033046896609849346,,0.0004248888752654296,0.0009914083302670466,,0.002124444376327148,,4.7209954583468086e-05,4.7209954583468086e-05,0.0049098295487944145,,,0.0018411860807979056,,,IBS
1826,0.0014761372945721457,,,5.467161588006078e-05,,5.467161588006078e-05,,,,0.014706667773576007,,0.0006013874926952452,,,,0.00010934323176012156,,0.0006013874926952452,0.0017494939640453325,,,,0.008747469820226662,0.02952274589144292,,0.009786219524516302,,,,0.00021868674550566656,0.0002733580794003039,,5.467161588006078e-05,,,0.00010934323176012156,0.000710731570411637,0.036794022020012744,,0.0005467161588006078,0.00010934323176012156,0.005084465070597851,,0.0015308001689040803,,0.003389648080155625,,0.00010934323176012156,0.265923533711568,0.00016401541161102922,,,0.009075489364031785,0.01066096650653897,,0.004592414605983412,,,0.00010934323176012156,5.467161588006078e-05,0.0013667918069286368,0.00010934323176012156,0.00021868674550566656,,0.0004373734910113331,0.00032802941329494127,0.0002733580794003039,,0.0008200742382009117,0.00016401541161102922,0.06429380448376777,0.1812912485774773,,,0.00010934323176012156,5.467161588006078e-05,,0.002569563972464893,0.03028805433063234,,,,0.0003827021571166958,0.00010934323176012156,,0.03176424802228917,,0.00016401541161102922,0.0127931710872637,,0.0004373734910113331,0.00010934323176012156,,,,5.467161588006078e-05,,0.00021868674550566656,0.1852277650885622,0.00010934323176012156,0.00016401541161102922,5.467161588006078e-05,0.001913510785583479,0.06894092426189663,0.0006013874926952452,0.00021868674550566656,0.00016401541161102922,5.467161588006078e-05,,0.0013667918069286368,0.004537751731651478,,0.0013667918069286368,,,IBS
1827,,,,,,,,,,0.004309821973876916,0.00024280757512987948,0.0006677194444206746,,6.070180130337028e-05,6.070180130337028e-05,6.070180130337028e-05,,0.004674041659690699,0.005220352692591454,,,6.070180130337028e-05,0.00042491186929079536,0.0032779031890443687,0.00024280757512987948,0.04413010153196187,,,0.002003152784516049,0.00012140341764854138,,,,0.003520697817100306,,0.0018817462225781216,0.00042491186929079536,0.0068593042871136385,,,0.00012140341764854138,0.001153332745098442,,0.0007284208758076467,,0.00012140341764854138,0.011533327450984421,,0.0429768871601109,0.00042491186929079536,6.070180130337028e-05,,0.018999646051967776,0.11727570551757135,,0.0033385879741934152,,0.00018210521895191167,,,0.003035090065168514,,0.3036902655520421,,,,0.0004856133006777672,,0.001153332745098442,0.00012140341764854138,0.02209547638974509,0.03903117389712826,,6.070180130337028e-05,,0.0003035090065168514,0.00012140341764854138,0.009165954980654588,0.02379505728195657,,,,0.00024280757512987948,0.001153332745098442,,0.0037028076600071976,,0.013475776954531506,0.005402462535498345,,0.00012140341764854138,,,6.070180130337028e-05,,,,,0.2051722807619187,0.022641657951906428,,0.00018210521895191167,0.00018210521895191167,0.00012140341764854138,,0.00018210521895191167,0.0003035090065168514,,,0.011594030731953385,0.021306259753868895,,0.03593534355935096,,,IBS
1828,,0.0001723293222605836,1.4360800497495486e-05,7.180400248747745e-05,,,,,1.4360800497495486e-05,0.01314014096648924,8.616494483965405e-05,0.0005600720705304107,1.4360800497495486e-05,1.4360800497495486e-05,0.00010052574533714953,,0.00010052574533714953,0.0006605973903035168,0.0009047307150515779,,,0.0010052574533714954,0.015366124622567107,0.018841422455236734,,0.03977945709737322,1.4360800497495486e-05,,,0.007338369621638919,1.4360800497495486e-05,,0.000114886545834645,,,0.00018669069017680358,0.0002154120074624323,0.014719834695400988,,0.004279528761790696,0.00015796937289117485,0.0029296112453512215,,0.00814258636529188,0.0024269775537516356,0.0003302986951517584,,,0.0541116029492832,4.3082401492486466e-05,1.4360800497495486e-05,,0.026711094599528855,0.0023982519808255737,,0.000775484077992843,,,7.180400248747745e-05,,0.001795100062186936,0.0001292473463321405,0.00010052574533714953,,8.616494483965405e-05,1.4360800497495486e-05,0.021139184579959475,,0.00038774132972301597,,0.12091806502103139,0.0030875806182423964,4.3082401492486466e-05,7.180400248747745e-05,5.744320198998194e-05,1.4360800497495486e-05,,0.0013499160978926626,0.0032168244182075095,,1.4360800497495486e-05,,0.000114886545834645,,,0.03143584846347134,,0.016141502309549118,0.00018669069017680358,,0.000789845445909063,1.4360800497495486e-05,,,1.4360800497495486e-05,0.004652904467957058,,,0.24867125599697332,0.0003015773778661297,0.0003015773778661297,,0.31000638301806366,0.011660979650084655,0.0003446600630679784,1.4360800497495486e-05,,2.872160099499097e-05,,0.003547118857718835,0.003259905684862547,1.4360800497495486e-05,0.00022977337537865227,,,IBS
1829,,0.00018725410066453273,0.00012483594232977235,0.00012483594232977235,,0.00012483594232977235,0.0011235246039871965,,,0.018787849936493448,,0.002059796979008603,6.24181583347604e-05,,6.24181583347604e-05,,0.001934958416300591,0.00031209041733405355,0.014044066908333668,6.24181583347604e-05,,,0.0343923520862087,0.012670876409122902,6.24181583347604e-05,0.059734142338429344,,,6.24181583347604e-05,0.00012483594232977235,,,0.00018725410066453273,6.24181583347604e-05,,0.0004993430206395925,0.00012483594232977235,0.008613707347555928,,0.002808813381666734,,0.002247049207974393,,0.004806185464225104,,0.001934958416300591,0.057986350052952405,0.000436925610984329,0.24024713281301377,0.00018725410066453273,,,0.03283187941085227,0.17857802831488634,,0.0034954123746696007,,,,6.24181583347604e-05,0.000624181583347604,0.00012483594232977235,0.029711008928089096,,0.00031209041733405355,0.00018725410066453273,0.0012483594232977234,,0.0005617641736923404,0.000436925610984329,0.06067036604928345,0.010049300282832019,0.00012483594232977235,,6.24181583347604e-05,0.0006865989930028675,,0.007365321720475814,0.009237881444108564,,,,0.001810123596990064,,0.001373197986005735,0.07621257806485791,,6.24181583347604e-05,0.009300283880173888,,0.0015604502149715257,,,,6.24181583347604e-05,0.00018725410066453273,,0.0035578297843248644,0.06603839804194556,,6.24181583347604e-05,,0.00018725410066453273,0.005367957124712413,0.0011235246039871965,0.001373197986005735,0.000624181583347604,0.00024967225899929314,6.24181583347604e-05,0.014293751520544658,0.013357452941740861,,0.0005617641736923404,,,IBS
1830,,0.005025126308784666,,,,,,,0.005025126308784666,0.010050242198480988,0.005025126308784666,0.010050242198480988,,0.015075378926353997,,,0.030150757852707995,0.035175884161492664,0.005025126308784666,,,0.005025126308784666,0.005025126308784666,,0.005025126308784666,0.005025126308784666,,,,0.32663321007100327,,,,,,0.015075378926353997,,0.020100505235138663,,0.005025126308784666,,,,,,,,,0.030150757852707995,,,,0.030150757852707995,0.05527638939663132,,,,,,,0.005025126308784666,,0.11557790510204732,,,,,,,,0.020100505235138663,,0.005025126308784666,,,,,,,,0.005025126308784666,,,0.06532653782331721,0.005025126308784666,0.010050242198480988,,,,,,,,,,,,,0.05025126308784666,,,,0.035175884161492664,,,,,,,0.06030151570541599,,,,,,IBS
1831,,,3.9893055128020095e-05,,,0.0001196795131480899,,3.9893055128020095e-05,,0.019946585524681645,,0.0009973269578072185,,,,3.9893055128020095e-05,,0.0005585032354776541,0.0009973269578072185,3.9893055128020095e-05,3.9893055128020095e-05,0.0025531559918786587,0.014999758124900951,0.016994416677369114,3.9893055128020095e-05,0.003191442091814744,,,,0.0003191442091814743,7.978622617738339e-05,,3.9893055128020095e-05,,,0.0001994658552468165,,0.07408150503575131,,0.0003191442091814743,3.9893055128020095e-05,0.0008776474446591287,,0.007819045296687158,,,3.9893055128020095e-05,,0.14429309195006382,,,,0.08860250801323008,0.0001196795131480899,,0.005983964065270174,,,,,0.007340324925667934,0.0001196795131480899,3.9893055128020095e-05,,,,0.0003191442091814743,,0.0013962609867277152,,0.035225598165355004,0.02309813908230076,0.0001595726841974532,0.014680626667067228,,,,0.002194124407714981,0.0065025729704850325,3.9893055128020095e-05,,,0.0002393590262961798,,,0.008537120057148833,,0.0001196795131480899,0.00047871689337892755,,3.9893055128020095e-05,7.978622617738339e-05,,,3.9893055128020095e-05,0.0001994658552468165,,,0.5099136452613146,7.978622617738339e-05,0.0005983964065270175,,0.001196795131480899,0.0009973269578072185,3.9893055128020095e-05,0.0003590373802308377,,,,,0.0017951926972213483,,0.0007579690907244706,,,IBS
1832,,,0.0003688671358429621,,,,,,,0.018689291333534648,,0.0004918237369248943,,0.0003688671358429621,0.00012295580086108186,,,0.0015984251444537809,0.002090248881378675,,,0.002090248881378675,0.006147776706039919,0.008115092992962177,0.0011066014075288863,0.0197958900736607,,,,0.0004918237369248943,,,,0.0002459116017221637,,0.018197448924789906,0.0002459116017221637,0.018689291333534648,,0.0017213817455357134,,0.0006147776706039917,,0.004426421634532555,,0.0002459116017221637,,0.00012295580086108186,0.07106841395362393,0.00012295580086108186,,,0.008606908727678563,0.018566324062841377,,0.0015984251444537809,,,,0.00012295580086108186,0.0002459116017221637,,0.5984264912254721,,0.00012295580086108186,,0.0036886713584296203,,,,0.009713507467804616,,,,,,,0.0011066014075288863,0.011066014075288863,,,,0.0017213817455357134,0.0017213817455357134,,0.019672922802967428,,,0.00012295580086108186,,0.00012295580086108186,,0.00012295580086108186,,,,,,0.13598899785315122,0.0008606908727678567,0.0015984251444537809,0.00012295580086108186,0.0003688671358429621,0.0035657307617646982,,,,,,0.0004918237369248943,0.0018443356792148102,,0.0012295580086108186,,,IBS
1833,0.0006153851460952883,,,0.0018461572349626218,0.0006153851460952883,,,,0.0006153851460952883,0.004923073982055278,,0.004923073982055278,,0.004307694225990261,0.002461536991027639,,,0.04184621868130772,0.0067692312170179,,,0.0012307684955138196,0.002461536991027639,0.0036923144699252436,,0.03261543250649461,,,0.0012307684955138196,0.004307694225990261,0.0018461572349626218,,0.0018461572349626218,0.03261543250649461,,0.0455383894170924,0.0055384537381202945,0.019076934138923664,,0.0055384537381202945,,0.0012307684955138196,,,,0.009846147964110557,,,0.010461545686943144,0.04861537803125533,,,0.01599999942506344,0.004923073982055278,,0.0006153851460952883,,,,,0.0006153851460952883,0.0012307684955138196,0.4043079673208574,,,,0.0018461572349626218,,0.0006153851460952883,,0.01599999942506344,0.0006153851460952883,0.0006153851460952883,,,0.0006153851460952883,,0.002461536991027639,0.004307694225990261,,0.0006153851460952883,,0.0006153851460952883,,,0.03692314469925244,,0.0006153851460952883,0.0006153851460952883,,,0.0012307684955138196,,,0.0006153851460952883,,,,0.18153801621139645,,,,0.0006153851460952883,0.0018461572349626218,,0.010461545686943144,,,,0.002461536991027639,0.007384610973082917,,0.0018461572349626218,,0.0012307684955138196,IBS
1834,,,0.0005035231319041393,,,,,,,0.0035246707148585076,0.0005035231319041393,0.011413222248598828,,0.0063779616244589955,,,,0.0005035231319041393,0.0008392071735134618,,,0.001342730305417601,0.0144343434569646,0.011413222248598828,0.0028533026316398635,0.045988490981729004,,,,0.0036925010136237926,,,,0.0003356840416093222,,0.0005035231319041393,,0.001342730305417601,,0.0015105723262222623,0.0001678414347026923,0.010406152540711797,,0.0025176215205403845,,0.0001678414347026923,0.0001678414347026923,,0.34491514761788955,,,,0.19519950240224174,0.0006713651527088005,,0.025176215205403845,,0.0001678414347026923,,,0.0006713651527088005,,0.0006713651527088005,,0.0001678414347026923,0.0001678414347026923,0.0025176215205403845,,,,0.0003356840416093222,,0.002685460610835202,,,0.001342730305417601,,0.0001678414347026923,0.01409868285943403,,,,0.0005035231319041393,0.0005035231319041393,,0.051023692995671964,,,,,0.0001678414347026923,,,,,,,,0.19973124282498733,0.0001678414347026923,,,,0.03675738497316172,,0.001342730305417601,,,,0.0003356840416093222,,,,,,IBS
