accession_id,ncbi_taxon_id_644652,ncbi_taxon_id_1654,ncbi_taxon_id_1279384,ncbi_taxon_id_1716,ncbi_taxon_id_416916,ncbi_taxon_id_1283313,ncbi_taxon_id_836,ncbi_taxon_id_544,ncbi_taxon_id_248744,ncbi_taxon_id_1263,ncbi_taxon_id_29465,ncbi_taxon_id_1301,ncbi_taxon_id_570,ncbi_taxon_id_906,ncbi_taxon_id_620,ncbi_taxon_id_674963,ncbi_taxon_id_724,ncbi_taxon_id_150022,ncbi_taxon_id_580024,ncbi_taxon_id_117563,ncbi_taxon_id_561,ncbi_taxon_id_196081,ncbi_taxon_id_40544,ncbi_taxon_id_-1,ncbi_taxon_id_841,ncbi_taxon_id_846,ncbi_taxon_id_46123,ncbi_taxon_id_2172,ncbi_taxon_id_1678,ncbi_taxon_id_61170,ncbi_taxon_id_713,ncbi_taxon_id_574697,ncbi_taxon_id_1243,ncbi_taxon_id_1253,ncbi_taxon_id_1378,ncbi_taxon_id_543311,ncbi_taxon_id_419014,ncbi_taxon_id_191303,ncbi_taxon_id_52225,ncbi_taxon_id_1578,ncbi_taxon_id_459786,ncbi_taxon_id_2038,ncbi_taxon_id_397864,ncbi_taxon_id_46255,ncbi_taxon_id_28196,ncbi_taxon_id_1298,ncbi_taxon_id_577309,ncbi_taxon_id_207244,ncbi_taxon_id_940557,ncbi_taxon_id_158846,ncbi_taxon_id_84111,ncbi_taxon_id_162289,ncbi_taxon_id_1380,ncbi_taxon_id_239934,ncbi_taxon_id_286,ncbi_taxon_id_292632,ncbi_taxon_id_33024,ncbi_taxon_id_568,ncbi_taxon_id_375288,ncbi_taxon_id_838,ncbi_taxon_id_482,ncbi_taxon_id_194,ncbi_taxon_id_946234,ncbi_taxon_id_248038,ncbi_taxon_id_904,ncbi_taxon_id_1743,ncbi_taxon_id_123375,ncbi_taxon_id_216851,ncbi_taxon_id_2316,ncbi_taxon_id_872,ncbi_taxon_id_1164882,ncbi_taxon_id_100883,ncbi_taxon_id_2753,ncbi_taxon_id_35832,ncbi_taxon_id_970,ncbi_taxon_id_583,ncbi_taxon_id_469,ncbi_taxon_id_1279,ncbi_taxon_id_135858,ncbi_taxon_id_1348911,ncbi_taxon_id_39948,ncbi_taxon_id_174708,ncbi_taxon_id_209,ncbi_taxon_id_830,ncbi_taxon_id_1730,ncbi_taxon_id_239759,ncbi_taxon_id_84108,ncbi_taxon_id_264995,ncbi_taxon_id_29521,ncbi_taxon_id_547,ncbi_taxon_id_1213720,ncbi_taxon_id_160674,ncbi_taxon_id_1017280,ncbi_taxon_id_283168,ncbi_taxon_id_156973,ncbi_taxon_id_244127,ncbi_taxon_id_577310,ncbi_taxon_id_1357,ncbi_taxon_id_816,ncbi_taxon_id_32207,ncbi_taxon_id_1350,ncbi_taxon_id_447020,ncbi_taxon_id_1485,ncbi_taxon_id_580596,ncbi_taxon_id_848,ncbi_taxon_id_118747,ncbi_taxon_id_1257,ncbi_taxon_id_189330,ncbi_taxon_id_102106,ncbi_taxon_id_133925,ncbi_taxon_id_33042,ncbi_taxon_id_2701,ncbi_taxon_id_572511,ncbi_taxon_id_265975,ncbi_taxon_id_157,ncbi_taxon_id_283,ncbi_taxon_id_53335,group
ERR321198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031636,0.0638097,0.0135259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058758,0.0,0.0,0.0,0.0,0.0,0.0,0.0702242,0.0,0.0,0.0,0.0,0.0038753000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026086400000000003,0.0,0.0,0.026951700000000002,0.0,0.0,0.0,0.0,0.0,0.0005137999999999999,0.0,0.0,0.014214200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011459200000000001,0.0466298,0.0,0.0,0.0,0.0673319,0.0046739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052507000000000005,0.0,0.0,0.0,0.0,0.181249,0.0,0.0,0.0,0.0,0.0,0.0113956,0.0,0.0,0.0233635,0.0,0.0,0.023235799999999997,0.0,0.0589725,0.0,0.0,0.0,0.0,Obesity
ERR321373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132633,0.007403999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062403,0.0,0.0,0.0768345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.759999999999999e-05,0.044748,0.0,0.0,0.0,0.177365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.649975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066135,0.0,0.0,0.0025153999999999997,0.0,0.0088386,0.0,0.0,0.0,0.0,Obesity
ERR321163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016879599999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023881799999999998,0.193346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205174,0.009355,0.0,0.0,0.005312100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028151900000000004,0.0,0.0,0.0,0.0,0.0408228,0.0,0.0,0.0,0.0,Overweight
ERR321084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006581100000000001,1.55e-05,0.0,0.0101854,0.0,0.0,0.0,0.0012737999999999998,0.0,0.0,0.0,0.0034242,0.0,0.0005558,0.012813000000000001,0.009528799999999999,0.0002367,0.0,0.0030198000000000004,0.0026004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146645,0.0,0.0016309999999999999,0.0,0.0016108,0.0,0.0,0.0,0.0155127,0.0,0.0,0.0,0.0,0.0,0.0,0.017146400000000003,0.0,0.25944500000000004,0.060549,0.0,0.0150169,0.10492000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036622499999999995,0.0,0.0,0.0,0.0,0.0,0.0043646,0.0,0.0,0.0,0.0,0.0056885,0.0002998,0.0,0.0,0.0,0.0019137000000000002,0.25213599999999997,0.0226133,0.0,0.0,0.0,0.0049128999999999996,0.0,0.0,0.0,0.0071043,0.0,0.0,0.0,0.0004192,0.0240572,0.0,0.0,0.0,0.08613560000000002,0.0,0.0,0.0,0.0,0.0059791,0.0006408,0.0,0.0051631,0.0,0.0012197,0.0,0.0,0.0,0.0,Overweight
ERR321640,0.0,0.0,0.0,0.0,0.0,0.0,2.1e-05,0.0,0.0,0.0804847,8.1e-06,0.0006454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005821,0.0176323,0.0079335,0.0001926,0.0,0.0035064000000000002,0.0041016,0.0006346,0.0,0.0,2.2e-06,0.0,0.0,0.0,0.0,0.0,2.5200000000000003e-05,0.0,0.0046529,0.0,0.0001327,0.0,0.0,0.0,0.002233,9.690000000000001e-05,0.0,0.0170843,0.0,0.0,0.0,0.0011095999999999999,0.0,0.515141,0.0125237,0.0,0.0144053,0.0015484000000000001,0.0,0.0,1.18e-05,0.0,0.0003396,0.0,9.8e-06,0.028477099999999998,1.4400000000000001e-05,0.0013701,0.0,0.0,0.0,0.0080088,0.0,0.0,0.0,0.0,0.0,8.43e-05,0.0,0.0,0.0,6.69e-05,0.10423299999999999,0.013994799999999998,0.0,0.0,0.0,0.0,0.0,0.0,3.08e-05,0.0021838,0.0,0.0014438,0.0,0.0,0.034216,0.0,0.0,0.0,0.0009949,0.0,0.0,0.0,0.0,0.0160507,0.009694000000000001,3.3799999999999995e-05,0.0675672,0.0,0.026476599999999996,0.0,0.0,0.0,0.0,Obesity
ERR321357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009092999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015855999999999997,0.0178209,0.034137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0193038,0.0,0.0,0.0,0.012483200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0007842000000000001,0.0,0.017987,0.0,0.0,0.014677899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056618,0.0,0.0,0.0,0.0,0.10616099999999999,0.008069699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.735594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002056,0.0,0.0,0.0053093,0.0,0.0153525,0.0,0.0,0.0,0.0,Overweight
ERR321446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0343681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059026999999999994,0.0214394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064144,0.0,0.0,0.0084845,0.0,0.0,0.0,0.0,0.0021219000000000003,0.0,0.395667,0.0,0.0,0.0,0.0,0.0,0.0289709,0.0,0.0,0.017493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020510999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078388,0.0153296,0.0,0.0,0.0,0.10425599999999999,0.0054876000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.330638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119008,0.0,0.0,0.0,0.0,0.0016360999999999997,0.0,0.0,0.0,0.0,Obesity
ERR321123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032988800000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171225,0.0443577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0287555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024056900000000003,0.0,0.0,0.08157869999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0364931,0.0014662999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.531305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041004,0.0,0.0,0.006769,0.0,0.0,0.0,0.0,0.0,0.0,Health
ERR321571,5.9e-05,0.0,0.0,4.0499999999999995e-05,0.0,0.0,0.0,0.0,0.0,0.0112926,0.032721,0.0071706999999999995,0.0,6.73e-05,0.0,0.0,0.0070877,0.0,0.0,5.15e-05,0.00033079999999999996,0.0,0.0185083,0.0130847,0.06816080000000001,0.0,0.0,0.0,0.005801,0.0009002,2.8999999999999997e-05,0.0,0.0,0.0,9.400000000000001e-06,6.78e-05,0.0,0.0,0.0,0.0,4.3899999999999996e-05,0.0,0.023601200000000003,0.0,0.0,0.0,0.0,4.8100000000000004e-05,0.0,0.0,0.0003305,0.0,3.4200000000000005e-05,0.0,0.0,0.0135646,0.0,0.0,1.6300000000000003e-05,0.00017490000000000002,0.0,1.5e-05,0.0,0.0,0.0,0.0,5.1399999999999996e-05,0.0755117,0.0,0.0,0.0,0.0003846,0.0,0.0007321,0.0,0.0,0.0,0.0,0.0,0.0,0.0589569,0.0,0.0,7.5e-06,0.0654536,0.0016932,0.0,0.0,0.0,0.0,0.0,0.0,4.72e-05,0.0095992,0.0,0.0,0.00030419999999999997,5.42e-05,0.571083,0.0,0.0,0.0002051,0.0005041000000000001,0.0,1.7199999999999998e-05,6.02e-05,3.31e-05,0.0032914,0.0,0.0,0.0019094,0.0,0.0068895,0.0,0.0,0.0,0.0,Obesity
ERR321599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026133000000000003,5.200000000000001e-06,1.89e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15e-05,0.0,0.0064122,0.007990500000000001,0.0272815,2.77e-05,0.0,0.0002914,0.0021251,0.0001341,0.0,3.3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014377,0.0,0.013340600000000001,0.0,0.0,0.0,0.0,8.599999999999999e-06,0.0,0.021120299999999998,0.0,0.0,0.0,0.0038463000000000004,0.0,0.06492669999999999,2.9999999999999997e-06,0.0,0.0309863,0.523197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053393499999999997,0.0,0.0,0.0,0.0,0.0,0.0021256,0.0,0.0,0.0,0.0,0.0,0.00011359999999999998,0.0,0.0,0.0,0.0,0.0697363,0.0228229,0.0,0.0,0.0,0.0,0.0,0.0,0.0001764,0.005162899999999999,0.0,0.0,0.0,0.0,0.12879300000000002,0.0,0.0,0.0,9e-06,0.0,0.0,0.0,0.0,0.0027987,0.0015545000000000001,0.0,0.0018259,0.0,0.0056966000000000004,0.0,0.0,0.0,0.0,Health
ERR321429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0382623,0.0,0.0025289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038710699999999994,0.0200885,0.0,0.0,0.009740700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0568645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103565,0.01852,0.0,0.0772795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054253999999999995,0.0,0.0,0.0,0.0,0.236248,0.004905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010785,0.0,0.0,0.0,0.0,0.34199199999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02046,0.0,0.0,0.0035278,0.0,0.0110958,0.0,0.0,0.0,0.0,Overweight
ERR321567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009655500000000001,0.0001318,0.00037539999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005057,0.0,0.020482900000000002,0.0167762,0.0691336,0.0,0.0,0.0,0.0095798,0.0003422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064302000000000005,0.0,0.0109879,0.0,0.0,0.0,0.0,0.0043818,0.0,0.0,3.85e-05,0.0,0.0,0.0001525,0.0,0.07814610000000001,0.0397099,0.0,0.0670564,0.0,0.0,0.0,0.000174,0.0,0.0,0.0,0.0,0.052533199999999995,0.0,0.0,0.0,0.0,0.0,0.0048692,0.0,0.0,0.0,0.0,0.0,9.059999999999998e-05,0.0,0.0,0.0,0.0,0.0052591999999999995,0.0069233,0.0,0.0,0.0,0.0,0.0,0.0,1.8100000000000003e-05,0.0074784,0.0,0.0,8.81e-05,0.0,0.576366,0.0,0.0,0.0,0.0049901,0.0,0.0,0.0,0.0,0.0017814000000000003,0.0015949000000000002,0.0,0.0011828,0.0,0.0027648,0.0,0.0,0.0,0.0,Obesity
ERR321606,1.8999999999999998e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00027239999999999995,0.0,0.05409919999999999,0.0012090999999999998,0.0012713,0.0006787,0.0,0.0,0.0,0.0010937000000000002,0.0,0.0,3.84e-05,0.00017740000000000003,0.0,0.0,0.039911800000000004,0.05356640000000001,0.0001004,0.0,0.0063907,0.006078399999999999,0.0002917,0.0,0.0,0.0,0.0,2.6100000000000004e-05,0.0,0.0,0.0002396,0.0,0.0,0.0012977,0.0,0.010650999999999999,0.0,0.0,0.0,0.0384961,0.0004187,0.0,0.0,0.0,0.0,0.0,0.0002505,0.0,0.18509,0.026744300000000002,0.0,0.06601739999999999,2.5399999999999997e-05,0.0,0.0,2.2600000000000004e-05,0.0,0.0,0.0,0.0,0.0559288,0.0,0.0006237,0.0,0.0,0.0,0.0008737,0.0,0.0,0.0,0.0,0.0,0.000881,0.0,0.0,3.9e-06,4.94e-05,0.0891741,0.0390776,0.0,0.0,0.0,0.00048070000000000003,0.0,2.34e-05,0.0001403,0.011544299999999999,0.0,0.0007148,0.0018042,0.0002515,0.26052800000000004,3.9e-06,0.0,1.49e-05,0.0008211000000000001,0.0,0.0,0.0,0.0,0.008509,0.0009283,0.0,0.025429900000000002,0.0,0.0077327,0.0,0.0,0.0,0.0,Health
ERR321317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08113580000000001,0.0,0.0016420000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232011,0.0553885,0.0,0.0,0.0207219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132844,0.0,0.0,0.0,0.0,0.0014187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035540300000000004,0.0068279000000000005,0.0,0.0389396,0.0022351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165216,0.012384200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05017919999999999,0.0,0.0,0.0138314,0.0,0.0207369,0.0,0.0,0.0,0.0,Obesity
ERR321330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0529097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138497,0.09265499999999999,0.0,0.0,0.106928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029693999999999998,0.0,0.0,0.0,0.0136751,0.0154416,0.0,0.0,0.0,0.0,0.0,0.0006487999999999999,0.0,0.14044399999999999,0.0,0.0,0.0538071,0.0682763,0.0,0.0,0.0,0.0,0.0086052,0.0,0.0,0.009749299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0876855,0.0,0.0,0.0008602999999999999,0.0767826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168245,0.0,0.0,0.004777300000000001,0.0,0.0583605,0.0,0.0,0.0,0.0,Overweight
ERR321076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0351893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027874200000000002,0.0339311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060253,0.0,0.0,0.0,0.0170154,0.0022783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0645397,0.0182274,0.0,0.0118518,0.24915199999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093337,0.0048708,0.0,0.0,0.0,0.33805799999999997,0.035440099999999995,0.0056157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09293460000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030777000000000002,0.0,0.0,0.00639,0.0,0.0088864,0.0,0.0,0.0,0.0,Health
ERR321539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0235501,0.0042706,0.024406300000000002,0.0,0.0,0.0,0.0,0.0007066,0.0,0.0,0.0,0.00016040000000000002,0.0,0.0042244,0.0215325,0.0162724,0.0,0.0,0.0,0.0037921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004734899999999999,0.00032139999999999995,0.0,0.053826900000000004,0.0,0.0,0.0,0.0113747,0.0016467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0517391,0.0,0.0,0.01808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0424041,0.0,0.0,0.0,0.0,0.0,0.0022681999999999997,0.0,0.0,0.0,0.0,0.0097875,0.0,0.0,0.0,0.0,0.00017549999999999998,0.16305,0.196176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079244,0.0,0.0,0.0,0.0015712,0.241235,0.0,0.0,0.00017590000000000002,0.0010164,0.0,0.0,0.0,0.0,0.007768199999999999,0.0024001,0.0,0.059540100000000006,0.0,0.0238676,0.0,0.0,0.0,0.0,Obesity
ERR321655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009984100000000001,4.26e-05,9e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0002624,0.0,0.0,0.0,0.0,0.179463,0.088101,0.0,0.0,0.0,0.0,0.0009287999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002615,0.0,0.0237564,0.0,0.0,0.0,0.0327062,4.18e-05,0.0,0.0,2.02e-05,0.0,0.0,0.046756900000000004,0.0,0.0433097,0.0221075,0.0,0.0175331,0.0,0.0,0.0,1.17e-05,0.0,0.0,0.0,0.0,0.06454990000000001,0.0,2.45e-05,0.0,0.0,0.0,0.0032778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25e-05,0.0344256,0.0526543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007574,0.0,0.0,0.000624,0.0,0.344962,0.0,0.0,0.0005773,0.00037160000000000003,0.0,0.0,0.0,0.0,0.007953,0.0,0.0,0.0066993999999999995,0.0,0.0109685,0.0,0.0,0.0,0.0,Obesity
ERR321178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058395999999999997,0.0,5.99e-05,0.0,0.0124158,0.0,0.0,0.0005038,0.0,0.0,0.0,0.0011474,0.0,0.00030619999999999996,0.0304612,0.0177929,0.0,0.0,0.0016947000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019153,0.0014223,0.0,0.0,0.005076000000000001,0.0,0.0,0.0,0.0044101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.270584,0.0,0.0,0.012373,0.0,0.0,0.0,0.0,0.0,0.0011525,0.0,0.0,0.0036613,0.0,0.0,0.0,0.0,0.0,2.7600000000000003e-05,0.0,0.0,0.0,0.0,0.0,0.00013580000000000002,0.0219855,0.0,0.0,0.0364431,0.206115,0.007600600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039435,0.0,0.0,0.0007846,0.0004208,0.142321,0.0,0.0,0.0,0.0483646,0.0,0.0,0.0,0.0,0.0210135,0.0,0.0,0.082869,0.0,0.0046034,0.0,0.0,0.0,0.0,Obesity
ERR321621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025715,0.000601,0.0010695000000000001,0.0,0.0,0.0,0.0,0.0004322,0.0,0.0,0.0,0.0,0.0,0.00047310000000000006,0.012204899999999998,0.0275561,0.0,0.0,0.0,0.026166299999999997,0.00022869999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016652999999999998,0.0,0.0084165,0.00037360000000000003,0.0,0.0177235,0.0,0.0,0.0,0.0,0.0004625,0.0,0.0,0.0,0.0,0.0,0.0006876,0.0,0.0946693,0.0,0.0,0.0652609,0.0,0.0,0.0,0.0,0.0,0.0026653000000000007,0.0,0.0,0.121167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027519999999999997,0.135068,0.0,0.0,9.32e-05,0.0773105,0.040914099999999995,0.0,0.0,0.0003132,0.0,0.0,0.0,0.0,0.0039974,0.0,0.0009607,0.0,0.0,0.273147,0.0,0.0,5.9e-06,0.005242,0.0,0.0,0.0,0.0,0.006913699999999999,0.0052059,0.0,0.0357666,0.0,0.0072487,0.0,0.0,0.0,0.0,Obesity
ERR321611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0650671,0.0001851,0.0004523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012749999999999998,0.0,0.00018769999999999998,0.021781799999999997,0.0356262,0.0001888,0.0,0.0,0.0149495,2.32e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188807,0.0,0.0013608000000000001,0.0,0.0071633,0.0,0.0,0.0,0.0112553,0.0001115,0.0,0.0,0.0,0.0,0.0,0.07961230000000001,0.0,0.15446300000000002,0.075602,0.0,0.014296200000000002,0.196443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055539,0.0,0.0007091,0.0,0.0,0.0,0.0008386,0.0,0.0,0.0,0.0,0.0,0.00023920000000000001,0.0,0.0,0.0,6.57e-05,0.029481900000000002,0.0336898,0.0,0.0,0.0,0.0,0.0,0.0,1.32e-05,0.0046602,0.0,0.00033460000000000006,3.48e-05,0.0,0.0785929,0.0,0.0,2.28e-05,6.26e-05,0.0,0.0,0.0,0.0,0.0143865,0.0091112,0.0,0.066204,0.0,0.0082364,0.0,0.0,0.0,0.0,Obesity
