group,Blautia,Anaerostipes,Fibrobacter,Methylobacterium,Desulfonatronum,Methylocapsa,Parvibacter,Oxalobacter,Dorea,Acetivibrio,Anaerofustis,Catabacter,Clostridium_XI,Anaerovorax,Campylobacter,Enterorhabdus,Acetatifactor,Delftia,Anaerococcus,Anaerobacterium,Paraeggerthella,Ralstonia,Pedobacter,Flavonifractor,Mucilaginibacter,Burkholderia,Pyramidobacter,Ruminococcus2,Ezakiella,Treponema,Paracoccus,Pantoea,Achromobacter,Megamonas,Murdochiella,Odoribacter,Mobiluncus,Streptomyces,Butyrivibrio,Parasutterella,Rubrivivax,Kocuria,Ethanoligenens,Aeromonas,Undibacterium,Proteus,Psychrobacter,Stenotrophomonas,Bacillus,Intestinimonas,Mesorhizobium,Enhydrobacter,Brachyspira,Flavobacterium,Methylophilus,Microbacterium,Ureibacillus,Hyphomicrobium,Serratia,Varibaculum,Pelomonas,Mycobacterium,Rhizobium,Cupriavidus,Bosea,Glycocaulis,Bilophila,Anaerobiospirillum,Zoogloea,Gallicola,Acetobacter,Cloacibacillus,Roseburia,Facklamia,Clostridium_IV,Fluviicola,Cellulosibacter,Caryophanon,Tessaracoccus,Senegalimassilia,Tetragenococcus,Cetobacterium,Corynebacterium,Alkalibaculum,Helicobacter,Veillonella,Dialister,Turicibacter,Anaerofilum,Faecalibacterium,Collinsella,Bradyrhizobium,Saccharofermentans,Weissella,Fusobacterium,Sutterella,Slackia,Klebsiella,Fusicatenibacter,Akkermansia,Adlercreutzia,Gordonibacter,Streptococcus,Haemophilus,Erysipelotrichaceae_incertae_sedis,Lactococcus,Alistipes,Eggerthella,Clostridium_sensu_stricto,Olsenella,Oscillibacter,Butyricimonas,Lachnospiracea_incertae_sedis,Clostridium_III,Megasphaera,Alloprevotella,Sphingomonas,Mitsuokella,Granulicatella,Enterococcus,Howardella,Clostridium_XVIII,Clostridium_XlVb,Buttiauxella,Bifidobacterium,Ruminococcus,Selenomonas,Coprobacillus,Barnesiella,Paraprevotella,Escherichia/Shigella,Coprobacter,Acetanaerobacterium,Salmonella,Actinomyces,Gemella,Parasporobacterium,Pseudoflavonifractor,Peptostreptococcus,Bacteroides,Abiotrophia,Phascolarctobacterium,Allisonella,Faecalitalea,Elusimicrobium,Parabacteroides,Enterobacter,Holdemania,Parvimonas,Acinetobacter,Mogibacterium,Propionibacterium,Faecalicoccus,Finegoldia,Solobacterium,Holdemanella,Peptoniphilus,Lactobacillus,Atopobium,Acidaminococcus,Coprococcus,Citrobacter,Porphyromonas,Gemmiger,Christensenella,Anaerotruncus,Catenibacterium,Pediococcus,Brevundimonas,Rothia,Eubacterium,Hydrogenoanaerobacterium,Piscicoccus,Prevotella,Sneathia,Victivallis,Erysipelothrix,Desulfovibrio,Staphylococcus,Succinivibrio,Peptococcus,Gardnerella,Raoultella,Clostridium_XlVa,Pseudomonas,Aggregatibacter,Scardovia
obesity,12.92200074,1.930512481,0.001366251,0.004098753,0,0,0,0,2.330823986,0,0,0,0,0,0,0,0,0.001366251,0.005465003,0,0,0.001366251,0,0.058748787,0,0,0,1.370349624,0,0,0,0,0.001366251,0.001366251,0,0.06284754,0.001366251,0,0.034156272,0.058748787,0,0,0,0,0,0,0,0,0,0.647602913,0,0,0,0,0.002732502,0,0,0,0,0.001366251,0,0,0,0,0,0,0.121596328,0,0,0,0,0.008197505,0,0,0.159851352,0,0,0,0,0.001366251,0,0,0.001366251,0,0,0.259587665,6.362630306,0.071045045,0.090172557,6.879073135,1.516538467,0,0.088806307,0,0,0,0.087440056,0,0.773297993,0.004098753,0,0.09427131,4.325550258,0.04781878,0.019127512,0.239093902,2.283005205,0.122962578,0.582022871,0,0.01639501,0.001366251,8.723511811,0.04781878,0,0,0.01639501,0,0.010930007,0.008197505,0,5.570204801,0,0,12.98074953,3.903378738,0,0,0.010930007,0.032790021,0.516442829,0.001366251,0,0,0.185810118,0.021860014,0,0.004098753,0.013662509,14.07784897,0,0.017761261,0,0,0,1.338925854,0,0.010930007,0.008197505,0.025958767,0,0,0,0.002732502,0.023226265,0.605249136,0.006831254,0.009563756,0.020493763,0,1.590316014,0,0,3.302228355,0.009563756,0.005465003,0,0,0.023226265,0.012296258,2.567185387,0.010930007,0,0.061481289,0,0,0.002732502,0.009563756,0.006831254,0.002732502,0,0,0,0.601150383,0.004098753,0,0
obesity,7.420498112,0.938667903,0.000965708,0.007725662,0,0.007725662,0,0,1.65522303,0,0,0.000965708,0,0,0,0,0,0.002897123,0.009657077,0.002897123,0,0.013519908,0,0.902936717,0.003862831,0,0,0.347654779,0,0,0,0,0.009657077,0,0,0.112022095,0,0.006759954,0.003862831,1.276665604,0.004828539,0.000965708,0.009657077,0,0.008691369,0,0.008691369,0.001931415,0,0.223078483,0,0,0,0,0.005794246,0,0,0,0,0,0.000965708,0,0.001931415,0.001931415,0.000965708,0,0.10139931,0,0.001931415,0,0,0.006759954,0.004828539,0,0.533070661,0,0,0.001931415,0,0.007725662,0,0,0.000965708,0,0,0.093673649,0.396905872,0.271363869,0.016417031,2.689495997,1.911135576,0.138096204,0.001931415,0.001931415,0.000965708,0,0,0,0.856582747,0.003862831,0.082085156,0.047319678,0.623847186,0.001931415,0.06759954,0,6.153489585,0.053113925,0.312889301,0.03379977,0.018348447,0.001931415,2.255893231,0.148718989,0,0.000965708,0.024142693,0,0.000965708,2.952168497,0,1.62142326,0,0,4.337959073,6.7058744,0,0.003862831,1.329779529,7.250533554,0.583287462,0,0.016417031,0,0.010622785,0.007725662,0.068565248,0.056976755,0,35.20390918,0,4.069492327,0.001931415,0.459676874,0,2.167048121,0,0.041525432,0,0.239495514,0,0.020279862,0.000965708,0,0.006759954,0.002897123,0.004828539,0.102365018,0,0,1.221620264,0.001931415,0.013519908,0.669235449,0.002897123,0.005794246,0.002897123,0.020279862,0.010622785,0.004828539,0.535967784,0.011588493,0,0.130370542,0,0,0,0.058908171,0,0,0,0,0,0.126507711,0.05504534,0,0
obesity,19.53624506,3.284930806,0,0,0,0.002841636,0,0,8.280526271,0,0.002841636,0.002841636,0,0,0,0,0,0,0.005683271,0,0,0,0,0.005683271,0,0,0,4.768264613,0,0,0,0,0,0.667784377,0.005683271,0.008524907,0,0.002841636,0.025574721,0.002841636,0,0,0,0,0,0,0,0,0,0.022733085,0.002841636,0,0,0,0,0,0.002841636,0,0,0,0.002841636,0,0,0,0,0,0.028416356,0,0,0,0,0.005683271,0.002841636,0,0.39782899,0,0,0,0,0.477394788,0,0,0,0,0,0.301213378,0.255747208,0,0.005683271,0.971839391,3.779375408,0.008524907,0.048307806,0.002841636,0,0,0.017049814,0,0.798499616,0.048307806,0.144923418,0.113665426,4.836463869,0,0.156289961,0.01989145,0.028416356,0.062515984,3.14569066,0.005683271,0,0,12.87260947,0.002841636,0,0,0.039782899,0,0.002841636,10.37481174,0.002841636,7.601375352,0,0.008524907,1.710664659,0.869540508,0,0,0,0.034099628,1.784547185,0,0.039782899,0,0.062515984,0.034099628,0.042624535,0.011366543,0.017049814,0.318263192,0.014208178,1.281577676,0.039782899,0,0,0.017049814,0,0.01989145,0.025574721,0.068199255,0,0.005683271,0,0.005683271,0.022733085,0,0.011366543,0.025574721,0.011366543,0,0.085249069,0,0,5.799778352,0.005683271,0,0.008524907,0,0.017049814,0.011366543,0.875223779,0.005683271,0,0.653576198,0,0,0.005683271,0.008524907,0.005683271,0,0.002841636,0,0,2.821744196,0.005683271,0,0.011366543
obesity,16.28830077,0.263451058,0,0.000501812,0,0,0.007527173,0,1.326789711,0.001003623,0,0.001505435,0,0.000501812,0,0,0,0.002509058,0.004516304,0.010538042,0,0,0,1.252521603,0,0,0,0.410481839,0,0.000501812,0,0.000501812,0,0,0,0.1435181,0,0,0.008028985,0.033621373,0,0,0,0,0,0,0,0.000501812,0,0.059715573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367827859,0,0,0,0,0.073264485,0,0,1.833117554,0,0,0,0,0,0,0,0.001003623,0,0,0.027097823,2.198436355,0.146027158,0.045163039,5.321711378,1.983661016,0.001505435,0.13348187,0.001003623,0.001003623,0.024588765,0.015556158,0,3.908108271,0.028101446,0.001003623,0.1174239,0.973514387,0.001505435,0.068748181,0.002509058,1.08842923,0.061221008,0.426037997,0.022079708,0.079788035,0.275996347,10.72722528,0.226317004,0,0,0.000501812,0,0.012545288,1.087927418,0,0.775298829,0.170615923,0.000501812,10.86522346,6.991238371,0,0.0130471,4.632222323,0.000501812,0.701030721,0,1.459267957,0,0.070755427,0.021577896,0.000501812,0.075773542,0.007025362,9.162576903,0.001505435,1.095454591,0,0,0,1.546081354,0,0.015556158,0.019068839,0.000501812,0,0,0,0,0.007527173,0.000501812,0.008530796,0.12394745,0.002509058,0,2.653579422,0,0.000501812,6.724274631,0.005018115,0.00652355,0,0,0.025090577,0,0.702034344,0.004014492,0,0.048173908,0,0,0,0.686979998,0,0.003010869,0.000501812,0.001505435,0,0.27047642,0,0,0
obesity,8.886827084,1.97866032,0,0.004033966,0,0,0,0,2.700740233,0,0,0,0,0.002016983,0.006050949,0,0,0,0.002016983,0,0,0,0,0.546602392,0,0,0,1.516771214,0,0,0,0,0,0,0,0.595009984,0.016135864,0.002016983,0,0.02016983,0,0,0,0,0,0,0,0,0,0.290445552,0,0,0,0,0.002016983,0,0,0,0,0,0,0,0,0,0,0,0.058492507,0,0,0,0,0.016135864,0,0,0.092781218,0,0,0,0,0,0,0,0,0,0,0.058492507,3.77579217,0.016135864,0.191613385,4.701587366,1.827386595,0,0.149256742,0,0,0.016135864,0.014118881,0,1.228342645,0.004033966,0.018152847,0.072611388,0.580891103,0.004033966,0.016135864,0.02016983,1.430040945,0.022186813,1.385667319,0,0.038322677,0.110934065,15.16972912,0.058492507,0,0.110934065,0.002016983,0,0,0.137154844,0,1.327174812,0,0.002016983,7.269206721,4.856895056,0.10084915,0,0.790657335,4.7923516,0.562738256,0.010084915,0.316666331,0,0.12101898,0.012101898,0,0.010084915,0.02016983,20.33320559,0,0.500211783,0.002016983,0,0,1.801165816,0,0,0.02016983,0.028237762,0,0.002016983,0,0.008067932,0.014118881,0.004033966,0.030254745,0.560721273,0,0,1.52080518,0,0.022186813,2.325581395,0.010084915,0,0,0,0.006050949,0,0.695859134,0.008067932,0,3.35827669,0,0,0,0.26220779,0.004033966,0,0.002016983,0,0,0.387260735,0.002016983,0,0.002016983
obesity,7.232132155,2.007170021,0,0.001089669,0,0,0,0,1.687897048,0.001089669,0,0,0,0,0,0,0,0,0.003269007,0,0,0,0,0.4827233,0,0,0.001089669,1.772891218,0,0.003269007,0,0,0.004358675,0,0,0.293120921,0.001089669,0.001089669,0,1.405672816,0.002179338,0,0,0,0,0,0,0.001089669,0,0.177616022,0.001089669,0,0,0,0,0,0.002179338,0,0,0,0.001089669,0,0,0,0,0,0.022883046,0,0,0,0,0.033779734,0.001089669,0,0.090442515,0,0,0,0,0,0,0,0,0,0,0.774754552,1.50592235,0.173257347,0.278955226,7.470769633,0.443495222,0.008717351,0.160181321,1.266195203,0,0.005448344,0.004358675,0,3.628597269,0.002179338,0.005448344,0.031600397,1.424197186,1.029737063,0.054483442,0.005448344,0.87173508,0.119863573,0.552462107,0,0.010896688,0.031600397,12.481067,0.015255364,0,0,0.016345033,0,0.01852437,0.039228079,0,3.753909187,0,0,5.52244173,2.231641804,0.014165695,0,0.158001983,2.184786044,0.126401587,0.004358675,0.192871386,0,0.064290462,0.013076026,0,0.008717351,0.003269007,30.65565375,0.001089669,0.299658934,0,0,0,1.126717591,0,0.004358675,0.006538013,0.016345033,0.001089669,0.004358675,0,0,0.015255364,0.001089669,0.002179338,0.119863573,0,0,0.686491375,0,0.004358675,3.320220985,0.003269007,0.001089669,0.322541979,0,0.00980702,0.010896688,0.694119057,0.001089669,0.001089669,0.33125933,0,0,0,0.168898672,0.002179338,0,0,0,0.001089669,0.245175491,0.002179338,0,0
obesity,1.782220674,0.160801865,0,0.001072012,0,0.000536006,0,0.015008174,0.867794066,0,0,0.000536006,0,0,0.001072012,0,0,0,0.002680031,0,0,0,0,0.20261035,0,0,0,1.587650417,0,0.00428805,0,0,0,0.203146356,0,0.088441026,0,0,0,0.001072012,0,0,0,0,0,0,0,0.000536006,0,0.326427787,0,0,0,0.000536006,0,0,0,0,0,0,0,0,0,0,0,0,0.175810039,0,0,0,0.000536006,0.002680031,0,0,0.038592448,0,0,0,0,0.000536006,0,0,0.001608019,0,0,0.315707662,3.417575644,0.002144025,0.003752044,1.420416477,3.260525822,0.001608019,0.000536006,0.008040093,0.008576099,0.041272479,0,0.000536006,0.205290381,0.233162705,0.030016348,0.050920591,0.714496288,0.466325409,0.002144025,0.003752044,0.862434004,0.063248734,0.132929542,0.066464771,0.017688205,0,2.581941951,0.011792137,0.002680031,0,0.002144025,0.000536006,0.069680808,0.311955619,0,0.478653552,0.011792137,0,9.18875459,2.334307078,0,0.000536006,0.548870367,0.006432075,10.98651944,0,0.366092247,0,0.029480342,0.038056441,0,0.001072012,0.012864149,5.547128347,0.025192292,0.09916115,0,0,0,1.01894782,0,0.005360062,0.006432075,0.000536006,0,0.00428805,0,0.000536006,0.012328143,1.407016321,0.005896068,0.016080187,0.002144025,0,0.035912417,0,0.006432075,1.406480315,0.005896068,0.000536006,1.006619677,0,0.009112106,0.003216037,0.351620079,0.008576099,0.000536006,45.16924396,0,0,0,0.00428805,0.002680031,0.002144025,0,0.000536006,0,0.052528609,0.001608019,0.001072012,0
obesity,14.91071068,1.799243699,0,0.009420124,0,0.001345732,0,0,5.195871294,0,0,0,0,0,0,0,0,0,0.014803052,0,0,0,0.001345732,0.032297568,0,0,0,2.416934692,0.004037196,0,0,0,0,0,0,0.051137816,0,0,0.008074392,0.004037196,0,0,0,0,0,0,0,0,0,0.051137816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001345732,0,0.001345732,0.024223176,0,0,0,0,0.004037196,0.001345732,0,0.154759181,0,0,0,0,0.002691464,0,0,0.001345732,0,0,0.002691464,8.728417823,0.005382928,0.012111588,4.232327174,8.108035366,0.032297568,0.001345732,0.004037196,0.018840248,0.009420124,0.732078214,0.004037196,1.398215559,0.004037196,0.088818313,0.239540298,0.205896998,0.001345732,0,0,0.558478785,0.041717692,0.784561762,0.191093946,0.00672866,0.0336433,31.33536987,0.043063424,0.016148784,0.00672866,0.018840248,0.001345732,0.002691464,0.002691464,0,0.002691464,0.005382928,0,4.658924222,2.99829092,0,0,0.090164045,0.063249405,0.30144397,0.002691464,0.041717692,0,0.02691464,0.009420124,0.036334764,0,0.025568908,1.956694344,0,0.057866476,0,0,0,0.118424417,0.078052457,0.001345732,0.002691464,0.021531712,0.01345732,0.001345732,0,0.002691464,0,0.002691464,0.022877444,0.772450174,0.022877444,0,0.948741068,0.002691464,0.002691464,3.793618539,0.002691464,0.001345732,0.005382928,0,0.086126849,0.002691464,0.406411067,0.00672866,0,0.819550795,0.126498809,0,0,0.051137816,0,0,0,0.146684789,0.001345732,0.68228613,0.010765856,0,0.001345732
obesity,10.70919424,0.950407725,0,0.002851223,0,0,0.000950408,0,5.781330191,0,0,0,0,0.002851223,0,0,0,0.000950408,0.011404893,0,0,0.004752039,0,0.082685472,0.000950408,0,0,0.402022468,0,0.000950408,0,0,0,0,0,0.314584957,0,0,0.006652854,0.006652854,0,0.000950408,0,0,0,0,0,0,0,0.067478948,0.000950408,0,0,0,0.000950408,0,0,0,0,0,0,0,0,0.001900815,0,0,0.015206524,0,0,0,0,0.001900815,0.001900815,0,0.181527875,0,0,0,0,0.316485772,0,0,0,0,0,0.019958562,0.005702446,1.228877188,0.03326427,10.2976677,5.266209204,0.013305708,0.011404893,0.000950408,0,0.000950408,0.252808455,0,0.596856051,0.000950408,0.031363455,0.114999335,0.8981353,0.013305708,0.090288734,0.112148112,2.0177156,0.038016309,2.857876029,0.141610751,0.04181794,0.025661009,4.509684655,0.015206524,0,0,0.004752039,0,0.006652854,1.462677489,0,2.461556008,0,0.001900815,6.587275941,3.857704955,0,0.21289133,1.612841909,0.256610086,1.420859549,0.001900815,0.034214678,0,0.048470794,0.013305708,0,0.037065901,0.000950408,5.241498603,0,0.073181395,0,0.000950408,0,1.932178905,0,0.007603262,0,0.036115494,0,0.001900815,0,0,0.002851223,11.12927446,0.006652854,0.271816609,0,0,0.649128476,0,0.001900815,7.50251858,0,0,0.001900815,0.147313197,0.023760193,0.000950408,0.947556502,0.002851223,0,5.606455169,0,0,0.002851223,0,0.006652854,0.002851223,0.000950408,0,0,0.867722253,0.003801631,0,0
obesity,3.81332765,1.491043545,0,0,0,0,0,0,3.253607139,0,0,0,0,0,0,0,0,0,0.007413517,0,0,0,0,0.261326463,0,0,0,0.231672397,0,0,0,0,0,1.580932435,0,0.542113408,0,0,2.547469674,0.002780069,0,0,0,0,0,0,0,0,0.02224055,0.267813291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00092669,0.00092669,0,0,0,0.020387171,0.001853379,0,0.113982819,0,0,0,0,0.019460481,0,0,0,0,0,0.081548684,0.003706758,0.017607102,0.015753723,13.6955454,0.050041238,0.001853379,0,0,0,0,0,0,0.312294391,0.007413517,0.00092669,0,0.353068733,0.096375717,0.00092669,0.00092669,1.022138614,0.003706758,0.352142043,0,0.043554411,0,16.80644235,0.035214204,0,0,0,0,0.004633448,0.005560138,0,1.113880883,0,0,0.636635746,2.698520077,0,0,1.060132887,2.378812169,0.06764834,0.587521198,0,0,0.00092669,0,0,0.012046965,0.004633448,38.25281945,0,0.33731501,0.002780069,0,0,1.207476532,0,0.001853379,0.00092669,0.00092669,0,0,0,0,0,0.149197023,0.004633448,0.001853379,0,0,0.101935855,0,0.002780069,3.486206226,0,0.012973654,0,0,0,0.00092669,0.660729675,0,0,0.046334479,0,0,0,0,0,0,0,0.00092669,0,0.075988546,0,0,0
obesity,14.65070835,0.972154372,0,0,0,0,0,0,3.468490474,0,0,0,0,0,0,0,0,0,0.004885198,0,0,0,0,0.166096727,0,0,0,1.030776746,0,0.004885198,0,0,0,0,0,0,0,0,0,0.014655594,0,0,0,0,0,0,0,0,0,0.083048363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125061065,0,0,0,0,0,0,0,0,0,0,0.288226673,6.458231558,0.004885198,0,6.502198339,5.105031754,0,0,0,0,0,0,0,0.854909624,0,0,0,4.328285296,0.009770396,0.039081583,0.009770396,0.004885198,0.478749389,0.224719101,0,0.263800684,0,13.97655105,0.092818759,0,0,0,0,0,0.004885198,0,1.245725452,0.019540791,0,1.309233024,5.54469956,0,0,0,0,1.470444553,0,0,0,0.029311187,0.019540791,0,0,0,21.32877382,0.009770396,0.009770396,0,0,0,3.077674646,0,0,0,0.009770396,0,0,0,0,0.004885198,0,0,0.083048363,0,0,0.996580362,0,0,2.261846605,0,0,0,0,0.009770396,0,1.314118222,0,0,0.078163166,0,0,0,0,0,0,0,0,0,0.009770396,0,0,0
obesity,7.250481477,0.069591675,0,0.001618411,0,0,0,0,2.013303339,0,0,0.001618411,0,0,0.003236822,0,0,0,0.004855233,0,0,0,0,0.461247148,0,0,0,0.85290262,0,0,0,0,0,0,0,0.113288773,0,0.001618411,0.001618411,0.032368221,0,0,0.003236822,0,0,0,0,0,0,0.477431258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001618411,0.190972503,0,0,0,0,0.01618411,0.001618411,0,0.304261276,0,0,0.001618411,0,0.001618411,0,0,0,0,0,0.045315509,4.505656347,0.040460276,0.024276166,8.69572254,0.962954571,0.004855233,0,0,0,0.234669601,0.001618411,0,1.040638301,0,0.001618411,0.032368221,0.436970982,0.029131399,0.033986632,0.064736442,3.044231174,0.037223454,0.262182589,0.017802521,0.178025215,0.051789153,4.381038696,0.367379307,0,0,0,0,0.004855233,0.424023694,0,0.61985143,0.006473644,0,6.255158685,7.405848938,0,0.008092055,1.998737639,0.003236822,0.15536746,0,0.001618411,0,0.009710466,0.004855233,0,0.053407564,0.004855233,27.33819936,0,0.003236822,0.001618411,0,0,4.861706776,0,0.003236822,0.001618411,0,0,0.001618411,0,0,0.003236822,0.001618411,0,0.009710466,0.001618411,0,0.03074981,0,0.001618411,3.277282364,0.011328877,0.048552331,0,0,0.004855233,0,0.347958374,0.001618411,0,7.747333668,0,0,0.003236822,2.516629173,0.001618411,0.001618411,0,0,0,0.521128356,0,0,0
obesity,22.40442897,3.497269399,0,0.00150033,0,0,0,0,25.23555182,0,0,0,0,0,0,0,0,0,0.055512213,0,0,0.00300066,0,0.025505611,0,0,0,5.636740083,0,0.00150033,0,0,0.00450099,0.019504291,0.016503631,0.027005941,0,0,0.078017164,0,0.00300066,0,0,0,0.00150033,0,0.00600132,0,0,0.00600132,0,0,0,0,0,0,0,0,0,0,0.00150033,0,0,0.00300066,0,0,0,0,0,0.00450099,0,0.00150033,0,0.019504291,0.015003301,0,0,0.00150033,0,0.00150033,0,0,0.010502311,0,0,0.00300066,0.00300066,0,0.00150033,0.774170317,0.00150033,0.049510892,0.00300066,0.00300066,0,0,0,0,0.544619816,0,1.434315549,0.1995439,2.122967053,0.064514193,0.025505611,0.00150033,0.376582848,0.304567005,0.055512213,0,0.00150033,0,2.48004561,0.018003961,0,0,0.010502311,0.00150033,0.066014523,0.013502971,0,7.64718238,0.00600132,0,1.986437016,8.526375803,0,0.00450099,0.343575587,0.015003301,0.076516834,0,0.010502311,0,0.108023765,0.034507592,0,0.00450099,0.015003301,4.406469423,0.015003301,0.00150033,0,0,0,0.774170317,0,0,0,0.066014523,0,0.010502311,0.00150033,0.123027066,0.013502971,0.00150033,0.097521455,0.039008582,0,0,0.00150033,0,0.00300066,8.511372502,0.00150033,0,0,0,0,0.00150033,0.471103643,0,0,0.670647542,0,0,0,0,0.00600132,0,0,0,0,0.340574926,0.016503631,0,0.00750165
obesity,6.992418714,0.222978999,0,0.013176032,0,0,0,0,2.450741912,0,0.001013541,0.003040623,0,0,0,0,0,0,0.0222979,0,0.01114895,0,0,0.412511149,0,0,0,0.084123895,0,0.001013541,0.003040623,0,0,0,0.001013541,0.007094786,0,0.001013541,0.006081245,0.007094786,0,0.007094786,0,0,0,0,0.002027082,0,0,0.204735263,0,0.001013541,0,0,0,0.001013541,0,0,0,0,0,0,0,0,0,0,0.018243736,0,0,0.001013541,0,0.009121868,0,0.019257277,0.049663504,0,0,0,0,1.009486743,0,0,0.001013541,0,0,0,60.7607638,0.006081245,0.003040623,1.074353361,12.20607314,0.071961404,0.016216655,0,0,0,0.451025703,0.006081245,0.194599854,0.039528095,0.013176032,0.500689208,0.187505068,0,0,0,0.655760967,0.051690586,4.396740452,0.031419768,0.006081245,0.004054164,2.402091948,0.007094786,0,0,0.059798913,0.002027082,0.001013541,0.004054164,0.001013541,0.003040623,0,0,0.583799562,0.195613395,0,0,0.027365604,0.442917376,0.045609341,0,0.092232222,0.002027082,0.020270818,0.062839536,0,0.003040623,0.007094786,0.379064299,0.001013541,0.014189573,0,0,0,0.029392686,0.002027082,0,0.120611368,0.001013541,0.006081245,0.001013541,0,0.05574475,0,0.004054164,0.010135409,0.012162491,0.004054164,0.001013541,0.108448877,0.009121868,0.001013541,0.930430552,0.014189573,0.002027082,0.001013541,0,0.0668937,0,0.106421795,0.009121868,0.217911295,1.016581529,0,0.001013541,0,0.414538231,0.031419768,0.01114895,0,0,0,0.213857131,0,0,0
obesity,0.158018003,0.079009001,0,0,0,0,0,0,0.050791501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001410875,0,0,0,0.031039251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001410875,0,0,0,0.001410875,0,0,0,0,0,0.00282175,0,0,0,0.001410875,0,0,0,0.0056435,0,0,0,0,0,0,0,0,0,0,0.012697875,0.018341375,0,0,0.495217134,0,0.012697875,0,0.152374503,0,0,0,0,0.018341375,0,0,0,1.034171393,0,0.001410875,0.035271876,0.00282175,0,0.001410875,0,0.00282175,0,0.134033127,0.001410875,0,0,0.029628376,0,0.046558876,69.8510116,0,0.00282175,0,0,0.0056435,0.059256751,0,0,0.001410875,0.01975225,0.01975225,0,0.001410875,0,0.029628376,0.00282175,0,0,0.001410875,27.4034256,0,0,0,0,0,0.00282175,0.001410875,0,0,0.023984875,0,0,0,0,0,0.001410875,0,0.011287,0,0,0,0.001410875,0,0.039504501,0,0,0,0.001410875,0.110048252,0.01410875,0.00282175,0,0,0.053613251,0,0,0,0,0,0,0,0,0,0.004232625,0.001410875,0,0
obesity,5.77966675,1.383884583,0.001470653,0.010294572,0,0,0,0,0.979454976,0,0,0,0.002941306,0.001470653,0,0,0,0,0.005882612,0,0,0,0,0.036766328,0,0,0,0.398546995,0,0,0,0,0,0,0.001470653,0.007353266,0,0.001470653,0.004411959,0.033825022,0,0,0,0,0,0,0,0,0,0.013235878,0.001470653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008823919,0,0,0,0,0.002941306,0,0,0.144124005,0,0,0,0,0.019118491,0,0,0.002941306,0,0,0,4.426665882,0.261776255,0,0.926511464,1.205935556,0.139712046,0.010294572,0.001470653,0,0,0,0.02353045,0.51914055,0.005882612,0.004411959,0.27354148,1.483888995,0,0,0.036766328,0.444137241,0.344132829,11.37844317,0.002941306,0.004411959,0,5.056105416,0.055884818,0,0,0.063238084,0.001470653,0,0.030883715,0.001470653,0.002941306,0.001470653,0.001470653,60.97474889,0.323543686,0.001470653,0,0.017647837,0.004411959,0.32060238,0,0.072062003,0.001470653,0.027942409,0.026471756,0.033825022,0.010294572,0.001470653,1.250055149,0.002941306,0.013235878,0,0,0.001470653,0.011765225,0,0,0.010294572,0,0.004411959,0,0,0.002941306,0,0.001470653,0.005882612,0.027942409,0.005882612,0,0.127946821,0.002941306,0,0.527964469,0.001470653,0.004411959,0.004411959,0,0.010294572,0,0.083827228,0.005882612,0,0.052943512,0,0,0,0.008823919,0,0.036766328,0,0,0.001470653,0.426489404,0,0,0
obesity,2.879819097,0.793668388,0,0.015518656,0,0.002216951,0,0,1.206021238,0,0,0,0,0,0,0,0,0,0.013301705,0,0,0,0,0.019952557,0,0,0,0.496596981,0,0,0,0,0,0,0,0.004433902,0,0,0.008867803,8.065267032,0,0,0,0,0,0,0,0,0,0.008867803,0,0,0,0,0,0,0,0,0,0,0,0.004433902,0,0,0,0,0.002216951,0,0,0,0,0.002216951,0.002216951,0,0.011084754,0,0,0,0,0.002216951,0,0,0,0,0,0.002216951,42.16862128,0.015518656,0,2.456381493,0.21947813,0.013301705,0.004433902,0,0,0,0.004433902,0.004433902,0.651783537,0,0.004433902,0.004433902,0.037688164,0.004433902,0,0.002216951,0.124149245,0.02882036,1.602855433,0.004433902,0.022169508,0.002216951,3.019486998,0.008867803,0,0,0.11084754,0.004433902,0,0,0.004433902,0.002216951,0,0,1.438801073,0.79810229,0.002216951,0,0.033254262,0.004433902,0.215044228,0,0.066508524,0.004433902,0.013301705,0.02882036,0,0,0.004433902,30.99518922,0,0.017735606,0,0,0,0.004433902,0,0,0,0,0,0,0,0,0,0.002216951,0.002216951,0.031037311,0,0.004433902,0.115281442,0.002216951,0,1.110692354,0,0,0.004433902,0,0.015518656,0,0.611878422,0.004433902,0,0.203959474,0,0,0,0.011084754,0.015518656,0.017735606,0,0,0,0.152969606,0,0,0
