permu_delta,permu_index
-0.9299999999999997,0
-1.2400000000000002,1
-0.6300000000000008,2
0.0,3
0.9299999999999997,4
-0.3100000000000005,5
-0.3100000000000005,6
-0.3100000000000005,7
-0.3100000000000005,8
-0.3000000000000007,9
-0.3100000000000005,10
-0.6400000000000006,11
-0.3000000000000007,12
0.3200000000000003,13
-0.009999999999999787,14
-1.2400000000000002,15
0.9299999999999997,16
-0.6199999999999992,17
-1.2400000000000002,18
0.0,19
0.0,20
-0.3000000000000007,21
0.3100000000000005,22
0.3100000000000005,23
-0.009999999999999787,24
-0.28999999999999915,25
-0.3100000000000005,26
-0.3200000000000003,27
0.0,28
-0.3100000000000005,29
-0.6300000000000008,30
0.009999999999999787,31
-0.6300000000000008,32
-0.9399999999999995,33
0.3000000000000007,34
-0.3100000000000005,35
0.9299999999999997,36
0.3100000000000005,37
0.0,38
0.3100000000000005,39
-0.009999999999999787,40
-0.9299999999999997,41
0.009999999999999787,42
-0.3100000000000005,43
-0.6199999999999992,44
0.009999999999999787,45
0.6300000000000008,46
-0.6300000000000008,47
0.3000000000000007,48
1.2400000000000002,49
0.6300000000000008,50
0.3100000000000005,51
0.6300000000000008,52
0.0,53
-1.8800000000000008,54
1.58,55
-0.3100000000000005,56
-0.3100000000000005,57
0.3200000000000003,58
-0.9299999999999997,59
-0.3100000000000005,60
0.0,61
-0.3000000000000007,62
-0.9299999999999997,63
-0.3200000000000003,64
-0.6199999999999992,65
-0.009999999999999787,66
0.9299999999999997,67
0.009999999999999787,68
0.9399999999999995,69
-0.6199999999999992,70
0.0,71
-0.3200000000000003,72
0.0,73
1.25,74
0.6199999999999992,75
-0.6199999999999992,76
-0.3000000000000007,77
0.6199999999999992,78
-0.6300000000000008,79
-0.9299999999999997,80
0.9199999999999999,81
-0.6300000000000008,82
0.009999999999999787,83
0.0,84
0.0,85
-0.3100000000000005,86
0.3200000000000003,87
-0.9299999999999997,88
0.3200000000000003,89
0.6199999999999992,90
0.9399999999999995,91
0.3000000000000007,92
-0.9399999999999995,93
-0.3100000000000005,94
0.009999999999999787,95
0.6199999999999992,96
-0.3100000000000005,97
0.0,98
-0.3200000000000003,99
-0.6300000000000008,100
-0.3200000000000003,101
0.3200000000000003,102
-0.3100000000000005,103
0.0,104
1.25,105
-0.009999999999999787,106
-0.6300000000000008,107
-0.6300000000000008,108
-0.6300000000000008,109
0.0,110
-0.9299999999999997,111
0.9199999999999999,112
-0.009999999999999787,113
-0.3100000000000005,114
-0.6300000000000008,115
-0.6199999999999992,116
0.3000000000000007,117
0.3100000000000005,118
0.3000000000000007,119
-0.3100000000000005,120
-0.6300000000000008,121
0.0,122
0.0,123
0.3200000000000003,124
0.9299999999999997,125
-0.3100000000000005,126
-0.009999999999999787,127
-0.6300000000000008,128
0.3000000000000007,129
-0.3100000000000005,130
0.3100000000000005,131
0.0,132
-0.3100000000000005,133
0.0,134
0.6300000000000008,135
0.009999999999999787,136
-0.3100000000000005,137
0.009999999999999787,138
-0.3000000000000007,139
-0.3000000000000007,140
0.3100000000000005,141
-0.6300000000000008,142
0.0,143
0.9199999999999999,144
0.3000000000000007,145
0.0,146
0.009999999999999787,147
-0.3000000000000007,148
0.0,149
0.9299999999999997,150
0.9399999999999995,151
0.9399999999999995,152
0.3100000000000005,153
0.3000000000000007,154
0.3000000000000007,155
-0.3100000000000005,156
0.0,157
0.3200000000000003,158
-0.3200000000000003,159
-0.6400000000000006,160
0.009999999999999787,161
0.3200000000000003,162
0.3100000000000005,163
0.6300000000000008,164
0.3100000000000005,165
0.009999999999999787,166
-0.009999999999999787,167
0.3000000000000007,168
0.0,169
-0.3200000000000003,170
0.3100000000000005,171
0.9299999999999997,172
-0.3100000000000005,173
0.0,174
-1.2400000000000002,175
0.9499999999999993,176
-0.3200000000000003,177
-0.3100000000000005,178
0.009999999999999787,179
0.009999999999999787,180
-1.2400000000000002,181
0.009999999999999787,182
0.9299999999999997,183
-0.3100000000000005,184
-0.9399999999999995,185
0.0,186
0.0,187
-0.009999999999999787,188
0.0,189
-0.3000000000000007,190
-0.6199999999999992,191
0.6199999999999992,192
0.3200000000000003,193
0.0,194
-0.3100000000000005,195
0.3100000000000005,196
-0.9399999999999995,197
-0.9399999999999995,198
-0.6199999999999992,199
-0.9299999999999997,200
0.3000000000000007,201
0.0,202
-0.9299999999999997,203
0.0,204
0.3000000000000007,205
-0.6199999999999992,206
-1.8900000000000006,207
0.3100000000000005,208
0.6300000000000008,209
0.3100000000000005,210
-0.3100000000000005,211
-0.6300000000000008,212
0.0,213
0.3100000000000005,214
0.6199999999999992,215
-0.9199999999999999,216
0.0,217
0.3100000000000005,218
-0.6199999999999992,219
0.3100000000000005,220
0.009999999999999787,221
-0.6300000000000008,222
-0.009999999999999787,223
-0.6300000000000008,224
0.6199999999999992,225
-0.6199999999999992,226
-0.6199999999999992,227
-0.9399999999999995,228
-0.6199999999999992,229
-0.6199999999999992,230
0.3100000000000005,231
0.6300000000000008,232
1.25,233
0.3200000000000003,234
0.0,235
0.3100000000000005,236
-0.6300000000000008,237
0.3100000000000005,238
0.6300000000000008,239
-0.3100000000000005,240
0.3000000000000007,241
0.6199999999999992,242
-0.9299999999999997,243
1.2400000000000002,244
-0.3100000000000005,245
0.9499999999999993,246
0.3200000000000003,247
0.6199999999999992,248
0.3100000000000005,249
1.25,250
0.6199999999999992,251
0.6300000000000008,252
0.6199999999999992,253
0.0,254
0.3000000000000007,255
0.0,256
0.3100000000000005,257
0.009999999999999787,258
0.6300000000000008,259
0.0,260
-0.3100000000000005,261
-0.3200000000000003,262
-0.6300000000000008,263
-0.3100000000000005,264
0.0,265
0.3100000000000005,266
0.0,267
-0.3100000000000005,268
1.2400000000000002,269
-0.3200000000000003,270
0.3100000000000005,271
0.0,272
-0.9299999999999997,273
0.0,274
-0.3000000000000007,275
-0.9399999999999995,276
-0.3100000000000005,277
-0.6300000000000008,278
-0.3100000000000005,279
-0.6300000000000008,280
-0.6199999999999992,281
0.3100000000000005,282
0.3200000000000003,283
0.3100000000000005,284
-0.3100000000000005,285
0.6300000000000008,286
-0.3100000000000005,287
0.3100000000000005,288
-0.3000000000000007,289
0.6300000000000008,290
-0.6300000000000008,291
-0.6300000000000008,292
0.3200000000000003,293
-0.3100000000000005,294
0.9399999999999995,295
-0.009999999999999787,296
-0.6300000000000008,297
0.3200000000000003,298
0.0,299
0.0,300
-0.3100000000000005,301
0.3200000000000003,302
0.9399999999999995,303
-0.9299999999999997,304
0.3200000000000003,305
0.0,306
-0.6300000000000008,307
0.009999999999999787,308
-0.6300000000000008,309
0.3100000000000005,310
-0.3200000000000003,311
-0.6199999999999992,312
-0.6300000000000008,313
0.6400000000000006,314
0.6300000000000008,315
0.6400000000000006,316
0.0,317
-0.3100000000000005,318
-0.6199999999999992,319
0.3000000000000007,320
-0.3200000000000003,321
-0.6400000000000006,322
-0.6300000000000008,323
-0.28999999999999915,324
0.0,325
-0.6300000000000008,326
0.3200000000000003,327
-0.6300000000000008,328
-0.009999999999999787,329
0.3200000000000003,330
0.0,331
0.3100000000000005,332
0.9399999999999995,333
-1.2599999999999998,334
0.3200000000000003,335
0.9299999999999997,336
-0.6300000000000008,337
0.3200000000000003,338
0.3200000000000003,339
-0.3200000000000003,340
0.9299999999999997,341
-0.9499999999999993,342
-0.3200000000000003,343
0.3100000000000005,344
-0.3100000000000005,345
0.0,346
-0.6300000000000008,347
-0.3100000000000005,348
-0.3100000000000005,349
-0.9399999999999995,350
0.3200000000000003,351
0.9399999999999995,352
0.6300000000000008,353
0.9399999999999995,354
0.9299999999999997,355
0.0,356
-0.009999999999999787,357
0.009999999999999787,358
0.3100000000000005,359
0.0,360
0.009999999999999787,361
-0.3100000000000005,362
-0.3200000000000003,363
0.3100000000000005,364
0.0,365
-0.6300000000000008,366
1.25,367
-0.3200000000000003,368
0.6199999999999992,369
-0.33000000000000007,370
-0.6300000000000008,371
0.009999999999999787,372
0.6300000000000008,373
0.3100000000000005,374
-0.3100000000000005,375
0.3000000000000007,376
0.009999999999999787,377
-0.6199999999999992,378
0.9299999999999997,379
-0.3200000000000003,380
-0.6300000000000008,381
-0.3100000000000005,382
-0.9399999999999995,383
-0.3200000000000003,384
-0.3100000000000005,385
-0.3100000000000005,386
0.9299999999999997,387
0.6300000000000008,388
0.3100000000000005,389
-0.6300000000000008,390
0.3000000000000007,391
-0.6300000000000008,392
-0.3100000000000005,393
0.3100000000000005,394
-0.3200000000000003,395
-0.6400000000000006,396
-0.3000000000000007,397
0.6300000000000008,398
-0.3100000000000005,399
-0.3100000000000005,400
-0.3100000000000005,401
0.0,402
0.009999999999999787,403
-0.9199999999999999,404
0.3100000000000005,405
0.3200000000000003,406
-0.9299999999999997,407
-0.6300000000000008,408
0.9199999999999999,409
-0.6300000000000008,410
0.3000000000000007,411
0.3000000000000007,412
-0.6400000000000006,413
-0.009999999999999787,414
0.0,415
-0.6199999999999992,416
-0.6199999999999992,417
0.009999999999999787,418
-0.3000000000000007,419
-0.9299999999999997,420
-0.3100000000000005,421
0.6300000000000008,422
0.3100000000000005,423
-0.3100000000000005,424
-0.3100000000000005,425
-0.009999999999999787,426
1.2400000000000002,427
1.2400000000000002,428
0.0,429
0.3000000000000007,430
0.0,431
0.6300000000000008,432
0.3100000000000005,433
-0.9299999999999997,434
0.0,435
0.9299999999999997,436
-0.3100000000000005,437
-0.3200000000000003,438
-0.009999999999999787,439
0.6300000000000008,440
-0.9299999999999997,441
-1.25,442
0.3100000000000005,443
0.3100000000000005,444
0.6300000000000008,445
0.3100000000000005,446
0.009999999999999787,447
-0.3100000000000005,448
-0.3000000000000007,449
-1.2400000000000002,450
0.3100000000000005,451
0.3200000000000003,452
0.6300000000000008,453
0.0,454
-0.009999999999999787,455
-0.9399999999999995,456
0.3200000000000003,457
1.25,458
0.3100000000000005,459
-0.6300000000000008,460
0.0,461
0.0,462
-0.6300000000000008,463
-0.9399999999999995,464
-0.6199999999999992,465
0.3100000000000005,466
-0.3100000000000005,467
0.0,468
-0.3200000000000003,469
-0.6300000000000008,470
0.3000000000000007,471
0.3100000000000005,472
-0.3200000000000003,473
-0.009999999999999787,474
