permu_index,permu_delta
0,-0.23000000000000043
1,-0.23000000000000043
2,-0.23000000000000043
3,-0.03999999999999915
4,-0.14000000000000057
5,0.14000000000000057
6,0.3200000000000003
7,-0.13000000000000078
8,-0.03999999999999915
9,0.41000000000000014
10,0.5
11,0.05000000000000071
12,0.5
13,-0.14000000000000057
14,0.14000000000000057
15,-0.14000000000000057
16,0.13000000000000078
17,-0.6899999999999995
18,0.23000000000000043
19,0.13000000000000078
20,0.05000000000000071
21,-0.41000000000000014
22,0.23000000000000043
23,-0.41000000000000014
24,-0.14000000000000057
25,-0.03999999999999915
26,-0.05000000000000071
27,-0.41999999999999993
28,-0.14000000000000057
29,-0.14000000000000057
30,0.23000000000000043
31,0.41000000000000014
32,0.33000000000000007
33,-0.7799999999999994
34,0.3200000000000003
35,0.23000000000000043
36,0.6899999999999995
37,-0.14000000000000057
38,-0.3200000000000003
39,-0.03999999999999915
40,-0.14000000000000057
41,-0.14000000000000057
42,0.03999999999999915
43,-0.05000000000000071
44,0.03999999999999915
45,-0.14000000000000057
46,0.5099999999999998
47,0.23000000000000043
48,-0.14000000000000057
49,0.5099999999999998
50,-0.41000000000000014
51,0.33000000000000007
52,0.41000000000000014
53,-0.5899999999999999
54,-0.3200000000000003
55,-0.41000000000000014
56,0.14000000000000057
57,-0.5099999999999998
58,-0.5099999999999998
59,-0.6899999999999995
60,-0.14000000000000057
61,-0.41000000000000014
62,0.5099999999999998
63,-0.41000000000000014
64,-0.14000000000000057
65,0.6899999999999995
66,0.05000000000000071
67,-0.03999999999999915
68,-0.5899999999999999
69,0.23000000000000043
70,-0.14000000000000057
71,-0.23000000000000043
72,0.41000000000000014
73,0.23000000000000043
74,0.03999999999999915
75,0.3200000000000003
76,0.5
77,-0.14000000000000057
78,-0.23000000000000043
79,-0.14000000000000057
80,0.41999999999999993
81,0.03999999999999915
82,0.14000000000000057
83,-0.3200000000000003
84,0.14000000000000057
85,0.3200000000000003
86,-0.13000000000000078
87,-0.03999999999999915
88,0.5099999999999998
89,0.03999999999999915
90,-0.14000000000000057
91,0.23000000000000043
92,0.23000000000000043
93,-0.14000000000000057
94,0.05000000000000071
95,0.6799999999999997
96,-0.3200000000000003
97,-0.5
98,0.05000000000000071
99,0.05000000000000071
100,-0.23000000000000043
101,0.14000000000000057
102,0.3200000000000003
103,-0.23000000000000043
104,0.03999999999999915
105,-0.5
106,0.03999999999999915
107,0.03999999999999915
108,0.23000000000000043
109,-0.03999999999999915
110,0.7699999999999996
111,0.05000000000000071
112,0.5
113,0.41000000000000014
114,0.5999999999999996
115,0.33000000000000007
116,-0.3200000000000003
117,-0.33000000000000007
118,0.14000000000000057
119,-0.5099999999999998
120,-0.05000000000000071
121,-0.41000000000000014
122,-0.3200000000000003
123,-0.03999999999999915
124,-0.3200000000000003
125,0.14000000000000057
126,-0.23000000000000043
127,0.23000000000000043
128,0.5
129,-0.03999999999999915
130,0.3200000000000003
131,0.23000000000000043
132,-0.5999999999999996
133,0.14000000000000057
134,-0.03999999999999915
135,-0.41000000000000014
136,0.3200000000000003
137,-0.41000000000000014
138,-0.03999999999999915
139,0.5
140,0.3200000000000003
141,-0.13000000000000078
142,-0.23000000000000043
143,0.03999999999999915
144,-0.14000000000000057
145,0.23000000000000043
146,0.41999999999999993
147,-0.23000000000000043
148,-0.41000000000000014
149,-0.3200000000000003
150,0.5
151,-0.14000000000000057
152,0.14000000000000057
153,0.41000000000000014
154,0.41000000000000014
155,0.14000000000000057
156,-0.5999999999999996
157,0.5899999999999999
158,-0.14000000000000057
159,0.03999999999999915
160,0.41000000000000014
161,-0.41999999999999993
162,-0.14000000000000057
163,0.5
164,-0.14000000000000057
165,-0.23000000000000043
166,-0.03999999999999915
167,0.5
168,-0.03999999999999915
169,0.03999999999999915
170,-0.6799999999999997
171,-0.3200000000000003
172,0.41999999999999993
173,0.03999999999999915
174,0.41999999999999993
175,-0.14000000000000057
176,0.23000000000000043
177,0.14000000000000057
178,-0.14000000000000057
179,-0.03999999999999915
180,-0.14000000000000057
181,0.3200000000000003
182,-0.5
183,-0.23000000000000043
184,0.23000000000000043
185,-0.23000000000000043
186,0.23000000000000043
187,0.03999999999999915
188,0.3200000000000003
189,-0.3200000000000003
190,0.41000000000000014
191,0.41999999999999993
192,0.03999999999999915
193,-0.23000000000000043
194,-0.13000000000000078
195,0.41000000000000014
196,0.14000000000000057
197,-0.5899999999999999
198,0.3200000000000003
199,0.14000000000000057
200,-0.03999999999999915
201,-0.3200000000000003
202,0.33000000000000007
203,-0.05000000000000071
204,0.03999999999999915
205,0.23000000000000043
206,0.5
207,-0.23000000000000043
208,0.14000000000000057
209,-0.03999999999999915
210,-0.03999999999999915
211,0.3200000000000003
212,-0.5899999999999999
213,-0.23000000000000043
214,0.5099999999999998
215,-0.03999999999999915
216,0.5
217,-0.23000000000000043
218,0.6899999999999995
219,0.23000000000000043
220,0.14000000000000057
221,0.33000000000000007
222,0.05000000000000071
223,0.14000000000000057
224,0.23000000000000043
225,0.05000000000000071
226,0.13000000000000078
227,0.41000000000000014
228,0.23000000000000043
229,-0.5999999999999996
230,-0.23000000000000043
231,0.03999999999999915
232,-0.03999999999999915
233,0.33000000000000007
234,-0.3200000000000003
235,0.14000000000000057
236,-0.03999999999999915
237,-0.14000000000000057
238,0.14000000000000057
239,0.23000000000000043
240,-0.03999999999999915
241,-0.14000000000000057
242,-0.41000000000000014
243,0.05000000000000071
244,0.03999999999999915
245,0.23000000000000043
246,0.05000000000000071
247,0.03999999999999915
248,0.14000000000000057
249,-0.14000000000000057
250,-0.3200000000000003
251,0.14000000000000057
252,0.13000000000000078
253,0.03999999999999915
