,taxa100883,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa946234,condition
0,,0.010664722877189831,0.013175030954881473,,0.002121073429473951,,,,0.002038833562855777,0.041041371250168567,0.07741754559459933,0.0018118310987246184,,0.04180390337990528,0.004120677043532983,0.1519506683393881,0.016723911062436914,,0.018211379954313454,0.11112802448602639,,0.02879590619138494,0.004446571670255935,0.06056225506822334,0.07172705763124666,,0.009183485826137773,0.0006883630077928658,0.0014346514868559237,,,,0.013996612330463284,6.73243131694121e-05,,,0.2959388830089371,,0.008559484453089565,,0.0011549337790291406,,0.011235498199917454,,Control
1,,0.0003567682621908217,8.452474066855582e-05,0.0007094333816307427,0.003975842747054071,,,9.006398338227183e-05,,0.005921245303824897,0.0031145930836400004,0.0007780584441395582,,0.04587282821936426,,0.16489402351613688,,,0.029142981702547793,0.027090692277116,0.002166767108181923,,0.00012637679672774363,0.07103699239636357,0.021995409609047428,,0.0020817294746695043,,0.010023567426175486,,0.006636628242444446,,0.0003240456987523881,2.4824013642949642e-05,,0.0009181807690828193,0.5928200130787675,,0.00949241559707138,,,,,0.00032199412737693765,Control
2,,0.006687102385907663,0.006664022188993578,,0.0010086558944720056,,,,0.00378258782758621,0.02871197011842808,0.08134117895902566,0.0021653327851530123,,0.024322732137286755,0.015055571472343206,0.1014330545553282,0.03066660635041873,,0.013337173878099837,0.05785477057925241,,0.008422835772499833,0.0006689153958966694,0.08437012142337727,0.0519476762703879,,0.02207123328365449,,0.00029378526205306866,,,,0.0130868819648982,,,,0.4248376974908338,,0.01158492532838248,,,,0.009685168675720876,,Control
3,,0.017218302592996396,0.05455093460811785,0.0005745921528423365,,,,,,0.031650142165219754,0.05171422051734713,0.002560951046808048,,0.030015437787733718,0.004780853848058064,0.14459436471320436,0.03064645942081935,,0.02297143226670632,0.11701909005197693,,0.005492194814336713,0.004242920262673052,0.0907220254970634,0.12835132417747855,,0.0010578468075536419,0.0003014034464819926,0.002579589251048991,,,,0.013057967080606423,,0.0005827270596657316,,0.2227584624655399,,0.01004403558929059,,,0.0006388476193967482,0.011873874757034015,,Control
4,0.0008883307674214953,0.006725629970415839,0.046195108698303275,0.4846805625338414,,,0.0009002076978203501,0.020521851112921406,0.21921526151622167,0.022481544628732458,0.001051850648448587,0.007817777347003396,0.0018149434265750139,0.001252698025014936,2.545056514040335e-05,0.0,,,,3.404013087528948e-05,0.07357323601602792,0.0034659427960372627,0.0,0.00016192922070581628,,1.5270339084242013e-05,,,,0.0024017910411041473,0.006245780773497818,0.000879104937558099,0.0712306175388752,,,0.022587270518086556,0.003561912635420867,8.16538964921274e-05,7.666982748546508e-05,0.0021135633908890795,,,,,Control
5,,,0.029116257825060457,0.00456993109762338,0.0016154020279995625,,,0.0047293437813676715,0.0009867251885652404,0.0017634208893130485,0.21924739265481608,0.0024441261568384867,5.575914871005292e-05,0.16036452165355622,,0.0323639005389883,,0.0001450947829905356,0.003918869934475438,0.0038150147388672016,0.0027632540151880667,0.002212317327029424,0.006655504753895955,0.08111292437577229,,,,0.00031085977481572013,0.00437684109802166,0.00011292992143808188,0.00504675752483828,0.002942126944323028,0.013592830159952128,0.000950123794384862,0.0005868322703300327,0.001647869380413011,0.3736488111352937,5.485167612706834e-05,0.03612366028058044,0.0006661857061976849,0.0002931136443040214,0.0008083564108652701,,0.0009580893870577269,Control
6,,,0.008442541151924809,0.03412444384843718,,,,,,0.05501766357108538,0.17364310536603988,0.031149218096974407,0.007102039003007825,0.13920243258719076,,0.008505992615360315,,,,0.3223416613464791,,0.006806892001290009,,,,0.09730143085621017,,,,,,,0.029897877080632105,,,,0.02835694235110605,,0.058107760124262026,,,,,,Control
7,,0.0004999386093013819,0.0024997931944655037,,,,,,,,0.20942440361389925,0.021270124481909576,0.0018748699328387766,0.05161165105326611,,0.05720341232136359,0.065348646089733,,,0.010843119624933879,,0.008186795171185911,,0.04257890607583644,0.02251616538273646,0.025968165367513965,,,,,0.002314319175149365,,0.008028761692524537,,,,0.4255356864231215,,0.044295241790220874,,,,,,Control
8,,4.1991366170379315e-05,0.02916750649399008,0.0011380166152247133,0.0009423267304692588,,,0.047475033856171356,,,0.055592622633002346,0.0026617466951277067,0.00023049718587017851,0.09645619177365862,0.0001469191895888934,0.048631061226042646,0.01158334365410285,,0.008037855773114678,0.07105020103240074,0.000792068468389709,0.0059936351207287185,0.006159374537083131,0.02022577391605612,,,,0.00014853813382678752,0.001783165894025529,,0.0030137658828548134,,0.011421044494253962,0.0010997690576044644,0.00026783408735661207,0.001172216812250227,0.5132144299737812,,0.060261050710999825,,0.0009429338345584693,0.00025751331784003696,,9.157153345588738e-05,Control
9,,,0.008468586342408843,,,,,,,,0.18959366123752538,0.009939879532431889,,0.040433245357919236,,0.022653685993131,0.02000349662306747,,,0.03817227789007128,,0.004754031385834347,,0.011825890834537492,0.01619899670390665,0.017311724148816116,,,,,0.002404636586939749,,0.011586914454752425,0.00014761496109500963,,,0.554589105307643,,0.05191625263992008,,,,,,Control
10,,0.009124637485255549,0.011360704412394142,,0.0007069665960356589,,,,0.0016598165888156852,0.04083737601780644,0.040309016965021434,0.00796000849603845,5.0690126900504e-05,0.017007107709470733,0.0108538031433891,0.11683193133840905,0.027675047054224654,,0.014148454070339444,0.06927028711654967,,0.01261261578780802,0.0009140808568683929,0.07946978334583657,0.056970830578979725,,0.013634400206741084,,0.00027480475749128044,,,,0.02626857743912028,,,,0.42243016346581147,,0.00852889891818562,,,0.000470101688126351,0.01062989583438074,,Control
11,,0.012148810061381816,0.085196824665566,0.0005339578739506287,,,,,,0.0011358020682495982,0.3257224210555156,0.007627418767269659,,0.04906384865713958,,0.03797869242220218,,,,0.11034520549057251,,0.005644610546632017,0.0014358616336756739,0.012363225300389354,,,,,8.188977656369393e-05,,0.0068291202886741455,,0.004542193529794382,0.0004225390701502124,,,0.32300189452556183,,0.01592568426671104,,,,,,Control
12,,0.0031531327844080336,0.011656225643192821,,0.0022272528076195566,,,,9.23257087335819e-05,0.017071967785042247,0.11342318233498638,0.002373085461187373,,0.04505284755042583,0.006348126884480498,0.1784225795949902,0.0038125271928063998,,0.023295035300419983,0.11369806114962501,,0.01848402655077552,0.00037349945805858126,0.037921735706537694,0.08683138482373083,,0.0188822860852672,,0.0019285581567507982,,,,0.018572575298697276,,,,0.27104624857039405,,0.02298847198119325,,,,0.0023448631706767674,,Control
13,,,0.01179074341060009,0.0003753159930876496,,,,0.00028197209711972813,,0.00011867134257628542,0.10465954550101314,0.002096050460443788,0.0001324584606897093,0.04584369962914696,,0.02567733302804228,,9.160774035363856e-05,0.0057901811004346625,0.03625215474783923,0.0006648454734695508,0.0013078358115593037,0.0012079558003376108,0.0193176928861228,,,,6.382925052511048e-05,0.00022008325581058093,,0.0002487808868466706,,0.007748871013748411,0.0006117395370326588,0.0001570710196921919,0.003015395921607059,0.6964547395975939,,0.03575530786175177,,0.00011611817255528097,,,,Control
14,,0.00796190183565244,0.07316263231848098,,,,,,0.0011342646268089906,0.03990662930498807,0.07119705222468165,0.004007666644343737,,0.009387219175922907,0.030235946527934952,0.1317941656340175,0.03374334709184702,,0.012416403107392811,0.16219061163220166,,0.03007503683539759,0.0012452297557608287,0.03186729801244225,0.07894799724863912,,0.00845365580360444,0.0015665363629753463,0.0001671655824320664,,,,0.027643444222229308,,,,0.23479072663802011,,0.003270907414778114,,,,0.004834161999448046,,Control
15,,0.0016479612196593028,0.02549377651194297,,,,,,,0.031708657131977104,0.08357862800358068,0.001185648519562319,,0.03506566126271722,0.010847963210777255,0.13784758489836585,0.003211196222185533,,,0.23471547339244184,,0.021466844152708792,0.0001556597942677373,0.013393068254693852,0.10180067581861912,,0.00477920161147813,,0.0008350250922343911,,,,0.02538395391225641,,,,0.2437221710154618,,0.01873652365738501,,,,0.004424326317684529,,Control
16,,0.012288676372261454,0.12275458477916765,0.0003471222407137174,,,,0.00022704275439769522,,0.023447832834713685,0.14324740481895956,0.007368264364394164,0.0004042642147269305,0.062261874549574825,,0.019534726052022375,,,,0.15165601914439145,7.818892885437866e-05,0.008825689730062128,0.0015930612968665864,0.011410906511663469,,,,0.00025937575748702206,0.0012566150477389673,,,,0.00415346910754404,0.0020062730093037707,,0.004837952682378472,0.417366198305832,,0.00467445749694565,,,,,,Control
17,,0.004391598354863185,0.025094258218307665,0.0007847887776133302,,,0.00038635913923516774,,0.0016917268798873916,0.039502926528625554,0.13447670878548704,0.0054658727785897,,0.043565423240188285,0.030269923184168785,0.08729993663503784,0.01912761447527271,,,0.18934383322325452,,0.03242311453129221,,0.015192631754656476,0.06511962070984027,,0.001573704221600334,0.0012017884146730228,0.0006362287881610894,,0.0004853991322033284,,0.04542943844117654,,,,0.18066132717304578,,0.06766288519593516,,0.0019038375314942022,,0.006309053885390508,,Control
18,,0.020132327601913597,0.03125294769884278,0.0007627317164587012,,,,0.040456535432251084,,0.09272895746464063,0.17169584433026716,0.002713496686604303,0.000496202478930135,0.002585750055960728,0.13444109547681146,0.08981837490044195,0.06233848172036294,,,0.05307159329304161,,0.00737432261490169,,0.02265196591340923,0.0296440897662143,,,,0.0023202619482662577,,0.007483953586431996,,0.0013293145721737227,,,,0.2046892487727682,,0.021211458674954057,,,0.0008010452943534323,,,Control
19,,0.02308573559972292,0.054169490979341525,,0.00045942841281269316,,,,0.007212478773767081,0.06221924679763216,0.04406309855291925,0.007718583213235503,,0.006173524118494322,0.005882315279624509,0.13449304671774592,0.02119969367308524,,0.011823285389205776,0.14038847672167418,,0.015622837877636938,0.009231733254355844,0.054300225160195836,0.07956765194389127,,0.0012403224693848635,0.0010789184214580847,0.0005971846507745121,,,,0.01921038620074905,,,,0.27525741002576265,,0.004820848735389474,,0.001322212047123786,,0.018861864984016558,,Control
20,,0.0005838571812583694,0.019715712313981584,,,,0.00021866386513865016,,,0.002507441558793863,0.031446597105252126,0.00010953744372077116,,0.03555342920017526,,0.29072224017019616,0.09695132427275768,0.0007777569526477645,0.007224539017936192,0.260893324093552,0.00184867556283339,,0.004687709364485536,0.12247745337157487,0.009851279800144516,,,0.0009219230253872038,0.006535871149440312,,,,0.0025694031709548627,0.00024404449234224348,,0.0009863507713655558,0.07714806420826006,,0.01206566245697624,,0.007278896717493683,0.006680242733331197,,,Control
21,,0.0015726215874437802,0.0031312460744974094,,0.0012918376487902295,0.003944130310689322,,0.0001775421681066491,0.000341508201248415,0.001645238123302457,0.02791042866067324,0.004309107334396412,0.00030698903637646437,0.019834101735556255,,0.12702842190165237,,,0.018320310066293633,0.023640997317608305,,0.011361330621193419,0.0004584313481165165,0.03573301867571013,0.05302827793147694,,0.006523280229948154,0.0006898570906574301,0.0013115177824214945,,0.0013797141813148602,,0.003830680128579679,3.925502590621227e-05,0.00024836960090793823,,0.6296695589797819,0.004001065884456778,0.016964380431506398,,,0.0013067819213872325,,,Control
22,0.0001459959660156256,0.0007139237144126232,,,,,,0.008373493692641678,,,6.97294166044779e-05,0.0005482016634365202,,0.008759413901316132,,0.010857604159176205,,0.00041539464957470227,0.00790889851720625,0.0007268832934854947,0.00011055782501104721,0.0005106991647035198,0.0033614625011138934,0.0613249575459099,0.0005399442325228321,,0.02691796322667829,,0.0035087200190746654,,0.04893915523499902,0.0008010854851682205,0.010401725160816333,,,0.0021085120465021818,0.15278311548051537,0.6493104643784179,4.220464689218398e-05,,,0.0006182751396624019,,0.00020161893814255288,Control
23,0.005792179553064935,0.013616161585111137,0.003960626045913883,0.024387448385662834,,0.0019391434152615842,0.00030213002767366133,0.0018815059644880846,0.015835807260803754,0.001989095872598618,0.08866802705688574,0.058578203755744115,0.009410494034194491,0.030666636951358708,0.006027340352220814,0.07411561369997191,,,0.0004980973603035616,0.07399001895009595,,0.042057004866028064,,0.011726860841566062,0.06745832345720187,,0.0014086592969043414,0.002745518797987981,,0.00038326160123864527,0.00304512375638966,,0.06722700515476425,,0.0021018457048736358,,0.2897956132081323,0.009886414699152815,0.08570721865705618,,0.004798619687350314,,,,Control
