,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,10,7,0.17543859649122806,0.12280701754385964
1,taxa1017280,2,4,0.03508771929824561,0.07017543859649122
2,taxa102106,46,47,0.8070175438596491,0.8245614035087719
3,taxa117563,5,4,0.08771929824561403,0.07017543859649122
4,taxa1253,3,2,0.05263157894736842,0.03508771929824561
5,taxa1263,54,50,0.9473684210526315,0.8771929824561403
6,taxa1301,35,30,0.6140350877192983,0.5263157894736842
7,taxa1348911,12,9,0.21052631578947367,0.15789473684210525
8,taxa1350,10,8,0.17543859649122806,0.14035087719298245
9,taxa1357,8,6,0.14035087719298245,0.10526315789473684
10,taxa135858,2,3,0.03508771929824561,0.05263157894736842
11,taxa1485,25,27,0.43859649122807015,0.47368421052631576
12,taxa1578,18,16,0.3157894736842105,0.2807017543859649
13,taxa1678,42,36,0.7368421052631579,0.631578947368421
14,taxa1730,57,57,1.0,1.0
15,taxa189330,56,56,0.9824561403508771,0.9824561403508771
16,taxa191303,2,4,0.03508771929824561,0.07017543859649122
17,taxa207244,38,26,0.6666666666666666,0.45614035087719296
18,taxa216851,56,57,0.9824561403508771,1.0
19,taxa2172,22,18,0.38596491228070173,0.3157894736842105
20,taxa239759,52,56,0.9122807017543859,0.9824561403508771
21,taxa239934,28,28,0.49122807017543857,0.49122807017543857
22,taxa244127,9,9,0.15789473684210525,0.15789473684210525
23,taxa283168,28,28,0.49122807017543857,0.49122807017543857
24,taxa292632,57,57,1.0,1.0
25,taxa29465,18,22,0.3157894736842105,0.38596491228070173
26,taxa32207,5,4,0.08771929824561403,0.07017543859649122
27,taxa33024,4,3,0.07017543859649122,0.05263157894736842
28,taxa33042,54,50,0.9473684210526315,0.8771929824561403
29,taxa35832,27,33,0.47368421052631576,0.5789473684210527
30,taxa375288,57,57,1.0,1.0
31,taxa397864,38,35,0.6666666666666666,0.6140350877192983
32,taxa39948,10,11,0.17543859649122806,0.19298245614035087
33,taxa40544,19,15,0.3333333333333333,0.2631578947368421
34,taxa447020,30,25,0.5263157894736842,0.43859649122807015
35,taxa459786,34,37,0.5964912280701754,0.6491228070175439
36,taxa46255,10,4,0.17543859649122806,0.07017543859649122
37,taxa547,9,6,0.15789473684210525,0.10526315789473684
38,taxa561,31,31,0.543859649122807,0.543859649122807
39,taxa570,9,11,0.15789473684210525,0.19298245614035087
40,taxa572511,57,57,1.0,1.0
41,taxa574697,4,1,0.07017543859649122,0.017543859649122806
42,taxa577309,2,2,0.03508771929824561,0.03508771929824561
43,taxa577310,19,19,0.3333333333333333,0.3333333333333333
44,taxa61170,21,16,0.3684210526315789,0.2807017543859649
45,taxa644652,1,4,0.017543859649122806,0.07017543859649122
46,taxa713,2,5,0.03508771929824561,0.08771929824561403
47,taxa724,24,21,0.42105263157894735,0.3684210526315789
48,taxa816,55,56,0.9649122807017544,0.9824561403508771
49,taxa838,24,18,0.42105263157894735,0.3157894736842105
50,taxa841,57,57,1.0,1.0
51,taxa84111,14,13,0.24561403508771928,0.22807017543859648
52,taxa846,12,12,0.21052631578947367,0.21052631578947367
53,taxa848,7,5,0.12280701754385964,0.08771929824561403
54,taxa872,16,14,0.2807017543859649,0.24561403508771928
55,taxa904,12,11,0.21052631578947367,0.19298245614035087
56,taxa906,3,6,0.05263157894736842,0.10526315789473684
57,taxa946234,8,11,0.14035087719298245,0.19298245614035087
