,taxa102106,taxa1263,taxa1301,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa33042,taxa35832,taxa375288,taxa397864,taxa459786,taxa561,taxa572511,taxa816,taxa838,taxa841,condition
0,0.028217580342726815,0.0072320393562258466,0.0023532740333522596,0.0004956673129235784,,0.008729533522788394,0.08853956872360964,0.05651053588510745,0.021945278328653242,0.008176219257169569,0.03865602039206682,,0.00047468285733995243,0.13515195399049573,0.120040975164535,,0.008967839754013942,0.04206575322376715,,,0.051892870253834725,0.201952470931705,0.07174151202891706,0.10685622464076783,Control
1,0.001663269163862628,0.02573058870371138,,,,0.03200319947214152,0.08435499152403643,0.0011966620319955588,0.035391386880322076,0.010948730154543462,0.1391280538274973,0.003241025087093718,,0.23689575004427427,0.021666250090537277,0.00015710572116026708,0.01351747672930381,0.10274630429986115,0.0008427816567504803,,0.02561974595973488,0.2459861110587774,,0.018910567594396355,Control
2,0.0050719879268202265,0.043052773141866216,0.004250919599754207,0.023878767233316063,,0.008405970783912056,0.09208231255707315,0.010817206691335658,0.020675729226707715,0.019866711699357508,0.12366057244096157,0.02559966447130505,0.00996741011851854,0.1797645768679089,0.0067343527090466745,,0.020327762384913517,0.08242036869206537,0.0042161659541452,0.007501730419521692,0.006859487352524304,0.28767088060896134,0.007408013932446014,0.009766635187538956,Control
3,0.040149049795811034,0.0017725956198115463,,,0.00150503168500767,0.003309759694218296,0.09760584038309719,0.05636218838379519,0.03303481519674168,0.03783564134519035,0.05711247967626372,,,0.17968432151965438,0.180020475747214,,0.0010703793253285783,0.05116353853736329,,0.0010979390285439428,0.0525973846212407,0.09633092604063215,0.036685425390816366,0.07266220800926994,Control
4,0.006846390788972748,0.03839407243324588,4.045500737529873e-05,,0.05083780565847903,0.11842893804470427,0.11013256548628521,0.0035392971375915044,0.019404884137168486,0.10186240612142054,0.07721426406407494,0.03117347282605162,,0.15186520804348744,0.016674893550181803,,0.022449226643709137,0.03728217893972173,0.00071910839640582,,0.026015149781052755,0.1687077009099384,,0.018411982030133407,Control
5,0.0005142570875433066,0.002571388453960032,,,,,0.2154224175913834,0.02187931090786464,0.053089833151801546,,0.058841745107526815,0.06722026222372718,,0.011153671699799953,0.008421268857252143,,0.0437983860857196,0.023161039009469975,,0.0023806023710012574,0.008258709225011889,0.43772322976114547,,0.04556387846679277,Control
6,,0.029525361146704437,0.004634141752816599,0.004795794293716429,0.001000589351831592,0.0017881981579994596,0.2223279683639536,0.0024784677997545254,0.16261775278224372,,0.03281863546033041,,0.003973932735365486,0.0038686183032802073,0.0022434018974593255,0.006749019144323305,0.08225261639903168,,0.004438338706755134,0.005117667917215904,0.013783818713577055,0.3788988322981164,5.5622379664458e-05,0.036631222395860384,Control
7,,0.004499768964308861,0.02032759664845405,,,,0.3535798570546958,0.042905594637431974,0.00789346101802492,,0.013822269536914098,0.0482891914134762,,0.07184818658764346,0.015286603134435896,,0.008819375868414359,0.009352478358032518,,,0.02295574762012563,0.35649641499651263,,0.023923454161529464,Control
8,0.012344429504723793,0.18763570064383686,0.001893218467259095,0.0014079474856987725,,,0.29846336369499016,0.021229416560373637,0.05744795846063857,,0.019231679779872647,,,0.12358489337167809,0.018287500002584528,9.345653330433148e-05,0.009433527283208237,,8.735704717053108e-05,0.021065557483728323,0.017406382709052648,0.20593726047886549,,0.004450350493014227,Control
9,0.008771126202126856,0.0603291524550383,2.8018187582938716e-05,0.0020642236805290667,,0.07308133731982189,0.04388104285518624,0.002113613880965968,0.011086731667993076,,0.06452158553750678,0.09302351038699369,0.0011460090307179682,0.028019360437302663,0.0013838378322940758,0.00895513402011341,0.06325698789887962,0.06676590752147595,0.06827875933380309,0.0005043273764928969,0.00165255179878719,0.3950825083497457,4.899924898225563e-05,0.006005274977660383,Control
10,0.00808195404336616,0.07426580285653636,,,0.0011513674466365651,0.04050835475317482,0.07227058509141557,0.004068095576823119,0.009528762793217425,0.030691854200237366,0.13378140195955246,0.03425214051804665,0.012603621768923054,0.16463617569450825,0.030528518257762437,0.0012640057447614083,0.03234780374577515,0.08013840144601757,0.0001696861607610851,,0.028060261281292916,0.2383309794149867,,0.0033202272462049378,Control
11,0.00026123015165681963,2.472564586855446e-06,,,8.726876498654783e-06,0.0017534497786661195,0.004385933256224409,0.000657413399304487,0.0017319206590708943,0.841821352716255,0.00738244610151542,0.0018579774246504923,,0.012847148383408006,3.107017030931413e-06,0.09063505555699707,0.007993344401812515,0.005856818635637968,0.0006833684816264175,,0.000981061899665763,0.020633216759334022,,0.0005039559360582393,Treat
12,0.003354772580945385,6.475991680548258e-06,,,0.0012575920567148146,0.018599480990084263,0.10964508337139403,0.002558103625198797,0.021346889319735593,0.4256617752428463,0.06858504406127436,0.006202177217678204,0.007099793760428151,0.035725765127043535,7.658150773515059e-06,0.07508998241624795,0.04132863599394236,0.0310690820365526,0.004082220954353219,,0.004951691781556197,0.13898927107902279,,0.004438504242527471,Treat
13,0.0007991945101773547,7.528620700190856e-05,0.00040242937158253996,0.0002737490556018963,0.000451884649426529,0.0004964575101735501,0.13132629758208816,0.0034679555851143723,0.06425801273336879,,0.0064439732857952785,0.002724633000034245,0.00785238217590307,0.0016085192159790325,3.703385339810269e-06,0.3527973064478073,0.01216215701739868,,0.013712935326258434,0.0012951844728605515,0.011352442688688371,0.18980479993803553,0.18589999914776764,0.012790696693597057,Treat
14,0.005231293637223636,3.2560065087306685e-05,0.0001458662771024767,,,,0.011243255408286235,0.023094283978211966,0.07452391139737857,0.6139126787108007,,,,0.09578560832155705,2.4955274510886936e-05,,0.011106733153581185,,,,0.010855711577229341,,0.14787552512734822,0.006167617071682516,Treat
15,0.0004018789268090368,2.7579542477815724e-06,,0.002419325453866868,,,0.03677299538876189,0.0008699623072776209,0.009442991728799427,,0.032351879866472893,,,0.02925324303877231,,,0.3904479226954146,,0.14665001599972988,0.0010952363806759188,0.00822438245407416,0.3394624414845504,,0.002604966320547356,Treat
16,,4.1201325497231125e-05,0.0010270477190196983,,,,0.3588449379654616,0.010578427491092427,0.04038742534406031,0.26268188475978754,0.020881483746546504,0.006134134494799812,,0.058719856775741604,2.051711372222344e-05,,0.012266872833618155,0.01262453514534049,,,0.010677965199888633,0.19933001074197185,,0.005783699343452115,Treat
17,0.0011255599039243997,2.272051635383727e-05,3.9222338447647524e-05,0.00015209325979144748,,0.008676293954881313,0.01990455686265272,0.004037024774482326,0.004161979111296825,0.8888215229447254,0.013161315751921098,0.007174672619655303,,0.016594639811595875,1.5199626519819174e-06,,0.0008877112882980178,0.007959820320336127,0.002655029129944305,0.0006514100008681974,0.0009671408023881851,0.006854936968685391,0.0012945675846880657,0.014856262092411641,Treat
18,0.002363945591276728,1.9543853354137593e-05,,0.013575146127904555,,0.0017413596763548725,0.004492331145969886,0.00020221123184037187,0.0013637703221691367,0.7100474130074728,0.04184135551028419,0.005437845188438724,0.007502999611905608,0.034870845475558215,8.542988900516161e-07,,0.022194383836589945,0.021328919764313156,0.0058892169821635745,0.002453720958809668,0.0007008063549210601,0.12311871578257992,,0.000854615279203451,Treat
19,,3.5664914004457185e-05,0.00029868012156437283,0.020828167657956087,,0.007881777655829113,0.11177111948311132,0.004855633486665106,0.21162762706593033,,0.0015268484921357195,,,0.0011927816124784666,,0.17433778966953437,0.008718309291503122,,0.005630031341731978,0.01022605567220653,0.03614814905483357,0.2963512130988473,0.0006643485482933569,0.10790580283337484,Treat
20,0.002510496996265546,4.335795869863521e-05,0.0013033697872268132,,0.013885807303056172,,0.04066696044032723,0.005396366525625241,0.18959232103808402,0.11769172400371952,,,,0.040559465835699166,8.313688895456317e-06,0.05534786075246792,0.0009656197976972126,,0.00033082955631635717,0.03826475939292019,0.03250114825425254,0.007221370771610892,0.45258548403082116,0.0011247438663159592,Treat
21,0.00032357195005659967,1.0109937058617203e-07,0.00048150348687860876,8.168377577622041e-05,,0.00537028960467716,0.0028247887060289067,0.0007056622315064145,0.04160448687448569,,0.1495510851053719,,0.02643130687144342,0.024569977370355905,,0.028998202253580806,0.0644271943213186,0.019948796834642436,0.08209944461012818,0.0060191081152276855,0.000293894131750661,0.5376597303991089,,0.008609172258291439,Treat
