,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate,treat_logged_mean,control_logged_mean,logged_mean_diff,logged_mean_diff05,logged_mean_diff95,ID
0,taxa100883,13,6,0.23214285714285715,0.10714285714285714,-18.182012818515474,-10.243222713252853,-7.938790105262622,-9.94003408577976,-6.265860986604877,0
1,taxa1017280,4,6,0.07142857142857142,0.10714285714285714,-14.26703390879914,-12.374364834653292,-1.8926690741458463,-3.675395261523784,-0.3110716772330303,1
2,taxa102106,42,50,0.75,0.8928571428571429,-6.881814362880684,-7.372182381691062,0.49036801881037845,-0.2626187216894077,1.1932699745404567,2
3,taxa117563,5,6,0.08928571428571429,0.10714285714285714,-19.6420744496236,-12.868000308785115,-6.774074140838482,-8.63793353628216,-5.335252139109601,3
4,taxa1263,51,51,0.9107142857142857,0.9107142857142857,-1.7187894453843828,-5.765864636533938,4.047075191149555,3.4189530754486497,4.657643060449156,4
5,taxa1301,35,30,0.625,0.5357142857142857,-9.692940090756045,-10.431673784603422,0.7387336938473775,-0.25383237489695865,1.6710069875959181,5
6,taxa1348911,9,8,0.16071428571428573,0.14285714285714285,-23.5845800862818,-10.55071308177709,-13.033867004504707,-14.091208476604413,-11.922020480539775,6
7,taxa1350,10,5,0.17857142857142858,0.08928571428571429,-9.197809473554088,-8.42472901855129,-0.7730804550027961,-3.637721524180645,1.8242661754102438,7
8,taxa1357,7,7,0.125,0.125,-7.840362273019639,-11.16113074584221,3.3207684728225715,1.8269064686611478,4.599086229911673,8
9,taxa1485,27,25,0.48214285714285715,0.44642857142857145,-5.484576690303079,-9.314914871954374,3.8303381816512947,2.717741308134104,4.8762080284608125,9
10,taxa1578,22,16,0.39285714285714285,0.2857142857142857,-14.098925576988686,-8.792051880021535,-5.30687369696715,-6.939003421342937,-3.555583959820077,10
11,taxa1678,44,40,0.7857142857142857,0.7142857142857143,-12.529169780286058,-7.3654146524313635,-5.163755127854696,-6.3081222229953795,-4.130417725583892,11
12,taxa1730,56,56,1.0,1.0,-9.879991272160952,-4.266704965019049,-5.6132863071419035,-6.368891939430213,-4.862863222038363,12
13,taxa189330,55,55,0.9821428571428571,0.9821428571428571,-9.70390357522888,-7.441253910544425,-2.262649664684455,-2.9962094221354776,-1.5917950319286291,13
14,taxa207244,31,27,0.5535714285714286,0.48214285714285715,-15.863219195932432,-10.666613897240282,-5.196605298692149,-6.659457814984805,-3.9100071944408605,14
15,taxa216851,56,55,1.0,0.9821428571428571,-2.449199863388566,-5.474465899281977,3.02526603589341,2.392197965379757,3.6164017187669146,15
16,taxa2172,23,23,0.4107142857142857,0.4107142857142857,-9.74226142908037,-6.078319678545988,-3.6639417505343825,-4.888985353833818,-2.5220724237104792,16
17,taxa239759,53,54,0.9464285714285714,0.9642857142857143,-10.64551363238396,-4.4555946706894165,-6.189918961694542,-7.0367653925728755,-5.41161084081848,17
18,taxa239934,28,29,0.5,0.5178571428571429,-14.091096179702676,-6.032748060111046,-8.05834811959163,-9.026080582671375,-7.071875807061036,18
19,taxa244127,15,11,0.26785714285714285,0.19642857142857142,-17.740417774187314,-11.461964660019802,-6.278453114167511,-7.866835691920727,-4.494867970891053,19
20,taxa283168,38,24,0.6785714285714286,0.42857142857142855,-12.857424722979268,-7.3462768346637555,-5.51114788831551,-6.434223605360886,-4.615953719604401,20
21,taxa292632,56,56,1.0,1.0,-4.36976573857978,-4.451356954478506,0.0815912158987249,-0.7202666435573398,0.8497133988224186,21
22,taxa29465,24,19,0.42857142857142855,0.3392857142857143,-16.705707733290513,-10.781063739587971,-5.924643993702541,-6.921501556315633,-4.946610873614193,22
23,taxa33042,47,48,0.8392857142857143,0.8571428571428571,-12.975321177816578,-6.634909687359337,-6.340411490457243,-7.092423338223544,-5.567656347555482,23
24,taxa35832,31,28,0.5535714285714286,0.5,-6.420137342359136,-9.196742630173752,2.7766052878146166,1.9176508490982878,3.6646699465702897,24
25,taxa375288,54,55,0.9642857142857143,0.9821428571428571,-21.024982476807157,-5.691777501629785,-15.33320497517737,-16.013280543285152,-14.600033539791161,25
26,taxa397864,34,35,0.6071428571428571,0.625,-10.958303099704102,-4.6845674623774665,-6.273735637326635,-6.931473273037848,-5.662489600977852,26
27,taxa39948,8,7,0.14285714285714285,0.125,-6.1923014616045595,-5.95681498092157,-0.2354864806829898,-4.005360695496839,3.082384691782553,27
28,taxa40544,20,12,0.35714285714285715,0.21428571428571427,-12.312364628034492,-7.990843572914308,-4.3215210551201855,-5.766330762268012,-2.9467838635968477,28
29,taxa447020,27,27,0.48214285714285715,0.48214285714285715,-17.38567397628,-10.54049713800754,-6.845176838272456,-7.687527712159146,-5.976135307734554,29
30,taxa459786,38,41,0.6785714285714286,0.7321428571428571,-14.854149425114482,-9.099207827363559,-5.754941597750921,-6.660657182540233,-4.884839711408534,30
31,taxa46255,8,5,0.14285714285714285,0.08928571428571429,-14.52817420554045,-8.651900652919755,-5.876273552620694,-8.558772516026373,-3.8287046946366834,31
32,taxa547,7,8,0.125,0.14285714285714285,-16.34852056760105,-9.625570031297073,-6.72295053630398,-8.446800547456919,-5.074025827315266,32
33,taxa561,35,35,0.625,0.625,-23.302735809581087,-8.106807714239672,-15.195928095341417,-16.12581149355161,-14.320988983391274,33
34,taxa570,11,11,0.19642857142857142,0.19642857142857142,-24.258178805416684,-8.744107907059611,-15.514070898357073,-17.696606545002904,-13.581748073516833,34
35,taxa572511,56,56,1.0,1.0,-12.522093577010946,-6.498818357334741,-6.023275219676205,-6.5156194808799075,-5.474664606467543,35
36,taxa577310,20,22,0.35714285714285715,0.39285714285714285,-17.104154834617635,-11.437910151237793,-5.666244683379842,-6.923859188956385,-4.405120883002917,36
37,taxa61170,26,12,0.4642857142857143,0.21428571428571427,-16.409872104716783,-11.242223398368383,-5.167648706348402,-6.3334556068260595,-3.8635200983417763,37
38,taxa724,20,25,0.35714285714285715,0.44642857142857145,-24.72241331842076,-9.681616597717428,-15.040796720703334,-16.039185677002035,-14.100045551832455,38
39,taxa816,54,55,0.9642857142857143,0.9821428571428571,-8.276183438430296,-2.001287751029804,-6.274895687400493,-6.856940415756351,-5.653050925536951,39
40,taxa838,26,21,0.4642857142857143,0.375,-4.2466919990462175,-5.610509350339008,1.3638173512927911,-0.5345690844707478,3.099699945849839,40
41,taxa841,56,56,1.0,1.0,-12.507046643297832,-6.0860907748108986,-6.420955868486935,-7.195850785165519,-5.722876366987678,41
42,taxa84111,12,10,0.21428571428571427,0.17857142857142858,-16.97185980242033,-12.187324096275974,-4.784535706144357,-6.256865074332003,-3.4076619722288632,42
43,taxa846,17,12,0.30357142857142855,0.21428571428571427,-16.58385044798355,-10.545208548844155,-6.038641899139397,-7.492956618765121,-4.516599772116042,43
44,taxa848,7,7,0.125,0.125,-15.614891470938504,-10.023337029640699,-5.591554441297805,-10.180984310636799,-1.4507096174310492,44
45,taxa872,16,14,0.2857142857142857,0.25,-21.782742008004735,-10.67540601632491,-11.107335991679824,-12.072359053302195,-10.129761860432748,45
46,taxa904,10,14,0.17857142857142858,0.25,-13.537814225194271,-6.105153352693591,-7.432660872500681,-8.793689010195862,-6.253363348023392,46
47,taxa906,5,4,0.08928571428571429,0.07142857142857142,-14.110433833020547,-11.294758924463464,-2.8156749085570842,-5.714173292844886,0.1266240792601162,47
48,taxa946234,9,10,0.16071428571428573,0.17857142857142858,-19.21127523920538,-12.022655177091933,-7.188620062113447,-8.643967333755105,-5.856300696065675,48
