,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,7,6,0.11666666666666667,0.1
1,taxa1017280,3,4,0.05,0.06666666666666667
2,taxa102106,47,47,0.7833333333333333,0.7833333333333333
3,taxa117563,4,7,0.06666666666666667,0.11666666666666667
4,taxa1253,2,3,0.03333333333333333,0.05
5,taxa1263,55,50,0.9166666666666666,0.8333333333333334
6,taxa1301,33,37,0.55,0.6166666666666667
7,taxa1348911,13,5,0.21666666666666667,0.08333333333333333
8,taxa1350,13,6,0.21666666666666667,0.1
9,taxa1357,8,4,0.13333333333333333,0.06666666666666667
10,taxa135858,2,5,0.03333333333333333,0.08333333333333333
11,taxa1485,25,27,0.4166666666666667,0.45
12,taxa1578,20,13,0.3333333333333333,0.21666666666666667
13,taxa1678,44,39,0.7333333333333333,0.65
14,taxa1730,60,60,1.0,1.0
15,taxa189330,59,58,0.9833333333333333,0.9666666666666667
16,taxa191303,3,3,0.05,0.05
17,taxa207244,35,32,0.5833333333333334,0.5333333333333333
18,taxa216851,60,60,1.0,1.0
19,taxa2172,25,17,0.4166666666666667,0.2833333333333333
20,taxa239759,59,53,0.9833333333333333,0.8833333333333333
21,taxa239934,36,25,0.6,0.4166666666666667
22,taxa244127,9,13,0.15,0.21666666666666667
23,taxa283168,29,31,0.48333333333333334,0.5166666666666667
24,taxa292632,60,60,1.0,1.0
25,taxa29465,17,26,0.2833333333333333,0.43333333333333335
26,taxa32207,3,5,0.05,0.08333333333333333
27,taxa33024,3,8,0.05,0.13333333333333333
28,taxa33042,58,52,0.9666666666666667,0.8666666666666667
29,taxa35832,25,38,0.4166666666666667,0.6333333333333333
30,taxa375288,60,59,1.0,0.9833333333333333
31,taxa397864,44,37,0.7333333333333333,0.6166666666666667
32,taxa39948,11,16,0.18333333333333332,0.26666666666666666
33,taxa40544,20,13,0.3333333333333333,0.21666666666666667
34,taxa447020,30,30,0.5,0.5
35,taxa459786,39,40,0.65,0.6666666666666666
36,taxa46255,7,3,0.11666666666666667,0.05
37,taxa547,7,9,0.11666666666666667,0.15
38,taxa561,35,36,0.5833333333333334,0.6
39,taxa570,8,16,0.13333333333333333,0.26666666666666666
40,taxa572511,60,60,1.0,1.0
41,taxa574697,3,3,0.05,0.05
42,taxa577309,4,3,0.06666666666666667,0.05
43,taxa577310,16,25,0.26666666666666666,0.4166666666666667
44,taxa61170,20,21,0.3333333333333333,0.35
45,taxa644652,1,4,0.016666666666666666,0.06666666666666667
46,taxa713,3,4,0.05,0.06666666666666667
47,taxa724,18,29,0.3,0.48333333333333334
48,taxa816,59,58,0.9833333333333333,0.9666666666666667
49,taxa838,22,25,0.36666666666666664,0.4166666666666667
50,taxa841,60,60,1.0,1.0
51,taxa84111,11,14,0.18333333333333332,0.23333333333333334
52,taxa846,16,12,0.26666666666666666,0.2
53,taxa848,4,9,0.06666666666666667,0.15
54,taxa872,16,17,0.26666666666666666,0.2833333333333333
55,taxa904,16,8,0.26666666666666666,0.13333333333333333
56,taxa906,4,7,0.06666666666666667,0.11666666666666667
57,taxa946234,6,14,0.1,0.23333333333333334
