"","taxon","mean.difference (Treat - Control)","se (Treat - Control)","W","p.val","q.val","diff.abn"
"1","taxa102106",-1.82763504570269,1.37686217692543,-1.32739142401592,0.184379235108197,1,FALSE
"2","taxa1263",-4.7329979535558,0.94910411087157,-4.98680587233939,6.1385689233002e-07,2.20988481238807e-05,TRUE
"3","taxa1301",-0.340700515285441,1.51472751627032,-0.224925283013502,0.822037400201308,1,FALSE
"4","taxa1348911",-0.0931954602525367,1.09490499176285,-0.0851173946174885,0.932168061586646,1,FALSE
"5","taxa1485",0.497912651741604,1.50089803446524,0.331743156635558,0.740083210034866,1,FALSE
"6","taxa1578",0.677141254483634,1.42303726480189,0.475842250398062,0.634186767026461,1,FALSE
"7","taxa1678",-2.53840480200749,1.27756688017332,-1.98690561050168,0.0469328577798215,1,FALSE
"8","taxa1730",0.112224169374517,0.559262115668614,0.200664708426299,0.840960756966534,1,FALSE
"9","taxa189330",0.0882981032843126,0.641730877230538,0.137593664910395,0.890561562574949,1,FALSE
"10","taxa207244",3.60225767789413,1.47436112657134,2.44326685841973,0.0145549703835233,0.523978933806837,FALSE
"11","taxa216851",-0.334433860306703,0.592525578791715,-0.564420967257961,0.572467672699306,1,FALSE
"12","taxa2172",-1.39585041262051,1.60931758667432,-0.867355470529005,0.38574727221814,1,FALSE
"13","taxa239759",0.990366300752818,0.855758054802354,1.15729708320602,0.247151004814919,1,FALSE
"14","taxa239934",-1.24936217693155,1.81373818825258,-0.688832701998316,0.490928553774448,1,FALSE
"15","taxa244127",0.317817424234663,1.16463861007843,0.272889307880031,0.784938305777163,1,FALSE
"16","taxa283168",1.03542281888381,1.53864056416494,0.672946523703384,0.500981312692949,1,FALSE
"17","taxa292632",-0.121193525962664,0.525872641248495,-0.230461743883335,0.817732987385072,1,FALSE
"18","taxa29465",-0.410273948587054,1.42849800059592,-0.287206526306583,0.773954189471577,1,FALSE
"19","taxa33042",0.0329056005727146,1.24223186538223,0.0264890971562621,0.978867229758112,1,FALSE
"20","taxa35832",-1.63724781652452,1.51662984667914,-1.07953026251559,0.280351410627181,1,FALSE
"21","taxa375288",-0.157766509940075,0.606232653771274,-0.260240864556924,0.79467798450817,1,FALSE
"22","taxa397864",0.651965366138768,1.7096292416451,0.381348979215758,0.702944314327251,1,FALSE
"23","taxa39948",-0.499478828002021,1.67404152627754,-0.298367047747423,0.765423036397845,1,FALSE
"24","taxa40544",1.7481227632136,1.70192401013435,1.02714501517351,0.304352184685504,1,FALSE
"25","taxa447020",1.91648640274462,1.39592193952302,1.37291803250794,0.169777829995015,1,FALSE
"26","taxa459786",-1.07993811716963,1.44900336405508,-0.745297177328413,0.456092087138792,1,FALSE
"27","taxa547",3.82270779319038,0,Inf,0,0,TRUE
"28","taxa561",2.58594498975079,1.5782547155913,1.63848393051178,0.101320783521221,1,FALSE
"29","taxa572511",0.0476824144927974,0.497730918823202,0.0957995830468684,0.923679748518241,1,FALSE
"30","taxa577310",-1.25520774192785,1.41965316828037,-0.884165069309348,0.376607111607281,1,FALSE
"31","taxa61170",3.58084121497942,1.34124111765342,2.66979677840797,0.00758971674709833,0.27322980289554,FALSE
"32","taxa724",0.0869285091969152,1.56730384260309,0.0554637249230106,0.9557690287627,1,FALSE
"33","taxa816",0.472991939677073,0.764479218376581,0.618711311317919,0.536106557025193,1,FALSE
"34","taxa838",4.11962348514548,1.62319691641804,2.5379690187167,0.0111497854387724,0.401392275795808,FALSE
"35","taxa841",0.0883805575580787,0.526286610994124,0.167932369381644,0.866636484651609,1,FALSE
"36","taxa84111",-0.0355922284622467,1.28135150626807,-0.0277770996390436,0.977839930754763,1,FALSE
"37","taxa846",4.33372099931939,0,Inf,0,0,TRUE
"38","taxa872",-0.42725200820335,1.23609809966707,-0.345645712357641,0.729608987458649,1,FALSE
"39","taxa904",-4.06340806480557,0,Inf,0,0,TRUE
"40","taxa946234",5.16612481290775,0,Inf,0,0,TRUE
