,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa574697,taxa577309,taxa577310,taxa61170,taxa644652,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,,,,,0.004290451275529149,0.000731882608221028,,,,,,,,0.1750532527281751,0.022552312258009008,,0.00103279248013447,0.031653466266643886,,0.029707697408441626,0.01201072724417284,,,0.01710894804100166,,,,0.00231505811436036,,0.02146199587451145,0.02828086111761538,0.0419548103577926,,,7.578545998629166e-05,,,,,0.01272566718597123,,,0.0009237304058570088,,,0.0008699602669109117,0.5229704004515879,,0.074280200455078,,,,,,,,Control
1,,,0.0044015456368749215,,0.02531444946724516,0.0019317812338799718,,,,0.032914441712151035,,,,0.06760842326117178,0.03250242585065278,,0.0002454720367938958,0.16007806794754972,0.007224950807594527,,,,,0.03255274920735417,0.004512151077709116,0.0004129693566778617,0.09942062454569926,0.013992329872887435,,0.001212528036731177,,,,,0.0004102148150478914,,0.0008961795249199672,0.0011988612724901705,,0.024521035533904858,,,,,,0.0007043151060016483,,0.4514873836166433,0.03626587132455418,,7.543206309764945e-05,,0.0001157966923675995,,,,Control
2,,,0.02745081432759428,,0.17292663041537287,0.03442991966416703,,,0.000872949385262002,,,0.0017998777564741618,0.0004861169925643691,0.3018017144705518,0.0333795232910651,0.00035407765831199856,0.0008230519861511758,0.07845269083714368,,0.002932109945704691,0.024044730110172233,,,0.2340432913508113,,,,0.01983834875322828,,1.4999831634542879e-05,,,,0.007231143323901466,,,,0.0002993843946649578,,0.025167574649672293,,,,0.00018183469369221366,,,0.016366040789338083,,0.015346562436544076,0.0017566129359772489,,,,,,,Control
3,,,,,0.00211654911618962,,,,,,,,,0.06312496647229271,0.009247141838014936,,,0.015672351631388175,,0.035355217551784786,0.005056478673976175,,,0.008096891270946309,,,,,,0.008533452044769796,0.012039749649110023,0.006687726737375769,,,,,,,,0.006509279268387394,,,,,,,0.81055484252186,,0.017005353223904236,,,,,,,,Control
4,,,0.004981794714033344,0.00011351680939432363,0.03807681281974317,0.0016032866324884446,,,,,0.01157605919425857,,0.027768579277384742,0.12886149389227566,0.018224426715218518,,0.0005818566282697349,0.01798267795447135,0.06087200603564229,0.17566670933689033,0.04223002333733002,,0.010577531704215909,0.04573466120709083,0.0035743411737748725,0.0009754036955364107,,0.0045850390819787215,0.001364857076694324,0.030738935789869543,0.039361013216078364,,,0.001422943163372706,0.020420855272817076,,,0.0007908559001468084,,0.01333579102020079,,,0.0004185517445796554,,,0.003226820415190497,0.2481603583148131,0.026723804198329572,0.019341449822085084,,0.0003833681720773211,,0.0003241756837479224,,,,Control
5,,,0.00538521125183771,,0.0014128579108231528,0.0011101760074213039,0.0009623784984307167,0.00851638210596352,,,7.918824143971001e-05,0.0020567373992609506,0.0012832398035638609,0.010306282862863423,0.004011382565070446,,0.00028850813256049983,0.015975893907887333,,0.13031652495292353,,,0.014824942632176057,0.06996871704983436,,,,0.019133974384914838,0.00022770470982080032,0.02168607480423249,0.03981514937819256,,0.0009641245426647961,0.0025731556586109663,,0.0006545611708109881,,0.0003587607358610987,,0.003933837659380458,,,0.0001512895974587456,,,,0.5748563056949595,0.03757261233072872,0.030963834904738904,0.0001611496119570752,,,0.0004490414936114294,,,,Control
6,,5.258557520140983e-05,0.013271448555965789,,0.012531516018918696,0.002414495450994483,,,,,0.0009812609637391673,,0.12379209621646284,0.05650042492374587,0.010273263313436271,,,0.024427261331131673,0.003943817208099593,0.20406130206325207,,0.0016176372624817567,0.009948665981674785,0.0560145382461651,4.087746248861992e-05,,,0.000771019594939673,0.02476831057989475,0.08184586471477627,,,,0.00354967772410438,0.015046842544051777,,,0.0009665248908420353,,0.010431423767065082,,,1.917708116750071e-05,,0.0009535046620493638,,0.3353587022566378,,0.0057355621811810255,0.0004157389333101862,,,0.00013565261625853131,,,0.00013080787996358373,Control
7,,,0.010484517213804232,,0.0018286972872169137,0.0005365582566016106,0.0010522671540968834,0.015922447055919334,,,,0.0018150409570022626,0.0020352101891651926,0.01256184310836423,0.003974409079645699,,8.131250051471855e-05,0.022147335957503168,,0.14707867641179612,,,0.016541673021377577,0.07034511214401153,,,,0.0010434061764766898,,0.02864827037365492,0.03225990060485033,,0.0005371837373748008,0.005576995067354376,,,,,,0.002864284954028727,,,,0.0009642828586681367,,,0.5663321838734169,0.026126644636538857,0.02808366972905528,0.0011188808564416336,,,3.919679511991562e-05,,,,Control
8,0.0005833498232179138,,,5.6624040102856134e-05,0.0596308173690373,0.0016802878375126323,,,,,0.044286008026559534,,,0.00424446064634305,0.034751884353341755,,0.0002869901888666342,,,0.0033223850004954606,,,0.00031632062690552373,0.005705381249356487,0.00018504654832174387,,,,0.00971652233477212,0.09570521932089646,,,,,,,,0.0340413341234899,,0.05120412141538509,6.079955385144807e-05,,,0.0030746039041460917,,0.0010915403989611733,0.6304893366035415,,0.00030919170099329363,0.00037375940139834895,,0.014424465007208873,4.409749885708041e-05,,0.00024289269000955373,0.004172560336428272,Control
9,,,0.001035251040640824,,0.013494779956029681,,,,,,0.0003820814920818664,,0.0015256439708128521,0.03849058417722556,0.0004561458849854248,,,0.08583856830021289,,0.23112938812186626,0.055919751333442735,0.0005512536430036432,0.003252747216473406,0.2092618245402153,0.0001418364070228311,,,2.7129436397821516e-05,0.001183998748951313,0.16142117810454362,0.016181728850670193,,,0.0009683042565260478,0.003856402964762575,,,0.0005867385331969914,,0.003891784701205361,,,7.633377541592365e-05,,0.00015596847084983314,,0.13374399529123757,,0.029938519333127505,,0.0035499331718426984,,0.002938128277259126,,,,Control
