"","taxon","mean.difference (Treat - Control)","se (Treat - Control)","W","p.val","q.val","diff.abn"
"1","taxa100883",-3.85973520775223,0,Inf,0,0,TRUE
"2","taxa102106",0.906654456393246,1.37674645592618,0.658548603841012,0.51018567624711,1,FALSE
"3","taxa1263",0.793786301269403,1.12003420517752,0.708716124561205,0.478500656509209,1,FALSE
"4","taxa1301",1.31628026495013,1.48211194439383,0.888111232035496,0.374480921402442,1,FALSE
"5","taxa1348911",3.33000306197796,0,Inf,0,0,TRUE
"6","taxa1485",-1.8999510742628,1.27982705289873,-1.48453735991869,0.137666419448952,1,FALSE
"7","taxa1578",-1.63670948802951,1.39895197009888,-1.16995402487895,0.242019470973618,1,FALSE
"8","taxa1678",-0.295768023149789,1.46893985324944,-0.201347946613009,0.840426514180223,1,FALSE
"9","taxa1730",0.0587900077762136,0.598405359846421,0.098244453878725,0.921738184085692,1,FALSE
"10","taxa189330",3.95168347017579,0.731922029959899,5.39904977363818,6.69947869228373e-08,2.54580190306782e-06,TRUE
"11","taxa207244",-4.46026538570043,1.29654565966089,-3.44011439355481,0.000581468363545299,0.0220957978147214,TRUE
"12","taxa216851",-1.03725111740982,0.596578426436076,-1.73866682308023,0.0820933850069865,1,FALSE
"13","taxa2172",-0.562930921221267,1.78018599126223,-0.316220284837835,0.751835312052506,1,FALSE
"14","taxa239759",0.125794241474594,0.864820941921649,0.145456978869032,0.88435008032479,1,FALSE
"15","taxa239934",3.78218650484238,1.93095922350761,1.95870863496123,0.0501469186170646,1,FALSE
"16","taxa244127",-0.804165455272323,1.03244270425159,-0.778895963873611,0.436041001697011,1,FALSE
"17","taxa283168",-0.280838525369379,1.49896627474951,-0.187354799170722,0.851382460044396,1,FALSE
"18","taxa292632",0.224348668851121,0.538084477389727,0.4169394923627,0.676722666166616,1,FALSE
"19","taxa29465",0.443502701246651,1.37409187762117,0.322760587170084,0.746876563652459,1,FALSE
"20","taxa33042",-0.445360271366198,1.3149395293047,-0.33869258733266,0.734841325422654,1,FALSE
"21","taxa35832",0.770187402311942,1.46175003403912,0.526894054644727,0.598267162755754,1,FALSE
"22","taxa375288",0.649213019927295,0.660014454653389,0.983634548228543,0.325295231943168,1,FALSE
"23","taxa397864",4.89360241303885,1.88962587041078,2.58972026667641,0.0096053950189695,0.365005010720841,FALSE
"24","taxa39948",-0.000753265600697439,1.74041593891356,-0.000432807804074502,0.999654669346115,1,FALSE
"25","taxa40544",0.969779018328453,1.42949444843935,0.678406984642163,0.497513681729503,1,FALSE
"26","taxa447020",-0.608841615697623,1.39868148808342,-0.435296828395078,0.663346986726621,1,FALSE
"27","taxa459786",4.20947671899267,1.56395448012206,2.69155961538225,0.00711187863942026,0.27025138829797,FALSE
"28","taxa561",0.509736063312429,1.59479989984464,0.319623837048201,0.749253502192731,1,FALSE
"29","taxa570",-3.43030830444203,0,Inf,0,0,TRUE
"30","taxa572511",-0.201853544283331,0.505159624041601,-0.399583685387152,0.689463174784795,1,FALSE
"31","taxa577310",3.81692764876199,1.58638193683274,2.40605844036689,0.0161256848744801,0.612776025230243,FALSE
"32","taxa61170",-1.48335105802398,1.35084137012337,-1.09809418843051,0.272163362787941,1,FALSE
"33","taxa724",2.65270342735451,1.50658525217418,1.76073901130145,0.0782825866600756,1,FALSE
"34","taxa816",5.78286065052069,0.819255048369112,7.05868174023781,1.68089554279138e-12,6.38740306260723e-11,TRUE
"35","taxa838",-3.06063863597366,1.6240153986558,-1.88461183219503,0.0594822636632431,1,FALSE
"36","taxa841",0.18404870712639,0.539568511242359,0.341103498984062,0.733025667220413,1,FALSE
"37","taxa84111",0.877119323217646,1.26228675560623,0.694865346025437,0.48713969175904,1,FALSE
"38","taxa846",0.425688066905201,1.11573081592565,0.381532947579327,0.702807828081261,1,FALSE
"39","taxa872",0.993517620903104,1.20082695707452,0.827361190594468,0.408032370678876,1,FALSE
"40","taxa904",0.472957870945895,1.25775955815977,0.376032022875567,0.70689308936462,1,FALSE
"41","taxa946234",-0.27499569292106,1.1124327363229,-0.24720208597065,0.804751831024216,1,FALSE
