,taxa100883,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa946234,condition
0,,,0.003402738108195431,0.006307467796144788,0.0002922281534237147,,,,,,0.013856073044731892,0.07770777325879381,0.004848344482622512,,0.037347605338061175,0.000750391865142911,0.17506150963833414,0.004637520581809408,4.2164780162620885e-05,0.02047664963902207,0.05064655857217546,0.0006109858216387433,,0.0005990828454205872,0.016836356369862596,0.05665493887266913,,,,,0.013858998352446522,,,0.0006350943921145004,,0.005819849261919645,9.300461078932169e-05,,,0.48224706402499945,,0.027267600189519594,,,,,,Control
1,0.0005921039506296118,,,0.06052567625496731,0.001705503331256628,,,,0.044950592708665735,,,0.004308155787428479,0.03527339376556301,0.0002912969505716211,,,0.003372242873845989,,,0.0003210675402680821,0.005790999916580325,0.00018782347735579687,,,0.009862334797777582,0.09714143417955198,,,,,,,,0.034552180556145624,,0.05197252381311222,,0.003120743412972762,0.0011079207651620425,0.6399508702573925,,0.0003138316330501922,0.00037936827842365137,,4.475925464780409e-05,,0.004235176494630905,Control
2,,,0.0007150674484352158,0.008422811363679752,0.00015407644689187142,,,,,,,0.2768164483057008,0.013372968716702118,,0.12424774212989785,,,,,,0.005725699548864574,6.986587712377558e-05,0.04620043663593221,0.003778123724522044,,0.0002168215773073154,,,,,,,0.0017702795512278382,0.0012118685303759182,,0.007630654092184772,,,0.00197492361967163,,0.4784986989157373,0.029193513515744837,,,,,,Control
3,,,0.00106761676469199,0.0040795275209158524,0.004095873710343317,,,,,,,0.4181044377096361,0.030356578584105107,0.002351845610140574,0.028413588276392607,,0.013664010394170806,0.12260945754418258,,,0.014972206965221625,,,0.012283509512830405,,0.0028518584965537123,0.0009731498294731422,0.07868945278673949,,0.0009807713656479113,,,,,,0.018331900451104683,,,0.0003503900972979347,0.16289830173120184,,0.08158102349809856,0.0013444991512516914,,,,,Control
4,0.0014005406349882987,,0.030828907542816284,,0.0011630812561987337,,0.0025601774254727224,0.0012745566920436809,,0.03746868928476818,0.00502516234393178,0.1217952638805184,0.07741207061864486,0.010255009453492721,0.0020238845515295205,0.005329840993024854,0.10607806244837217,,,0.0005767914405235756,0.10204615876314874,,,0.04981448942684718,,0.028433855716132602,0.10035085536521461,,,0.0031229822476412203,,0.002221680385730059,,0.0005037270162806327,,0.07229609963315398,,0.000852557453166226,,0.18294079297445898,0.03584123142363109,0.011592819061381007,,0.006790711966888039,,,,Control
5,,,0.015157875698059356,0.07448660774988873,0.0015705121425744009,,,,,,0.2365415969344743,0.10218030640580747,0.024334790496939263,0.0005660232383565404,0.035017575318321975,0.2936435752207653,0.04048183092384057,0.05008123971283791,,,0.04533905493436288,0.009501636233429929,,0.013081989518264042,,0.004363828730109328,0.016881413760936822,,,0.001963329032492,,,,,,0.008645856580395156,,,0.003306892296083789,0.013612939820020795,0.0014063707992874044,0.007834754452752116,,,,,,Control
6,,,0.00853096579435266,,0.0024617941388687063,,,,0.0004652924036023354,,0.0046583695908119374,0.0321667912925579,0.0021221528698325857,,0.009339731524064566,,0.23175776962177091,,,0.00729341304684337,0.06564938997180918,,,,0.0031291771312918232,0.057852162263414594,0.11576442731671802,0.16149599474403123,0.0028213015985224395,,0.05625379108935803,,,,0.0009641657284009382,0.0017658724056091233,,0.00034740622679021364,,0.23060916093580852,,0.0024951733728505823,0.0006899719604350193,5.213614492033105e-05,,,0.0013135888273350716,Control
7,,,0.0004999386093013817,0.002499793194465503,,,,,,,,0.20942440361389913,0.021270124481909573,0.0018748699328387758,0.05161165105326609,,0.05720341232136358,0.06534864608973297,,,0.010843119624933877,,,0.00818679517118591,,0.04257890607583644,0.02251616538273646,0.02596816536751396,,,,,,0.0023143191751493655,,0.008028761692524537,,,,0.4255356864231215,,0.044295241790220874,,,,,,Control
8,,,0.003944705696427894,0.026727564557411054,,0.0004013439596287048,,,,,0.026711337155489415,0.0834020241668392,0.006251890828241428,,0.04644416796994064,0.005606515684300754,0.16946989005573443,0.01897758478998383,,0.019492623922311884,0.10930033747828036,,,0.025552473267939323,0.0015713706459529228,0.026108752740182865,0.09871738408492908,,0.01203422059323454,0.0006435146774783198,0.001368166364564812,,,,,0.016472259979929706,,,,0.2793748791342795,,0.016789986308000434,,,,0.004637005938919026,,Control
9,,,0.012288676372261454,0.12275458477916762,0.0003471222407137175,,,,0.0002270427543976951,,0.023447832834713682,0.14324740481895956,0.0073682643643941635,0.0004042642147269305,0.062261874549574825,,0.019534726052022378,,,,0.15165601914439147,7.818892885437866e-05,,0.00882568973006213,0.001593061296866586,0.01141090651166347,,,,0.000259375757487022,0.0012566150477389673,,,,,0.004153469107544042,0.0020062730093037707,,0.004837952682378472,0.417366198305832,,0.0046744574969456495,,,,,,Control
