,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,10,10,0.11627906976744186,0.11627906976744186
1,taxa1017280,7,4,0.08139534883720931,0.046511627906976744
2,taxa102106,68,69,0.7906976744186046,0.8023255813953488
3,taxa117563,4,5,0.046511627906976744,0.05813953488372093
4,taxa1253,6,4,0.06976744186046512,0.046511627906976744
5,taxa1263,78,79,0.9069767441860465,0.9186046511627907
6,taxa1301,56,48,0.6511627906976745,0.5581395348837209
7,taxa1348911,13,12,0.1511627906976744,0.13953488372093023
8,taxa1350,13,15,0.1511627906976744,0.1744186046511628
9,taxa1357,7,12,0.08139534883720931,0.13953488372093023
10,taxa135858,3,3,0.03488372093023256,0.03488372093023256
11,taxa1485,37,42,0.43023255813953487,0.4883720930232558
12,taxa1578,20,24,0.23255813953488372,0.27906976744186046
13,taxa1678,57,67,0.6627906976744186,0.7790697674418605
14,taxa1730,86,86,1.0,1.0
15,taxa189330,84,85,0.9767441860465116,0.9883720930232558
16,taxa191303,5,1,0.05813953488372093,0.011627906976744186
17,taxa207244,45,49,0.5232558139534884,0.5697674418604651
18,taxa216851,86,86,1.0,1.0
19,taxa2172,33,29,0.38372093023255816,0.3372093023255814
20,taxa239759,80,82,0.9302325581395349,0.9534883720930233
21,taxa239934,40,41,0.46511627906976744,0.47674418604651164
22,taxa244127,17,19,0.19767441860465115,0.22093023255813954
23,taxa283168,44,41,0.5116279069767442,0.47674418604651164
24,taxa292632,86,86,1.0,1.0
25,taxa29465,29,32,0.3372093023255814,0.37209302325581395
26,taxa32207,2,7,0.023255813953488372,0.08139534883720931
27,taxa33024,9,6,0.10465116279069768,0.06976744186046512
28,taxa33042,77,75,0.8953488372093024,0.872093023255814
29,taxa35832,38,49,0.4418604651162791,0.5697674418604651
30,taxa375288,85,84,0.9883720930232558,0.9767441860465116
31,taxa397864,57,55,0.6627906976744186,0.6395348837209303
32,taxa39948,20,16,0.23255813953488372,0.18604651162790697
33,taxa40544,20,26,0.23255813953488372,0.3023255813953488
34,taxa447020,44,48,0.5116279069767442,0.5581395348837209
35,taxa459786,56,57,0.6511627906976745,0.6627906976744186
36,taxa46255,10,8,0.11627906976744186,0.09302325581395349
37,taxa547,6,14,0.06976744186046512,0.16279069767441862
38,taxa561,48,49,0.5581395348837209,0.5697674418604651
39,taxa570,12,15,0.13953488372093023,0.1744186046511628
40,taxa572511,86,86,1.0,1.0
41,taxa574697,3,5,0.03488372093023256,0.05813953488372093
42,taxa577309,4,3,0.046511627906976744,0.03488372093023256
43,taxa577310,29,28,0.3372093023255814,0.32558139534883723
44,taxa61170,29,32,0.3372093023255814,0.37209302325581395
45,taxa644652,3,7,0.03488372093023256,0.08139534883720931
46,taxa713,3,1,0.03488372093023256,0.011627906976744186
47,taxa724,32,39,0.37209302325581395,0.45348837209302323
48,taxa816,83,84,0.9651162790697675,0.9767441860465116
49,taxa838,33,35,0.38372093023255816,0.4069767441860465
50,taxa841,86,86,1.0,1.0
51,taxa84111,19,19,0.22093023255813954,0.22093023255813954
52,taxa846,22,16,0.2558139534883721,0.18604651162790697
53,taxa848,4,8,0.046511627906976744,0.09302325581395349
54,taxa872,19,28,0.22093023255813954,0.32558139534883723
55,taxa904,12,16,0.13953488372093023,0.18604651162790697
56,taxa906,4,6,0.046511627906976744,0.06976744186046512
57,taxa946234,15,16,0.1744186046511628,0.18604651162790697
