,taxa102106,taxa1263,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa283168,taxa292632,taxa33042,taxa375288,taxa397864,taxa459786,taxa561,taxa572511,taxa816,taxa838,taxa841,condition
0,0.0007528369643492746,0.0088677001759698,,,0.2914377588861707,0.014079322440213074,,0.13081044762562458,,,0.006028128222835395,0.00397768238776547,0.00022827398789115687,,,0.0012758788385558567,0.008033701541485022,,0.5037727681844515,0.0307355007446882,Control
1,0.02177488854609402,0.1935631431511115,0.0010243405652512524,0.0565256766886144,0.08780225456944817,0.002456349374304383,,0.011064670356039003,0.09749860997123164,,0.32372194902644214,0.007772028940171481,0.02113450336095377,0.046968979024731274,,0.002099277764075481,0.0025012935229277895,0.11620020109059871,,0.00789183404800504,Control
2,0.028013912427863465,0.1812903291165793,0.006994948953200943,0.1126162646567362,0.15591144101430932,0.05219052505619559,0.002137875223173316,0.024703110958554722,0.017190155583683142,0.0007365613312452176,0.2078997990546271,0.02204395173497141,0.004734611469857003,0.014287561648276473,0.0012527799826943843,0.0008664726340052966,0.014983600187835058,0.021542184226145785,0.003962145753330616,0.12664176898671567,Control
3,,0.0007482039660837163,0.0016974500795558646,0.003067507111812152,0.00933608306183316,0.0021077138193014242,,0.019296709796736488,0.16916276062294652,0.006825639202099448,0.02783551222267376,,0.01673331479325807,,0.012997999049462396,0.0028325633175139996,0.008681081718682196,0.7177279998760169,,0.0009494613620239564,Control
4,0.006498801517940229,,,0.04786000557256998,0.03317587256420131,0.01898658714245971,0.002509870332854053,0.050024094038330566,0.12863612562381735,0.010905622739964973,0.03871312639623925,0.11269747913422548,0.008630841908214101,0.05653691658929622,,,0.005124002332340863,0.3504783860504848,0.10666210965523124,0.022560158401829945,Control
5,0.00938136025361548,0.14359371959548264,0.0012676727886942706,0.07231551068336112,0.1659012709728346,0.033647950349103124,0.0016590000658744787,0.03468942459211877,0.10969744395643385,,0.1383136462206699,0.008100158541283637,0.007398930405825985,0.06634381850202953,0.0024503788794030482,0.005429397288980718,0.008060962594296284,0.05713479397661976,0.010790012012925558,0.12382454832044734,Control
6,,0.0045473352980746565,,,0.18553429092967363,0.0239025964865195,0.0010946293056136205,0.03354866777807025,0.0314863990695866,,0.018133319397777535,0.0024536685780743813,0.022746999124296553,0.02997413319982727,8.032299521545918e-05,,0.013487596495121696,0.5542824307050187,,0.07872761063713017,Control
7,0.0054288537534958456,0.026577455452097595,,0.02003763924499672,0.11571472422657453,0.00413563789371044,,0.030376890644091895,0.11597478782622446,0.017380395027207982,0.12562325181645026,0.00888080637680124,0.04859533801009151,0.06222883278129873,0.0007523044611560548,,0.018181892241550833,0.3869934360574109,,0.013117754186841182,Control
8,,0.00033350331355685455,,0.02080420222481714,0.001874289217897769,0.00018068920731908084,0.07403131022940754,0.6220896422948693,1.6535438868264393e-06,,0.0035701613343670936,0.0003140809712241654,,,,,0.2764104256601643,0.0003140731443770024,,7.596885811285234e-05,Treat
9,0.00018561001215475724,0.00084994503201897,1.0539094614378548e-07,0.004274884267085267,0.0020701043761857975,0.00017175882048892777,0.021988819904774273,0.6090674021122487,0.00016968298732458932,0.005270311383254445,0.001799218342375533,0.003602206763467328,0.0275120978702482,0.030571571959268375,9.981418375809711e-05,0.0009379429119030123,0.24335295853279687,0.04792154091181758,1.623826055555169e-06,0.0001524004118275471,Treat
10,0.000252501279895824,0.008512030443525038,,0.0025373752049299004,0.01998122493529082,5.868392121501785e-05,,0.4517918838678241,0.00041481272140691774,0.00806293747128056,0.004142864933051756,,0.02457412294936136,0.140451468992106,0.0002637285572907176,0.0013986528261071807,0.32046526660494146,0.016913063628022924,2.1742418410408184e-06,0.00017720742190940495,Treat
11,0.0007588871712891472,0.0012082270999533658,,,0.0008640288146993506,0.00013747295698956407,0.07946313255338189,0.39011253470180846,0.00010044969765778353,0.0005908940606058131,0.0005719777841646639,0.004700328745718168,0.01434845708661763,0.012290894439713792,,0.0008192371120721393,0.47859937103683337,0.015288574256541235,2.7886591742700938e-05,0.00011764589021085204,Treat
12,0.00023330911019076877,0.0011580645467014383,,0.013772952989784764,0.001294503245244396,0.00010776754781418293,0.010455513543383485,0.43776265473718323,0.00010508642836387866,0.006177563515923187,0.0011957008451693848,0.00783111557799669,0.009659583828367128,0.03681178169834006,,0.0008622726221803612,0.44315578211442697,0.029074608837243863,9.913963605772124e-05,0.00024259917562854166,Treat
13,0.0004444997707648763,0.02318339933108624,2.549994312621601e-07,,0.019815309324817367,0.0001680479446537493,,0.8264303724721154,2.9786141117468325e-06,,0.003307092941875653,0.0012192421017999278,0.0011517882981760164,,3.2548873838003036e-05,,0.11837889981722825,0.005854191507044101,,1.1374003057315169e-05,Treat
14,,0.005997847890013048,6.252468970353529e-06,0.032609166546276894,0.00051659996135489,,,0.7739897529845885,0.0001424116432579004,0.000326252552758743,0.003436615529948715,,0.023188441989556677,0.02007360168435703,0.00086391689419028,0.0013972312425492236,0.1310455541143363,0.006046254457007817,,0.0003601000408336211,Treat
15,0.0017305793420929565,0.009312161647488153,4.575678349076153e-06,0.23699386830863917,0.005425029389876437,0.0006019029856691631,0.023669064819424823,0.454370742886437,8.769336241863177e-05,,0.0037913582713645193,0.0018915333553364154,0.003869380010188357,0.02292410703117185,2.2320510082692416e-05,0.005644420000903057,0.22258776158078133,0.006939671575450705,1.4078845155844453e-06,0.00013242135981007708,Treat
