,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate,treat_logged_mean,control_logged_mean,logged_mean_diff,logged_mean_diff05,logged_mean_diff95,ID
0,taxa100883,8,7,0.125,0.109375,-13.789441898745903,-10.581177985068418,-3.2082639136774853,-6.219625552240934,-0.5143868160186087,0
1,taxa102106,54,49,0.84375,0.765625,-11.803348908122068,-7.954276354027426,-3.8490725540946418,-4.642742782399142,-3.060759793890247,1
2,taxa117563,4,4,0.0625,0.0625,-21.810498556527502,-11.421026979650376,-10.389471576877128,-12.249422747467422,-8.448321603302933,2
3,taxa1263,60,59,0.9375,0.921875,-10.707164065183449,-5.9278274451831825,-4.779336620000266,-5.570720290595272,-3.883203337877073,3
4,taxa1301,41,38,0.640625,0.59375,-15.691162111063928,-9.681283979213775,-6.009878131850154,-7.025045265422229,-4.887126360599294,4
5,taxa1348911,13,14,0.203125,0.21875,-24.8379164288529,-9.998056694576572,-14.839859734276327,-15.62380390213268,-14.074512921073671,5
6,taxa1350,10,13,0.15625,0.203125,-17.760924106660017,-7.372281398702865,-10.388642707957155,-12.328006072052556,-8.28305750525575,6
7,taxa1357,9,8,0.140625,0.125,-15.864988170378892,-9.57593377518481,-6.289054395194084,-8.097099948121903,-4.4412637597578355,7
8,taxa1485,38,21,0.59375,0.328125,-14.951634718213253,-9.53709482987985,-5.414539888333402,-6.814635793033932,-3.955745983978948,8
9,taxa1578,19,24,0.296875,0.375,-13.551917617697644,-8.839524937858048,-4.712392679839591,-6.405273339529319,-2.935001220953631,9
10,taxa1678,51,45,0.796875,0.703125,-13.758781921368046,-6.9673050825002365,-6.7914768388678075,-7.958323773037863,-5.698434238856463,10
11,taxa1730,64,64,1.0,1.0,-8.985204552088284,-3.841708507002952,-5.143496045085332,-5.831715067324969,-4.417969662483185,11
12,taxa189330,62,64,0.96875,1.0,-18.562678379443756,-7.303955662475002,-11.258722716968753,-12.06868900277898,-10.440693619388737,12
13,taxa191303,6,4,0.09375,0.0625,-15.505491827147555,-10.536996089048499,-4.968495738099057,-6.956764932661113,-2.958469214220796,13
14,taxa207244,35,41,0.546875,0.640625,-15.116047223525944,-10.174040537138502,-4.942006686387444,-5.969852293030893,-3.8055569823714617,14
15,taxa216851,64,64,1.0,1.0,-14.831584938668536,-5.349330409180413,-9.482254529488124,-10.116642104969097,-8.758733241089931,15
16,taxa2172,22,28,0.34375,0.4375,-15.851893216028468,-5.454806656499376,-10.39708655952909,-11.889329741481852,-8.7198274595348,16
17,taxa239759,61,61,0.953125,0.953125,-9.856017256209082,-4.254448784643773,-5.601568471565308,-6.216435259544584,-5.041221930847214,17
18,taxa239934,34,35,0.53125,0.546875,-7.410443894197181,-5.918657167736395,-1.4917867264607867,-2.3778433774431287,-0.5425088015273112,18
19,taxa244127,13,6,0.203125,0.09375,-16.589361200431426,-11.113697069703264,-5.475664130728166,-7.405989720543239,-3.2956587633535515,19
20,taxa283168,35,30,0.546875,0.46875,-5.300533946003667,-7.508080422784528,2.207546476780861,1.4442618727776235,2.97947424097403,20
21,taxa292632,64,64,1.0,1.0,-10.3677622588524,-4.580287366756405,-5.787474892095993,-6.439006460216436,-5.132133043993169,21
22,taxa29465,30,21,0.46875,0.328125,-24.08771634359746,-10.379516283526408,-13.708200060071052,-14.77944043464146,-12.56684617074578,22
23,taxa32207,5,5,0.078125,0.078125,-13.44777605640524,-13.239660054736406,-0.20811600166883482,-2.5073040986942132,2.11016045041384,23
24,taxa33042,57,58,0.890625,0.90625,-17.776299289635535,-6.879603570461124,-10.89669571917441,-11.639755042173505,-10.145943100139775,24
25,taxa35832,33,28,0.515625,0.4375,-18.73589585554632,-9.153210888313254,-9.582684967233067,-10.384030725602546,-8.864879534559046,25
26,taxa375288,63,64,0.984375,1.0,-4.776305919273798,-5.959294621021034,1.182988701747237,0.713910625786821,1.6416809011153473,26
27,taxa397864,45,46,0.703125,0.71875,-10.258848469707962,-5.19453020947741,-5.064318260230554,-5.531654701144037,-4.593269759591843,27
28,taxa39948,16,9,0.25,0.140625,-11.095459306191037,-5.65579838656164,-5.439660919629396,-6.970736621029797,-3.7082953101714735,28
29,taxa40544,17,23,0.265625,0.359375,-13.457040542751383,-7.703798836575615,-5.753241706175769,-6.851891887467302,-4.689080866742986,29
30,taxa447020,30,42,0.46875,0.65625,-11.69112468707927,-11.25766801852372,-0.4334566685555511,-1.2142387226300633,0.3880439444465671,30
31,taxa459786,49,34,0.765625,0.53125,-24.15581773191491,-8.640705935579689,-15.515111796335221,-16.313539189197655,-14.806732222578995,31
32,taxa46255,9,8,0.140625,0.125,-23.51559501501514,-8.31877188262058,-15.196823132394556,-17.1505724672036,-13.400621217230421,32
33,taxa547,9,9,0.140625,0.140625,-16.104273865546656,-8.853182521981918,-7.251091343564736,-8.267333529778213,-5.996838011212125,33
34,taxa561,41,31,0.640625,0.484375,-13.131141229022008,-8.45520636338563,-4.675934865636378,-5.682690328967089,-3.5726647304019723,34
35,taxa570,8,12,0.125,0.1875,-14.774749275890084,-8.406926168908361,-6.367823106981721,-7.949620988449748,-4.677620468084056,35
36,taxa572511,64,64,1.0,1.0,-11.149792039282813,-6.815280589598175,-4.334511449684638,-4.906645785717689,-3.7558543542719045,36
37,taxa574697,4,4,0.0625,0.0625,-19.79133411749343,-13.752087636565829,-6.039246480927605,-8.569465019770046,-4.29105211099065,37
38,taxa577310,26,18,0.40625,0.28125,-8.91877730550261,-11.014943007257745,2.0961657017551367,1.1590595842104343,3.0397064485521477,38
39,taxa61170,25,19,0.390625,0.296875,-16.188040852076565,-10.899330779299989,-5.288710072776572,-6.135630045269072,-4.387713530402962,39
40,taxa724,28,27,0.4375,0.421875,-19.797500477931138,-9.155797454336012,-10.641703023595124,-12.007860106828344,-9.14700100629689,40
41,taxa816,64,61,1.0,0.953125,-0.18005633875551624,-2.1064874561804756,1.9264311174249593,1.6147278187346146,2.2657608305434205,41
42,taxa838,26,29,0.40625,0.453125,-17.892927544421866,-6.937973354456854,-10.954954189965006,-12.615412539175086,-9.273586929297826,42
43,taxa841,64,64,1.0,1.0,-12.760288428387703,-5.855267860891467,-6.905020567496236,-7.530152122750926,-6.262528422278608,43
44,taxa84111,13,10,0.203125,0.15625,-17.094747753589967,-11.77437785771173,-5.320369895878235,-7.083243472357905,-3.4716894753283394,44
45,taxa846,17,12,0.265625,0.1875,-6.442687273386861,-10.793546121595647,4.3508588482087855,3.1039535784025247,5.576879798391346,45
46,taxa848,5,5,0.078125,0.078125,-25.124060166982687,-11.292894498888748,-13.831165668093938,-18.567710128380515,-9.770955431124783,46
47,taxa872,19,12,0.296875,0.1875,-15.712018369296999,-10.347804685178083,-5.364213684118917,-6.757053379369751,-3.7941482155669375,47
48,taxa904,9,16,0.140625,0.25,-20.83666573967056,-7.953133898823102,-12.883531840847454,-14.22494611844516,-11.32472826669325,48
