,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,6,1,0.12,0.02
1,taxa1017280,2,1,0.04,0.02
2,taxa102106,38,44,0.76,0.88
3,taxa117563,1,1,0.02,0.02
4,taxa1253,1,1,0.02,0.02
5,taxa1263,49,44,0.98,0.88
6,taxa1301,22,35,0.44,0.7
7,taxa1348911,13,9,0.26,0.18
8,taxa1350,9,7,0.18,0.14
9,taxa1357,5,7,0.1,0.14
10,taxa135858,1,2,0.02,0.04
11,taxa1485,18,25,0.36,0.5
12,taxa1578,21,10,0.42,0.2
13,taxa1678,34,34,0.68,0.68
14,taxa1730,50,50,1.0,1.0
15,taxa189330,48,50,0.96,1.0
16,taxa191303,2,3,0.04,0.06
17,taxa207244,25,28,0.5,0.56
18,taxa216851,50,50,1.0,1.0
19,taxa2172,17,19,0.34,0.38
20,taxa239759,47,47,0.94,0.94
21,taxa239934,27,28,0.54,0.56
22,taxa244127,7,7,0.14,0.14
23,taxa283168,24,21,0.48,0.42
24,taxa292632,50,50,1.0,1.0
25,taxa29465,9,14,0.18,0.28
26,taxa32207,2,3,0.04,0.06
27,taxa33024,2,5,0.04,0.1
28,taxa33042,43,47,0.86,0.94
29,taxa35832,25,25,0.5,0.5
30,taxa375288,47,49,0.94,0.98
31,taxa397864,35,33,0.7,0.66
32,taxa39948,10,12,0.2,0.24
33,taxa40544,18,14,0.36,0.28
34,taxa447020,23,28,0.46,0.56
35,taxa459786,33,32,0.66,0.64
36,taxa46255,4,4,0.08,0.08
37,taxa547,4,4,0.08,0.08
38,taxa561,22,26,0.44,0.52
39,taxa570,5,7,0.1,0.14
40,taxa572511,50,50,1.0,1.0
41,taxa574697,2,2,0.04,0.04
42,taxa577309,1,1,0.02,0.02
43,taxa577310,18,14,0.36,0.28
44,taxa61170,15,16,0.3,0.32
45,taxa644652,1,0,0.02,0.0
46,taxa713,1,2,0.02,0.04
47,taxa724,14,20,0.28,0.4
48,taxa816,49,48,0.98,0.96
49,taxa838,16,14,0.32,0.28
50,taxa841,50,50,1.0,1.0
51,taxa84111,9,10,0.18,0.2
52,taxa846,7,10,0.14,0.2
53,taxa848,2,1,0.04,0.02
54,taxa872,11,13,0.22,0.26
55,taxa904,14,10,0.28,0.2
56,taxa906,1,2,0.02,0.04
57,taxa946234,7,7,0.14,0.14
