,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,14,9,0.15730337078651685,0.10112359550561797
1,taxa1017280,3,6,0.033707865168539325,0.06741573033707865
2,taxa102106,70,69,0.7865168539325843,0.7752808988764045
3,taxa117563,8,5,0.0898876404494382,0.056179775280898875
4,taxa1253,4,2,0.0449438202247191,0.02247191011235955
5,taxa1263,84,81,0.9438202247191011,0.9101123595505618
6,taxa1301,46,56,0.5168539325842697,0.6292134831460674
7,taxa1348911,18,11,0.20224719101123595,0.12359550561797752
8,taxa1350,17,11,0.19101123595505617,0.12359550561797752
9,taxa1357,12,10,0.1348314606741573,0.11235955056179775
10,taxa135858,2,6,0.02247191011235955,0.06741573033707865
11,taxa1485,42,37,0.47191011235955055,0.4157303370786517
12,taxa1578,33,16,0.3707865168539326,0.1797752808988764
13,taxa1678,65,61,0.7303370786516854,0.6853932584269663
14,taxa1730,89,89,1.0,1.0
15,taxa189330,89,86,1.0,0.9662921348314607
16,taxa191303,6,3,0.06741573033707865,0.033707865168539325
17,taxa207244,58,41,0.651685393258427,0.4606741573033708
18,taxa216851,88,89,0.9887640449438202,1.0
19,taxa2172,31,38,0.34831460674157305,0.42696629213483145
20,taxa239759,86,81,0.9662921348314607,0.9101123595505618
21,taxa239934,44,48,0.4943820224719101,0.5393258426966292
22,taxa244127,18,17,0.20224719101123595,0.19101123595505617
23,taxa283168,47,40,0.5280898876404494,0.449438202247191
24,taxa292632,89,89,1.0,1.0
25,taxa29465,33,35,0.3707865168539326,0.39325842696629215
26,taxa32207,5,6,0.056179775280898875,0.06741573033707865
27,taxa33024,7,8,0.07865168539325842,0.0898876404494382
28,taxa33042,78,79,0.8764044943820225,0.8876404494382022
29,taxa35832,37,44,0.4157303370786517,0.4943820224719101
30,taxa375288,88,87,0.9887640449438202,0.9775280898876404
31,taxa397864,58,59,0.651685393258427,0.6629213483146067
32,taxa39948,19,21,0.21348314606741572,0.23595505617977527
33,taxa40544,28,24,0.3146067415730337,0.2696629213483146
34,taxa447020,52,42,0.5842696629213483,0.47191011235955055
35,taxa459786,54,62,0.6067415730337079,0.6966292134831461
36,taxa46255,12,7,0.1348314606741573,0.07865168539325842
37,taxa547,13,6,0.14606741573033707,0.06741573033707865
38,taxa561,50,48,0.5617977528089888,0.5393258426966292
39,taxa570,18,11,0.20224719101123595,0.12359550561797752
40,taxa572511,89,89,1.0,1.0
41,taxa574697,6,4,0.06741573033707865,0.0449438202247191
42,taxa577309,6,4,0.06741573033707865,0.0449438202247191
43,taxa577310,31,28,0.34831460674157305,0.3146067415730337
44,taxa61170,35,26,0.39325842696629215,0.29213483146067415
45,taxa644652,2,4,0.02247191011235955,0.0449438202247191
46,taxa713,6,4,0.06741573033707865,0.0449438202247191
47,taxa724,33,34,0.3707865168539326,0.38202247191011235
48,taxa816,88,84,0.9887640449438202,0.9438202247191011
49,taxa838,39,29,0.43820224719101125,0.3258426966292135
50,taxa841,89,89,1.0,1.0
51,taxa84111,20,17,0.2247191011235955,0.19101123595505617
52,taxa846,19,23,0.21348314606741572,0.25842696629213485
53,taxa848,9,6,0.10112359550561797,0.06741573033707865
54,taxa872,19,23,0.21348314606741572,0.25842696629213485
55,taxa904,18,18,0.20224719101123595,0.20224719101123595
56,taxa906,7,5,0.07865168539325842,0.056179775280898875
57,taxa946234,14,15,0.15730337078651685,0.16853932584269662
