,taxa102106,taxa1263,taxa1301,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa33042,taxa375288,taxa397864,taxa447020,taxa459786,taxa561,taxa572511,taxa724,taxa816,taxa838,taxa841,condition
0,0.0034636375556348,0.006420353740144323,0.0002974582159509685,0.014104057804438014,0.07909852397269874,0.0049351162207343265,,0.0380160224938786,0.0007638217702655347,0.17819461858350955,0.004720519164697901,0.02084312411010246,0.05155298960908733,0.0006098047444020716,0.05766890302810822,,,0.014107035466938039,0.0006464607965575759,0.005924008204795001,,0.4908779309311674,,0.02775561358688917,Control
1,0.007849467770802369,0.035288881891350356,0.0017395838635496847,0.031551311084743884,0.1524283092165908,0.0066810685283491475,0.00031415154160305394,0.010634993952503786,0.014645300146453004,0.189703901897039,0.015032377842631468,0.012236734737751961,0.0585318805853188,0.001215084627535462,0.018089796334744116,0.12039981658861353,,0.007649974691884363,0.0012455407816861768,0.003542503881578885,0.001537350784604277,0.29690956450755723,0.003506673111989808,0.009265731631118853,Control
2,0.0007444039656103308,,,,7.270644354876803e-05,0.0005716065792156434,,0.009133388221914894,,0.01132115859152791,,0.008246560943366106,0.0007579168408093613,0.0005325029492149082,0.06394316460774697,0.0005629966056375,,0.003658521272912844,0.05102856298943066,0.010845816300234562,0.0021985328365856914,0.15930603612960162,0.6770321181910207,4.4006531621622766e-05,Control
3,,0.0007494761644587018,,0.0030727229055526363,0.009351957542908376,0.0021112976416512116,,0.019329520693174895,,0.1694503942080758,,0.006837245084311759,0.02788284195496847,,0.016761767056080915,,,0.013020100019275943,0.002837379627788921,0.008695842477186903,,0.7189483788589075,,0.0009510757656580364,Control
4,0.020711881500240892,0.13403568043096908,0.005570840413089889,0.08326201256523234,0.11527198491590536,0.038586683426771795,0.001580622428184117,0.01826406462069137,0.1975337443612534,0.012709415949548736,0.0456448509930164,0.0005445712393687997,0.1537091976364022,0.016298034675000895,0.0035005004019297036,0.010563404328063635,0.001057419882269514,0.0009262337281254521,0.0006406202120082805,0.0110780153374348,0.0160221141744712,0.015927056532971346,0.0029293835175997623,0.09363166672945095,Control
5,,0.008264328527396456,0.0009319261023821039,,0.2454064799724762,0.03300213570942138,0.002321854735773432,0.03438770241394595,,0.05223638819204045,0.05644063333026179,,0.02540278323776165,0.010742558413043038,0.00922515240852081,0.007928787149321364,0.0026272988046679175,6.335701678960945e-05,,0.02221475847727244,,0.40354712055444475,,0.08525673495448054,Control
6,0.0051082613025783515,0.029378957593045693,0.002241949564126839,,0.07846368543359852,0.037721041177410826,0.0002848852221170279,0.18578032976355877,0.008384994651485901,,,,0.03777944449226002,0.016238949478058796,0.001407212501998008,,,0.0004760792317812395,0.0013913513912284369,0.028458152487981208,0.000817400499194649,,0.5239785567618742,0.04208874844770136,Control
7,0.005407430355888167,0.02647257522849901,,0.019958566510280246,0.11525808961110486,0.0041193177976125706,,0.030257017050898432,0.0014601799279564118,0.1155171269451467,0.002486030189396863,0.017311808336508014,0.12512751606915734,0.008845760848826852,0.048403570595579884,0.06198326473178607,,0.0007493357096801106,,0.018110142674434598,,0.3854662786446917,,0.013065988772552113,Control
8,0.0020450807053417116,0.022024681790977465,,,0.2909104155139197,0.003094330530381949,,0.04025285374177832,,0.06286015815670655,,,0.05002923288156848,0.0013623357163948541,0.024130507467764982,,,0.0031295361587240665,0.002360506855227741,0.001818380878907494,0.002297319874879604,0.4739461052705268,,0.019738554456900266,Control
9,0.005295236028289985,0.023764023320700767,0.00033022695366551405,0.0009463995031529855,0.2887887643841883,0.004381920298238508,,0.05369913738896958,,0.029341234892040526,,,0.07877460147541414,0.003105293841420009,0.07299237230706995,,,0.004031639488262234,0.0004780350722605592,0.003847999098492633,0.0016414641269594371,0.40792394030384344,,0.020657711517031482,Control
10,0.018736720517063536,0.15516657221257427,0.005325258615853775,0.03633034855265323,0.008641755639520845,0.004527798727286475,,0.0002810690360825609,0.08007774440099308,0.02663840609630507,0.02970617466335515,0.021582573907926256,0.25357836751575774,0.006823627063020265,0.038657694253102545,0.012648459430036682,0.0005134507998060505,0.0024623529194546696,0.02683621284052719,0.009625850072131254,,0.2574698212412691,,0.0043697414952802134,Control
11,0.027587797464766514,0.1737895568135566,0.034601729445541886,0.000488542779642287,0.3033077443157422,0.03354609145779258,0.0008271591227108914,0.07884417997776536,,0.0029467415560497727,0.02416471644367929,,0.2352111978435205,0.01993734469615746,1.507468274714865e-05,,0.0072672276704723576,,0.00030087836176962004,0.025293164123608703,,0.01644770946348589,,0.015423143780990904,Control
12,0.09527906596890759,0.001581003352326061,0.0002560334071164974,,0.0015557008959827508,7.05142863148171e-06,,0.0001831272466791608,5.413712560987532e-05,,,,0.00033830145384961875,0.0002556236821811014,3.5992914739183996e-06,,,7.028532567070916e-05,0.5693136014092988,7.164387568558976e-05,4.501258024367056e-06,1.592374234981067e-05,0.3309925364547812,1.7864081431419862e-05,Treat
13,0.9878273990974987,0.001132026780660666,2.167904396195583e-05,0.004109519178509394,0.0028276705920472203,4.1332493288969436e-05,0.00020786207598174957,2.020554246124946e-06,,0.00028257136713620486,,,0.00041674496750514244,0.0019730466549468828,1.016403651399088e-06,0.000333938945298088,3.373143402199069e-06,,,7.476413756366104e-05,,1.7990102898270747e-05,0.0006602975213823681,6.674694002096412e-05,Treat
14,,0.014324216682142772,0.0021282885081787203,0.00504371461110402,0.03090342663750981,4.298332336605906e-05,8.158373750497313e-06,0.00023538713061471364,,0.0019186895380042133,,0.6711642006803008,0.005984045807213561,0.0019376777529882137,0.00025087936222002396,0.00029464526688315686,1.5374615884723461e-06,0.015918948944477502,0.2479589592563917,6.119295396164035e-05,6.390538871273974e-06,0.0012994984717169997,,0.0005171586987158277,Treat
15,,0.013688920753860268,,,0.40976159051125416,0.0007425646314644033,,0.001822271010767955,,0.22003960113959575,0.10439708011271588,,0.00724717183637585,0.012497121363021325,0.002540780083068592,0.07444684815428713,0.00013835013611202478,0.04573628881244082,,0.0008193387910705079,,0.06613533532993734,,0.03998673733402789,Treat
16,0.022881989560129434,5.4025747650677566e-05,,6.48088907662914e-05,0.0037272268224581083,2.3281053958019136e-06,3.924477256362865e-06,0.0001728188907945327,,0.016065727905502248,,0.8579693583304313,0.00048723427414442506,0.00013631139928292133,0.00036876397185154377,0.0018239099742340251,2.098302593351693e-06,0.018825976975220756,0.07021370796334529,1.0721385399441438e-05,,0.00617498027473475,0.00014837247491894306,0.0008657142738897497,Treat
17,,0.03382592986095242,,,0.1939632163055691,0.0020433208093409197,0.009028801354818799,0.0017664729002761371,,0.18385366698013944,0.12390135183725312,,0.0037279704167749905,,0.006300905592440685,0.10106827108122178,,,,0.001987914596501672,0.0006617901226767381,0.2876095885059562,,0.050260799636078206,Treat
18,0.20143332519408064,0.009553201423703729,0.0005263147266491127,,0.01051332105479938,3.533671197448697e-05,,0.0006872959043343512,0.00020750017923313937,,,,0.000559401221887987,0.012277750297602736,9.575122618229957e-06,,,0.0005074927950822342,,0.00016317922605315344,5.1033286423932785e-06,,0.7632648981545613,0.00025630465877701477,Treat
19,,0.013330885103526063,,,0.44950323167540246,0.0010388659885191478,0.0002502830888386446,0.003701275081956412,,0.17726829466655925,0.11410458990119698,,0.004578763561586133,0.00027743019635818015,0.005566859776390498,0.10626635919836136,,,,0.0006268437546501742,0.00012190026932295652,0.08426887873549826,,0.039095539001833345,Treat
20,,0.004451588059697454,,,0.17800414725422692,0.0008169926680192764,0.001095639115560762,0.0002468020552023458,,0.06906875207566625,0.02731307984785491,0.6073200377391507,0.011791405476422764,0.008749913306697969,0.0019022497923806897,0.027599128210395334,,,,0.0008102668804252194,0.001086793747277863,0.049713243414556144,,0.010029960356465395,Treat
21,0.6395289161913993,0.0038243931409910606,9.229904074398344e-05,,0.0013854465254309009,9.720609115532704e-05,,0.0002318681869240444,0.0009096392137614266,,,,0.0025735060996731896,0.0024716272339300824,0.00013335536637143047,,,,,7.708182097540734e-05,,,0.3483591186621079,0.0003155424265358908,Treat
22,0.44029559150026826,0.0008166081554789286,,0.003093059025900399,0.014504976114649147,1.155945278761003e-05,,7.13034080559632e-05,0.0006771071314938724,0.0114055650095073,0.001031410512669713,0.5162079175281865,0.0010304730625273633,0.0008142817425647622,0.0005327278429287292,0.005166730441071496,1.2833039381978324e-07,0.0029991648251916974,,3.7746565184583014e-05,,0.0010598642485323388,,0.0002437851026072462,Treat
23,0.9195743041245867,,,0.0034086626725835095,0.004715174311266337,7.145109099264223e-05,0.0005025986346717975,9.205762092165132e-05,,0.00020190939512598836,,,0.0018343033985079576,0.03677667640819435,2.1195164752487375e-05,0.00034522409540290887,2.3755973309990093e-06,,0.017631729185476255,0.00011955720125774412,,0.0002044906665007886,0.011935100128739015,0.002563190303688864,Treat
