item,value,type
0,MicrobiotaLoads_ori,0.17486119567687552,MicrobiotaLoadsFoldChange_ori
1,taxa1253,-3.2266302774327382,TaxaFoldChange
2,taxa100883,-6.163745617943361,TaxaFoldChange
3,taxa191303,-8.120086406025571,TaxaFoldChange
4,taxa946234,5.157066199521792,TaxaFoldChange
5,taxa32207,-4.164886873853464,TaxaFoldChange
6,taxa84111,-3.6159598092185736,TaxaFoldChange
7,taxa841,-3.953341948085201,TaxaFoldChange
8,taxa459786,6.3659486034486745,TaxaFoldChange
9,taxa577310,0.4720261187649051,TaxaFoldChange
10,taxa1301,2.688435199127909,TaxaFoldChange
11,taxa1017280,5.399722593590399,TaxaFoldChange
12,taxa1357,6.419993052508848,TaxaFoldChange
13,taxa447020,-1.0402787329067031,TaxaFoldChange
14,taxa1348911,9.421178617658736,TaxaFoldChange
15,taxa239759,2.929727381768588,TaxaFoldChange
16,taxa375288,7.578470700304006,TaxaFoldChange
17,taxa1730,-2.9716969992302333,TaxaFoldChange
18,taxa572511,7.255262918295656,TaxaFoldChange
19,taxa216851,3.457588446478489,TaxaFoldChange
20,taxa904,8.102506764275493,TaxaFoldChange
21,taxa102106,-2.3776253141648755,TaxaFoldChange
22,taxa1263,7.806666491962751,TaxaFoldChange
23,taxa816,-9.514627288854252,TaxaFoldChange
24,taxa1350,-1.833678827516636,TaxaFoldChange
25,taxa35832,2.827880589830949,TaxaFoldChange
26,taxa574697,9.139647403891246,TaxaFoldChange
27,taxa838,9.859561966713734,TaxaFoldChange
28,taxa46255,-2.640197754316498,TaxaFoldChange
29,taxa189330,8.1911139676968,TaxaFoldChange
30,taxa39948,-6.709179047985178,TaxaFoldChange
31,changedTaxaCount,31.0,changedTaxaCount
32,totalTaxaCount,58.0,totalTaxaCount
33,MicrobiotaLoads,5.174775317927789,MicrobiotaLoadsFoldChange
34,taxa100883,7.228793882618055e-05,ranksums_on_loads
35,taxa1017280,0.0034147911781178164,ranksums_on_loads
36,taxa102106,3.6363703493591213e-08,ranksums_on_loads
37,taxa117563,0.7487740417065472,ranksums_on_loads
38,taxa1253,0.025347318677468245,ranksums_on_loads
39,taxa1263,4.411984068699625e-25,ranksums_on_loads
40,taxa1301,1.7893367566742175e-07,ranksums_on_loads
41,taxa1348911,1.1254527653842073e-05,ranksums_on_loads
42,taxa1350,0.6629111455726036,ranksums_on_loads
43,taxa1357,5.55095944807405e-05,ranksums_on_loads
44,taxa135858,0.2482130789899236,ranksums_on_loads
45,taxa1485,0.4313969272583862,ranksums_on_loads
46,taxa1578,0.06270005027530749,ranksums_on_loads
47,taxa1678,0.8553290735160164,ranksums_on_loads
