,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,13,9,0.1326530612244898,0.09183673469387756
1,taxa1017280,7,7,0.07142857142857142,0.07142857142857142
2,taxa102106,78,77,0.7959183673469388,0.7857142857142857
3,taxa117563,5,8,0.05102040816326531,0.08163265306122448
4,taxa1253,9,2,0.09183673469387756,0.02040816326530612
5,taxa1263,90,93,0.9183673469387755,0.9489795918367347
6,taxa1301,62,57,0.6326530612244898,0.5816326530612245
7,taxa1348911,17,18,0.17346938775510204,0.1836734693877551
8,taxa1350,18,8,0.1836734693877551,0.08163265306122448
9,taxa1357,10,11,0.10204081632653061,0.11224489795918367
10,taxa135858,5,4,0.05102040816326531,0.04081632653061224
11,taxa1485,47,41,0.47959183673469385,0.41836734693877553
12,taxa1578,29,26,0.29591836734693877,0.2653061224489796
13,taxa1678,69,67,0.7040816326530612,0.6836734693877551
14,taxa1730,98,98,1.0,1.0
15,taxa189330,96,97,0.9795918367346939,0.9897959183673469
16,taxa191303,3,7,0.030612244897959183,0.07142857142857142
17,taxa207244,57,53,0.5816326530612245,0.5408163265306123
18,taxa216851,97,98,0.9897959183673469,1.0
19,taxa2172,39,41,0.3979591836734694,0.41836734693877553
20,taxa239759,89,94,0.9081632653061225,0.9591836734693877
21,taxa239934,41,63,0.41836734693877553,0.6428571428571429
22,taxa244127,20,16,0.20408163265306123,0.16326530612244897
23,taxa283168,46,48,0.46938775510204084,0.4897959183673469
24,taxa292632,98,98,1.0,1.0
25,taxa29465,42,28,0.42857142857142855,0.2857142857142857
26,taxa32207,6,7,0.061224489795918366,0.07142857142857142
27,taxa33024,13,4,0.1326530612244898,0.04081632653061224
28,taxa33042,87,86,0.8877551020408163,0.8775510204081632
29,taxa35832,45,50,0.45918367346938777,0.5102040816326531
30,taxa375288,94,98,0.9591836734693877,1.0
31,taxa397864,58,72,0.5918367346938775,0.7346938775510204
32,taxa39948,19,23,0.19387755102040816,0.23469387755102042
33,taxa40544,23,28,0.23469387755102042,0.2857142857142857
34,taxa447020,47,52,0.47959183673469385,0.5306122448979592
35,taxa459786,60,68,0.6122448979591837,0.6938775510204082
36,taxa46255,11,9,0.11224489795918367,0.09183673469387756
37,taxa547,14,6,0.14285714285714285,0.061224489795918366
38,taxa561,58,48,0.5918367346938775,0.4897959183673469
39,taxa570,18,9,0.1836734693877551,0.09183673469387756
40,taxa572511,98,98,1.0,1.0
41,taxa574697,7,3,0.07142857142857142,0.030612244897959183
42,taxa577309,5,3,0.05102040816326531,0.030612244897959183
43,taxa577310,36,30,0.3673469387755102,0.30612244897959184
44,taxa61170,36,27,0.3673469387755102,0.2755102040816326
45,taxa644652,5,4,0.05102040816326531,0.04081632653061224
46,taxa713,4,4,0.04081632653061224,0.04081632653061224
47,taxa724,42,37,0.42857142857142855,0.37755102040816324
48,taxa816,93,96,0.9489795918367347,0.9795918367346939
49,taxa838,45,29,0.45918367346938777,0.29591836734693877
50,taxa841,98,98,1.0,1.0
51,taxa84111,23,15,0.23469387755102042,0.15306122448979592
52,taxa846,21,24,0.21428571428571427,0.24489795918367346
53,taxa848,9,6,0.09183673469387756,0.061224489795918366
54,taxa872,27,25,0.2755102040816326,0.25510204081632654
55,taxa904,13,25,0.1326530612244898,0.25510204081632654
56,taxa906,6,7,0.061224489795918366,0.07142857142857142
57,taxa946234,23,11,0.23469387755102042,0.11224489795918367
