,taxa100883,taxa1017280,taxa102106,taxa1253,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa713,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.004122011104509153,,0.0371635303715441,0.00030403410950933217,0.001300443071124151,0.014138275391699753,,8.621546251520303e-05,0.005021175811355903,0.0017711816173787466,0.01939222234723877,0.01813621258336415,0.0022003501005263813,0.02390151373355053,,0.07481031272670664,,,0.018983414711327192,0.024703540231708558,,,0.12464338029089075,,0.03266908543634197,0.03530783002891983,,0.005216300597368169,0.0004448633028920993,,0.0017954661695509253,0.0019075568754286247,,,0.014517708263630129,0.0016694834272777874,0.0008376579808211424,,0.0014099886710973427,0.4267294233224809,0.0746269590555027,0.03218986320373902,,,,,,,,Control
1,,,0.01324638616865002,,0.33496249733175326,,,,,,,,0.027984887470964743,0.007466779670641084,,0.156628976476316,0.017006116725674793,,,0.009088758242647994,,0.07983720277308388,,0.23105492224492352,,,,,,,,,,,0.013201801474028892,,0.001051736121699392,,,,,,0.10609159420777518,0.0023783410918413175,,,,,,,,Control
2,0.0014935163165276778,,,,0.031422245456062016,0.00046374489653037195,,,,0.02420065118620605,,0.009157990031018949,0.12986902735389144,0.0056418545418207575,0.0025249242425559684,0.24589423650191924,,0.0017740748192146673,,1.728559495227897e-05,,0.0013859160449904149,,,,0.0008006605756594071,0.010129972331797096,,,,,0.0007243584819647318,,,0.011881852037966528,,0.04200123413011062,0.0006373168174417176,0.0006239179243130278,,6.535795961246309e-05,0.3443362111632827,0.0007719194384902332,0.12537784111510702,0.0003231076594925992,,0.007957306012410648,,,,0.0005234773666613242,Control
3,0.0006791198366343402,,,,0.000823865082995962,,,,,0.024810477952011138,,0.004164032049243857,0.019872700364910383,0.001569844392845816,,0.018310674621106263,,0.1191963070315316,,3.1374835257055125e-05,0.005190079377330809,0.04512122314143696,,,,,0.023884769953292598,,0.061281769276077314,,,0.013441059615394641,,,0.0003851185848485808,,0.021254496224394428,0.007480843307456945,0.0008283758420584779,,,0.6205782031301059,,0.010072424747507757,0.0010232406335591653,,,,,,,Control
4,,,,,0.019118764907866116,0.0031681798843865364,,,0.0005330034700169167,,,0.008905805473392168,0.03772811681516565,0.0007716301417646074,,0.04394823807421118,,0.17529130197212292,0.059293435195770634,,0.00800795623867103,0.08024005823015022,0.002503513366924548,0.002422559747400512,0.027260299659450402,0.0002554626050733624,0.021943471589614547,,,0.023274921717950734,,0.009415520915874772,,,,,0.003351661313444753,,0.0004111193778568159,,0.007626274540641136,0.45521742549343397,,0.009311279268816421,,,,,,,,Control
5,,,0.0004999386093013818,,0.0024997931944655033,,,,,,,,0.2094244036138992,0.021270124481909576,0.0018748699328387762,0.051611651053266094,,0.05720341232136359,0.06534864608973298,,,0.010843119624933877,,,0.00818679517118591,,0.042578906075836434,0.02251616538273646,0.025968165367513958,,,,,,0.002314319175149366,,0.008028761692524538,,,,,0.4255356864231215,,0.04429524179022088,,,,,,,,Control
6,,,,,0.007582150138686417,0.009062945776875622,,,,,,,0.25763966485099526,0.03267138500979339,0.0005841819045743352,0.03524453115591397,,0.06618820348266094,0.010401102909593332,,,0.054710598787966386,,,0.06586648450393648,,0.02566089931306385,0.029489627717538606,0.032178964181987346,,0.00024237441729444936,,,,,,0.043888242882384,,,,,0.2641255275378625,,0.06430493104240885,0.00015818438646414082,,,,,,,Control
7,,,0.02746053749040488,,0.17298788155939182,0.03444211484753957,,,0.0008732585866174527,,0.001800515278707802,0.00048628917669731666,0.3019086135654674,0.03339134642081367,0.0008233435136944912,0.07848047902137878,,0.0029331485080599067,0.024053246827483714,,,0.23412619020398828,,,0.019845375557333945,,1.5005144621012922e-05,,,,0.007233704617093209,,,,0.00029949043753776803,,0.025176489081970968,,0.00018189910009962598,,,0.01637183769129008,,0.015351998236129942,0.0017572351336784858,,,,,,,Control
8,,,,,0.03340552363237388,0.004468953594850054,,,,,,0.0033703398157356548,0.056428299393147814,0.0006719189685781177,,0.07185640895844203,,0.16717625695289284,0.008963336958766763,,0.002284739392622502,0.08794712518251531,0.0026538889041440978,0.011100034503301692,0.08321169626110761,,0.02048206723726452,,,0.06791515291887187,4.775543486695933e-05,0.0065343761528460454,,,,,0.002845149420786269,,0.00039732521809310165,0.0005028647291490816,0.026881534286611403,0.3186314247475827,,0.022088918231950538,0.0001349091034991601,,,,,,,Control
9,,,,,0.09156348618626006,0.00445034524379961,,,,0.00013732856170265329,,0.032240512927801994,0.2483233747118708,0.010111595050281887,5.215008672252658e-05,0.0749110432001093,,0.0122646778464182,,,0.009812703474811406,0.22053555889452453,,,0.01238605461688808,0.0020549179270115568,0.02068947322890637,0.0018834361712592488,0.050622498201844564,,0.0002088048570341162,0.002550446005947564,,,0.005122979107448199,,0.008533288013885422,,0.00011421891542953369,,0.00026903309444503416,0.18115304046253647,,0.010009033213060918,,,,,,,,Control
10,0.0006639560605711994,,,,0.03496734453731795,0.00012319343143667603,,8.624854965043701e-05,,0.009931599378116406,,6.75788940858607e-05,0.0014388782429487538,9.426861295634654e-05,9.689814190910376e-05,0.0868204721976617,,0.055524213031288114,,0.000660669149380253,0.0035272501372285423,0.006619970615013954,0.003250886644293758,,,0.015505543375723534,0.10123870535142009,,,,0.0,0.014270190673718184,,,0.06483248257115341,0.0013459243944687856,0.008116435542028093,,0.0007068173825011422,,2.2745425441350003e-05,0.586415196047818,0.0020240799113848736,2.6426765975210117e-05,0.0006433142582920551,,0.00045806394357030857,0.0002193027146599526,,,0.00030134401798597804,Control
11,,,0.0020240964539001345,,0.0027531683370849067,,,,,7.041480806189776e-05,,0.004764802889702144,0.0023808310426568858,0.0002002009506910935,,0.013798060259472994,,0.18179381064981928,,,0.008570039380621218,0.013253890570119827,,,,0.011763528229701819,0.030105927174067335,0.019387780224340567,,0.05689911624856649,,0.012118945706940863,,,,,0.017911602161805533,0.0002563301645994264,0.0005296814626584193,,0.00027355393060017835,0.5556842835060253,,0.027688520957726486,,,,,0.030101874523243623,0.0076170585394266695,5.248182816699717e-05,Control
12,,,0.010592622713414714,,0.07699120347593531,,,,,,,0.003158001449497449,0.33730371218563043,0.0065225343357237404,0.00011801796384505384,0.0614985892463379,,0.008294743535019841,,,,0.12874881867183033,0.0011429161810081125,,0.005125409910793325,,0.007187048978169638,,,,5.686505697378461e-05,0.0008718628124885468,,,0.0008536904962563498,,0.012036607212224784,,,,0.002931970504901472,0.3253794058040541,,0.011185979465895208,,,,,,,,Control
13,,,,,0.015005596322131227,6.534007793748338e-05,,,,0.006903527647184582,,,0.003712366715582517,0.0018204331451330375,,0.049291262132980886,,0.0006237099247942773,,0.0001372444604591034,0.001901628543373743,0.004028362239332727,1.0199919430735424e-05,0.027927076433449716,0.00026166327965381674,6.65519495530163e-05,0.009879076420523082,,,,,0.0001413850218121742,,9.876753666593313e-05,0.040721612993041126,0.0025586649375951755,0.001731461570692662,0.0001211871615532922,0.00017198478010438053,,7.675186898375172e-05,0.027112698707811585,0.7834113761822186,0.021787229882653456,,,,,,,0.00043284014534784187,Control
14,,,0.020132327601913597,,0.03125294769884277,0.0007627317164587007,,,,0.040456535432251084,,0.09272895746464062,0.17169584433026716,0.0027134966866043026,0.0004962024789301349,0.0025857500559607286,0.13444109547681143,0.08981837490044195,0.06233848172036294,,,0.0530715932930416,,,0.007374322614901689,,0.022651965913409226,0.02964408976621429,,,,0.002320261948266258,,,0.007483953586431994,,0.0013293145721737225,,,,,0.20468924877276815,,0.021211458674954057,,,,0.000801045294353432,,,,Control
15,,,0.002119969503844617,,0.00014420879992140616,0.0001270840049307392,,,,0.0043598125726239025,,0.0034375772681265204,0.006161921846641751,,0.00031685877982731193,0.04302058951155378,,,,,,0.005783774326847842,0.012121751083393646,,0.0008174836345544713,0.011498148168733511,0.02742560954005304,,0.08231087792014057,,,0.03446770579121511,,,0.003060431198332064,,0.00901975971008423,0.0022741928037605646,0.0009338521244910506,,,0.7384481991475457,,0.006193367376624613,,,,,,,0.00595682488675353,Control
16,,0.00027897532618226207,0.008243382029767146,,0.1261755071440348,0.0003838549390520572,,,,0.001113901481602294,,0.0635434910423478,0.1457771068247742,0.029566385017502896,0.0014577599581192598,0.030481526300562757,0.06226682617848465,0.09639091920314605,0.05254590816190034,,,0.12153591748996423,0.0006682742281904846,,0.007117592710689143,,0.006501424985079098,0.058296177360313464,,,9.543600366012072e-05,0.0021531428998057506,,,0.004770800271442658,,0.007083151312395038,0.00016609642080544874,,,0.0032386024524942015,0.050204226381755576,0.009481161443943401,0.10880437685733574,,0.0016580755746491754,,,,,,Control
17,,,0.014214667424418391,,0.02611107077507676,,,,,,0.0054745898767234605,0.05049011336643287,0.09339530984812144,0.00499741402459136,0.0002830876800954433,0.024777707435807067,0.05476382086496728,0.11611686388950865,0.03716330259048648,,,0.1384655161019356,,,0.04255490093509563,0.0006698384027582108,0.027821409147336856,0.055745666696435006,,0.0016396682823369886,0.0004905155953308455,0.0011859133533782492,,,,,0.029483581881940425,,,,,0.2208053355714232,,0.042673431172372996,,,,,0.010676275083426856,,,Control
18,,,0.00023814833919260248,,0.018625075467414008,0.0025772852863849725,,,,0.0011750130164905122,,,0.10764667901031921,0.002631529065591417,,0.14000339578156817,,0.07347370305947015,,0.00033090721813298967,0.004983067471598643,0.00918191911667736,,,0.0030651768246377263,,0.01753566276420653,0.00905931607668659,,,0.00013772677025279212,0.003783352362346833,,,0.004487009119004399,,0.0036819225447228873,,0.0001321814024900516,,,0.571368479806997,,0.02543357718163842,8.549948841461769e-05,,,0.0003633728257621251,,,,Control
19,,,6.251216629239637e-05,,0.009390872621677973,,,,,,,,0.08091492525631995,0.0011975645340284926,,0.025090557351651502,,0.009307288938657805,,,,0.07216522878650138,,,0.00014168086485531894,0.0007182376987495559,0.008805686499980933,,,,,0.007088458227223194,,,,,0.00042032658844116927,0.0006053545734221947,,,,0.780192974957004,,0.003898330935194048,,,,,,,,Control
20,,,0.006404331756487046,,0.030225259340301135,0.0002386252841300035,,,,,,,0.013764384615159393,0.02827282628957691,,0.09123476628873757,0.007189135668965732,,,,,0.11726407571985296,,0.47040046104942423,0.019533968235997966,,0.013597249319015165,,,,,,,,,,0.013289939967929546,,,,,,0.18103436496883235,0.0075506114955900695,,,,,,,,Control
