,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,11,10,0.1111111111111111,0.10101010101010101
1,taxa1017280,8,5,0.08080808080808081,0.050505050505050504
2,taxa102106,80,77,0.8080808080808081,0.7777777777777778
3,taxa117563,5,7,0.050505050505050504,0.0707070707070707
4,taxa1253,4,5,0.04040404040404041,0.050505050505050504
5,taxa1263,93,87,0.9393939393939394,0.8787878787878788
6,taxa1301,55,57,0.5555555555555556,0.5757575757575758
7,taxa1348911,14,19,0.1414141414141414,0.1919191919191919
8,taxa1350,10,18,0.10101010101010101,0.18181818181818182
9,taxa1357,10,12,0.10101010101010101,0.12121212121212122
10,taxa135858,3,5,0.030303030303030304,0.050505050505050504
11,taxa1485,42,42,0.42424242424242425,0.42424242424242425
12,taxa1578,29,26,0.29292929292929293,0.26262626262626265
13,taxa1678,75,63,0.7575757575757576,0.6363636363636364
14,taxa1730,99,99,1.0,1.0
15,taxa189330,98,97,0.98989898989899,0.9797979797979798
16,taxa191303,7,3,0.0707070707070707,0.030303030303030304
17,taxa207244,57,56,0.5757575757575758,0.5656565656565656
18,taxa216851,98,99,0.98989898989899,1.0
19,taxa2172,36,38,0.36363636363636365,0.3838383838383838
20,taxa239759,94,94,0.9494949494949495,0.9494949494949495
21,taxa239934,56,49,0.5656565656565656,0.494949494949495
22,taxa244127,19,16,0.1919191919191919,0.16161616161616163
23,taxa283168,50,47,0.5050505050505051,0.47474747474747475
24,taxa292632,99,99,1.0,1.0
25,taxa29465,37,36,0.37373737373737376,0.36363636363636365
26,taxa32207,2,9,0.020202020202020204,0.09090909090909091
27,taxa33024,4,9,0.04040404040404041,0.09090909090909091
28,taxa33042,83,91,0.8383838383838383,0.9191919191919192
29,taxa35832,52,41,0.5252525252525253,0.41414141414141414
30,taxa375288,96,98,0.9696969696969697,0.98989898989899
31,taxa397864,66,69,0.6666666666666666,0.696969696969697
32,taxa39948,21,23,0.21212121212121213,0.23232323232323232
33,taxa40544,29,30,0.29292929292929293,0.30303030303030304
34,taxa447020,51,51,0.5151515151515151,0.5151515151515151
35,taxa459786,69,59,0.696969696969697,0.5959595959595959
36,taxa46255,7,12,0.0707070707070707,0.12121212121212122
37,taxa547,11,13,0.1111111111111111,0.13131313131313133
38,taxa561,52,58,0.5252525252525253,0.5858585858585859
39,taxa570,17,13,0.1717171717171717,0.13131313131313133
40,taxa572511,99,99,1.0,1.0
41,taxa574697,5,4,0.050505050505050504,0.04040404040404041
42,taxa577309,7,2,0.0707070707070707,0.020202020202020204
43,taxa577310,36,33,0.36363636363636365,0.3333333333333333
44,taxa61170,31,32,0.31313131313131315,0.32323232323232326
45,taxa644652,4,3,0.04040404040404041,0.030303030303030304
46,taxa713,4,4,0.04040404040404041,0.04040404040404041
47,taxa724,38,43,0.3838383838383838,0.43434343434343436
48,taxa816,97,96,0.9797979797979798,0.9696969696969697
49,taxa838,36,36,0.36363636363636365,0.36363636363636365
50,taxa841,99,99,1.0,1.0
51,taxa84111,22,16,0.2222222222222222,0.16161616161616163
52,taxa846,25,20,0.25252525252525254,0.20202020202020202
53,taxa848,8,4,0.08080808080808081,0.04040404040404041
54,taxa872,25,26,0.25252525252525254,0.26262626262626265
55,taxa904,23,17,0.23232323232323232,0.1717171717171717
56,taxa906,8,5,0.08080808080808081,0.050505050505050504
57,taxa946234,17,12,0.1717171717171717,0.12121212121212122
