item,value,type
0,MicrobiotaLoads_ori,0.1631295001547386,MicrobiotaLoadsFoldChange_ori
1,taxa207244,0.6071311874158081,TaxaFoldChange
2,taxa283168,3.42944258424874,TaxaFoldChange
3,taxa572511,-2.622044014466168,TaxaFoldChange
4,taxa239759,-6.58719135171066,TaxaFoldChange
5,taxa29465,-4.226258992911067,TaxaFoldChange
6,taxa1350,-1.9801228880664112,TaxaFoldChange
7,taxa191303,6.4370817389603445,TaxaFoldChange
8,taxa2172,9.133980136074882,TaxaFoldChange
9,taxa1578,8.249340995387872,TaxaFoldChange
10,taxa40544,6.786846731532941,TaxaFoldChange
11,taxa459786,1.4214464630770998,TaxaFoldChange
12,taxa838,5.860958045802345,TaxaFoldChange
13,taxa102106,4.688417213890958,TaxaFoldChange
14,taxa1301,-7.753366142900808,TaxaFoldChange
15,taxa292632,-5.704972536837138,TaxaFoldChange
16,taxa32207,-6.2248250591449485,TaxaFoldChange
17,taxa1730,5.9349600621681535,TaxaFoldChange
18,taxa1678,2.3104034514126934,TaxaFoldChange
19,taxa84111,-6.422592217613587,TaxaFoldChange
20,taxa46255,6.049869704212,TaxaFoldChange
21,taxa239934,-1.5573472704886202,TaxaFoldChange
22,taxa244127,-7.116083379191243,TaxaFoldChange
23,taxa1357,1.5438743632320708,TaxaFoldChange
24,taxa570,7.93379674180396,TaxaFoldChange
25,taxa906,-4.3349462817031785,TaxaFoldChange
26,taxa574697,-7.520553018268652,TaxaFoldChange
27,taxa447020,8.105592132996232,TaxaFoldChange
28,taxa1253,-8.606077983332487,TaxaFoldChange
29,taxa841,-5.034032143379483,TaxaFoldChange
30,taxa577309,3.243497232818699,TaxaFoldChange
31,taxa904,3.0864093591661668,TaxaFoldChange
32,taxa577310,-2.459206827509659,TaxaFoldChange
33,taxa644652,-8.531438589600311,TaxaFoldChange
34,taxa848,-8.383686196258049,TaxaFoldChange
35,taxa1348911,-4.913317774250617,TaxaFoldChange
36,taxa816,-7.7693828416825275,TaxaFoldChange
37,taxa35832,-5.461877387102212,TaxaFoldChange
38,taxa561,3.0586641521301683,TaxaFoldChange
39,taxa1263,9.294141997613263,TaxaFoldChange
40,taxa117563,-9.625935550555386,TaxaFoldChange
41,taxa872,-9.142136034023542,TaxaFoldChange
42,taxa100883,-5.795618916840839,TaxaFoldChange
43,taxa547,-9.327649782050422,TaxaFoldChange
44,taxa946234,9.52844084720314,TaxaFoldChange
45,taxa724,-9.609047332197187,TaxaFoldChange
46,taxa397864,-9.623670371430407,TaxaFoldChange
47,taxa135858,-6.424294404951096,TaxaFoldChange
48,taxa846,2.862006770200804,TaxaFoldChange
49,changedTaxaCount,49.0,changedTaxaCount
50,totalTaxaCount,58.0,totalTaxaCount
51,MicrobiotaLoads,4.991832519215421,MicrobiotaLoadsFoldChange
52,taxa100883,6.50113547878885e-05,ranksums_on_loads
53,taxa1017280,0.7696979437812898,ranksums_on_loads
54,taxa102106,2.3339499806759367e-21,ranksums_on_loads
55,taxa117563,0.002699796063260186,ranksums_on_loads
56,taxa1253,0.010515245935858907,ranksums_on_loads
57,taxa1263,1.4568796211237354e-29,ranksums_on_loads
58,taxa1301,2.6861890344418173e-18,ranksums_on_loads
59,taxa1348911,2.9551616666812323e-06,ranksums_on_loads
60,taxa1350,0.7735223347163093,ranksums_on_loads
61,taxa1357,0.028539063570362438,ranksums_on_loads
62,taxa135858,0.06407750645105953,ranksums_on_loads
63,taxa1485,0.8500717275141421,ranksums_on_loads
64,taxa1578,4.115594605075475e-10,ranksums_on_loads
65,taxa1678,1.0064640855014139e-09,ranksums_on_loads
66,taxa1730,4.7186876781844057e-29,ranksums_on_loads
67,taxa189330,0.6378040467076949,ranksums_on_loads
68,taxa191303,0.020921335337794014,ranksums_on_loads
69,taxa207244,0.08150440582466681,ranksums_on_loads
70,taxa216851,0.7042524916223905,ranksums_on_loads
71,taxa2172,7.844023857961806e-12,ranksums_on_loads
72,taxa239759,6.472763177891691e-29,ranksums_on_loads
73,taxa239934,0.14681586950142028,ranksums_on_loads
74,taxa244127,6.946058943901926e-07,ranksums_on_loads
75,taxa283168,1.9275119396356092e-13,ranksums_on_loads
76,taxa292632,6.594605985331343e-28,ranksums_on_loads
77,taxa29465,3.0767002709150353e-07,ranksums_on_loads
78,taxa32207,0.010515245935858907,ranksums_on_loads
79,taxa33024,0.4385780260809998,ranksums_on_loads
80,taxa33042,0.4118461001411582,ranksums_on_loads
81,taxa35832,6.1487870226020435e-15,ranksums_on_loads
82,taxa375288,0.9789494200369327,ranksums_on_loads
83,taxa397864,7.093652677370533e-23,ranksums_on_loads
84,taxa39948,0.9418941055164829,ranksums_on_loads
85,taxa40544,7.424930266675368e-11,ranksums_on_loads
86,taxa447020,3.640762623309744e-17,ranksums_on_loads
87,taxa459786,4.148312621589486e-05,ranksums_on_loads
88,taxa46255,0.00011128767658685232,ranksums_on_loads
89,taxa547,2.493838801774877e-05,ranksums_on_loads
90,taxa561,4.444904875633325e-08,ranksums_on_loads
91,taxa570,8.417732634339135e-06,ranksums_on_loads
92,taxa572511,6.698390495703129e-22,ranksums_on_loads
93,taxa574697,0.009023438818080327,ranksums_on_loads
94,taxa577309,0.02013675155034634,ranksums_on_loads
95,taxa577310,5.575784100337274e-05,ranksums_on_loads
96,taxa61170,0.800838179706995,ranksums_on_loads
97,taxa644652,0.014305878435429647,ranksums_on_loads
98,taxa713,0.4795001221869535,ranksums_on_loads
99,taxa724,5.5083641425392616e-14,ranksums_on_loads
100,taxa816,2.3612834491207e-32,ranksums_on_loads
101,taxa838,1.1993332876494348e-06,ranksums_on_loads
102,taxa841,4.4370662634854894e-27,ranksums_on_loads
103,taxa84111,4.78171081664315e-07,ranksums_on_loads
104,taxa846,0.00025841786967717954,ranksums_on_loads
105,taxa848,0.011229886652916665,ranksums_on_loads
106,taxa872,1.4015559581778318e-09,ranksums_on_loads
107,taxa904,7.892861259204998e-05,ranksums_on_loads
108,taxa906,0.010896354195387441,ranksums_on_loads
109,taxa946234,2.316935104346046e-06,ranksums_on_loads
110,qml_loads_delta,4.9,qml_loads_delta
111,taxa100883,-11.061617887631256,logged_relative_abundance_diff
112,taxa100883,-6.161617887631255,qml_logged_loads_diff
113,taxa100883,5.7809945574285045e-05,qml_diff_pvalue
114,taxa100883,3.588130594020882e-05,mwu_diff_pvalue
115,taxa100883,3.588130594020882e-05,mwu_logged_pvalue
116,taxa1017280,-4.4956086812481715,logged_relative_abundance_diff
117,taxa1017280,0.4043913187518289,qml_logged_loads_diff
118,taxa1017280,0.9416529301610359,qml_diff_pvalue
119,taxa1017280,0.006766500035059635,mwu_diff_pvalue
120,taxa1017280,0.006766500035059635,mwu_logged_pvalue
121,taxa102106,-0.36845621994069955,logged_relative_abundance_diff
122,taxa102106,4.531543780059301,qml_logged_loads_diff
123,taxa102106,3.398844404193898e-23,qml_diff_pvalue
124,taxa102106,0.0797553737461815,mwu_diff_pvalue
125,taxa102106,0.0797553737461815,mwu_logged_pvalue
126,taxa117563,-14.870537282262939,logged_relative_abundance_diff
127,taxa117563,-9.970537282262939,qml_logged_loads_diff
128,taxa117563,0.0034052358212947604,qml_diff_pvalue
129,taxa117563,0.0034052358212947604,mwu_diff_pvalue
130,taxa117563,0.0034052358212947604,mwu_logged_pvalue
131,taxa1253,-15.354447628740065,logged_relative_abundance_diff
132,taxa1253,-10.454447628740065,qml_logged_loads_diff
133,taxa1253,0.014214038869082046,qml_diff_pvalue
134,taxa1253,0.014214038869082046,mwu_diff_pvalue
135,taxa1253,0.014214038869082046,mwu_logged_pvalue
136,taxa1263,4.322194529226683,logged_relative_abundance_diff
137,taxa1263,9.222194529226684,qml_logged_loads_diff
138,taxa1263,5.513496768108164e-30,qml_diff_pvalue
139,taxa1263,2.1161510259411885e-24,mwu_diff_pvalue
140,taxa1263,2.1161510259411885e-24,mwu_logged_pvalue
141,taxa1301,-12.87926929043036,logged_relative_abundance_diff
142,taxa1301,-7.979269290430359,qml_logged_loads_diff
143,taxa1301,9.37937090343928e-19,qml_diff_pvalue
144,taxa1301,2.520653651124992e-19,mwu_diff_pvalue
145,taxa1301,2.520653651124992e-19,mwu_logged_pvalue
146,taxa1348911,-8.59529945059439,logged_relative_abundance_diff
147,taxa1348911,-3.695299450594389,qml_logged_loads_diff
148,taxa1348911,1.8873452342562387e-05,qml_diff_pvalue
149,taxa1348911,3.978029368445416e-07,mwu_diff_pvalue
150,taxa1348911,3.978029368445416e-07,mwu_logged_pvalue
151,taxa1350,-4.4519274584879405,logged_relative_abundance_diff
152,taxa1350,0.4480725415120599,qml_logged_loads_diff
153,taxa1350,0.7588773816484746,qml_diff_pvalue
154,taxa1350,0.0007341210107566357,mwu_diff_pvalue
155,taxa1350,0.0007341210107566357,mwu_logged_pvalue
156,taxa1357,-3.183292065980309,logged_relative_abundance_diff
157,taxa1357,1.7167079340196914,qml_logged_loads_diff
158,taxa1357,0.10631626930729829,qml_diff_pvalue
159,taxa1357,0.004051720132817749,mwu_diff_pvalue
160,taxa1357,0.004051720132817749,mwu_logged_pvalue
161,taxa1485,-5.095701126093161,logged_relative_abundance_diff
