,taxa100883,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,0.000460299398497057,,0.013930539114312595,0.01847203426294088,0.0012938025461847948,0.0007273483995509588,0.03790178824210949,0.00011080871413024966,0.000670614337916271,0.003476955831978974,0.0038980289456739224,0.0573446176495455,0.07325010047580152,0.00978762291041082,0.03954142478509481,,0.03674261828359295,,0.00024233865780285598,0.009167426537423815,0.10871309972861838,1.51807938358442e-05,0.15217803946363706,,0.01418606400909695,0.03988515341632683,,0.0004438997088057801,0.0018764347650816477,,,,,0.03599820534206595,0.00037464426247437404,0.0010400505908265236,0.00021995529754854557,0.25186488295663356,0.045394451874168726,0.040533716820131196,0.00025785187778109095,,,,,,,Control
1,,,0.0007497041054549874,0.008830798091343585,0.00016153964921984356,,,,,,,0.29022496857658897,0.014020732688884265,,0.1302660924813951,,,,,,0.006003042744819397,7.3250061970418e-05,0.003961129643629251,,0.00022732404756255285,,,,,,0.0018560288966625565,0.001270569391017162,,0.008000270062266881,,,0.0020705855774414915,,0.5016763660784914,0.030607597903252147,,,,,,,,Control
2,,,0.004470569838728553,,,,0.0007638662835411549,,,,0.003939624515876493,0.024866331065615952,0.0026830368846029436,0.0018489570424863573,0.030913690979601786,,0.10062665856536428,,,0.009151575946899335,0.039177837044244254,0.0002862710008293786,0.038525372185517104,0.00016669332465287979,0.006020889300199757,0.021726343932991533,,0.003002012890882304,0.0009614249570874557,8.76902958627657e-05,,0.0014497515697125076,0.00045735906058959975,0.007758036105303985,,,,0.33927252825533616,0.3230467574264636,0.03879672152760993,,,,,,,,Control
3,,,0.00023814833919260254,0.01862507546741401,0.0025772852863849725,,,,0.0011750130164905122,,,0.10764667901031921,0.002631529065591417,,0.14000339578156817,,0.07347370305947015,,0.00033090721813298967,0.004983067471598643,0.00918191911667736,,0.0030651768246377263,,0.01753566276420653,0.009059316076686589,,,0.00013772677025279212,0.003783352362346833,,0.004487009119004401,,0.0036819225447228873,,0.00013218140249005166,,0.571368479806997,,0.02543357718163842,8.549948841461769e-05,,,0.0003633728257621251,,,,Control
4,,,0.0020749541920395105,0.016894183485263788,,,,,,,,0.1599752989324127,0.009534466930619172,,0.060925973509254175,,0.033670022808972265,,,,0.07422618391791552,0.0003694474890120873,0.0033885340636129104,0.0028764485945320358,0.016884304671096473,,,,,0.004989506784074021,,0.0003145091857347101,,0.007493181350129469,0.0021345294897219505,,0.006401874797320502,0.5817825191157574,,0.016064060682531304,,,,,,,,Control
5,0.0006837559585651757,,,0.022492256196896546,0.00011034483998537427,,1.5619076128275983e-05,,0.025580113837220468,,0.001579212200768279,0.00013427910772150943,0.0008554534285220509,2.2248755923731262e-05,0.00045991998987793964,,0.037750857532226435,,0.00015899994763676634,0.04709825657400172,0.009402346726859665,8.079219954122616e-05,,0.01008149561980427,0.06191132095358617,,,,,,,0.0930551969160977,0.0004989114964715496,0.05040635442447975,6.50607559587899e-05,0.0004787977221768632,,0.5895066327137168,,0.030752275384763012,0.00015821337545764453,,0.01332779137049415,,,,0.003333492895118241,Control
6,,,0.0031493667244195315,0.02843584415595031,0.00012689419210799865,0.0011879217162960548,,,0.0029116189103814364,,0.010165634723318554,0.018617789176231924,0.003862303658823408,4.597615656086905e-05,0.1273958430606961,,0.15736718867654262,0.04986911099073305,0.002487207900706215,0.01574805965293928,0.04443115336195027,2.1557708965207495e-05,0.0026091979694477197,0.009431650926133479,0.06134884643779806,0.0318953966833005,,0.029256876142890628,0.00013496556181535115,0.006050360034173568,,0.015964147588775363,0.0007047633954597217,0.01825396452398025,0.0035712235031747047,0.0005242303540307092,,0.18814260618602036,0.14646675280214455,0.010380905305260224,,7.121195805094609e-05,,0.0016603522672681845,6.303841910679158e-05,0.007505658643180275,0.00014038053136585353,Control
7,,,0.0024010814712059096,0.010099310337067636,0.0001223647377376066,,,,0.0003125424458963007,,,0.039322983433140626,0.0029433843072548425,,0.02779186501541916,,0.028977838520339066,,,,0.048990099105391205,0.004602441186564231,0.0027340180400584773,0.0021899068581316492,0.03285221956373052,,,,,0.002281831106924679,,0.0003661900402738721,,0.0034131523808681825,0.0002995826337713817,,0.005532634213421785,0.7729081255811823,,0.011858429021620582,,,,,,,,Control
8,,2.2902426695759955e-05,0.020313696266936857,0.13145884893051607,0.005463741191343186,,,,0.005072239331223213,,0.08166130314159717,0.11305588483795614,0.037844855720653485,0.0015502350145479024,0.017912938585522363,0.19373616469264673,0.012465077850425766,0.04476733025007613,0.0008252435732495768,0.0005341018753954585,0.15075414342169385,0.012300763741915145,0.015984705500179816,,0.0034332033980719406,0.010360323231022506,,,0.0010370910201853562,0.0009084269154936107,,0.0006283043097289618,,0.010865040860846045,,0.00035682412913252417,0.0157140895621002,0.015620859400598121,0.002873066216857245,0.09183160104923363,,0.0006469935541552186,,,,,,Control
9,0.004340438983644822,,0.027414186844035123,0.007026133203731384,0.0022862730702621526,,0.0007011253037692162,,0.0004815549796944316,,0.008480991642384852,0.0860187248728771,0.054901602851649085,0.00813933365679143,0.02132046593432036,0.007943430998385327,0.03755543008307936,,,0.00046116798055408347,0.13130399113001504,,0.11662324274905325,,0.008712512965955703,0.04086808311006249,,,0.00048776481276591703,,,,,0.05041540854081694,,0.01425273856567619,,0.19620260506012352,0.06969893206102837,0.10381388028918138,,0.0005499803101424969,,,,,,Control
10,,,0.002561818395316052,0.06102737469499337,,,,,,,,0.1497088181862148,0.003016065861541051,,0.031895865762452714,,0.023193881683427585,,,,0.08580339858685522,,0.0019283557140322885,0.0004803977426758276,0.039127881212722614,,,,,0.0007779454828325453,,0.003429220036200464,,0.002882083557099937,0.0003279386019779504,,0.0014439193186227429,0.5879359586797361,0.0019465296513340225,0.0025125468319646843,,,,,,,,Control
11,,,,0.011790743410600088,0.00037531599308764953,,,,0.0002819720971197281,,0.0001186713425762854,0.10465954550101315,0.0020960504604437876,0.00013245846068970927,0.04584369962914694,,0.025677333028042277,,9.160774035363855e-05,0.005790181100434661,0.03625215474783923,0.0006648454734695507,0.0013078358115593033,0.0012079558003376106,0.019317692886122798,,,,6.382925052511048e-05,0.00022008325581058085,,0.0002487808868466706,,0.0077488710137484105,0.0006117395370326588,0.00015707101969219183,0.0030153959216070586,0.6964547395975937,,0.03575530786175176,,0.00011611817255528097,,,,,,Control
12,,,0.0002940052005398029,0.009176243610096238,3.433267756906413e-05,,,,,,,0.2698335776624915,0.032534414964591266,0.0016468544836299465,0.02174919422015956,,0.02555019634949451,0.06340658144263074,,,0.02097554429700298,,0.006444415749482857,,0.005423043910886953,0.008313571788464117,0.033959271721874934,,,,,,,0.01857154793282341,,0.00013753326294628048,0.014072853131590872,0.4429320511749321,,0.023681445415853285,0.0012633210029395455,,,,,,,Control
13,,,0.0005838571812583696,0.01971571231398158,,,,0.00021866386513865008,,,0.0025074415587938623,0.03144659710525212,0.00010953744372077115,,0.035553429200175256,,0.2907222401701961,0.09695132427275764,0.0007777569526477643,0.007224539017936192,0.2608933240935519,0.0018486755628333903,,0.0046877093644855355,0.12247745337157483,0.009851279800144514,,,0.0009219230253872035,0.00653587114944031,,,,0.002569403170954862,0.0002440444923422434,,0.0009863507713655554,0.07714806420826005,,0.012065662456976238,,0.0072788967174936825,,0.0066802427333311955,,,,Control
14,,5.521238683853571e-05,0.0056481868725699125,0.0026671209934118925,5.783195263744433e-05,,,0.00010649542497870846,0.0013065588184710418,,0.05760636772114601,0.06169913702434856,0.0030780905662483654,,0.05161401020361178,0.0007459717375045955,0.17547060751458723,,0.0024716610838010178,0.0068642699184478795,0.14662314291675954,,0.0001780297217950595,0.02103984873418047,0.03390090928151456,,,,0.002034999615629095,0.014323584283370928,,,,0.0011699383868048845,1.9848248553269225e-05,,,0.40361665314399786,,0.006854295417905881,0.00015777846311888124,,,,,,0.0006894495677666053,Control
15,,,0.004987225406040694,0.038118320640702356,0.0016050343873439423,,,,0.011588678343732109,,0.027798850015179757,0.1290019667790778,0.018244293300291176,0.0005824909145705466,0.01800228100739583,0.06093836306872474,0.17585820494221224,0.04227605860441203,,0.01058906235133827,0.04578451690635852,0.0035782375900582013,0.004590037267677892,0.0013663449176920068,0.030772444535711325,0.03940392095357939,,,0.0014244943244517592,0.020443116201233274,,0.0007917180181308743,,0.013350328466615652,0.00041900801099455765,,0.003230337996472713,0.24843087979387865,0.026752936018927684,0.019362534082474913,,0.0003837860846143648,,0.0003245290701068078,,,,Control
16,,,0.012092781971029476,0.05707191399787426,0.0004505768350985533,,,,,,,0.025990174845004797,0.053385292490247864,,0.172271234354779,0.013574663760492153,,,,,0.22142027531258193,,0.03688441322042191,,0.025674586775431673,,,,,,,,,0.025094319368676437,,,,,0.3418325577238222,0.014257209344539706,,,,,,,,Control
17,,,0.0015961757568735452,0.008421566674970857,0.00010384630914930264,,,,0.0020560514934311676,,0.0014120989489804666,0.10296514422354641,0.0032637260835887937,0.00014686082095936913,0.15792229786895778,,0.06855163707644281,,0.0007018323654892465,0.002145137921077016,0.01982431313046439,0.0011716183081991879,0.006133363331035362,0.006507948038048023,0.009890702023189674,,0.000602730303966054,,0.00038301892501463607,0.0015782530436193505,,0.0011920712868539747,0.00014485769418390036,0.013860477581268698,0.0010442616163693832,0.0006188607458948289,0.0006772677055584975,0.3604510661958546,0.19117103950998884,0.03386665353740065,0.00013515834348163042,0.0002745337959642477,,0.00032608795350131287,,0.0004833861192381245,0.000375955267437983,Control
18,0.0006791198366343402,,,0.0008238650829959619,,,,,0.024810477952011138,,0.004164032049243857,0.019872700364910383,0.0015698443928458155,,0.018310674621106263,,0.1191963070315316,,3.1374835257055125e-05,0.005190079377330809,0.04512122314143696,,,,0.023884769953292598,,0.0612817692760773,,,0.013441059615394638,,0.0003851185848485808,,0.021254496224394424,0.007480843307456945,0.0008283758420584779,,0.6205782031301059,,0.010072424747507757,0.0010232406335591653,,,,,,,Control
19,,,,0.00021735754383569292,,,,,,,,0.060868333361906626,0.014150697955325203,,0.019631155877942508,,0.02784402270263453,0.007045672855441494,,,0.019941151046549508,,,,0.04414864569106215,0.03245344633519441,0.036197049050519486,,,,,0.00251234441465804,,0.007257516254945562,0.00015319295524951053,,,0.7032489037630426,,0.024330510191692703,,,,,,,,Control
20,,,0.003402738108195431,0.006307467796144788,0.0002922281534237147,,,,,,0.013856073044731892,0.07770777325879381,0.004848344482622512,,0.037347605338061175,0.000750391865142911,0.17506150963833414,0.004637520581809408,4.2164780162620885e-05,0.02047664963902207,0.05064655857217546,0.0006109858216387433,0.0005990828454205872,0.016836356369862596,0.05665493887266913,,,,,0.013858998352446522,,0.0006350943921145004,,0.005819849261919645,9.300461078932169e-05,,,0.48224706402499945,,0.027267600189519594,,,,,,,,Control
21,0.0027071079179401443,,0.0435928639983821,0.0006146402492210425,,,0.013628018871438361,0.0003478240673011245,,0.059882954935398316,0.0024931168081306987,0.08551883497065092,0.0760843903894624,0.018628131461069265,0.028994025101964423,0.1402189847077789,0.03982486435073809,,,,0.1113596422963696,,0.11078083245799027,,0.0067317269507428164,0.022489601745691607,,,0.0025686014285995506,,,,,0.05513068115593721,,0.0013306819773458336,,0.12789148228993427,0.014939156988325092,0.03412641280513736,,0.00011542207445049531,,,,,,Control
22,,,0.010817175996983787,0.03912670147040173,0.005892218854582679,,,,0.005765069611783921,,0.02563443050512005,0.2937104370655465,0.019379528950340404,0.0018573064117728766,0.021204266175238615,0.061231257619248525,0.1099641436978408,0.01760547887057825,,0.001253913694674442,0.06330242064549971,0.001049223904316474,0.0034149115973050835,,0.013084724749389815,0.0590174156716888,,,0.00026357315470752014,0.01147405982894922,,,,0.007444323945642674,,,0.003833350157151719,0.19415980556842505,0.008311289817448629,0.02006682506938746,,,,0.0011361469659753373,,,,Control
23,,,0.0031531327844080345,0.011656225643192821,,0.0022272528076195566,,,,9.232570873358191e-05,0.017071967785042247,0.1134231823349864,0.002373085461187373,,0.04505284755042584,0.006348126884480499,0.1784225795949902,0.0038125271928064,,0.023295035300419983,0.11369806114962502,,0.01848402655077552,0.0003734994580585813,0.037921735706537694,0.08683138482373083,,0.018882286085267198,,0.001928558156750798,,,,0.018572575298697276,,,,0.2710462485703941,,0.02298847198119325,,,,,0.0023448631706767674,,,Control
