,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,6,5,0.12,0.1
1,taxa1017280,3,5,0.06,0.1
2,taxa102106,37,40,0.74,0.8
3,taxa117563,1,4,0.02,0.08
4,taxa1253,2,5,0.04,0.1
5,taxa1263,45,46,0.9,0.92
6,taxa1301,22,35,0.44,0.7
7,taxa1348911,7,11,0.14,0.22
8,taxa1350,5,9,0.1,0.18
9,taxa1357,7,6,0.14,0.12
10,taxa135858,0,3,0.0,0.06
11,taxa1485,17,27,0.34,0.54
12,taxa1578,12,15,0.24,0.3
13,taxa1678,35,39,0.7,0.78
14,taxa1730,50,50,1.0,1.0
15,taxa189330,50,50,1.0,1.0
16,taxa191303,1,5,0.02,0.1
17,taxa207244,21,31,0.42,0.62
18,taxa216851,50,50,1.0,1.0
19,taxa2172,15,21,0.3,0.42
20,taxa239759,48,48,0.96,0.96
21,taxa239934,22,28,0.44,0.56
22,taxa244127,9,9,0.18,0.18
23,taxa283168,22,27,0.44,0.54
24,taxa292632,50,50,1.0,1.0
25,taxa29465,19,18,0.38,0.36
26,taxa32207,3,2,0.06,0.04
27,taxa33024,3,5,0.06,0.1
28,taxa33042,42,47,0.84,0.94
29,taxa35832,21,25,0.42,0.5
30,taxa375288,50,48,1.0,0.96
31,taxa397864,30,38,0.6,0.76
32,taxa39948,13,9,0.26,0.18
33,taxa40544,15,11,0.3,0.22
34,taxa447020,23,26,0.46,0.52
35,taxa459786,38,30,0.76,0.6
36,taxa46255,6,10,0.12,0.2
37,taxa547,7,5,0.14,0.1
38,taxa561,26,29,0.52,0.58
39,taxa570,8,7,0.16,0.14
40,taxa572511,50,50,1.0,1.0
41,taxa574697,0,2,0.0,0.04
42,taxa577309,1,2,0.02,0.04
43,taxa577310,20,18,0.4,0.36
44,taxa61170,18,20,0.36,0.4
45,taxa644652,4,0,0.08,0.0
46,taxa713,5,1,0.1,0.02
47,taxa724,21,18,0.42,0.36
48,taxa816,49,49,0.98,0.98
49,taxa838,14,25,0.28,0.5
50,taxa841,50,50,1.0,1.0
51,taxa84111,11,7,0.22,0.14
52,taxa846,6,17,0.12,0.34
53,taxa848,1,3,0.02,0.06
54,taxa872,9,16,0.18,0.32
55,taxa904,11,7,0.22,0.14
56,taxa906,4,4,0.08,0.08
57,taxa946234,7,8,0.14,0.16
