"","taxon","mean.difference (Treat - Control)","se (Treat - Control)","W","p.val","q.val","diff.abn"
"1","taxa102106",-1.26081359185766,1.16710736392283,-1.08028929542512,0.280013375025113,1,FALSE
"2","taxa1263",-0.819073783881816,0.946543094109004,-0.865331741343296,0.386856733897305,1,FALSE
"3","taxa1301",1.6444891556512,1.30225829787889,1.26279798587556,0.206661788749012,1,FALSE
"4","taxa1348911",-3.87701379383643,0,Inf,0,0,TRUE
"5","taxa1485",0.672072063710374,1.30250163133728,0.515985583081657,0.605864478474423,1,FALSE
"6","taxa1578",-1.41412934852761,1.29905168199651,-1.08858590318303,0.27633653598658,1,FALSE
"7","taxa1678",-2.26299724242941,1.24873783539389,-1.81222765762968,0.0699510272136883,1,FALSE
"8","taxa1730",0.0355529834263457,0.492388787989536,0.072205103555488,0.942438683727642,1,FALSE
"9","taxa189330",0.930060827627852,0.609684311691969,1.5254793502014,0.127139580246232,1,FALSE
"10","taxa207244",-0.735564158314704,1.25403902782179,-0.586556033740309,0.557501918222526,1,FALSE
"11","taxa216851",0.158724524507921,0.508782740822415,0.311969160454132,0.755063960880027,1,FALSE
"12","taxa2172",-0.168518641074978,1.47346617825226,-0.114368855941346,0.908945401328437,1,FALSE
"13","taxa239759",-0.359924487634039,0.803419384038583,-0.44799079383023,0.654159840729172,1,FALSE
"14","taxa239934",0.425458883027609,1.58130887663467,0.269054888209486,0.787887444707231,1,FALSE
"15","taxa244127",-0.410994787824345,0.991358081796248,-0.41457753295324,0.67845119803542,1,FALSE
"16","taxa283168",-3.27587392666116,1.33642321780657,-2.45122494357569,0.014237095056064,0.526772517074367,FALSE
"17","taxa292632",2.42171239847069,0.460928845629458,5.25398317209574,1.4884448632927e-07,5.50724599418301e-06,TRUE
"18","taxa29465",0.869013858600765,1.23756613429566,0.702195894440302,0.48255700562619,1,FALSE
"19","taxa33042",0.498132023405152,1.02715898547834,0.484960975318905,0.627704027998889,1,FALSE
"20","taxa35832",-2.78425262645394,1.29894470809908,-2.14347278147699,0.0320751543896441,1,FALSE
"21","taxa375288",-0.408469549467853,0.499719738284919,-0.817397269256874,0.413701435741263,1,FALSE
"22","taxa397864",0.514512709930095,1.48210862552714,0.347149123261527,0.728479290474098,1,FALSE
"23","taxa39948",1.381966516794,1.45699779648934,0.948502818689142,0.342873538543669,1,FALSE
"24","taxa40544",-2.8884951514316,1.33214118238879,-2.1683100782546,0.0301351021439699,1,FALSE
"25","taxa447020",1.54439781404936,1.48161531397417,1.04237435958109,0.29723814931591,1,FALSE
"26","taxa459786",-1.67859489329147,1.26053386970952,-1.33165393935689,0.182973931473441,1,FALSE
"27","taxa561",-0.914045807099683,1.41899454492698,-0.644150331914575,0.519477954907549,1,FALSE
"28","taxa570",3.4168720303244,0,Inf,0,0,TRUE
"29","taxa572511",0.00588080973546212,0.429791311417244,0.0136829423472291,0.989082932210055,1,FALSE
"30","taxa577310",-1.75175366615313,1.22907099078342,-1.4252664649066,0.154080190060334,1,FALSE
"31","taxa61170",0.419999697760771,1.20207566415928,0.349395391890338,0.726792492347451,1,FALSE
"32","taxa724",1.16084918427217,1.35171111269965,0.858799763770314,0.390450997933788,1,FALSE
"33","taxa816",0.057587883310017,0.663507092625057,0.0867931691312898,0.930835917378445,1,FALSE
"34","taxa838",2.68892393795904,1.43246811248642,1.87712655836486,0.0605007501693834,1,FALSE
"35","taxa841",0.198027207636134,0.439145730012024,0.450937340619734,0.652034710064643,1,FALSE
"36","taxa84111",-0.628850641458369,1.10853680194212,-0.56727989576588,0.570524033741554,1,FALSE
"37","taxa846",-0.145844484989728,1.05238139181735,-0.138585199361868,0.889777939638919,1,FALSE
"38","taxa872",-1.56487542416264,1.05932157596826,-1.47724303900096,0.139610500678175,1,FALSE
"39","taxa904",-5.56787952763662,0,Inf,0,0,TRUE
"40","taxa946234",0.441326695637298,0.948737747972007,0.465172484789042,0.641807941287076,1,FALSE
