,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1253,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa574697,taxa577309,taxa577310,taxa61170,taxa713,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.003944705696427893,,,0.026727564557411047,,0.00040134395962870476,,,,,0.02671133715548941,0.08340202416683917,0.0062518908282414255,,,0.046444167969940636,0.0056065156843007535,0.16946989005573446,0.018977584789983824,,0.01949262392231188,0.10930033747828034,,,,0.025552473267939312,0.0015713706459529221,0.026108752740182862,0.09871738408492907,,0.012034220593234538,0.0006435146774783196,0.0013681663645648116,,,,,0.016472259979929703,,,,,,,0.27937487913427944,,0.016789986308000427,,,,,0.0046370059389190255,,,Control
1,,,0.00796190183565244,,,0.073162632318481,,,,,,0.0011342646268089904,0.03990662930498806,0.07119705222468163,0.004007666644343736,,,0.009387219175922905,0.030235946527934963,0.13179416563401752,0.03374334709184703,,0.012416403107392813,0.16219061163220164,,,,0.030075036835397587,0.0012452297557608285,0.03186729801244225,0.0789479972486391,,0.008453655803604439,0.0015665363629753465,0.0001671655824320664,,,,,0.02764344422222931,,,,,,,0.2347907266380202,,0.0032709074147781146,,,,,0.004834161999448046,,,Control
2,0.002697241518470072,,0.04343398425539059,,0.0009173302177124741,0.000612400114578086,,,0.013578349821571443,0.0003465563782036357,,0.05966470388196763,0.0024840303265052134,0.08520715068852681,0.07580709114178756,,0.01856023886426589,0.028888352686023584,0.13970793876563278,0.03967971756219602,,,,0.11095377790195109,,,,0.11037707760972051,,0.006707192314801881,0.022407635528801855,,,0.0025592398336642275,,0.002727297100130241,,,,0.05492975036934499,,,,0.0013258321374598377,,,0.12742536549986103,0.014884709328659904,0.03400203474876779,,0.00011500140400487099,,,,,,Control
3,,,,,,0.02517715148558687,0.0007303808878429011,,,,0.00810274052060938,0.0004896777866398612,,0.04973858691977164,0.00136812003226745,,2.543512151887793e-05,0.11895985655418623,,0.09582609655875216,,0.000337584031541205,0.013414751915543815,0.024302948426879096,0.00011849044414891914,,,0.003594933902804336,0.0046374637006695646,0.0618553204794293,,,,0.0002608650877728822,0.0007578839054202247,,,0.004832569693783884,0.00032693436684021144,0.015289609876933303,0.00015778046925938094,,0.0020819577516427885,0.00014888851620806595,7.930381384137956e-05,0.0008749268223282319,0.5308402916312454,0.001079855321720167,0.03431745885352119,0.00016439773664640614,2.3780804672121642e-05,,,,,8.39565799728816e-05,Control
4,0.0039321836574434865,,0.024835648628262853,0.002382662344679011,0.08554083686039257,0.006365265417354936,0.002071229577748543,,0.000635178485791384,,0.0004362606244322508,,0.0076832820045995235,0.07792792974484379,0.049737638592357865,,0.007373759868141022,0.019315094171791586,0.0071962835265228405,0.03402302139884899,,,0.0004177911965365789,0.1189537302618604,,,,0.10565383154650464,,0.007893026771966466,0.03702409113962103,,,0.0004418863697108176,,0.006135034445483026,,,,0.045673409140074055,,,,0.01291214687568398,,,0.17774807572974938,0.06314315271435841,0.09404929893660677,,0.0004982499686338164,,,,,,Control
5,,,0.011118006754868813,,,0.0697645837408142,0.009866421945290452,,,,0.006961374304954037,,0.03627718625136215,0.16514436174522898,0.01616462111263237,,0.0005333997527173153,0.010105016555366176,0.038568174753415854,0.13144096300539276,0.024096090977674702,0.0008205646287965574,0.010128483088379112,0.10860573430383637,0.0006481128978177653,,,0.004492804178658247,,0.02241064817401995,0.08632060479476934,,,9.539418536421805e-05,0.008221363407750985,,,0.0025289282321383664,,0.008539853376735868,,,,,,0.002326352021570874,0.20513024253262174,0.0026924299365726893,0.015851479330241138,,0.00026839164966889267,,0.0008784123613400763,,,,Control
6,,,6.251216629239638e-05,,,0.009390872621677974,,,,,,,,0.08091492525631995,0.0011975645340284928,,,0.025090557351651496,,0.009307288938657806,,,,0.07216522878650139,,,,0.00014168086485531894,0.0007182376987495561,0.008805686499980933,,,,,0.007088458227223194,,,,,0.0004203265884411692,,,0.0006053545734221948,,,,0.7801929749570039,,0.0038983309351940483,,,,,,,,Control
7,,,0.0005838571812583693,,,0.019715712313981584,,,,0.00021866386513865016,,,0.0025074415587938628,0.031446597105252126,0.00010953744372077115,,,0.035553429200175256,,0.2907222401701961,0.09695132427275767,0.0007777569526477645,0.007224539017936191,0.2608933240935519,0.0018486755628333898,,,,0.004687709364485536,0.12247745337157485,0.009851279800144516,,,0.0009219230253872037,0.006535871149440311,,,,,0.0025694031709548623,,,0.00024404449234224345,,,0.0009863507713655556,0.07714806420826006,,0.012065662456976241,,0.0072788967174936825,,0.006680242733331196,,,,Control
8,,,0.0005120287619260952,,,0.0825137059521788,0.00052507535915275,,,,,,0.0016190827158278505,0.011295141728196428,0.001456702759576102,,6.332617576937793e-05,0.05950241883912583,,0.0008666954896106937,,,,0.007281506629076408,0.0008572617962314201,,,0.0007377348939472219,,0.009566367237224472,,,,,,,,0.0016604303931923256,4.536201497267642e-05,0.0028076277231760963,,,0.0005112258944044549,,0.00023463803319937488,0.011348130984624684,0.015340189019100618,0.7343789077067656,0.05687643989272084,,,,,,,,Control
9,,,0.016295000683152008,,,0.03812561861761323,0.0010074145460272363,,,,0.008566309028766438,,0.10136348797600313,0.08128611970700601,0.01678165523038911,,0.00036723331779292887,0.016443625357351083,0.2840785948136769,0.07295740156092413,0.11342722240822035,,,0.05536263899014488,0.0008169663670184638,,,0.006630016343499264,,0.005585054511358575,0.04418981821898621,,,0.0006493594537287064,0.0003259313030681349,,,0.009227245562380124,,0.003893862165998639,,,,,,0.0006631267919703043,0.10133532751141804,0.00385516760169839,0.016381359441212946,,,,0.0003844424905949264,,,,Control
