,taxa100883,taxa102106,taxa117563,taxa1253,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,,0.009124637485255549,,,0.01136070441239414,,0.0007069665960356588,,,,0.0016598165888156847,0.04083737601780644,0.040309016965021434,0.007960008496038447,5.069012690050399e-05,0.017007107709470733,0.0108538031433891,0.11683193133840905,0.02767504705422465,,0.01414845407033944,0.06927028711654966,,,,0.01261261578780802,0.0009140808568683928,0.07946978334583656,0.056970830578979725,,0.01363440020674108,,0.0002748047574912804,,,,,0.026268577439120276,,,,0.42243016346581147,,0.00852889891818562,,,,0.0004701016881263509,0.010629895834380737,,,Control
1,,0.0002940052005398028,,,0.009176243610096238,3.4332677569064125e-05,,,,,,,0.2698335776624915,0.032534414964591266,0.0016468544836299465,0.02174919422015956,,0.02555019634949451,0.06340658144263077,,,0.02097554429700298,,,,0.006444415749482858,,0.005423043910886953,0.008313571788464117,0.033959271721874934,,,,,,,,0.01857154793282341,,0.00013753326294628048,0.014072853131590877,0.4429320511749321,,0.023681445415853288,0.0012633210029395455,,,,,,,Control
2,,0.011551700669537562,,,0.05002692185273151,0.003858734746047453,0.0006741688639696577,0.01723755491333113,,0.002647668318669039,0.012811902525060674,0.004276065157939612,0.013911355838898916,0.006336930739444576,0.0007121429807603369,0.046868655612349965,,0.03695048341948711,,,0.009293395338908087,0.021855387122386855,,,,0.15507679944393574,,0.021650378208091237,0.026122471914869216,,0.0032269018906619985,0.0017736221778079009,,,,0.0011338352844460198,,0.00874867202845801,0.0002540160515052184,0.0005016175562552544,0.010908963084668296,0.3631518670885386,0.1413458206597926,0.0269240336773968,,,,0.00016793283405067217,,,,Control
3,,0.015157875698059358,,,0.07448660774988874,0.001570512142574401,,,,,,0.23654159693447427,0.10218030640580747,0.024334790496939266,0.0005660232383565405,0.03501757531832198,0.2936435752207653,0.04048183092384059,0.05008123971283792,,,0.045339054934362896,0.009501636233429925,,,0.013081989518264043,,0.004363828730109329,0.016881413760936822,,,0.0019633290324920006,,,,,,0.008645856580395158,,,0.003306892296083788,0.013612939820020797,0.0014063707992874046,0.007834754452752115,,,,,,,,Control
4,,0.0020382508463218287,,,0.02195112700597693,,,,,,,,0.28993887579903915,0.0030839965414942608,,0.04011842319559684,,0.062650227068385,,,,0.04986215262573236,,,,0.0013577859884274324,0.0030179782669056982,0.02404991995664496,,,,,0.0031190845952694408,,,0.002352623582457839,,0.0018123081185440766,0.00032167429645916915,,0.002289647624670593,0.4723632899451633,,0.01967263454291117,,,,,,,,Control
5,0.0008566171914081818,0.00648552371143382,0.0008279848870516949,,0.044545934601362656,0.4673773749985172,,,0.0008680701131507764,0.019789217155985934,0.21138923531704756,0.02167894924351407,0.0010142993818285492,0.007538681220603315,0.0017501496037902625,0.001207976469154214,2.4541975162703064e-05,0.0,,,,3.282489178011536e-05,0.07094665760795095,0.0009900641813553799,,0.003342207984240779,0.0,0.00015614831697269828,,1.4725185097621841e-05,,,,0.0023160466477502575,0.03253672808841328,0.006022805221387021,0.000847720725411702,0.06868767105245395,,,0.021780900698669135,0.0034347516822501394,7.8738836980339e-05,7.3932700177643e-05,0.002038108779032645,,0.0003697657591180597,,,0.0009756457709472916,,Control
6,,0.010253199815718195,,,0.06414094110805099,0.0036531002088928317,,,,,0.023824961250129915,0.09704750315389318,0.10762657211463784,0.017549710853604794,,0.03151710496831624,0.08049284061918607,0.08582975106759119,0.012897176606491537,,,0.11049870830366598,,,,0.028347045845759967,,0.018878991782283923,0.04492904263112969,,,0.0005469909936703871,0.0010629759716637658,,,,,0.020138917149580264,,,,0.19430368495277042,,0.03631039020764749,,8.455258880342178e-05,,,0.010065837806512061,,,Control
7,,0.008530965794352658,,,,0.0024617941388687054,,,,0.0004652924036023352,,0.0046583695908119374,0.03216679129255789,0.002122152869832585,,0.009339731524064563,,0.23175776962177083,,,0.007293413046843367,0.06564938997180916,,,,,0.003129177131291821,0.05785216226341459,0.115764427316718,0.16149599474403123,0.002821301598522439,,0.05625379108935802,,,,0.0009641657284009379,0.001765872405609123,,0.0003474062267902136,,0.23060916093580844,,0.0024951733728505814,0.0006899719604350191,5.213614492033103e-05,,,,,0.0013135888273350712,Control
8,,0.005385211251837712,,,0.001412857910823153,0.0011101760074213043,0.0009623784984307171,0.00851638210596352,,7.918824143971002e-05,0.002056737399260951,0.0012832398035638609,0.010306282862863423,0.004011382565070447,0.00028850813256049983,0.015975893907887336,,0.13031652495292356,,,0.01482494263217606,0.06996871704983436,,,,0.01913397438491484,0.00022770470982080035,0.02168607480423249,0.03981514937819256,,0.0009641245426647961,0.0025731556586109663,,0.0006545611708109883,,0.0003587607358610987,,0.003933837659380458,0.0001512895974587456,,,0.5748563056949595,0.03757261233072872,0.030963834904738904,0.00016114961195707524,,,0.0004490414936114295,,,,Control
9,,,,,0.00846858634240884,,,,,,,,0.18959366123752536,0.009939879532431885,,0.040433245357919236,,0.022653685993131,0.02000349662306747,,,0.03817227789007127,,,,0.004754031385834347,,0.011825890834537492,0.016198996703906645,0.017311724148816116,,,,,,0.0024046365869397485,,0.011586914454752422,0.0001476149610950096,,,0.554589105307643,,0.05191625263992008,,,,,,,,Control
