,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,11,7,0.1774193548387097,0.11290322580645161
1,taxa1017280,2,5,0.03225806451612903,0.08064516129032258
2,taxa102106,49,53,0.7903225806451613,0.8548387096774194
3,taxa117563,5,4,0.08064516129032258,0.06451612903225806
4,taxa1253,2,4,0.03225806451612903,0.06451612903225806
5,taxa1263,53,59,0.8548387096774194,0.9516129032258065
6,taxa1301,32,38,0.5161290322580645,0.6129032258064516
7,taxa1348911,13,11,0.20967741935483872,0.1774193548387097
8,taxa1350,10,6,0.16129032258064516,0.0967741935483871
9,taxa1357,6,8,0.0967741935483871,0.12903225806451613
10,taxa135858,2,3,0.03225806451612903,0.04838709677419355
11,taxa1485,27,25,0.43548387096774194,0.4032258064516129
12,taxa1578,13,21,0.20967741935483872,0.3387096774193548
13,taxa1678,41,47,0.6612903225806451,0.7580645161290323
14,taxa1730,62,62,1.0,1.0
15,taxa189330,60,62,0.967741935483871,1.0
16,taxa191303,3,4,0.04838709677419355,0.06451612903225806
17,taxa207244,36,30,0.5806451612903226,0.4838709677419355
18,taxa216851,62,62,1.0,1.0
19,taxa2172,20,29,0.3225806451612903,0.46774193548387094
20,taxa239759,59,57,0.9516129032258065,0.9193548387096774
21,taxa239934,32,30,0.5161290322580645,0.4838709677419355
22,taxa244127,10,10,0.16129032258064516,0.16129032258064516
23,taxa283168,32,28,0.5161290322580645,0.45161290322580644
24,taxa292632,62,62,1.0,1.0
25,taxa29465,23,21,0.3709677419354839,0.3387096774193548
26,taxa32207,3,5,0.04838709677419355,0.08064516129032258
27,taxa33024,3,5,0.04838709677419355,0.08064516129032258
28,taxa33042,54,58,0.8709677419354839,0.9354838709677419
29,taxa35832,33,30,0.532258064516129,0.4838709677419355
30,taxa375288,62,61,1.0,0.9838709677419355
31,taxa397864,45,38,0.7258064516129032,0.6129032258064516
32,taxa39948,18,9,0.2903225806451613,0.14516129032258066
33,taxa40544,20,16,0.3225806451612903,0.25806451612903225
34,taxa447020,25,35,0.4032258064516129,0.5645161290322581
35,taxa459786,35,45,0.5645161290322581,0.7258064516129032
36,taxa46255,5,7,0.08064516129032258,0.11290322580645161
37,taxa547,8,6,0.12903225806451613,0.0967741935483871
38,taxa561,35,34,0.5645161290322581,0.5483870967741935
39,taxa570,15,7,0.24193548387096775,0.11290322580645161
40,taxa572511,62,62,1.0,1.0
41,taxa574697,3,2,0.04838709677419355,0.03225806451612903
42,taxa577309,5,0,0.08064516129032258,0.0
43,taxa577310,22,22,0.3548387096774194,0.3548387096774194
44,taxa61170,24,14,0.3870967741935484,0.22580645161290322
45,taxa644652,2,4,0.03225806451612903,0.06451612903225806
46,taxa713,4,3,0.06451612903225806,0.04838709677419355
47,taxa724,26,23,0.41935483870967744,0.3709677419354839
48,taxa816,61,60,0.9838709677419355,0.967741935483871
49,taxa838,23,19,0.3709677419354839,0.3064516129032258
50,taxa841,62,62,1.0,1.0
51,taxa84111,17,13,0.27419354838709675,0.20967741935483872
52,taxa846,12,16,0.1935483870967742,0.25806451612903225
53,taxa848,8,3,0.12903225806451613,0.04838709677419355
54,taxa872,13,15,0.20967741935483872,0.24193548387096775
55,taxa904,11,15,0.1774193548387097,0.24193548387096775
56,taxa906,7,3,0.11290322580645161,0.04838709677419355
57,taxa946234,11,8,0.1774193548387097,0.12903225806451613
