,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,11,6,0.13924050632911392,0.0759493670886076
1,taxa1017280,4,5,0.05063291139240506,0.06329113924050633
2,taxa102106,62,64,0.7848101265822784,0.810126582278481
3,taxa117563,6,4,0.0759493670886076,0.05063291139240506
4,taxa1253,3,2,0.0379746835443038,0.02531645569620253
5,taxa1263,69,74,0.8734177215189873,0.9367088607594937
6,taxa1301,47,48,0.5949367088607594,0.6075949367088608
7,taxa1348911,15,11,0.189873417721519,0.13924050632911392
8,taxa1350,14,9,0.17721518987341772,0.11392405063291139
9,taxa1357,9,8,0.11392405063291139,0.10126582278481013
10,taxa135858,2,4,0.02531645569620253,0.05063291139240506
11,taxa1485,38,32,0.4810126582278481,0.4050632911392405
12,taxa1578,26,19,0.3291139240506329,0.24050632911392406
13,taxa1678,59,55,0.7468354430379747,0.6962025316455697
14,taxa1730,79,79,1.0,1.0
15,taxa189330,79,78,1.0,0.9873417721518988
16,taxa191303,4,4,0.05063291139240506,0.05063291139240506
17,taxa207244,49,44,0.620253164556962,0.5569620253164557
18,taxa216851,78,79,0.9873417721518988,1.0
19,taxa2172,25,39,0.31645569620253167,0.4936708860759494
20,taxa239759,76,73,0.9620253164556962,0.9240506329113924
21,taxa239934,40,46,0.5063291139240507,0.5822784810126582
22,taxa244127,13,13,0.16455696202531644,0.16455696202531644
23,taxa283168,37,39,0.46835443037974683,0.4936708860759494
24,taxa292632,79,79,1.0,1.0
25,taxa29465,29,29,0.3670886075949367,0.3670886075949367
26,taxa32207,3,10,0.0379746835443038,0.12658227848101267
27,taxa33024,4,10,0.05063291139240506,0.12658227848101267
28,taxa33042,68,73,0.8607594936708861,0.9240506329113924
29,taxa35832,36,34,0.45569620253164556,0.43037974683544306
30,taxa375288,78,78,0.9873417721518988,0.9873417721518988
31,taxa397864,51,58,0.6455696202531646,0.7341772151898734
32,taxa39948,18,18,0.22784810126582278,0.22784810126582278
33,taxa40544,21,20,0.26582278481012656,0.25316455696202533
34,taxa447020,44,36,0.5569620253164557,0.45569620253164556
35,taxa459786,48,50,0.6075949367088608,0.6329113924050633
36,taxa46255,10,6,0.12658227848101267,0.0759493670886076
37,taxa547,11,7,0.13924050632911392,0.08860759493670886
38,taxa561,41,37,0.5189873417721519,0.46835443037974683
39,taxa570,18,6,0.22784810126582278,0.0759493670886076
40,taxa572511,79,79,1.0,1.0
41,taxa574697,4,5,0.05063291139240506,0.06329113924050633
42,taxa577309,4,3,0.05063291139240506,0.0379746835443038
43,taxa577310,25,22,0.31645569620253167,0.27848101265822783
44,taxa61170,25,24,0.31645569620253167,0.3037974683544304
45,taxa644652,3,3,0.0379746835443038,0.0379746835443038
46,taxa713,7,1,0.08860759493670886,0.012658227848101266
47,taxa724,30,31,0.379746835443038,0.3924050632911392
48,taxa816,78,75,0.9873417721518988,0.9493670886075949
49,taxa838,30,26,0.379746835443038,0.3291139240506329
50,taxa841,79,79,1.0,1.0
51,taxa84111,20,9,0.25316455696202533,0.11392405063291139
52,taxa846,16,18,0.20253164556962025,0.22784810126582278
53,taxa848,9,3,0.11392405063291139,0.0379746835443038
54,taxa872,19,19,0.24050632911392406,0.24050632911392406
55,taxa904,16,15,0.20253164556962025,0.189873417721519
56,taxa906,5,5,0.06329113924050633,0.06329113924050633
57,taxa946234,11,12,0.13924050632911392,0.1518987341772152
