,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa674963,taxa724,taxa816,taxa830,taxa836,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.0015159323383133472,,0.026485921832844914,0.0011533288576065755,0.000644332667297691,,,0.0030654428645634033,0.0076974924669178085,0.0013241886004918388,,0.004465387132961231,0.05097660316908481,0.004727767912478864,,0.0002805007163005519,0.05999828423649447,0.0008530702441359485,0.04710057465792734,0.000325237509374764,7.851972605931507e-05,0.007465106836989979,0.19621946457941372,0.001991657458258116,,,,0.007672820688586265,5.2209987340613674e-05,0.0020902421990600982,0.008063064750826302,0.0,4.2894087638661044e-05,7.012517907513798e-05,0.0002931949093010148,,0.001603051356405234,,0.004556396306972615,0.003190746834180876,2.2214837750810127e-05,1.965552464587809e-05,0.0003033297891965457,0.005775755442686437,0.05338880695674537,0.011537383477033649,,0.46450202011702,0.0190636067109694,,,0.0002906355961960828,0.0010930314408543768,,,,Control
1,,,0.0013267975040622416,,0.013854306982625486,0.0017392635010379607,0.002873066785866018,,,,0.00039817012888429814,,,0.005082483131882404,0.204838647973309,0.01133430786856661,,,0.07438673746141626,,0.027883385986424973,,0.0014587825960893758,0.004039589487100497,0.11725732763914815,0.001706443409504135,,,,0.10951239008792968,0.00020577996041453995,0.0038630053136332254,0.008052298715184026,0.08158984147694438,,,0.00023326427019593402,,0.0007225453893811904,,0.014537891097701186,,0.002003334360219633,,,0.0029926688372224133,0.21406048964354962,0.026208755917180616,,0.0008306704762134877,0.06700775399831269,,,,,,,,Control
2,,,0.0032013301333013045,,0.0002701423340605109,,,,,0.0031599274387032594,0.00110690718899377,,0.024052198549696403,0.0008815494528029266,0.01629646952869283,0.011279877193868837,0.00015802711651035953,0.0002434970355568186,0.009844003050271787,,0.03278632243537208,,0.0004278620048189047,0.010325155652098078,0.009747977493741173,,,,0.05977893215686825,0.003430274736598413,,0.04866405084988766,0.01309513939539153,,0.026647348142038712,,0.007269042395641895,,,,0.0051819981493815385,0.089441913198021,,0.000357456927618764,,,0.2530985663907068,,0.0,0.3634654424313466,0.0022670024930776032,,,,0.0025446260071026123,,,0.0009769601178296094,Control
3,,,,,0.0,0.0011661371923009322,,4.3190463825496814e-05,,,0.00036711899691455426,3.239282067020689e-05,,0.001047368230988899,0.0022243055687453674,,,,0.003520018395553643,,0.006791699810984313,0.0012633243579645843,8.638092765099363e-05,0.006241019683677538,,0.00011877331313854893,,0.0,,,0.0004858923100531033,0.02033195107304898,0.017135860884197406,4.3190463825496814e-05,0.0007234400242868299,,0.004545798303154387,,,,3.239282067020689e-05,0.0322956661432421,0.0005398810698078675,,,,0.26768411285550187,,2.1595177514916963e-05,0.6215430943764751,0.0006154635927339309,,,,2.1595177514916963e-05,0.011078335965557724,,,Control
4,,0.00021166793623457757,0.0005319095502117238,,0.018836619851793884,0.00044992120290705514,0.00023460032050543782,,,,0.0013446900723780547,,,0.005379977938234566,0.11636865898012382,0.008827750295558861,,0.0001631649287944395,0.03064842128291672,0.002565585857984209,0.059711565400065066,0.00030644159512388514,0.0008694011877554462,0.006285299763299234,0.09934532101735769,8.685894219405486e-05,1.2176487223465634e-05,,,0.00531594990958451,0.003293029498859419,0.03811747854579055,0.049359318904128334,,,0.0006068964173628997,0.0034023134716900222,,,,0.007628264833320632,0.01242854050899137,0.0009298777409653255,0.00026331653620744437,,0.00018893849341744168,0.09642276114227222,,,0.40957745661390765,0.020106221586293903,0.00011090750446039949,,,,,,6.869568208571861e-05,Control
5,0.0045194369329422885,0.0,,0.0,0.04118069464045499,0.0002686353719502186,0.0038812373489561275,,,,0.030749043437516357,,,,0.032656629007233234,0.004410986709003249,,9.422057881114364e-05,0.005853364523360249,,0.028255094848207794,0.04283804173656556,4.7161109566742883e-05,,0.029390518889091596,2.0328064468423658e-05,,,,,1.5855890285370453e-05,0.07096171564798501,,,,0.0012554612615698448,0.010321879654809135,,0.00012816844647341112,,0.017756869234135084,,,0.0028788604900181576,,,0.6585063039868924,,,2.2259230592923897e-05,0.012879658366548542,,0.0009959735186304169,,,,,0.0001116010739316459,Control
6,,,0.0004162578756072268,6.196087360927124e-05,0.04224858168169415,0.03316263095528254,,,0.0026882593289647657,0.0184870490471178,0.0004365004827399407,0.0052744835874585436,,0.0004162578756072268,0.2182656545226094,0.011083392554090916,,0.002824306089592752,0.016401135723289932,,0.08508964495083615,,,0.008820330729264069,0.0468298844177959,0.00570625737005582,,,,0.06129163452168055,0.0001760182031387755,0.02003411855468196,0.0566905001958498,,0.0011545478870211802,,,,9.84386681885271e-05,,0.03937330943404137,0.00885619199773776,,,,0.0013032334328132455,0.2926454189849761,0.00019215063623439008,,,0.01997184941801991,,,,,,,,Control
7,,,,,0.06023067453074616,6.17819269195098e-05,0.000140066538825867,,0.00043402061515408557,,0.04988410989467987,0.0014669855535495626,,,0.21259068225400274,0.021673698185694812,,,0.0037763300338965154,0.0017479437654506394,0.007839394219439504,,,0.004067396140352036,0.27908515715506915,,,,,0.08547256263594087,2.8467131602311707e-05,0.012761732583891402,0.005235476812077326,0.02267623629864579,0.0003158201339357913,,,0.0019754745347067967,0.0011834487971192915,,0.004748028754278321,0.004548655691280972,0.0008092504150425273,,,0.0005196282935233564,0.14679241437581894,0.03758806245276107,,,0.018351913981404774,,,,,0.001188709027958849,0.012805877266231216,,Control
8,,,0.0025387387634360293,,0.01486924794788499,,0.00042907974781157657,,,,0.032268299728347646,,,0.0010716840364768554,0.121894794235142,0.00949986216853818,,,0.03143653889207873,0.005568187990945261,0.05483377221104509,0.0972302222005618,,0.005407968435326079,0.23807834005229983,,,,,0.00301127476587689,,0.028816268884560185,0.034499494110306804,0.00024631979843608255,0.0026112335433549757,,0.0014063378104444268,,0.021193249862803125,,0.00506945639576058,0.007039913249944032,,,,,0.10482095363126252,0.10153533587471196,,0.020004091792199908,0.05334742615609627,,,,0.0012719077143482302,,,,Control
9,,,0.0024197036848698774,,0.001260047767795002,,0.00034372505158476605,,,,,,,0.0012394492326213387,0.10744216753183986,0.0036285672137485033,,0.0012369524404790768,0.04702385497632522,0.0029710786162861183,0.04258622307547784,0.025093385227770906,0.0015738113136726216,0.006014668237703768,0.04675066430275936,,,,0.10361812229995337,0.012918402544064744,0.00027703989478517925,0.09163133532397025,0.01298040621559759,,0.0067226128430410365,,0.00023105730616518322,,,,0.01958223673875669,0.007377188516337449,,,,,0.18234697212976578,,,0.21729998146131838,0.05414314567096816,,,,0.0012872003823421038,,,,Control
