,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,condition
0,,,0.0003048486428027607,0.0031759256789064432,,,0.09800724823565385,0.014007235922682753,0.0003843699144864157,0.005497536379699195,,0.0042969190894147444,,,0.0023682973828779933,0.034618739110716196,,,0.0026449288002446175,,0.04597355584240218,0.0012434048648548813,0.04663414674188524,6.002573410959776e-05,,,0.012326412759521517,0.009276797642476471,,,,0.619193664565937,,0.061058689776745306,0.03892725291458287,Control
1,,,,0.014659276220750243,,,0.1991494218847931,0.008196576980016032,0.0008878677560017857,0.00019842194184446072,,0.0194731213230437,,,,0.03999630927138597,,,,,0.0336175268153872,0.03488654179030724,,,,0.020582050441232232,0.007623648715887045,0.0077049493898273735,,,,0.2577543284810851,0.34076151161699086,,0.014508447371447582,Control
2,0.003616926914429716,0.007440479700161763,,,0.000716576470799355,0.004916157579144631,0.20270459422114095,0.02035454538462919,0.0013767538203995622,0.03664896930606009,,0.04068509550678457,,,0.002741817641132393,0.052213588599174014,,,,,0.061416079389453884,0.05319821471145442,,0.012580695606252102,0.003384152359662324,,0.0187719860437811,,,0.0009556062008270163,,0.4632213639871103,,,0.01305639655760273,Control
3,,0.027945715741867338,,,,,0.09748367832163994,0.035473251120886964,,0.001995490516894085,,,,,,0.004596239141129491,,,,,,0.004510907003327546,,,,0.25396634252320116,0.007453899541393154,0.11752137295443153,,,,0.42938440134623396,,,0.01966870178899488,Control
4,,0.07361376883956483,,0.011884316492856073,,,0.07143696639158216,0.009666699625730774,,0.0013708430213259849,,0.005117646811070154,0.0005280804206512538,,0.002665071260772449,0.002521869809824864,,,0.006698077390155562,,0.03217630304796466,,0.07159861957010281,0.0025811359565405647,,,0.006335861955405785,,,,,0.6970791918063098,,,0.00472554760014224,Control
5,,0.026302882984957955,,0.0003880603244143193,,,0.06934139429714771,0.01614063676227548,0.0005380417848965688,0.001122136821538201,0.031117812133366514,0.023885087268342126,0.0011003437649088408,,0.021380941704704285,0.17028806617358855,,,0.016186895608894407,,0.04699991334176067,0.008601369940323003,0.07653176661815655,0.0012559790844222925,,0.0880133151464108,0.0062810261939177025,,0.0003600994215691022,,,0.37064129872637064,,,0.0235229318980344,Control
6,0.006046619597364326,0.0015756347557158738,0.001219368782444193,,0.0021416791172607095,0.0026271808275415446,0.1300462676188326,0.004601139316124498,0.00020937006051009122,0.021590942963553073,,0.018541449147064553,,,0.004388604715450674,0.03660413399193879,0.00048407256311011826,,0.005944741820480334,0.0016210612193565328,0.02171711624233926,0.013837513316589172,,0.027570800971656748,0.0009801907952305686,0.00015955407341651523,0.00960652311768047,,,0.0003813781307000005,0.0009615098000704774,0.5648091700615718,,,0.1223339769939972,Control
7,,0.02697189245839548,0.006171629200418086,0.008021620128964426,0.10565726482664625,0.0013759779122772973,0.10482084413958756,0.01528722947669481,0.0008072523878870246,0.001639055699401194,0.04674304406451577,0.0026312283469018486,0.022355305246250838,,0.007321130473180761,0.2822016052024533,0.00012072747765274701,,0.008318596209720298,0.00013266508271915668,0.08908111185952637,,,,,0.037075723720122626,0.0181126128342994,,0.0012434254484738616,8.198657064477595e-05,0.0006551042327481618,0.20830107270643414,,,0.004871894294083802,Control
8,,,,,,,0.5792500579250058,,,,,,,,,0.20713802071380205,,,,,,,,,,,,,,,,0.09732090973209097,,0.11629101162910115,,Control
9,0.0028485002552364473,0.031905478460708965,0.0007948206477060496,,0.02785644436152961,0.006403564699876788,0.2468259451436397,0.010689896941877842,0.0015000522773446392,0.034339347619740744,,0.026928777755682337,0.005625452301535723,0.0006544918539596502,0.007774358679986796,0.1308368680335313,0.0008577584704674002,,0.07468310703735062,0.0015781607805110055,0.007220628845203706,0.017710846831480383,,,0.0012792573746932545,0.003371888729209505,0.014685218632055642,,0.0009501151126628027,9.28691651820584e-05,0.00024201335429894033,0.20423938513642337,0.13020646475994446,,0.007898286738160206,Control
10,,,,0.0036825923851835445,,,0.090706648515713,0.015516598223380081,,,,,,,,0.028637808852433368,,,,,0.04556313476471402,,0.05872257617125594,,,,,0.0063793404548606126,,,,0.667334023118508,,0.052778149041105824,0.030679128472845586,Control
11,,0.2624233070386037,,,,,0.03200854049430705,,,0.034395073019744336,,,,,,0.19467309426724083,,,,,,,,,,,,,,,,,0.20954380126096145,0.09399635430560319,0.17295982961353945,Control
12,,0.022887089565346512,,,,,0.06172625261083917,0.023802560519323238,,,,0.0020423663413985773,,,,0.02600688913203692,,0.009130925606487669,,,0.08876595378360809,,,,,,0.0056234268796121496,,,,,0.46132200993600114,,0.16278628988847121,0.13590623573687519,Control
13,,,,,0.13238374315145265,,0.054648303977321296,0.041626254073605304,,0.012442529867795728,0.01431330592657735,,,,,0.21525181616396816,,,0.013134088320042888,,0.002955371647356588,,,,,,0.012553824901265482,0.004083933022054151,,,0.0020661795526598073,0.005282159990221328,0.22105126442521159,0.2660790260580117,0.0021281989224559285,Control
14,,0.05763234871713145,0.0002830631648047146,0.001786823190653784,0.09401076307529667,,0.06214550614801931,0.0018909120036512438,,0.000532959753924868,,0.02826887371106656,,,0.0012919319905806926,0.09686287998935335,0.00356050490792312,0.018607387635709176,0.001909998429281038,,0.037022555148818845,0.056547029891428485,,,,,0.1402716697159752,0.18346435521360838,,0.0001409057979554788,,0.1901529479766616,,,0.023616583538156054,Control
15,,0.0682645785510411,,0.011186906309359042,,,0.07011226186739968,0.02146184527438383,,,,,,,,,,,0.010188061073854822,,0.03356262282649953,,0.057960880699319914,,,,0.009519391906868502,,,,,0.7126251713007554,,,0.005118280190518104,Control
16,,0.07283337083260047,,0.002115119664253432,,,0.03087179154861777,0.0033458536610890027,,0.003715446169500176,,0.006466711719453426,,,0.0039094495335668085,0.0850955305569386,,0.027150207305876896,0.001994169434166247,,0.03325628206640148,,,,,,0.0048024888780125365,,,,,0.4316947159843075,,0.2485164981346295,0.04423236451058627,Control
17,,0.08471881086925324,0.039805193751959476,,,,0.20394170471994832,0.04137040678703146,0.005596352633760683,,0.023766662019721253,0.014742177681809345,,,,0.024924120993318463,,,0.0023483841667414356,,0.04807740674986957,0.037293790086320264,0.0019915480343934188,,,,0.0016782385188795672,,,,,0.37678240982650335,0.0678814014667238,,0.025081391693766435,Control
18,,0.0758988487430215,,0.011011870641888879,0.0002257759959093522,,0.06665095963825289,0.01199441247037756,0.00010641862801413712,0.004271088064774742,,0.00814659171023963,0.000951950234196207,,0.0030047966616847514,0.0034761078144071172,,,0.010111976268144451,,0.03298626417356207,,0.08218797902800776,0.0040641685269866504,,,0.00539776143752008,,,,,0.6736018312429245,,,0.005911198720087815,Control
19,0.009874186826655794,0.008153483456768222,0.0007517615379563346,6.183827712589333e-05,0.0026649098909684557,0.12415953251968376,0.10390429822937822,0.0430809151723838,0.00010864345584704368,0.1475578571714916,0.00028413622162156164,0.006978236338218699,0.0016410599336581905,0.0003562097997889822,0.00422824550734255,0.08241858884198655,4.9364003981532095e-05,0.051880288771960055,0.04423089389148704,0.0044432934469338025,0.03483872577325567,0.005901610609913059,,,0.0023936744133679854,0.0011286551752667363,0.016303448528803416,0.053369844926659804,0.0040271644889642135,8.7746382887259e-05,,0.2207722449341657,,0.0003282759573631476,0.02402086551411491,Control
20,,0.12117072070812455,,,,,0.08459169075744238,0.03809072335356027,,,0.037000812716911295,0.005581048205076307,0.003487447718245118,,0.010684719546085842,0.14183263890645853,,,0.006991540375962579,,0.02518434825296935,0.02609826639626408,,,,,0.001924709834318492,,,,,0.4753728133543016,,0.0026018259720533682,0.019386693902226294,Control
21,,0.0089097103220069,,0.0006840473072223664,,,0.29839895226715085,0.010833988556668379,,0.004771118731151961,,0.0074574270711546195,,,0.007101352462927434,0.10706757162620478,,,0.0012253603338038452,,0.08411065360942678,0.015023749040583253,0.0008235030317861866,,,,0.019737961405540412,,,,,0.3755223003286167,,,0.05833230390575556,Control
22,0.0005016717381464246,0.05414820854991681,0.0031124378002191817,0.003376644672230594,0.02333416219731392,3.938745051562837e-05,0.12359056413505212,0.01307476784984841,0.001173435071809023,0.00831914780482855,,0.0012265044788195543,,0.0002490737989185658,0.009124724819058717,0.07892301857543263,0.0006133040650025608,,0.039869739482073695,4.985622025794013e-05,0.046480197492822936,0.05403688717661738,,,,0.00019517518242349535,0.01070550905014779,0.007808665715908893,0.0002010833000008396,,0.0017854953225847749,0.22203949669886527,,0.28537659015170697,0.010644251199477433,Control
23,0.00534086745930383,0.02638168361205516,0.001097227712350496,0.00028233479797929535,0.005377903383021318,0.026844683954816987,0.07931484156678167,0.007092943651124471,0.0004744907124470354,0.12430835925420525,,0.04197483342298215,0.0007054266246023384,0.000985606978265658,0.004101036051753036,0.09712368346780997,0.0006165814447149584,,0.03669388003417975,,0.0669528452668859,0.018182997063902768,0.13856975470009983,0.000485365526613389,0.00038328590307072955,,0.007436628815815837,,,0.00023462924526840423,0.00044340515874509987,0.28022857217896296,9.56162905947323e-05,,0.028270515721647023,Control
24,,0.022159726932722557,,0.00025940713465418967,,,0.03645678829389189,0.003841187825368044,,0.0009742876739674603,,0.006981152249525641,0.26320516979336056,,0.002287963078720008,0.028227656183246234,,0.015912606611573912,0.001001209503675898,,0.0738768757598294,,,,,0.0012659539106921107,0.004359374180280893,,0.0016543189643287003,,,0.23878014676096088,,0.19070074149506971,0.10805543364813201,Treat
25,0.0013986613982880543,0.02765903512403424,0.002923380773074996,,0.001282124416993009,0.06358921065580027,0.11901733655986324,0.0026385670022628766,0.0003883477929430578,0.04481771827471417,,0.00884418845906745,0.22317884176189004,,0.0004417741774583397,0.05536377102504692,0.0005706612496749415,,0.061340779785585504,,0.009743514463179073,0.005733597717441452,0.028170666203445358,0.0002919409157932821,6.898641096270627e-05,,0.0070698013871922935,,,0.00012464342864003158,0.19226838867239057,0.0921055635451135,,,0.05096849879914461,Treat
26,,0.40453434950292716,,,0.04977570570063002,,0.20545187556296793,0.007242430119306627,0.0015184819582416428,,,0.001391093925781469,,,,0.07607661056056134,,0.0025479682906581697,0.0009358400363455601,,0.03347865466609801,,,,,0.004107770898385672,0.05359194799661296,,,,,0.1511806285472947,,,0.008166642234188832,Treat
27,0.0009552290664227135,0.014923007265794869,0.00012377838865258096,,0.10369999172650057,0.0,0.004916434096888337,0.00022748727818657248,0.00010341229595095819,,,0.029965146287441475,0.016322171415366855,0.00013583986102927017,0.013917851612894877,0.06071161893712044,2.9560493775656317e-05,,0.00425354743880882,0.005522770245136165,0.06539334864530172,,0.053947703411517424,,0.01012254125987257,0.014953358675791954,0.06384295512225878,,0.00045843481484186745,,,0.5322935375341067,5.1508418920123555e-05,0.0,0.003128765707418713,Treat
28,0.0010659405721885043,0.023733774338223008,0.0006081873617228299,0.0005056641703789649,0.00037664903649480984,0.008640091138245105,0.09375454624914624,0.00446361048886292,0.0006497728223534507,0.03423986498838552,,0.012497495607499643,0.3906756316606413,0.00033237054151612184,0.007793265631072193,0.05905022677877776,0.0005285862766904217,,0.18929213175153614,0.0018462942460703354,0.012857861180494508,0.0027805892787323865,,,0.0006958049210936711,2.135638866723149e-05,0.007914452176735223,,0.0002607233021163774,0.00014266819174179866,0.0035542639966250544,0.11521427228089658,4.171071804215885e-05,9.95796421727216e-06,0.026452235940832538,Treat
29,,0.04026465017878847,,,,,0.025211166636252186,0.0289679604180909,,,0.011875474894688652,0.000377499808733602,0.644177327332818,,,0.03942525603978331,,,,,0.00504957892420549,0.0077691265099236,,,,0.0025150286009314924,,,,,,0.16666361056564005,,,0.027703320090144305,Treat
30,,0.12200394927798872,0.13159441523029342,,,,0.07016345776315427,,,0.02236854216626974,,,,,,0.1993197072117795,,,,,0.015736739743260793,,0.021165243207541595,,,,,,,,,0.39611823685081526,,,0.021529708548896485,Treat
31,,0.052153913003418005,,0.0004742110307217374,,,0.240906773680109,0.022920668441812845,,0.0018040566509692178,0.006240876709674057,0.00859863016276307,,,0.007183134568437682,0.0869658691341934,0.0017065108471582702,,0.005603909099422965,,0.04046918017618373,0.013173766278091192,,,,,0.007309338507514596,,,,,0.23656047007128203,,0.2244634926718445,0.0434651989664038,Treat
32,0.0010512252795181734,0.01339384568019481,0.0008165335654937586,0.001009373663713577,,0.002668017685335426,0.014988192948941336,0.0075892828024797625,,0.014684412853271238,0.0027689446583462796,0.025257782293754926,0.09203132950260316,0.0015385451143404016,0.0037157781524108117,0.16699933525511643,,,0.0023607727772225404,,0.018655476371927774,0.04435122965647229,,0.00602169779145862,0.0007258076137722297,0.0004731794929744166,0.000396688784723839,0.018202605826305254,,3.644222328563495e-05,,0.16404030264562144,,0.3892010466581188,0.007022150702597067,Treat
