,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa577309,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa906,condition
0,,0.00014650546946812692,0.0006885742113502697,0.0029300987097202044,,,0.0033549669206990847,0.0005567201432003421,0.00045416567379411336,,,0.0034428710567513485,,5.8602080990827427e-05,,1.4650546946812689e-05,0.00032231160564418583,,0.00029300987097202047,,0.0001318551361141609,5.8602080990827427e-05,0.0021536246341746054,0.0018606179670952847,0.00766222686869063,0.0005713704765543081,0.0003369619389981518,,4.395153404401473e-05,0.0005420687418821427,,0.0001172037347959615,0.0037798351316779676,,0.9700543404583585,0.0004248650070861814,,Control
1,1.3931121484768759e-05,0.0017078334696108857,0.009825101379414908,0.0002943839175066099,0.0,,0.0038248555002050526,0.013181993222153495,0.04139373447302788,0.0016661417921747161,0.001279222688163438,0.03281501087491815,,0.06035429587485258,0.03574979990537006,0.0006089018646043456,0.009557969582769013,0.17678389790135285,0.001038834577287574,,0.004051922611704971,0.0003340418545800393,0.158762924547114,0.027459257316660605,0.22926050048113214,0.003730795008428329,0.0018394164710801614,3.274321984011344e-05,0.0024018473683958983,,4.728446343370419e-05,0.00031187408462617365,0.05661556927900956,,0.08834435942618829,0.036711555722909794,,Control
2,,,0.05763234871713145,0.0002830631648047146,0.001786823190653784,,0.09401076307529668,,0.06214550614801931,0.0018909120036512438,,0.000532959753924868,,0.028268873711066567,,,0.0012919319905806926,0.09686287998935335,0.00356050490792312,0.018607387635709176,0.001909998429281038,,0.03702255514881884,0.0565470298914285,,,,,0.1402716697159752,0.18346435521360838,0.0001409057979554788,,0.1901529479766616,,,0.02361658353815606,,Control
3,,,,,0.001324571383184251,,,,0.08721593093418085,0.010615259903331987,,0.001018744802801782,,0.000786150027286719,,,,0.038286623596343855,,,,,0.0504868797756202,,0.04963755335079183,,,,0.007720521430764611,0.007679791952606733,,,0.6374224273570459,,0.06535252988461979,0.04245301560142153,,Control
4,4.293671677374731e-05,0.0021947580984040356,0.01097999698425525,0.0004626380359484099,0.0001027632320888265,0.0016633399189981538,0.00022597736482107294,0.004522701415426165,0.12441982015823908,0.002043156894629431,0.0,0.05684078556691422,6.847490613443587e-05,0.009694032142304082,0.0006872927057029932,,0.0038567753223357,0.02093541402085259,0.0023940780703466213,,0.018809232574357335,,0.008501469921201966,0.0018420054987486286,,,0.0006301115805208934,0.0004593821711693581,0.0032466059135864995,0.0002995395596727774,5.534970124388278e-05,0.0015290354968622616,0.056632308475280564,0.0794234636744184,0.5456697100184382,0.02695774640435521,0.014809097455969006,Control
5,,0.0013909922454975977,0.004544760362650616,0.0001363105956722695,0.0005386986687166279,0.0042064000140136166,0.0017926756108833848,0.0015936460335982464,0.06433276215099731,0.01069303266611948,8.45649190285867e-05,0.023800997805641027,0.0005722226187601033,0.03372539576130425,0.00016610966237758098,,0.007706582281615879,0.1877381471443686,0.0002302380593075926,,0.08798567067581566,0.00021423112820575293,0.005286112819467892,0.014562683091858545,,0.0015429070821810947,0.0008440384299234176,0.00021000288225432362,0.009988526352593232,0.020507999589658807,0.0003117828026565869,0.00010177992040226325,0.051767019218485255,0.00026446671700963947,0.42985254394934486,0.032288194827908887,0.0010185039116812045,Control
6,,,0.06747726926631122,,0.010157352269342758,,0.00013505626392990694,,0.07279298188533652,0.016676543611553313,0.00016155787043690755,0.001362284503715627,,0.002987444558129542,9.611928821577527e-05,,0.0015322005731278196,0.001557886745588451,,,0.009489511785366346,,0.02990064140003503,,0.06552624138111696,0.0013846070107349853,,,0.010855159954523243,,,,0.7016096464216818,,,0.006297495210853917,,Control
7,,0.0007086486159090499,0.033599869087555134,0.0026567150539748177,0.0013972140726627824,0.027708065247952638,,0.0020484822338423547,0.07045087223604192,0.02065207573794984,0.001018078031042826,0.09025361098389416,0.014880558333076537,0.005390362421327678,0.08856481919312452,,0.020382918901228043,0.13905196862776767,0.002152617133166221,0.1093257052748577,0.020918469812036503,,0.002054432799518005,0.019561528317785702,,0.006435749298417681,0.0003027350287486704,0.00329948240704632,0.02363490304297052,,,0.0027835896149877746,0.2083356799105715,,0.04763980375884483,0.034791044823698554,,Control
8,,0.0024737545262313657,0.054213235147972674,0.005956124506853055,,,0.002279425614404273,0.006301632455544044,0.22460179307812153,0.0052982691339058035,0.0011138640754222741,0.08260173355395038,,0.01630787219521951,0.0012480509180882525,0.0007528056944653128,0.0002560157259152897,0.10214564040541935,0.0009826637396153238,,0.11782490439831105,,0.02306252684637955,0.01038933648159215,0.05278259537950315,0.0005373652686347473,0.0002773332059090407,,0.01070405251473661,,0.00019886016361320375,0.011047706769515098,0.17017116082741074,,,0.09647127737326631,,Control
9,,0.00030271970236949846,0.014340159813964616,0.0011576197314069193,0.00026956031468156896,0.009147909846460812,0.04182194612752428,0.0009073428760269464,0.01976462752416911,0.009060777178505454,,0.009237185121005239,0.0006222741707959458,,,,0.001904777257679868,0.0046230308170085435,,,0.003943008297193002,,0.0011280313547007666,0.00014467695920456652,0.042177006647998116,,,,0.004295314037766605,0.0028136505669847174,,,0.015077420538373779,0.0067281928052086975,0.7769795491261939,0.007387299403559545,0.026165919781217423,Control
