,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa872,condition
0,0.0006842078580481622,0.049634980988593154,6.813688212927757e-05,0.005421140684410647,,0.0013363751584283903,0.004542154626108998,0.11159847908745246,0.003397211660329531,,0.030549556400506973,0.0004207858048162231,0.04455148288973383,,0.00048456273764258554,0.002090240811153359,0.06761622306717364,,0.02348968314321927,0.001567249683143219,0.062160101394169824,0.025483700887198982,,0.0227979721166033,0.0011738403041825093,,,0.007005525982256021,,6.82382762991128e-05,4.3802281368821287e-05,,0.4516694550063372,,,0.08214489226869455,,Control
1,,0.02780448373978143,,,,,,0.10232748196031392,0.014975835041659951,,0.0004348437073508938,,,,,,0.007207774904243264,,,,,0.005517807229481654,,,,,0.224949357666492,,0.1321793252926564,,,,0.46197916961962165,,,0.02262392083839892,,Control
2,,0.05702945428555184,9.187966505039676e-05,0.0,,0.03472249295420027,0.010806571477303184,0.00035452352525523257,0.0037210756722951834,0.0006344265490606953,0.05334208474452377,,0.09486215004507687,0.00011391047976413827,0.0016484531728434167,,0.0651760840785231,0.00020142459166849408,,,0.0001171592635007269,,0.0041574279379157425,,0.007315753352338718,,0.0006276244081122131,0.043240499338060304,,,0.003416908294957075,,0.5457885610324635,5.827505827505827e-05,,0.07257326007326008,,Control
3,0.0012342655443605074,0.04282441482866287,0.00024380677676618623,0.0004192714977351924,,0.0005663772717971577,0.023243012926669374,0.19858978873486427,0.006519351123244777,0.0010976816410591056,0.06788791181349554,0.00020783199959435684,0.035729968312133605,,5.761976845070164e-05,0.012787580264337453,0.08205105131526391,8.928558902534809e-05,0.11173525289667101,0.001882713408090056,0.027777337974714243,0.012507397877227605,,0.0021780272474365217,0.0020712052071435692,,0.00011143162176900907,0.005278672248134973,0.023679219625914422,0.00018157742683942845,0.00080858071587602,0.0003675640185689976,0.28440215832629706,,8.71812148732355e-05,0.05273902333390185,0.0006434374490816612,Control
4,,0.001970299931302014,5.735791246332813e-05,,,0.0006362985350870085,0.0045543396419955836,0.16604458115927118,0.006867471963664825,0.00043114536669965504,0.06844852511765705,,0.07156365661041847,0.0001761201509676442,0.00411054923286574,0.008410875262523725,0.022856470574429882,0.0006450994846184187,0.003858053025619766,,0.04862929257461865,0.05471044521980473,0.040278304233044286,,0.0014137157436949037,3.075274319021472e-05,0.00033231171506531367,0.05089022616113608,0.00012331445377918338,0.0005532458964055405,0.0016228141653204754,0.000396042728913456,0.3984958671449123,0.0007687174194159264,,0.041124105831114637,,Control
5,,0.03592902459860539,,,0.051775171819206885,,,0.17693226987696764,0.010935474159724675,,0.016595869879120935,0.006661992891610518,,,,,0.201353641755556,,0.0015586611911997752,,0.005347648943452152,,,,,0.0048170871338812935,,0.01375288677386534,,,,,0.0017663308477849744,0.34653916343291397,0.11376798061032102,0.012266796085789304,,Control
6,0.007071661765655279,0.006954162058805669,,,0.13910120749214544,0.0025410359641330053,0.04278666185488799,0.023096058585521523,0.014733097798922666,,0.053713056612939805,0.029818934269274594,0.0003847187139663073,0.021314518687783397,0.0002759626142522952,0.004663935866480088,0.3110484339540856,8.575921519298756e-05,0.01611973807027632,,0.007293845207251636,,,,0.0003412402291687453,,0.010969633691968949,0.007005066620896478,0.00026673990535584265,,,0.0005094049472287377,0.018134480750110465,0.19848826625888716,0.07025703929245294,0.010621206936387384,0.0024041326359687805,Control
7,,0.07441479468028757,,,,,,0.16771506115862647,0.0025230243033172238,0.0027901185397479745,0.011824514364783798,,0.01112834483693086,,,0.0021844859513769415,0.23304844650108605,,0.06919701330749299,,0.04533991385646302,0.061835908469412476,,,,,,0.022141208883706232,0.018209626889265727,,,0.0010167442013245904,0.2506805667899831,,,0.025950227266195027,,Control
8,0.001027764835171504,0.0009664063678281541,4.601936166715316e-05,,,0.0010584446367983356,0.006273962069216215,0.0598711063803314,0.0032827126481337603,,0.12090856546940547,,0.015922736394693247,1.5339787222384393e-05,0.0002454361411940253,0.0019788352778723367,,6.135914888953757e-05,0.003712223055447523,0.0005368925527834535,0.04427062774125785,0.0072250370555582985,0.062248793846186604,1.5339787222384393e-05,0.009127164310036212,1.5339787222384393e-05,1.5339787222384393e-05,0.004249122423692852,0.00013805740345527212,0.001457282057947142,3.067957444476879e-05,,0.19530614728846357,,0.43147666806447776,0.021797778121307853,0.006718818624850114,Control
9,0.000930510361635298,0.014492905640137376,0.002198792151963053,0.002779932484040074,,0.0002826024315306855,0.0038397420309795602,0.2043451586280126,0.013585289908037215,,0.06405029798822773,,0.025432907691576863,,0.00039243613886006334,0.0042172512748123074,0.11307627270186585,0.0016945051577969474,0.10981656157157613,0.00029773104135566864,0.005699048178469992,0.008021894930997905,0.08055329158711119,,1.6137183813315373e-05,,0.0005096324363042664,0.015267692177974175,,0.0019160888630335344,,0.0037083248402998733,0.22628971146614485,0.02629786074397057,0.0011067082373969349,0.06918071215207602,,Control
