,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,,,0.40453434950292705,,,,,,0.04977570570063001,,,,0.20545187556296787,0.0072424301193066256,,0.0015184819582416424,,,0.001391093925781469,,,,0.07607661056056132,,,0.0025479682906581693,0.0009358400363455601,,0.033478654666098,,,,,,,0.004107770898385671,0.053591947996612946,,,,,,,0.1511806285472947,,,0.00816664223418883,,,,,,,,Control
1,,,0.0052702518835995036,,0.026032871777552632,0.0010827204497799938,,0.0002786018399059881,,,0.005306798127860428,0.008520539191746905,,0.02648975044888102,0.0782661611339095,0.006999162574702143,0.0016858853342857632,0.00046821711830130646,0.1226647861042473,,0.04141985297273832,0.0006960996552302232,0.0009725755363287893,0.0040468132079949015,0.09583953910832832,0.0006084291634574812,0.0003170715707069603,,0.036208722991211896,,0.06606761196918859,0.01794258615397449,0.13673762104804507,0.0004789481484721039,0.0,0.0003782181954537688,,,0.00733830362255282,,,0.00023152703774164052,,,0.00043754256979421536,0.2765234620813987,9.435207659606863e-05,,0.02789673023485973,,,,,0.002698246671153453,,,Control
2,,,0.0025861408936364485,,0.05333318074669957,0.0007799134955315747,,,,,,,,0.008108831808884836,0.01924272739020548,0.010069502536516478,,0.002589685494641981,0.05259408079988885,0.0019367699894229109,0.11216231598963436,0.0013435050554112284,,0.01058964741549975,0.17784782359472773,0.019006353140293687,,,0.004675430000611697,0.0009419523986416278,0.03008940901576355,0.015752814514472708,0.05496896347359555,0.023077175483676,,0.0005774661409584518,,0.0011513876809113716,0.009850446194374576,,,,,,0.0010417075983687543,0.3365163175200918,,,0.049166451627538986,,,,,,,,Control
3,,,0.0025387387634360293,,0.014869247947884986,,,0.00042907974781157646,,,0.03226829972834764,,,0.0010716840364768552,0.12189479423514203,0.009499862168538181,,,0.03143653889207872,0.005568187990945261,0.0548337722110451,0.09723022220056178,,0.005407968435326077,0.23807834005229983,,,,0.00301127476587689,,0.028816268884560185,0.0344994941103068,0.0002463197984360825,0.0026112335433549753,,0.0014063378104444265,,0.021193249862803125,0.005069456395760579,0.007039913249944031,,,,,,0.10482095363126251,0.10153533587471193,0.020004091792199908,0.053347426156096285,,,,0.0012719077143482297,,,,Control
4,0.0,,0.0013962228763426756,3.554611079975913e-05,0.015268928101458927,0.00027677356357761173,1.3570310105890953e-05,,0.0004124766646365213,,0.004449036295313442,0.0,,0.03869320749267456,0.01711175595964473,0.007023344376595144,,4.496431109713121e-05,0.05026078287726626,,0.055826837982042216,0.0026550210451204703,0.0003516128111018909,0.008145021650720877,0.011358450829601664,5.225582100477411e-05,,,0.005509545902991728,0.005938124652007625,0.07353518123149147,0.06627972378950303,0.07392568209543411,0.015941772432380867,0.00029611631902705333,0.007872400196951785,,5.3977427510745346e-05,0.02046666068492798,,8.982735122332296e-05,0.00242138891516308,5.620538887141403e-05,,,0.47910992538557395,,,0.03397296753718518,,0.0,0.00014147554640246013,,,,0.0010132160642495444,Control
5,,3.1373828894153727e-05,0.0016309379231206876,,0.005201339792800418,,,0.0006435143178928653,,0.010454401297132413,0.00025770643478232984,,,0.0029363097240426173,0.03490183098868256,0.0023245701785441497,,3.127359301909253e-05,0.029937248332776688,,0.025036215221659608,0.012414112890453816,0.00014363800896269102,0.009644595662513026,0.011569926350688441,6.856133854185671e-05,,,0.02089486980763132,0.0004799293697929969,0.031766753524393614,0.015878866147819047,,0.0240399708594264,,0.002038096047619257,,,0.003100596323267914,0.00555246606313978,3.4681612771173133e-05,0.00039472887599098196,,,,0.2449634479858002,,0.4914374506087726,0.011171689219070314,,0.0,1.7340806385586567e-05,0.0008291511585061968,,,0.00017240570510525368,Control
6,,,0.000363069899036053,,0.008948363068694492,,,0.0005181550508222576,,0.0040000927499548545,,0.0004183785842361816,,0.00046856795374628006,0.0925728867590305,0.002238445880150396,,,0.013942305713688315,0.0005847061547926483,0.0011517456515177415,0.0004941645321964303,,0.0007650867488119425,0.04838857493207621,,0.0001319980418115592,0.003018187924859287,0.0009628328646817307,0.0002875850872928647,0.005667483983819349,0.0007784371211016285,,,,,0.009557461257069045,,0.002499530980341928,0.006248877640224331,,,,,,0.044164737972845335,0.1916822362455782,0.5442214017710223,0.00586201798004049,,,,,,0.0100626674505577,,Control
7,,3.510834344249078e-05,0.004824329015677736,,0.035574711007532,,,1.3278800385125451e-05,,,0.00905402932623065,,,0.002980185313707132,0.017185986801476,0.0061484869662035415,,0.00013037367650850441,0.02773720087112955,0.0002879085356229473,0.026012868163542917,0.005458190540122249,0.0010450013515203272,0.002903631017547432,0.19955924442418643,0.0,,0.06890500295905996,0.01790424918594415,0.0008398841243591846,0.02360216231180695,0.007185239365969473,,0.003149791809535326,,0.00815871626996083,0.007249420234497578,0.00037321476840011683,0.017515743677706613,0.03720287300929908,2.6959988660709243e-05,0.0006075051176194894,,,,0.1398700307233214,0.1308736434623989,0.17153594576294104,0.0228072450342065,,,3.9232819319688835e-05,0.0017450556839452365,0.0013954812041095473,,6.20683321032e-05,Control
8,,,,,,,,,,,,,,,,,,,,,,,,,0.2181122181122181,,,,,,0.15443715443715444,,0.021520521520521526,,,,,,,0.015447515447515447,,,,,,0.5904825904825904,,,,,,,,,,,Control
9,,,,,0.005633792676069522,,,,,,,,,,0.004109494657656946,0.05169413279762737,,,0.01357938234680295,,,,,,0.015588379735106345,,,,,,0.013887281946533473,,0.15577179749666328,,,,,,0.02527976713630272,,,,,,,0.36552452481811776,,0.25009967487042273,0.098831771518697,,,,,,,,Control
10,,,,,0.0463728469742181,0.006668294620826393,,0.0004252813297435034,,,,,,0.00010600793185085373,0.11043777214646797,0.004970813975344305,0.0012714703810402005,6.747852636478704e-05,0.01867530697262486,,0.00011787915408169588,,,0.012838414442070777,0.02122793215284094,0.014760198707598782,,,0.07982699255601472,,0.02805336426793348,0.019606885517160944,0.037705605143363234,0.0019203263961312309,,,,0.0006334442528966043,0.017305846941416042,,1.3016691042590093e-05,,,,0.020275839303221736,0.4796546515666109,,,0.0770643300491354,,,,,,,,Control
11,,,,,,,,0.0036825923851835436,,,,,,,0.090706648515713,0.015516598223380085,,,,,,,,,0.028637808852433375,,,,,,0.04556313476471402,,0.05872257617125594,,,,,,,0.006379340454860613,,,,,,0.667334023118508,,0.05277814904110583,0.030679128472845582,,,,,,,,Control
