,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa570,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
24,,,0.0018922224945995257,,0.03799468014221386,,,,,,,,,,0.0012946947847789715,0.13007615779091408,0.004428758985023454,,7.855982968557973e-05,0.03629361304471577,0.0046404797825661355,0.049200355534642824,0.00935838829779358,,,0.10559921818573684,,0.00037048568894914094,,,0.05480977415899852,,0.03461835552477144,,,0.01367825348748061,,0.001930268485415841,,,,0.015877106102659196,,,,,,,0.21515110633628215,0.24198895391211497,,0.04071856743065758,,,,,,,,Control
25,,,0.0052702518835995036,,0.02603287177755263,0.0010827204497799938,,0.0002786018399059881,,,,0.005306798127860428,0.008520539191746905,,0.026489750448881008,0.0782661611339095,0.0069991625747021415,0.0016858853342857625,0.0004682171183013063,0.12266478610424729,,0.04141985297273832,0.0006960996552302231,0.0009725755363287892,0.004046813207994901,0.0958395391083283,0.0006084291634574812,0.0003170715707069603,,,0.03620872299121189,,0.06606761196918859,0.01794258615397449,0.13673762104804504,0.00047894814847210373,0.0,0.00037821819545376867,,,,0.0073383036225528175,,,0.00023152703774164044,,,0.0004375425697942153,0.2765234620813987,9.435207659606862e-05,,0.027896730234859727,,,,,0.002698246671153453,,,Control
26,,,,,,,,6.850862301620158e-05,,,,,,,,0.17974899291817448,0.006702393170379426,,,,,,,,,0.006324176926153886,0.0016240394731281513,,,,0.0025492099161975364,,0.07786724549021215,0.004593624786176582,0.04534946542498504,,,,,,,0.00895740111525147,,,,,,,0.6587114237419471,,,0.007503518414378054,,,,,,,,Control
27,,,7.97720103764508e-05,,0.04455469761739478,9.773593637725462e-05,,0.005382580878263448,,,,0.001048301647809619,,,0.0031596211539944873,0.11518022790843069,0.0029697312921441823,,0.00015802165414266402,0.024338480962298088,0.0004246387931489442,0.032029071112789104,,,0.0008566864371343783,0.0602308110763335,,,,,0.023905519898346505,0.000923569076877484,0.061273530713238905,0.023522390968103372,,0.01726038964465934,,0.0006573579023006007,,,,0.008621872551527037,,1.654305049791538e-05,4.932467817169861e-05,,,,0.49502490591774345,,,0.07823421711789613,,,,,,,,Control
28,,,0.0011204177498366206,,0.014275439081469856,0.0008702784435852922,,0.0010758114279373742,,,0.017187999260809522,,,,0.00017104147467488716,0.015974727534774472,0.00808881533397441,,,0.01565095239554661,0.0029511987620279025,0.026920269284622825,0.00032974287843887183,0.0016398133574389538,0.003960353577421959,0.17799136215265862,,,,,0.002516160688357477,,0.019883394421741748,0.047270462290412235,,0.006418050651135979,,0.000773580838742482,0.004569467569433888,0.0005043245373914768,,0.00042279915088174353,0.01940071558250546,,3.8840878932676926e-05,,,,0.17483756370182302,,0.4148185640385451,0.007484354155584624,,,,,,0.012853498779293888,,Control
29,,,,,0.08203199409557252,0.20166957778665479,,0.0009775684254488915,,,,,0.04367292813661732,,,0.11977485795331223,0.040961352903222975,,,0.0005983278483209283,,,,,0.008429599803648779,0.05962717985451174,0.0009692951998234228,,,,,,0.027191845581980057,,0.029547263559127367,,,,,0.008764410095010337,,,,,,,,,0.33326799868322937,,,0.04251580007351936,,,,,,,,Control
30,,,,,,,,0.001324571383184251,,,,,,,,0.08721593093418085,0.010615259903331987,,,0.0010187448028017821,,0.000786150027286719,,,,0.038286623596343855,,,,,,,0.050486879775620185,,0.049637553350791834,,,,,,,0.007720521430764609,0.007679791952606733,,,,,,0.6374224273570459,,0.06535252988461979,0.042453015601421534,,,,,,,,Control
31,,1.3493924667098745e-05,0.009314079274762884,,0.06651595043231671,0.00046237137325217894,,0.00024452627124015296,,,,6.399391546669557e-05,,,0.015282380818999445,0.030138374063858976,0.014706844486607279,,0.00011398277275617499,0.056775688036817956,,0.0344399714583048,0.08138502869503526,0.0003420505449705485,0.0047639687676979976,0.15790243074652072,0.0001892216254454528,,,0.07728543126378783,0.06767816580762162,0.0008572731231688642,0.014614533774680083,0.007322805346047609,,0.00019187951969806315,2.330768806135237e-05,0.0013911009611354526,0.01930111692894631,0.00013033904507993104,,0.008419800085461523,0.01150592199284822,3.557489230416941e-05,2.3716594869446275e-05,,,,0.08034292969460795,6.71629432294233e-05,0.20081720025597566,0.03641948931628737,,,0.0001930040134203214,0.0007248895440484637,,,,Control
32,,,0.0005635614173392935,,0.05974821396673018,5.543723671730373e-05,,0.007833614777446757,,,,,0.015358134142158242,0.13945948795179203,0.008400003594837209,0.10715543258160509,0.0027291478993780828,,0.0015701158355507388,0.06861362780570229,,0.0658035960691465,0.003308360995571989,,0.0027010758560130368,0.09145457716181747,0.0007669322638759958,,,,6.0183229660315155e-05,0.0020503699299541937,0.019979721482918815,0.01883937045514376,0.044905373483895075,0.015666017812014453,0.0005261993452347354,0.003633814937174666,,0.0011114711558239745,,0.008064754731628742,,,8.795233730559479e-05,,,,0.27944608405597815,0.0003374703918200893,0.0003854352141164814,0.029384461881648873,,,,,,,,Control
33,0.0008448607299420089,,0.0009695978587361553,,0.015147482838860504,0.00012564029384575306,,,,,,0.10525987269788248,,,0.0,0.004990388316817454,0.0002309091981941516,,0.00010496784933119623,,,0.030415889442963924,5.5695178182422485e-05,0.00013788319787864594,0.014127207385561962,0.06162485815291108,3.0005150047827612e-05,,,,0.004317530353370351,0.005605845123651324,0.0663770115994491,,0.05475919813394058,,,0.01027480703376914,2.5589676462194117e-05,0.015178290802287537,,0.06480329667286037,,0.0004653307049223298,,,,,0.5403004288227665,5.228322132079661e-05,0.0,0.003175829376466891,,0.00024074366208942622,,4.3954032511533416e-05,,,0.0003146024929763865,Control
34,,,,,0.01913171980226046,,,,,,0.012319758562309158,,,,,0.14604224944327904,0.011984811123871356,,,0.009959735270976999,,0.01753006400811107,,,,0.017403382409447415,,,,,0.002574639355678231,,0.0982141876932648,0.03388748908891498,0.06500520395522122,0.0066111219339985644,,,,,,0.006142496886775497,0.21227293910995687,,,,,,0.3136763387403523,,,0.01298211927443841,,,,,0.014261743341143752,,,Control
35,,0.00042335435146774236,0.015595064775459522,,0.13895936012401805,0.0016307964538591182,,0.003432423680714736,,0.0,,0.0008746535577420762,0.0,,0.10343063888159387,0.11611903080308313,0.0072456724995601735,6.557861912641732e-05,0.0002556852226281932,0.1931570801706268,,0.07448996815408426,0.00330646785704269,0.00014308989523229162,0.002062615852585792,0.08091045152868044,0.00025497130297984965,,7.73072990634904e-05,,0.04584924566740014,0.0001973477885064036,0.02016282467408293,0.02422625133541221,,0.012059326722777352,0.0005708297531112874,0.008932868605638434,,0.0011411495636166153,,0.02569712978804236,,,,,,,0.0720700865117631,,1.3972427403295762e-05,0.04634123829363005,,,6.39468027873463e-05,,,,0.0002395710362798667,Control
36,,,,,0.006610021235690784,,,,,,,,,0.14103382226696456,,0.24870786177458895,0.011475395687982061,,0.00014042056110350463,0.0018134863643309439,,0.004640072048033377,,,0.0025932621483330514,0.07929192703613624,,,,,,,0.06506904010920923,0.010651351382909001,,,,,,,,0.006347862241642161,,,,,,,0.3713448644708058,,,0.050280612672270304,,,,,,,,Control
37,,,0.0013593297791317592,,0.03996283320639756,0.0018974358974358973,,,,,0.005788981975120589,,0.005062503173394264,,0.0003263772531099264,0.10488042650418887,0.005511449606499111,,0.002558111195734957,0.04812388931200812,,0.013515410002538714,,,0.009556435643564357,0.06523919776593044,0.003444224422442244,,,0.03648570703224169,0.26114546839299313,0.0002584412287382585,0.009307946179233306,0.00018400609291698402,,0.000623000761614623,,,,0.0002568164508758568,,0.017496623508504696,0.0143997969027672,,,,,2.1731403909621728e-05,0.11414978420919016,,0.18941051028179745,0.049033561817720235,,,,,,,,Control
38,6.506298238576836e-05,,0.0007856203106767545,3.030191858776439e-05,0.011543916195635672,0.0017537615423453608,,,,,,0.008461228036429597,,,0.0007718374982087412,0.22572497086860707,0.006490387197713027,,5.026672782451886e-05,0.0384891118821829,,0.031503962254551925,0.00996223712072183,5.42191519881403e-05,0.0054672160603816905,0.038653188157077856,0.000229950010955309,,,0.04690280948443972,0.013857503150284745,0.0015279666439723207,0.05166365640583573,0.019010957538600493,,,0.00030008020380725876,0.0025525566002341862,4.0943060566745207e-05,2.634949442414295e-05,,0.04225759630588197,0.0628247955228561,7.043422547992058e-05,0.0010238805467966009,8.816946211155526e-05,,0.008069228634765807,0.3075553526869695,0.00010266168404483388,,0.06049914860729747,,0.00020917444804396563,,0.000932366725777366,,,0.0004471306515358412,Control
39,,,,,0.08754128659279385,0.001690081589423935,,0.0011316398678829032,,,,0.03442705302684623,,,0.0009370853026008987,0.0596329103855927,0.014128805797077182,,0.0023133050623956072,0.007769414640885136,0.06500749333344497,0.011988286956994963,0.008732559161751348,,0.0023317244295228967,0.2559538511129066,0.0006894704013328923,,,,0.011665215443802092,0.00013730800949434655,0.060787679117879766,0.04826564913617356,,0.0006308633241096957,,,0.001595786988391613,,,0.00631690102520523,0.026714152353283463,6.164208657939795e-05,,,,0.000418935946650815,0.10724153232389623,0.10561204626610127,0.06684189485053103,0.009377550977691633,,,5.787448875790673e-05,,,,,Control
40,,,,,0.0278480622647187,,,,,,,,,,,0.09714303146752896,0.035349293432713265,,,0.001988517477112539,,,,,,0.004580178048327868,,,,,,,,0.00449514409505073,,,,,,0.2530788828261516,0.0034943988570788035,0.00742785264335493,0.11711070640309723,,,,,,0.4278839609849222,,,0.019599971499943192,,,,,,,,Control
41,,,0.0016536383685369128,,0.017818411107303523,,,0.01714396859452573,,,,0.0004416040808020163,,,0.02299628469970316,0.059154515305637353,0.008700692770194739,,0.0011729918747276642,0.035595453440203005,,0.08741444553097884,,,0.009808647671959578,0.03913051130186826,,,,,0.004967489605210403,0.0044272680304134355,0.25233435194247134,0.013136659369309264,0.11188584564855114,0.015031126715489236,0.0001113619086035318,0.0067827595177513515,,,,0.006186604123283398,0.009854871461452598,,,,,,0.26749919386520293,,,0.0065843107759892,,,,0.00016699228983145414,,,,Control
42,,,0.0015939843428685893,,0.025295114916955626,0.025238998712371574,,,,0.001361502923877506,0.010784560351861794,0.0006377763938712175,0.005313179666937641,,0.0023428769103736946,0.17509169113843948,0.009421738240534754,,0.0028672031835849238,0.04019919324584144,,0.17969565533731574,,0.0006623335756240949,0.008054755614943796,0.049453597632200585,0.004493761308861257,,,,0.06283868235092599,0.001642895754459031,0.019028670103792653,0.05798153563769672,,0.0035329869417693406,7.336711738566272e-05,0.00021654969363901004,,,,0.022135255071489304,0.01132968919639261,,,,,0.0009287079644724554,0.2585546515513492,0.0002784500278094862,,0.018950635092354787,,,,,,,,Control
43,,3.9889189459810827e-05,0.000169529055204196,,0.06996635061946282,1.088812059234632e-05,,0.0001966984776168733,,,,0.0031565373904166626,,,0.00021277626316445008,0.0036164841668410116,0.0004381705352396567,,7.397816514612875e-05,0.03210560785019249,0.001303928759535755,0.09560431307966524,0.0018202495435129997,0.00041283275928176666,0.00446870855899896,0.5482107663364547,0.0005268018720240834,,,,0.009621333552588198,0.0006521678960406316,0.01694466311137306,0.059262717528368127,0.0008665722893871148,,5.037027750664888e-05,0.0006783197370895381,2.9509859549349846e-05,7.591156973729304e-05,,0.005983073144562492,,9.575440633082141e-05,0.0005877549957139473,,,0.0,0.13685757035761065,4.579116136968079e-05,,0.005913979369962464,,,,,,,0.0,Control
44,0.0002090589725409236,,,,0.03607147631152377,0.0005112129376944559,,,,,,0.007523289685611125,,,,0.09775429580266047,0.0045107559627089785,,0.0013160798629560753,0.0018909414423389347,,0.003685853375993776,,,0.00882145888151021,0.0014010796388197616,0.004391553896081095,,,,,5.697008787054209e-05,0.00015026746090187392,,0.07516034347599904,,,,,0.0003828025620146728,,0.0018068523783595024,,3.926180123227412e-05,0.0002246422647825994,,,0.0001240591966772373,0.733986219310148,,,0.01998152469157477,,,,,,,,Control
45,3.615922015672497e-05,,,0.0,0.001967243382660705,5.7268932482857715e-05,,,,,,0.0006353114379491621,,,0.0045472744432288135,0.16578699431633626,0.006856818376479295,,0.0004304765259998933,0.06834234014392583,,0.07145263909785371,0.00017584693377893342,0.004104172491196543,0.008397827376286984,0.022821013072265108,0.0006440987344676959,,,2.7573930454709264e-05,0.0038520679841820577,,0.04855385340122917,0.0546255722853112,0.040215820042631516,,0.001034274900572245,0.0014115226304196409,3.0705036110738516e-05,0.00033179619613084223,,0.050811279575818005,0.00012312315466773112,0.0005523876397685163,0.0016202966752910108,,,0.0003954283433340174,0.3978776759842984,0.0007675248993602039,,0.041060309539085085,,0.0004533032962664293,,,,,0.0,Control
46,,,0.0005223902371784489,,0.054349009400408294,3.199539588265538e-05,,0.006958495532215239,,,,,0.014043161587816797,0.1323522753455352,0.005153069797251818,0.09643009861222485,0.0026610510386933005,,0.0017841960854941123,0.04759596858011879,,0.04837905086362415,0.0023732937046543243,,0.0014602175485691118,0.07563268883068902,0.0007265369612221839,,,,9.176038064459653e-05,0.0015286353762427143,0.017394327155941337,0.017714683572577734,0.037635640858724236,0.010528497534442844,0.0003664378358636192,0.0019657045577340824,,0.0009041214698161673,,0.007457845059780078,,,8.01897186115608e-05,,,,0.38716139463704846,0.000492910202607323,0.00015595240131482968,0.026068399717072165,,,,,,,,Control
47,,,,,,,,0.0099846990015301,0.0012685998731400126,,,,,,,0.19293798070620194,0.014987598501240153,,,0.0007316999268300072,,0.018722998127700192,,,,0.04756639524336048,,,,,,,0.03486589651341035,0.02849899715010028,,,,,,0.02391269760873024,0.0030822996917700307,0.006707799329220067,0.008712199128780088,,,,,,0.26318097368190263,0.3293899670610033,,0.015449198455080157,,,,,,,,Control
