,taxa1263,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa216851,taxa239759,taxa283168,taxa292632,taxa33042,taxa375288,taxa397864,taxa39948,taxa572511,taxa816,taxa841,condition
0,0.02764257975873712,0.0002601376343459381,0.00040730965637444363,0.00424550109170179,0.09020114107937481,0.007299478911801199,0.08624143242930227,0.11860650265960113,0.00991542465198937,0.2151129196870451,0.030463341655837268,0.030598583664602344,0.01176415440646653,0.08428300989800472,0.00869275665549574,0.1118190641400799,0.16244666201924024,Control
1,0.027638649170839247,,,,0.07454116154308651,0.028744179887220365,,0.0024663794243945467,,0.03140614636443829,,0.10719454074469738,,,0.006790899394163067,0.5570964866897228,0.16412155678143775,Control
2,0.029970887812776806,0.00044217633687769394,,,0.07901123045902707,0.01839149016119583,0.0012786216936044785,0.02721592425162094,0.024362569134709515,0.19403517591824507,0.018444199923207737,0.05355417239934135,0.009800853148494644,0.08720431873335399,0.007156931485977215,0.4223281831600979,0.026803265381469918,Control
3,0.08840168211408307,,,,0.060800031423702466,0.13433427148577662,0.035423335163297855,0.015829998592308624,,0.2664917112272797,0.030206753772155332,0.025033153754140176,0.007873200424919203,0.1974603355446804,0.01843325080155634,0.03476853759374028,0.08494373810236004,Control
4,,,,,0.19175148418809856,0.06591693951453467,,,,0.6786444747239994,0.03866213990481852,,,,,0.009735406313382015,0.01528955535516685,Control
5,0.04577609853158655,0.0003409361756571571,,,0.16641901011768268,0.010321094663073842,0.001225483512500477,,,0.009280745537354768,0.005610190999432362,,0.008447493396848972,,0.03305076264017554,0.6801978874338709,0.03933029699181679,Control
6,0.018807053647157592,0.0004252492642899471,0.0494770243917103,0.0022747678527479027,0.16071347437571198,0.011820227452077446,0.04172082372072791,0.0771190501650003,0.0022475892361147813,0.33632165426081784,0.0029576649120902155,0.025873082174547396,0.04610564053753813,,0.012992202345075365,0.1396322019387688,0.07151229372562419,Control
7,0.12119570463673404,,,,0.07989551186607265,0.05128834571180346,0.003622801346761949,0.01198442623670131,0.015154757691081357,0.11910945219784878,0.00873476336596881,0.04379667521800051,0.029906890892975713,,0.015528949239009292,0.4790342160611015,0.02074750553594047,Control
8,0.051028508103736755,0.005573341942238679,0.001373894564745928,0.004669677907202073,0.11473166265113488,0.0034925900904258208,0.031407250598264366,0.04580228823286408,0.002148925375738794,0.06951458261906626,0.02414916783998444,0.06390527757934372,0.02619916863742703,,0.007202209656102097,0.46435030266855565,0.0844511515331694,Control
9,0.08144016103770581,0.001530878018225676,0.2375138123787886,0.005152951633641535,0.11224661853845762,0.051457665891956626,0.05245951604090145,,0.010817547964517468,0.0262549636199181,0.022393002230260965,0.006406278338191928,0.0008216445987297537,0.23953026033617897,0.024393805332809517,0.0856271877446319,0.041953706295083965,Control
10,0.38858518707393436,,0.057482733885984044,,0.20541044834353792,0.036669951866039927,,,,0.08703539151989018,,0.04367745294463246,,,0.03761567011283754,0.13123408777956647,0.012289076473577114,Treat
11,0.06083191943641513,,,,0.05431239023035788,0.024767858703697482,,,,0.594878762862392,0.006197559774270714,0.009755975315378997,,0.0016952142881931731,0.01340873694596813,0.16887413959745298,0.06527744284587356,Treat
12,0.06734648945432989,0.010137665986325439,0.00013479450714876126,,0.07265189952400161,0.016644222279322024,0.0013596442173910899,0.0029816544981305995,0.001529230967139758,0.005132099928229969,0.009471119864937753,0.029842690029107676,,0.06539924291747373,0.010834121228544625,0.7002498347600515,0.006285289837865597,Treat
13,0.05659811874494324,,0.0004385000809716907,0.016911630242916167,0.025080851052633343,0.026109273562754862,0.07696583765182725,0.042218722348181095,0.0026784501214576774,0.467374418947331,0.025557652955467382,0.011561349149798382,0.0072567449797575935,0.18486839149798867,0.009477060688259776,0.02397218064777496,0.022930817327936833,Treat
14,,,,,,,,,,0.4843495154062049,,0.10390319638955448,,0.014478711305590029,,0.39726857689865064,,Treat
15,0.08881116232725784,,0.0006629029371429056,,0.1866371752614277,0.010207446555537817,0.05728635163672391,0.06790979076325994,0.01471455718987811,0.3590433456647344,0.13777703320578583,0.01041554773074217,0.0008510750683508759,,0.015044749981986634,0.03972571718475155,0.010913144492420328,Treat
16,0.00631483300020189,0.0004196301637836906,,8.422216031108943e-05,0.23118503975526714,0.00841037092893489,0.009056712864476353,0.0099823727608427,0.005997715228027458,0.2954132583712177,0.0006311871724658379,0.060734977530395355,0.012372993087852818,0.0011120460629286345,0.008625324694858126,0.30398974091932374,0.04566957529911263,Treat
17,,,,,,,,,,,,,,,,0.7930343899973007,0.20696561000269928,Treat
18,0.025699910462520816,0.0006709832132955813,0.0063206117335123735,0.00589312105864062,0.05951144812477786,0.008621841832411542,0.09643674898258243,0.036180952356679154,0.011828523251269723,0.39323614718330596,0.053910284145496486,0.029847305332846213,0.006749773599450869,,0.018818279887904268,0.1996388136415364,0.04663525519376966,Treat
19,0.04622362133054249,0.00042391279439760426,,0.0001056668033047897,0.11008238858237886,0.004954818129424496,0.018615210711867378,0.00011749982450002156,0.012797101027348637,0.06984087251895743,0.07957011304302122,0.027963089859237462,0.01954379148039846,0.03758427027684479,0.017250157538722694,0.4781111454247123,0.07681634065434138,Treat
