,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa2316,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.0028330957417105275,,0.013936312561061386,,,0.00031511616730044216,,,,0.036663226970607636,,,0.0016856375482578847,0.11909112685561768,0.008758968172555092,,,0.03091576440336701,0.005530909203721381,,0.05714638814113502,0.09823304050992267,,0.0016654977803025946,0.24921945684673283,,,,,0.002191674647134482,,0.01917234708143739,0.03416498030015374,,0.002568532426297858,,0.0013526193649971848,,0.02073704430596376,0.00962741937862713,0.008020204866195145,,,,,0.10346958361029751,0.1009580121438732,0.018008410896021326,0.05299169641435843,,,,0.0007429336623506871,,,,Control
1,,,,,0.039710088128495566,,,,,,,,,,,0.0874357951755443,0.007786552649681555,,0.002947052582312063,0.006507082498966952,,,0.012528724560015216,,,0.024693743900110303,0.04987302826707767,,,,,7.302112501146582e-05,,0.10061510795073016,0.034886392633388844,,,,,,,0.01323742958837992,,,,,,0.569896871164828,,,0.04980910977545805,,,,,,,,Control
2,,,,,0.07361376883956484,,,0.011884316492856076,,,,,,,,0.07143696639158217,0.009666699625730775,,,0.001370843021325985,,,0.005117646811070155,0.0005280804206512538,,0.0026650712607724494,0.0025218698098248642,,,,,0.0066980773901555634,,0.03217630304796466,,0.07159861957010283,0.0025811359565405664,,,,,0.0063358619554057865,,,,,,0.6970791918063098,,,0.00472554760014224,,,,,,,,Control
3,,,,,0.038089448470840136,0.004257885959621049,,0.0004313359891740006,,0.006739768749063877,,,,,2.1038227086623175e-05,0.0688966350036116,0.01203281921558395,0.0020949259459639947,0.0010490853238269856,0.012683643573915406,,,0.040161870840567195,,,0.01947375753307215,0.05159829295197413,0.004678650501353513,,,,0.01531216594618589,,0.025602685022048804,0.0882439538385711,,0.0005981764567166739,,,,0.0001881926980186491,0.015953151531650965,,,,,0.000320597460528989,0.5385273261972924,,6.991808802917552e-05,0.05297467447530294,,,,,,,,Control
4,0.022631031213345927,,0.00022799631679608858,,0.07323387154716163,,,,,,,0.0014542616688052112,0.0011578333980553424,,0.0022040378599509757,0.3049144942184365,0.008937367461300132,,8.705514271092801e-05,0.016907541267443534,0.05696701205151724,,0.005908068887726192,0.0024463597065602547,,0.005131074189935367,0.1558562545483557,,,,0.04374146253521326,0.042914769268608974,,,0.021224153989307423,,,,,0.0004332921786574289,0.016816519054938184,0.06535119366926186,,,,,,0.1037592614550242,0.0005435987582189972,,0.04715148961266852,,,,,,,,Control
5,,,,,,,,0.001324571383184251,,,,,,,,0.08721593093418085,0.01061525990333199,,,0.001018744802801782,,,0.0007861500272867188,,,,0.038286623596343855,,,,,,,0.05048687977562017,,0.049637553350791806,,,,,,0.007720521430764609,0.007679791952606732,,,,,0.6374224273570459,,0.06535252988461979,0.04245301560142153,,,,,,,,Control
6,,,,,0.020585256428790884,,,,,,,,,,,0.03424306334592297,0.0038401238757689456,,,0.0002265259141277494,,,0.007892628796831221,0.00046033227544968724,,,0.03685934404834884,,,,0.017632099034051073,0.00029641820719195853,,0.09160508275060288,,,,,,,0.0016813672763035796,,,0.0014047102829244183,,,,0.36864544367773244,,0.27342239469717194,0.12850613336073557,,,,,0.012699076028045948,,,Control
7,,,0.0016536383685369128,,0.017818411107303523,,,0.017143968594525733,,,,0.0004416040808020163,,,0.02299628469970316,0.05915451530563737,0.00870069277019474,,0.0011729918747276642,0.035595453440203005,,,0.08741444553097884,,,0.009808647671959578,0.03913051130186826,,,,,0.004967489605210403,0.004427268030413434,0.25233435194247134,0.013136659369309264,0.11188584564855114,0.015031126715489236,0.0001113619086035318,0.0067827595177513515,,,0.006186604123283398,0.009854871461452598,,,,,0.26749919386520293,,,0.006584310775989199,,,,0.00016699228983145414,,,,Control
8,,,,,0.02794571574186733,,,,,,,,,,,0.09748367832163991,0.03547325112088696,,,0.0019954905168940848,,,,,,,0.00459623914112949,,,,,,,,0.0045109070033275455,,,,,,0.25396634252320116,0.007453899541393154,0.11752137295443152,,,,,0.42938440134623396,,,0.01966870178899488,,,,,,,,Control
9,,,,,0.03638417793447219,,,0.00781601725529319,,,0.021362869324490708,0.0008819198517568982,,,,0.11714674367382816,0.0025388850917625176,,0.0001831252826649723,0.0022884494498688376,,,0.013333000378273943,0.000822933369012962,,0.01739032496311033,0.020444262757856484,,,,,0.0025194627132980505,0.00013749810785955834,0.03740462353316084,,0.04495037171246701,,,0.0001329764959419047,,0.0005305700529737666,0.008348848114225782,,2.4766101639875606e-05,0.0001080048664875903,,,0.6621777336715089,,,0.003072435298045647,,,,,,,,Control
10,,,4.799293543990325e-05,,0.01507252418158333,0.00038626402105697955,,0.0010917074325340634,,,0.00018944024626388187,0.026080626865791292,,,,0.19163631860642863,0.010278504586542444,,0.0011822083965064517,0.009462519205085103,,,0.010032000212645623,,,0.0050955839959698586,0.06656609597616682,,,,0.030349466624446948,0.04128816414048029,0.00012952818619824433,0.04770128606299923,0.0058013438443839105,,0.002695620787037731,,,,0.00045313769373587777,0.009403661934809354,,,,,,0.15806552396366377,,0.3533398125554161,0.013650667544814329,,,,,,,,Control
11,,,,,0.07121840720905094,,,0.0008053939361670225,,,,,0.0007484777993406297,,,0.02688400062913751,0.0022651194453471466,,,0.003020125260381127,,,0.0036582387944060616,,,0.003678536843202571,0.06626037928995182,,,,0.02937382661467918,0.04289008310775979,,0.030766843963492888,,,,,,,,0.004177318042272574,,,,,,0.43226377916212516,,0.23393042236873535,0.04805904753395027,,,,,,,,Control
12,,,,,0.07280766316406982,,,0.0021143730999435596,,,,,0.00035296551892016883,,,0.030860894870693805,0.0033446726901152847,,,0.003714134745114937,,,0.00646442919319566,,,0.0039080696326834995,0.08506549476883776,,,,0.02714062421886638,0.001993465561117101,,0.03324454374554456,,,,,,,,0.004800793765033599,,,,,,0.43154234263486485,,0.24842878037990515,0.04421675201109372,,,,,,,,Control
13,,4.825558085845875e-05,0.0037102509732547468,,0.054314471165078725,4.3631087692856445e-05,,,,,0.005421212912067474,0.001517939615378893,0.0010028112897148458,,0.008037570186737033,0.07131491230151372,0.01143405935195168,0.0016472243590955134,3.5085828582504374e-05,0.14140091581049874,,,0.08668069563636847,,0.0011853782372960148,0.008224057900262953,0.037268991486509154,0.0,,,0.024739630981530578,0.05999344930489846,0.0014347992708581734,0.030243280510897922,0.023988653504420806,,0.00041439480062201444,6.263172265587457e-05,0.0051378119069841535,,,0.019095236007992736,,,0.0015229662383849827,,,0.3165395199132687,,,0.07981704298647357,,,0.00026269131829823484,0.003356577778546292,,,0.0001038500313058081,Control
14,,,,,0.019258226713996227,,,,,,,,,0.2355250790771241,,0.21463119557052898,0.022094200532573733,,,,,,,,,,0.005977029056706237,,,,,0.004366534660088872,,,,,,,,,,0.02062993098328681,,,,,,0.4659883733561958,,,0.011529430049499184,,,,,,,,Control
15,,,,,0.07441479468028757,,,,,,,,,,,0.16771506115862644,0.0025230243033172238,,0.0027901185397479745,0.011824514364783798,,,0.01112834483693086,,,0.0021844859513769415,0.23304844650108605,,,,,0.06919701330749299,,0.04533991385646302,0.061835908469412476,,,,,,,0.022141208883706225,0.018209626889265727,,,,0.0010167442013245902,0.250680566789983,,,0.025950227266195027,,,,,,,,Control
16,,,,,0.026030890235264937,,,0.000384047471726476,,,,,,,,0.06862434907768583,0.015973729728651898,,0.0005324780045076492,0.001110533033474493,0.030796029183131533,,0.0236380964511572,0.0010889653344000533,,0.021159845746188472,0.16852715200364946,,,,,0.016019510221970287,,0.04651389682134845,0.008512424927621042,0.07574036722466647,0.0012429912608090288,,,,0.08710318740071993,0.0062160753827707055,,0.0003563757068762505,,,,0.3668085726313631,,,0.02327968605568902,,,,,,0.010340796096327856,,Control
17,,,,,0.033404624006095444,,,,,,,6.823713870148777e-05,,0.07507404300788478,,0.2615081882489208,0.01660842102376896,,0.0001293078199137782,0.013472005324366331,,,,,0.0009003771010703159,,0.02517908873403802,,,,,0.0072532858726896505,,,,,0.01609939481863046,0.0015930307966566502,0.0015494088815050148,0.0004524215771441107,,0.02153188118055028,,,0.0006549518974909922,,,0.5084290003477291,,,0.01492710777978162,,0.0005980356843883814,,,,,0.0005671887586740104,Control
18,,,0.0008406034923519367,,0.0602068043518255,9.59597620801421e-05,,0.008716546229118315,,,,,0.015804291171691832,0.1567785362354221,0.004912958762348407,0.11684157194160698,0.00197240563378355,,0.001989404794990618,0.05521719848391623,,,0.060463803504985626,0.002491735037997148,,0.0017083654079341024,0.07798329998379548,0.0007119530356428153,,,,8.751047485295976e-05,0.0015908800807751858,0.019874634706634208,0.020021390778830143,0.04495614266701952,0.012250460611887322,0.00025629504589119706,0.002013646202392416,,0.0012362111907389373,0.0073752218818031205,,,0.00041803854424011584,,,0.2916693950823337,0.000435037705447185,0.000404761092883115,0.03067493610478001,,,,,,,,Control
19,,0.0009329755791939637,0.058924244059287166,,0.05540533886238793,0.00031263325416224446,,0.0011123415748795409,,,,0.03042830965359942,,,0.0635114874910029,0.11880692277309052,0.010491443969604169,,0.0009421953266357453,0.05888107887808245,0.07824265327568199,,0.03601380028560263,,0.002117817895320245,0.000467692642955851,0.15675246968746107,,,,,0.044548457630545865,0.01089156005460605,0.009558049310981032,0.08815838687946125,,0.0023472638827918653,0.0020993784004366806,0.014159331903574015,,0.0012307315136206056,0.029774964823520413,,,0.002917945295466713,0.00022263594674757687,,0.05882722717143386,,0.00010602709558049311,0.04860787052121957,,0.0008277866424718142,,0.01175874016342002,,,0.0006202375551744262,Control
20,,,0.0008604613239615252,,7.1705147200299e-05,0.000788755844929679,0.0003943784755174181,,3.585251829489164e-05,5.377883274759533e-05,,0.02187002178051686,7.1705147200299e-05,,0.0013624007832896059,0.0007529036584663345,,,,0.0013982496514374782,,,0.000484009494728358,,,0.000322672996485572,,0.00014340985195853507,,,,,0.00010755766549519067,0.000484009494728358,0.0004481573082650134,0.02755263702611066,,,1.7926314452703687e-05,1.7926314452703687e-05,,3.585251829489164e-05,0.001111425523099779,,,1.7926314452703687e-05,0.00017926314452703686,0.004678758449040793,,0.9363976552200178,5.377883274759533e-05,0.00010755766549519067,,,8.963135104248697e-05,5.377883274759533e-05,3.585251829489164e-05,,Control
21,,4.290442136624032e-05,0.003173917665304931,,0.04273835601765805,,0.0,,,,,0.00031900699180545747,,,,0.08981490426913126,0.004912101964325933,,0.0,0.027567756428874213,0.0023329910065266212,,0.03268004537571604,0.0012008190403563026,0.0006028828338804405,0.007081046653863988,0.0523474321300006,0.0008265915344630017,,,0.0644140734982014,0.06630206994147535,0.00015102356320916593,0.0050122459313737214,0.00040956055878314573,,,0.0003129498970243411,0.001362038713113681,,0.12851035142355358,0.007239944440288605,0.003251145623764164,0.00011680097769585896,0.0002134116394546636,,,0.01911709969342015,7.430036264835971e-05,0.4314710896380372,0.0052517030783871856,,,0.00013749605153133952,0.0010119386347651595,,,,Control
22,,,,,0.020880850030090627,,,,,,,,,,,0.045915413590050747,0.009004102504369307,,,0.0005864917999757596,,,0.0060464586714266,0.0002004292964669352,,0.0016363845283274277,0.03315111057243552,,,,0.015944937559977945,0.0005679179855911275,,0.08619404179318113,,,,,,,0.0012025757788016113,0.005376122364708914,,0.00128148825573519,,,,0.39601575940928974,,0.23670699912745047,0.13239351931283186,,,,,0.0068953974192891695,,,Control
23,,,,,0.023331601312596626,,,,,,,,,,,0.037285652418292216,0.008703604512762003,,,,,,0.006401131996405623,,,,0.05116779194598338,,,,0.01677582937686114,0.001366920914490924,,0.0812896289883383,,,,,,,,0.00436737642125522,,0.000984427437612199,,,,0.3614107649428854,,0.2651484042640561,0.13034223901806044,,,,,0.011424626450400441,,,Control
24,,0.00021166793623457762,0.0005319095502117238,,0.018836619851793888,0.00044992120290705514,,0.00023460032050543787,,,,0.0013446900723780547,,,0.005379977938234566,0.11636865898012382,0.008827750295558861,,0.0001631649287944395,0.030648421282916727,0.0025655858579842093,,0.05971156540006508,0.00030644159512388514,0.0008694011877554462,0.006285299763299236,0.09934532101735769,8.685894219405485e-05,1.2176487223465634e-05,,,0.005315949909584509,0.003293029498859419,0.03811747854579054,0.04935931890412834,,,0.0006068964173628997,0.003402313471690023,,,0.007628264833320632,0.012428540508991372,0.0009298777409653255,0.00026331653620744437,,0.00018893849341744174,0.09642276114227222,,0.40957745661390765,0.020106221586293903,0.0001109075044603995,,,,,,6.869568208571861e-05,Control
25,,,,,0.3650640705381168,,,0.013250216899162908,,,,,,,,0.10162710687109257,0.04333570444138176,,0.0013383701772124485,0.018838644189853558,,,,,,,0.017495652112670478,,,,,0.026330303861311303,,0.031445756721673136,0.06810259561500542,0.05121934524844473,0.0005829096224876122,,,,,0.03890297223382588,,,,,,0.19370602867426745,,,0.02876032279349395,,,,,,,,Control
26,,4.025204063651353e-05,0.0014777669830659558,,0.009558085316886978,0.00037494218204994203,,0.0001324160329251553,,,,0.004749436623516885,,,0.009775568004960837,0.005001594873045876,0.0018724803185771579,,0.00408583560093255,0.04928279380390301,,,0.008038444044695378,0.000160805381484913,,0.007933910407677129,0.07512531362625868,0.00015046354736671555,,,0.03985540088092149,0.0011561562200961303,0.004654028134249985,0.06218615828643514,0.010830232303955833,,0.02074592202216519,,0.006105129407775883,,0.0005709300776428405,0.0036043319712529462,,6.377464372888415e-05,0.00044439469549077784,,,0.603914445048056,,0.0,0.06786514329422294,,4.7856330429305754e-05,,1.5005798524443332e-05,,,0.00018098209706845505,Control
27,,,,,0.027799406331625864,,,,,,,,,,,0.10230879582334745,0.014973100287521426,,,0.0004347643000507345,,,,,,,0.007206458684333382,,0.00018261112858941207,,,,,,0.00551679961647614,,,,,,0.22490827941041308,,0.13215518787688854,,,,,0.46189480708207253,,,0.022619789458681507,,,,,,,,Control
28,,,0.0013159227175700867,,0.04299868102140809,,,0.0004983182680484417,,,,,,,0.0011793567468805586,0.1736642852273028,0.007463498898146547,,,0.03382663223995905,0.0015061245517480177,,0.0324908990266408,,,0.017788033807243246,0.12123075023085024,0.0025373240804268194,,,,0.005021960672161692,,0.020272881148932886,0.01612363603946462,,0.009048022433068188,,5.6375612900384085e-05,,0.0019522822059914319,0.013232673534937442,,0.0003222366808399524,,,,0.16154616282815482,,0.3052944919761697,0.029591295773968147,,,0.0010381542771861383,,,,,Control
