,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate,treat_logged_mean,control_logged_mean,logged_mean_diff,logged_mean_diff05,logged_mean_diff95,ID
0,taxa1263,9,8,0.9,0.8,-4.23913847299229,-4.450795425345603,0.21165695235331192,-0.7783917033585583,1.233094766795668,0
1,taxa1348911,6,4,0.6,0.4,-9.920904914879996,-10.408841009743233,0.4879360948632376,-1.2526898946358618,2.2035060114835066,1
2,taxa1485,4,5,0.4,0.5,-9.250677456899684,-6.761626561648689,-2.489050895250996,-6.8840152544105075,1.8407308126670523,2
3,taxa1678,4,4,0.4,0.4,-10.038053198324546,-8.000616998549457,-2.0374361997750876,-4.9791383238749924,0.3564376115607651,3
4,taxa1730,10,8,1.0,0.8,-3.4286294097750236,-3.2514770628722998,-0.17715234690272363,-0.7377486670004152,0.38583153256960523,4
5,taxa189330,10,8,1.0,0.8,-6.169492551665684,-5.425799075738455,-0.7436934759272288,-1.816471475964578,0.21865380803242299,5
6,taxa216851,8,6,0.8,0.6,-5.471509089236877,-6.187852860613566,0.7163437713766891,-1.5609615063338818,2.6211854235525665,6
7,taxa239759,7,6,0.7,0.6,-6.786366533257017,-5.353889977320326,-1.4324765559366914,-3.9560531140530237,0.8749473024991676,7
8,taxa283168,6,6,0.6,0.6,-7.325994817581494,-7.077417648278024,-0.24857716930347046,-1.7754562286608082,1.2780302169952211,8
9,taxa292632,10,9,1.0,0.9,-2.521151281576047,-3.257226469678928,0.7360751881028808,-0.8778948138789345,2.2243236117156875,9
10,taxa33042,9,7,0.9,0.7,-5.85016339090649,-5.9971568517651725,0.1469934608586826,-1.5858010860956773,1.7097178801288484,10
11,taxa375288,8,9,0.8,0.9,-5.203710404880667,-4.858945928898698,-0.3447644759819691,-1.226564580487798,0.633878939249386,11
12,taxa397864,8,5,0.8,0.5,-7.299998130471473,-6.510809791691702,-0.7891883387797711,-2.287644666129793,0.5513430778275518,12
13,taxa39948,4,6,0.4,0.6,-6.036034885891688,-2.866266192973926,-3.1697686929177618,-4.948202461833422,-1.409024908037946,13
14,taxa572511,9,8,0.9,0.8,-6.093772721525481,-6.293905895214634,0.2001331736891529,-0.307887046687151,0.7853138253427836,14
15,taxa816,10,10,1.0,1.0,-2.266055775827582,-2.590426087198517,0.3243703113709348,-0.8827475704524765,1.641982195175825,15
16,taxa841,10,9,1.0,0.9,-4.96371228138549,-4.250821383206024,-0.7128908981794653,-1.5531569682466417,0.17714492452283814,16
