"","taxon","mean.difference (Treat - Control)","se (Treat - Control)","W","p.val","q.val","diff.abn"
"1","taxa102106",-1.48584901778883,1.38299785323345,-1.07436827491446,0.282657655626404,1,FALSE
"2","taxa1263",-0.865717657919657,1.45366032942462,-0.595543291920419,0.551480369903734,1,FALSE
"3","taxa1301",-0.871615333603663,1.59321345586827,-0.5470800729138,0.58432372185299,1,FALSE
"4","taxa1348911",-0.0260137822162534,1.75722284877897,-0.0148039175761512,0.988188614150798,1,FALSE
"5","taxa135858",7.92566942251354,0,Inf,0,0,TRUE
"6","taxa1485",0.125090137899344,1.78065092087559,0.0702496690580058,0.943994941750794,1,FALSE
"7","taxa1578",0.926112847792848,1.40413876085847,0.6595593495522,0.509536648015134,1,FALSE
"8","taxa1678",0.00344227762618488,1.47436464580967,0.00233475323487189,0.998137138133044,1,FALSE
"9","taxa1730",0.544347548551805,0.88531782132768,0.614861166733847,0.5386464103526,1,FALSE
"10","taxa189330",-5.02536758559575,1.07960759582283,-4.65480940022993,3.2428054467312e-06,0.000126469412422517,TRUE
"11","taxa207244",0.00870660633033538,1.59846626594348,0.00544685021876041,0.99565406379479,1,FALSE
"12","taxa216851",0.105151870203493,1.33306910102824,0.0788795345435474,0.937128441581013,1,FALSE
"13","taxa2172",-1.21928338926575,1.79707520654609,-0.678482116287811,0.4974660591507,1,FALSE
"14","taxa239759",1.34428295743218,1.41601124258815,0.949344833572885,0.342445258143669,1,FALSE
"15","taxa239934",-2.16138620939892,1.5569939135658,-1.38817897139299,0.165082553957267,1,FALSE
"16","taxa244127",-0.669797521760628,1.08061132848953,-0.619832037756687,0.535368373648435,1,FALSE
"17","taxa283168",1.3449368600736,1.55292895488559,0.86606464245667,0.386454713531684,1,FALSE
"18","taxa292632",0.382943496995015,1.08978399831827,0.351393943741112,0.725292825272525,1,FALSE
"19","taxa29465",-2.00537671685338,1.48643895310928,-1.34911475016085,0.177300111212433,1,FALSE
"20","taxa33024",-0.312854064131696,1.78105315075877,-0.175656781493811,0.860563590639488,1,FALSE
"21","taxa33042",-1.20298970653429,1.40817507828649,-0.854289871397335,0.39294439782807,1,FALSE
"22","taxa35832",0.990404881797473,1.31123548638957,0.755321902188991,0.450055860173617,1,FALSE
"23","taxa375288",-0.368251632892445,1.15306658764074,-0.319367187324293,0.749448089738191,1,FALSE
"24","taxa397864",2.23898763061979,1.71208623555996,1.30775400450989,0.190956759542379,1,FALSE
"25","taxa39948",-1.23082347755026,1.95924786447058,-0.62821223382211,0.529864917097037,1,FALSE
"26","taxa40544",-0.222388247029641,1.62358807593898,-0.136973318740978,0.89105188486665,1,FALSE
"27","taxa447020",-3.21228806235195,0,Inf,0,0,TRUE
"28","taxa459786",-0.946160852112699,1.44546063016085,-0.654573934682268,0.512742110549257,1,FALSE
"29","taxa52225",0.49475437929953,1.37471710017301,0.359895413563463,0.718925346991876,1,FALSE
"30","taxa561",1.16606756314673,1.7871274838123,0.652481467443653,0.514090624463012,1,FALSE
"31","taxa572511",-0.455396681191864,1.16352232169048,-0.391394881475259,0.695505375173651,1,FALSE
"32","taxa577309",0.978277265879399,2.23824563326285,0.437073237781009,0.662058235152934,1,FALSE
"33","taxa577310",2.92111254073237,1.60902869254073,1.81545087062419,0.0694546494952416,1,FALSE
"34","taxa61170",1.87008071401132,1.37336280764438,1.36168003356587,0.173298885128404,1,FALSE
"35","taxa724",-2.33016953485727,1.44336317261524,-1.61440279138841,0.106440086652108,1,FALSE
"36","taxa816",-4.42808200854937,0.856407461325832,-5.17053179533737,2.33428751009558e-07,9.10372128937276e-06,TRUE
"37","taxa830",-1.54708517864207,1.8188084662849,-0.850603682201981,0.394989543305329,1,FALSE
"38","taxa838",4.22183525514602,2.42287994463837,1.74248635987457,0.0814233761833456,1,FALSE
"39","taxa841",-0.142042916343332,0.878076541493935,-0.161765984661957,0.871490140488115,1,FALSE
"40","taxa872",-0.405768512913611,1.03806277821534,-0.390890147907255,0.695878436607058,1,FALSE
"41","taxa946234",1.1293859122349,1.29038886822015,0.875229118949761,0.381449252290719,1,FALSE
