,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,7,6,0.08045977011494253,0.06896551724137931
1,taxa1017280,16,13,0.1839080459770115,0.14942528735632185
2,taxa102106,43,38,0.4942528735632184,0.4367816091954023
3,taxa117563,10,5,0.11494252873563218,0.05747126436781609
4,taxa1263,77,76,0.8850574712643678,0.8735632183908046
5,taxa1301,46,46,0.5287356321839081,0.5287356321839081
6,taxa133925,5,5,0.05747126436781609,0.05747126436781609
7,taxa1348911,39,39,0.4482758620689655,0.4482758620689655
8,taxa1350,6,4,0.06896551724137931,0.04597701149425287
9,taxa1357,3,8,0.034482758620689655,0.09195402298850575
10,taxa135858,19,13,0.21839080459770116,0.14942528735632185
11,taxa1485,42,45,0.4827586206896552,0.5172413793103449
12,taxa1578,21,14,0.2413793103448276,0.16091954022988506
13,taxa158846,6,7,0.06896551724137931,0.08045977011494253
14,taxa1678,47,43,0.5402298850574713,0.4942528735632184
15,taxa1730,84,84,0.9655172413793104,0.9655172413793104
16,taxa189330,81,81,0.9310344827586207,0.9310344827586207
17,taxa191303,4,11,0.04597701149425287,0.12643678160919541
18,taxa207244,48,48,0.5517241379310345,0.5517241379310345
19,taxa216851,73,70,0.8390804597701149,0.8045977011494253
20,taxa2172,26,27,0.2988505747126437,0.3103448275862069
21,taxa2316,2,3,0.022988505747126436,0.034482758620689655
22,taxa239759,70,69,0.8045977011494253,0.7931034482758621
23,taxa239934,34,36,0.39080459770114945,0.41379310344827586
24,taxa244127,27,25,0.3103448275862069,0.28735632183908044
25,taxa283168,61,65,0.7011494252873564,0.7471264367816092
26,taxa292632,84,82,0.9655172413793104,0.9425287356321839
27,taxa29465,40,40,0.45977011494252873,0.45977011494252873
28,taxa29521,5,4,0.05747126436781609,0.04597701149425287
29,taxa32207,5,5,0.05747126436781609,0.05747126436781609
30,taxa33024,25,11,0.28735632183908044,0.12643678160919541
31,taxa33042,71,73,0.8160919540229885,0.8390804597701149
32,taxa35832,34,32,0.39080459770114945,0.367816091954023
33,taxa375288,80,77,0.9195402298850575,0.8850574712643678
34,taxa397864,58,65,0.6666666666666666,0.7471264367816092
35,taxa39948,34,35,0.39080459770114945,0.40229885057471265
36,taxa40544,37,39,0.42528735632183906,0.4482758620689655
37,taxa447020,14,16,0.16091954022988506,0.1839080459770115
38,taxa459786,42,39,0.4827586206896552,0.4482758620689655
39,taxa52225,14,8,0.16091954022988506,0.09195402298850575
40,taxa561,40,33,0.45977011494252873,0.3793103448275862
41,taxa570,4,5,0.04597701149425287,0.05747126436781609
42,taxa572511,76,77,0.8735632183908046,0.8850574712643678
43,taxa577309,33,27,0.3793103448275862,0.3103448275862069
44,taxa577310,25,23,0.28735632183908044,0.26436781609195403
45,taxa61170,32,26,0.367816091954023,0.2988505747126437
46,taxa644652,6,6,0.06896551724137931,0.06896551724137931
47,taxa674963,3,6,0.034482758620689655,0.06896551724137931
48,taxa724,29,26,0.3333333333333333,0.2988505747126437
49,taxa816,86,85,0.9885057471264368,0.9770114942528736
50,taxa830,22,26,0.25287356321839083,0.2988505747126437
51,taxa836,2,4,0.022988505747126436,0.04597701149425287
52,taxa838,43,35,0.4942528735632184,0.40229885057471265
53,taxa841,85,84,0.9770114942528736,0.9655172413793104
54,taxa84108,6,2,0.06896551724137931,0.022988505747126436
55,taxa84111,8,10,0.09195402298850575,0.11494252873563218
56,taxa846,14,10,0.16091954022988506,0.11494252873563218
57,taxa872,12,15,0.13793103448275862,0.1724137931034483
58,taxa904,11,5,0.12643678160919541,0.05747126436781609
59,taxa906,11,7,0.12643678160919541,0.08045977011494253
60,taxa946234,16,15,0.1839080459770115,0.1724137931034483
