,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,3,3,0.1875,0.1875
1,taxa1017280,2,1,0.125,0.0625
2,taxa102106,9,4,0.5625,0.25
3,taxa117563,1,1,0.0625,0.0625
4,taxa1263,15,13,0.9375,0.8125
5,taxa1301,11,6,0.6875,0.375
6,taxa133925,0,1,0.0,0.0625
7,taxa1348911,6,9,0.375,0.5625
8,taxa1350,0,1,0.0,0.0625
9,taxa1357,1,2,0.0625,0.125
10,taxa135858,3,2,0.1875,0.125
11,taxa1485,10,9,0.625,0.5625
12,taxa1578,2,2,0.125,0.125
13,taxa158846,1,0,0.0625,0.0
14,taxa1678,11,7,0.6875,0.4375
15,taxa1730,16,15,1.0,0.9375
16,taxa189330,16,15,1.0,0.9375
17,taxa191303,4,0,0.25,0.0
18,taxa207244,8,9,0.5,0.5625
19,taxa216851,15,13,0.9375,0.8125
20,taxa2172,5,2,0.3125,0.125
21,taxa2316,0,2,0.0,0.125
22,taxa239759,13,11,0.8125,0.6875
23,taxa239934,5,5,0.3125,0.3125
24,taxa244127,7,2,0.4375,0.125
25,taxa283168,12,11,0.75,0.6875
26,taxa292632,16,16,1.0,1.0
27,taxa29465,8,5,0.5,0.3125
28,taxa29521,1,2,0.0625,0.125
29,taxa32207,0,0,0.0,0.0
30,taxa33024,2,5,0.125,0.3125
31,taxa33042,13,13,0.8125,0.8125
32,taxa35832,6,5,0.375,0.3125
33,taxa375288,12,15,0.75,0.9375
34,taxa397864,13,10,0.8125,0.625
35,taxa39948,4,8,0.25,0.5
36,taxa40544,6,5,0.375,0.3125
37,taxa447020,3,4,0.1875,0.25
38,taxa459786,10,5,0.625,0.3125
39,taxa52225,2,3,0.125,0.1875
40,taxa561,12,7,0.75,0.4375
41,taxa570,1,2,0.0625,0.125
42,taxa572511,13,15,0.8125,0.9375
43,taxa577309,7,7,0.4375,0.4375
44,taxa577310,3,6,0.1875,0.375
45,taxa61170,7,4,0.4375,0.25
46,taxa644652,2,1,0.125,0.0625
47,taxa674963,1,1,0.0625,0.0625
48,taxa724,5,3,0.3125,0.1875
49,taxa816,16,16,1.0,1.0
50,taxa830,4,3,0.25,0.1875
51,taxa836,0,0,0.0,0.0
52,taxa838,8,5,0.5,0.3125
53,taxa841,16,15,1.0,0.9375
54,taxa84108,1,0,0.0625,0.0
55,taxa84111,4,2,0.25,0.125
56,taxa846,2,2,0.125,0.125
57,taxa872,2,3,0.125,0.1875
58,taxa904,0,2,0.0,0.125
59,taxa906,3,2,0.1875,0.125
60,taxa946234,5,2,0.3125,0.125
