,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,2,7,0.05,0.175
1,taxa1017280,1,6,0.025,0.15
2,taxa102106,15,18,0.375,0.45
3,taxa117563,2,0,0.05,0.0
4,taxa1263,33,36,0.825,0.9
5,taxa1301,18,22,0.45,0.55
6,taxa133925,1,1,0.025,0.025
7,taxa1348911,21,23,0.525,0.575
8,taxa1350,2,2,0.05,0.05
9,taxa1357,3,3,0.075,0.075
10,taxa135858,10,10,0.25,0.25
11,taxa1485,13,22,0.325,0.55
12,taxa1578,4,7,0.1,0.175
13,taxa158846,1,2,0.025,0.05
14,taxa1678,16,22,0.4,0.55
15,taxa1730,38,39,0.95,0.975
16,taxa189330,36,39,0.9,0.975
17,taxa191303,3,7,0.075,0.175
18,taxa207244,17,24,0.425,0.6
19,taxa216851,28,35,0.7,0.875
20,taxa2172,15,19,0.375,0.475
21,taxa2316,1,2,0.025,0.05
22,taxa239759,28,32,0.7,0.8
23,taxa239934,13,20,0.325,0.5
24,taxa244127,9,9,0.225,0.225
25,taxa283168,25,28,0.625,0.7
26,taxa292632,37,39,0.925,0.975
27,taxa29465,11,19,0.275,0.475
28,taxa29521,1,3,0.025,0.075
29,taxa32207,1,2,0.025,0.05
30,taxa33024,8,14,0.2,0.35
31,taxa33042,32,36,0.8,0.9
32,taxa35832,8,18,0.2,0.45
33,taxa375288,34,38,0.85,0.95
34,taxa397864,26,28,0.65,0.7
35,taxa39948,14,13,0.35,0.325
36,taxa40544,17,15,0.425,0.375
37,taxa447020,4,6,0.1,0.15
38,taxa459786,15,16,0.375,0.4
39,taxa52225,1,8,0.025,0.2
40,taxa561,12,22,0.3,0.55
41,taxa570,2,0,0.05,0.0
42,taxa572511,33,38,0.825,0.95
43,taxa577309,14,16,0.35,0.4
44,taxa577310,8,16,0.2,0.4
45,taxa61170,10,17,0.25,0.425
46,taxa644652,0,2,0.0,0.05
47,taxa674963,3,4,0.075,0.1
48,taxa724,9,12,0.225,0.3
49,taxa816,39,40,0.975,1.0
50,taxa830,9,14,0.225,0.35
51,taxa836,0,0,0.0,0.0
52,taxa838,16,21,0.4,0.525
53,taxa841,39,39,0.975,0.975
54,taxa84108,2,0,0.05,0.0
55,taxa84111,1,3,0.025,0.075
56,taxa846,6,7,0.15,0.175
57,taxa872,4,5,0.1,0.125
58,taxa904,2,8,0.05,0.2
59,taxa906,4,5,0.1,0.125
60,taxa946234,4,7,0.1,0.175
