,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate
0,taxa100883,3,2,0.125,0.08333333333333333
1,taxa1017280,4,4,0.16666666666666666,0.16666666666666666
2,taxa102106,13,11,0.5416666666666666,0.4583333333333333
3,taxa117563,4,2,0.16666666666666666,0.08333333333333333
4,taxa1263,23,22,0.9583333333333334,0.9166666666666666
5,taxa1301,15,13,0.625,0.5416666666666666
6,taxa133925,3,0,0.125,0.0
7,taxa1348911,17,15,0.7083333333333334,0.625
8,taxa1350,4,1,0.16666666666666666,0.041666666666666664
9,taxa1357,2,2,0.08333333333333333,0.08333333333333333
10,taxa135858,4,5,0.16666666666666666,0.20833333333333334
11,taxa1485,17,15,0.7083333333333334,0.625
12,taxa1578,4,9,0.16666666666666666,0.375
13,taxa158846,1,2,0.041666666666666664,0.08333333333333333
14,taxa1678,14,13,0.5833333333333334,0.5416666666666666
15,taxa1730,24,24,1.0,1.0
16,taxa189330,24,24,1.0,1.0
17,taxa191303,2,2,0.08333333333333333,0.08333333333333333
18,taxa207244,16,13,0.6666666666666666,0.5416666666666666
19,taxa216851,23,21,0.9583333333333334,0.875
20,taxa2172,10,10,0.4166666666666667,0.4166666666666667
21,taxa2316,1,1,0.041666666666666664,0.041666666666666664
22,taxa239759,21,21,0.875,0.875
23,taxa239934,15,10,0.625,0.4166666666666667
24,taxa244127,10,7,0.4166666666666667,0.2916666666666667
25,taxa283168,22,16,0.9166666666666666,0.6666666666666666
26,taxa292632,22,24,0.9166666666666666,1.0
27,taxa29465,13,11,0.5416666666666666,0.4583333333333333
28,taxa29521,1,0,0.041666666666666664,0.0
29,taxa32207,3,2,0.125,0.08333333333333333
30,taxa33024,7,5,0.2916666666666667,0.20833333333333334
31,taxa33042,23,20,0.9583333333333334,0.8333333333333334
32,taxa35832,13,9,0.5416666666666666,0.375
33,taxa375288,23,24,0.9583333333333334,1.0
34,taxa397864,20,18,0.8333333333333334,0.75
35,taxa39948,7,11,0.2916666666666667,0.4583333333333333
36,taxa40544,10,10,0.4166666666666667,0.4166666666666667
37,taxa447020,4,7,0.16666666666666666,0.2916666666666667
38,taxa459786,12,11,0.5,0.4583333333333333
39,taxa52225,7,7,0.2916666666666667,0.2916666666666667
40,taxa561,17,13,0.7083333333333334,0.5416666666666666
41,taxa570,1,2,0.041666666666666664,0.08333333333333333
42,taxa572511,23,22,0.9583333333333334,0.9166666666666666
43,taxa577309,13,10,0.5416666666666666,0.4166666666666667
44,taxa577310,14,7,0.5833333333333334,0.2916666666666667
45,taxa61170,12,11,0.5,0.4583333333333333
46,taxa644652,2,1,0.08333333333333333,0.041666666666666664
47,taxa674963,3,1,0.125,0.041666666666666664
48,taxa724,10,5,0.4166666666666667,0.20833333333333334
49,taxa816,24,24,1.0,1.0
50,taxa830,7,8,0.2916666666666667,0.3333333333333333
51,taxa836,2,0,0.08333333333333333,0.0
52,taxa838,20,9,0.8333333333333334,0.375
53,taxa841,24,24,1.0,1.0
54,taxa84108,2,2,0.08333333333333333,0.08333333333333333
55,taxa84111,2,1,0.08333333333333333,0.041666666666666664
56,taxa846,9,4,0.375,0.16666666666666666
57,taxa872,9,1,0.375,0.041666666666666664
58,taxa904,6,4,0.25,0.16666666666666666
59,taxa906,2,4,0.08333333333333333,0.16666666666666666
60,taxa946234,5,6,0.20833333333333334,0.25
