,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa724,taxa816,taxa830,taxa838,taxa841,taxa846,taxa872,taxa904,taxa946234,condition
0,3.5849963873105234e-05,0.0019227060680595454,0.06016489976360171,0.00017955192580265908,0.003023179116389022,0.0,0.0001467230263008829,,,0.00222018020648975,0.013963863035011619,0.0038048291713975698,0.00018458703308820758,0.044054066982032236,,0.062157392418638956,0.0026196656185251666,0.0001877087996052476,0.024811498170997277,0.08543600252762389,8.78122710599656e-05,,0.010043931311066411,0.0005693699318498229,0.031027942327881152,0.0239496892080028,,,7.733924790602476e-05,0.002001757252442656,,,0.003985992331531604,,,0.0003851857073444593,3.323170808462001e-05,0.00020472746223040148,0.6157432699497245,0.00012054046841603078,0.00017673226572275194,0.005767111182721526,,0.000848516279760631,,6.414726681788774e-05,Control
1,,0.0002705890821875059,0.05208495819424353,0.0001816592358215172,,,6.428416146086476e-05,,,0.00015988888082199112,0.13984372376582369,0.0037977973535258166,7.640162320588401e-05,0.01328751563588999,0.008493211089366999,0.016815442739704704,0.0030727007655463184,,0.002175187073584724,0.09392891547793171,1.345243634404678e-05,,0.05165776632255473,,0.03222628682052489,,,0.0038420568960012688,,0.00013226517565749813,,,0.016610370103223318,,,3.090979648517619e-05,,,0.22413812756257362,0.29806902085671894,,0.03902746895080136,,,,,Control
2,,0.00014638322777773074,0.0006879996766529355,0.002927653884823195,,,0.0033521675929395253,0.0006879996766529355,,0.0005562556253114915,0.0004537867256231948,,,0.0034399983832646788,,5.8553184403778075e-05,,1.4638322777773076e-05,0.0003220426742817508,,0.00029276538848231935,,0.00013174511841458609,5.8553184403778075e-05,0.0021518276861376747,0.0018590654988747816,0.0076558336359462955,0.0005708937346746363,,0.00033668078364489546,,,4.391486162600501e-05,0.0005416164488752049,,,,0.00011710594197829933,0.003776681301055858,,0.9692449434932874,0.00042451050689690543,,1.4638322777773076e-05,0.00013174511841458609,,Control
3,,,0.10885349615625114,,,0.056698422039945545,,,,,0.07175919163045363,0.04606529381164316,,0.003253866080952556,0.031561828394873606,0.010763968072976058,0.0038300868587402594,,0.013611442443604876,0.10697970143293277,,,0.007845241160428564,,0.03933655265909653,0.026861262473135795,,,,,,0.0070759659290942625,0.013947527442212405,,,,,,0.430250802642019,,0.0026707092150134782,0.01863464155662633,,,,,Control
4,,,0.08833294286053724,0.0049235919509433256,0.0007204015389612924,,,,,,0.08823355922599983,0.015358665879074732,0.00030282411526756946,0.01867269988676289,0.03385523761100436,0.005749608073315838,0.006305201014564636,,0.001729088312484579,0.32729720546096974,0.001629704677947177,,0.019875792265149305,,0.03140865553569961,0.0017876592318984707,0.011562875674292518,,,,,,0.05247746681188933,0.005865607571516756,,,,0.0020979604858146223,0.22677538426261712,,,0.05480545316029574,,,0.0002324143929934227,,Control
5,3.1373828894153727e-05,0.0016309379231206874,0.005201339792800418,,0.0006435143178928653,0.010454401297132414,0.00025770643478232984,,,0.002936309724042617,0.03490183098868257,0.00232457017854415,3.127359301909253e-05,0.029937248332776684,,0.025036215221659604,0.012414112890453815,0.00014363800896269102,0.009644595662513026,0.011569926350688443,6.856133854185671e-05,,0.020894869807631326,0.0004799293697929968,0.031766753524393614,0.015878866147819047,,0.024039970859426406,,0.0020380960476192576,,,0.003100596323267914,0.005552466063139781,3.4681612771173133e-05,0.0003947288759909819,,,0.24496344798580022,,0.49143745060877253,0.011171689219070316,1.7340806385586567e-05,0.0008291511585061968,,0.00017240570510525368,Control
6,8.433927868262048e-05,0.0026832427540877495,0.018987962847408026,0.0034432080382170906,0.0004999951561900757,0.0015510449237726787,7.373988284818303e-05,,0.003345192119748099,0.0032387422734108454,0.1819825087174332,0.004063671596525449,1.834949171338094e-05,0.08925261152587421,,0.033103622770921416,0.0004128065775519613,6.895305892295323e-05,0.00624771699841066,0.10982284762456711,0.003596272431826225,1.2992807797052341e-05,0.1273944804500982,0.0008705181224025067,0.03437794368301652,0.01784961052918908,,,,0.002300068896072924,,0.00010508218235861633,0.009440984444531824,,0.0017555106885789229,7.225824687132618e-05,,0.0002136974966620451,0.1799287333095132,,,0.1620499459487799,,0.0011386942342135962,,1.265089180239307e-05,Control
7,,,0.01779339712914812,,,,,,,,0.05213409348791169,0.025087675335587686,,,0.015778945933107313,0.027770023743434152,,,0.0065245171169526035,0.23883006772288684,,,0.017036004506546444,,0.040049498001135095,0.006452920788315801,0.09694997628874398,,,,,0.07606476410819733,,,,,,,0.33284047171522685,,,0.04668764412280621,,,,,Control
8,,0.0010275914420301594,0.0009662433264103133,4.6011597788288004e-05,,,0.0010582660676994194,9.202308200470859e-05,,0.006272903595570659,0.059861005587955755,0.003282158825081333,,0.12088816711049613,,0.015920050086320164,1.533719926276267e-05,0.00024539473391673307,0.0019785014306212016,,6.134879705105069e-05,,0.00371159677013893,0.0005368019741966933,0.044263158889482936,0.0072238181270363995,0.06223829191662011,1.533719926276267e-05,,0.009125624475594396,1.533719926276267e-05,1.533719926276267e-05,0.004248405558647668,0.00013803411193365957,0.0014570362013998019,3.067439852552534e-05,,,0.19527319739054588,,0.4314038740824963,0.021794100640727232,,0.006717685099915595,7.668588274194592e-05,,Control
9,,,0.07238809754672658,0.0001075107409315704,,,,,,,0.16367090353649483,0.0009996470402090169,0.003414784552532182,0.014557360023043808,,0.010076596331652378,0.00038135885462519314,,0.002170804139772077,0.2064601784272598,0.0003545825946195946,,0.0698314718423284,,0.08196791311509329,0.06491031981402669,,,,,,,0.022135751581219287,0.019536932982266813,,,,0.0010345373183981304,0.2494107194294222,,,0.016590530129378014,,,,,Control
