,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa872,taxa906,taxa946234,condition
0,,0.0015393940997331483,0.01507192539982089,2.988918684952521e-05,0.015844500293691558,,0.0005210412302146963,0.026491614315991518,0.056611836501704954,0.002836241487261704,0.0005798098340877493,0.042299661918964566,,0.08937674683868838,,,0.009534246697068146,0.037380669188600474,,,0.0052883665327139685,0.005396310927113099,0.25050975705240924,0.012742689342192517,0.11102419236842222,0.01745104408685354,0.00015873581664680282,0.009698738201723133,0.00042491114277973686,,0.00540378322382548,0.009635627587598292,,,,0.268154474991889,,,0.004867494469238221,0.0011262972639175823,,,Control
1,,0.00231599621961108,0.21108334579402996,,0.0008169154033812293,,,0.006755151467507446,0.061301496073828614,0.018989588536336983,0.0007083354414745281,0.003652309720544119,0.04874819516601598,0.028050165584441906,0.00824776674725325,,0.012150692977226634,0.09851404524910841,,0.015347746827243224,0.020062559709999133,0.0007660121320147608,0.018161691983689193,0.019108944392383764,,,,0.00020546038160417347,,,0.016289354719959653,,,2.4117477361129256e-05,,0.4062337623952288,,,0.0024663455997559927,,,,Control
2,,,0.12200394927798874,0.13159441523029342,,,,,0.07016345776315427,,,0.022368542166269743,,,,,,0.1993197072117796,,,,,0.015736739743260796,,0.0211652432075416,,,,,,,,,,,0.3961182368508154,,,0.021529708548896496,,,,Control
3,,,0.07283494884086313,0.04179301866083035,0.000459259425169533,,0.00046614317941704055,0.000209183935043662,0.1990052255914147,0.02664413589928184,0.004773626714144707,0.0038231549149851216,0.018706859024103514,0.010841604712022251,0.0006391617190111107,,0.012168011687176317,0.02401310338032403,0.002747131657759055,,0.09300928043089426,,0.041518182203933586,0.03258943923191275,0.007293183511333176,,,,,,0.011891736833869635,,,,0.0006137842966359709,0.3157269845529582,0.049547002736343694,,0.028685836860572432,,,,Control
4,,,0.4102091399234388,,,,0.06068152778899155,,0.2168411101328436,0.03871055798413669,0.008394410974025502,,,,,,,0.027836409749695947,,,,,0.046108011840027205,,,,,,,,0.03970890347319141,,,,,0.13853699025961685,,,0.012972937874032468,,,,Control
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.874337,,,0.12566300000000002,,,,Control
6,7.471075397525997e-05,,0.056866323226662296,9.161684599947195e-05,0.0,,0.03462317029516619,0.010775659600797561,0.0003535094212487912,0.0037104316459366246,0.0006326117907742543,0.053189501296606136,,0.0945907996844736,0.00011358464222254973,0.0016437378215396973,,0.06498964982725415,0.00020084842261099706,,,,0.0001168241329098239,,0.004145535738871134,,,0.007294826857321491,,0.0006258291071477741,0.043116811174947055,,,0.003407134330340583,,0.5442273490761782,5.8108364202979976e-05,,0.07236566641992546,,,0.0027857595228878112,Control
7,,0.0003582970935235433,0.004935555252739132,0.00817813902108135,,,0.0005284895036259011,0.00838416653791961,0.0006718076370287686,,,0.005356551169599821,,0.008294593437882974,3.582970935235433e-05,0.0003314251635125525,0.005437171653009792,,0.0024185089013166665,,8.95743907153108e-05,0.0032873820518030334,0.02799200443193618,0.015147052925110607,0.008097530271113876,0.0029380422682831545,,0.0012002959673104198,,,0.00011644679006400153,0.02320874926283284,0.00029559592349789817,0.0,2.687228201426574e-05,0.1731023038420862,5.374468136295646e-05,0.6989764231349818,0.0004657871602560061,0.0,7.165953603913363e-05,,Control
8,,0.006045237888933896,0.001575274708620105,0.0012190901454141338,,,0.0021411897237997935,0.0026265804924552657,0.13001655084544844,0.004600087913290185,0.00020932221751732011,0.02158600923365105,,0.01853721225466767,,,0.004387601878735792,0.036595769609210425,0.00048396194805808477,,0.005943383392062964,0.0016206907918942192,0.021712153680677578,0.013834351316979663,,0.02756450078896411,0.00011144800659625236,0.0009799668125798674,,0.00015951761383694365,0.009604327938412933,,,0.00038129098227435783,0.0009612900861997258,0.5646801059490885,,,0.12230602255025902,1.9187019450636856e-05,6.409280965425501e-05,3.3781401266812753e-05,Control
9,,,0.36824470582496444,,0.012477275835426089,,,,0.07331390400929609,0.02543919592824782,0.004219595350899428,0.01547703977414772,,0.005089145797891477,,,0.005717190748836899,0.028404007989498326,,,0.025300150608837748,,0.02934618430026995,0.0764631661653631,0.050772556264900834,0.0034446654070924656,,,,,0.0642118253634342,,,,,0.19735180186183537,,,0.014727588769058029,,,,Control
