,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa872,taxa904,taxa906,taxa946234,condition
0,0.00015690128896847768,0.0017606682206397955,0.04427695435087071,0.0001938909710828079,0.000430868824628462,,0.00019785415130934328,,0.008082448781992773,0.14848410388735137,0.003006631111859034,,2.784388159155627e-05,0.09265143057595578,0.0006932516796262658,0.03157699412494098,0.0003300617788663313,0.0004215197840940708,0.008370541498460152,0.18867075138442008,,,0.07526180870196499,0.000297644997013388,0.015897738568714733,0.008032146879117515,0.012480257773371532,0.0021761924243911585,,0.0013499201571614363,3.648158208528722e-05,0.00022295429274406736,0.00849685516568024,0.044046988277725845,0.00011452574654629167,0.0001877937707342919,,0.2815311126923184,0.014129347227633484,3.6176722067861436e-05,0.005692244625368703,0.0006770940987026986,,,,Control
1,,,0.005651891510300561,,,,,,,0.292079491990381,0.025320676491053462,,,0.0002987242377468815,,0.001637317432234925,,,,0.09185131392855406,,,,,0.09413104518764659,0.009401977703936552,,,,,,,0.02247797421086411,,,,,0.40265568017266695,,,0.054493907134614925,,,,,Control
2,,0.004446727896851634,0.007862729485261155,,,,0.0006249245198438611,,0.0063162818116875,0.1893728033995239,0.019672022090355117,,0.0013645788770190303,0.03838843981749666,,0.052342392316683,,,0.0018598310472654176,0.045489408215106664,,,,,0.05742233475730698,0.05682647649420004,,0.0133989302798753,0.00010490462378643262,0.005286271925066372,,,0.021446905978847138,,,0.0012543522625624564,,0.4621381302209241,,,0.013784774603460519,,,,0.0005967793768767692,Control
3,,0.0013971439770700978,0.01527900114998113,0.00027695615357456867,,,0.004451971364375392,0.0,0.03871873374795348,0.0171230447381979,0.007027977739737828,,4.499397445558304e-05,0.050293940365553756,,0.05586366744669734,0.0026567725862658123,0.000351844773220235,0.008150394994400076,0.011365944101269683,5.22902946375695e-05,,0.005513180599733199,0.005942042085985512,0.07358369304867415,0.06632344911647643,0.07397445152953165,0.01595228936232999,0.0002963116696128938,0.007877593689818026,,5.401303690276072e-05,0.0204801627241541,,8.988661113086073e-05,0.0024229863271013306,,0.47942599849128315,,,0.033995379807920306,,,,0.0010138844919551989,Control
4,,,0.0770510524646194,0.03677629626597628,,,,,0.0008611074158591121,0.18898416954043573,0.02247863860094348,,0.0036283167729193743,0.004433040328274818,0.014013487101296523,0.017113678458500047,0.000716003397357838,,,0.02862785628767025,0.002612997963631899,,0.09453803096507477,,0.03824810945222721,0.038926864709433816,0.008001801008974347,,,,,,0.00812111785352476,,,,,0.34244753026411395,0.04412359424086449,,0.028296306908302038,,,,,Control
5,,,0.027021264555974575,,0.0015598790656691207,,,,,0.05742743738051066,0.006817713322581819,,,0.011043442586507253,0.003304676100514538,0.03789595686459962,,,,0.22010088639367525,,,0.0023681625823036537,,0.019285731608240677,0.04225466538941906,,,,,,0.1658229152772557,0.057883265226933774,,0.0004077289648231457,,,0.323128488684637,,,0.02367778599635419,,,,,Control
6,,,0.07121840720905094,,0.0008053939361670228,,,0.0007484777993406298,,0.026884000629137515,0.0022651194453471466,,,0.003020125260381126,,0.0036582387944060634,,,0.003678536843202572,0.06626037928995182,,0.02937382661467918,0.0428900831077598,,0.030766843963492888,,,,,,,,0.004177318042272575,,,,,0.4322637791621252,,0.2339304223687354,0.04805904753395028,,,,,Control
7,,,0.052518443714645306,0.0014262295013895854,0.00509234210573303,,0.00044741605291426684,,0.00036395375441239435,0.1430797089864812,0.013532103710833448,,2.346079535002884e-05,0.002820589692281565,,0.012760492685007055,0.00035191193025043256,,0.006292891212914814,0.08411234938896048,0.0035208840525970267,,,,0.0826642162246556,0.0033490804406311075,0.0826429354147142,3.0104560404904263e-05,,,,,0.006718403602913789,0.013047939332459403,,,,0.4131996247933685,,,0.07200491804708188,,,,,Control
8,,0.0023159962196110805,0.21108334579402996,,0.0008169154033812292,,,,0.006755151467507447,0.06130149607382863,0.018989588536336987,,0.0007083354414745283,0.00365230972054412,0.048748195166015994,0.028050165584441906,0.00824776674725325,,0.01215069297722664,0.0985140452491084,,0.015347746827243224,0.02006255970999914,0.0007660121320147607,0.0181616919836892,0.01910894439238377,,,,0.00020546038160417347,,,0.01628935471995966,,,2.4117477361129256e-05,,0.40623376239522874,,,0.0024663455997559927,,,,,Control
9,0.0004234141604546884,0.015597267953535623,0.1389789914766352,0.001631026843090933,0.003432908593134795,,0.0008747771235989897,0.0,0.10344525094760722,0.11613543540970499,0.007246696125112713,6.558788368401941e-05,0.0002557213443170088,0.1931843682550563,,0.0745004916541203,0.0033069349751724867,0.0001431101101223627,0.002062907246696125,0.08092188207645322,0.00025500732381033984,,0.04585572297636389,0.00019737566862920304,0.020165673158133102,0.024229673876233728,,0.012061030392792882,0.0005709103965465887,0.008934130588230494,,0.0011413107784455573,0.025700760125830818,,,,,0.07208026814530112,,1.397440134480662e-05,0.046347785108388315,,,,0.00023960488145219534,Control
