,taxaId,controlDetectionNum,treatDetectionNum,controlDetectionRate,treatDetectionRate,treat_logged_mean,control_logged_mean,logged_mean_diff,logged_mean_diff05,logged_mean_diff95,ID
0,taxa1017280,12,16,0.1348314606741573,0.1797752808988764,-20.024377054889737,-12.914200634398332,-7.110176420491407,-8.452815893024828,-5.982521622225527,0
1,taxa102106,40,43,0.449438202247191,0.48314606741573035,-14.019748473712333,-9.261476447975955,-4.758272025736381,-5.642155095915167,-3.9802196676583446,1
2,taxa117563,4,6,0.0449438202247191,0.06741573033707865,-18.961171867834423,-14.558439868724184,-4.402731999110239,-5.9483836588771934,-2.945018241775718,2
3,taxa1263,72,83,0.8089887640449438,0.9325842696629213,-9.066292478151608,-5.362612305694707,-3.7036801724569037,-4.298605716530692,-3.1990642183250286,3
4,taxa1301,46,43,0.5168539325842697,0.48314606741573035,-10.674779507338055,-10.067621330547535,-0.6071581767905195,-1.715154976658838,0.5205804017863261,4
5,taxa133925,5,5,0.056179775280898875,0.056179775280898875,-18.653408175778054,-13.760742059172651,-4.8926661166054055,-5.884190490888894,-3.851155338152454,5
6,taxa1348911,40,45,0.449438202247191,0.5056179775280899,-14.837287795675362,-9.69486780386724,-5.142419991808118,-6.042860315296949,-4.300780261821923,6
7,taxa1350,6,6,0.06741573033707865,0.06741573033707865,-15.390667946418137,-12.590927637372054,-2.799740309046082,-4.028523279543192,-1.638403268113653,7
8,taxa1357,10,5,0.11235955056179775,0.056179775280898875,-16.159395496559537,-12.30943017835161,-3.849965318207928,-6.277601698988818,-1.2837522290383283,8
9,taxa135858,14,21,0.15730337078651685,0.23595505617977527,-13.091375213148721,-5.374365817687254,-7.717009395461467,-9.118260937711188,-6.26458241161585,9
10,taxa1485,43,41,0.48314606741573035,0.4606741573033708,-5.661614691511655,-8.735404361114615,3.073789669602962,2.032397245640561,4.0882990042020895,10
11,taxa1578,14,22,0.15730337078651685,0.24719101123595505,-15.301543457290496,-9.809252551501576,-5.492290905788923,-7.145007187458164,-3.849142673023671,11
12,taxa1678,47,46,0.5280898876404494,0.5168539325842697,-14.686991581354317,-8.406455139532213,-6.280536441822103,-6.971450963930006,-5.520514513943393,12
13,taxa1730,83,87,0.9325842696629213,0.9775280898876404,-14.152838670810775,-3.704027756218523,-10.448810914592254,-11.001611799117331,-9.969722229987717,13
14,taxa189330,80,83,0.898876404494382,0.9325842696629213,-11.1061622016687,-6.596526886020738,-4.509635315647964,-4.985713100446392,-3.9280413820834594,14
15,taxa191303,7,8,0.07865168539325842,0.0898876404494382,-20.79547347560843,-11.758807420700931,-9.0366660549075,-11.982864118731717,-6.4969401333918295,15
16,taxa207244,52,45,0.5842696629213483,0.5056179775280899,-14.366048608334921,-10.474668420020256,-3.891380188314665,-4.70957275925969,-3.0817443048308277,16
17,taxa216851,68,77,0.7640449438202247,0.8651685393258427,-7.804640462072175,-5.839544526818346,-1.9650959352538289,-2.610773562889171,-1.3264937235190746,17
18,taxa2172,32,29,0.3595505617977528,0.3258426966292135,-8.4891322344792,-7.4336640722632765,-1.055468162215924,-2.269318675496999,0.14189833735576005,18
19,taxa239759,73,71,0.8202247191011236,0.797752808988764,-0.8344083068897046,-6.119254852097878,5.284846545208174,4.742031305761084,5.796690755264736,19
20,taxa239934,33,39,0.3707865168539326,0.43820224719101125,-23.505676871658682,-8.572732328880381,-14.932944542778303,-15.960455697812868,-13.929794310610344,20
21,taxa244127,25,29,0.2808988764044944,0.3258426966292135,-13.56745565903028,-11.067719287179811,-2.4997363718504686,-3.271111645235625,-1.730282223527637,21
22,taxa283168,61,64,0.6853932584269663,0.7191011235955056,-17.503418976391252,-7.554223251925366,-9.949195724465884,-10.363700996667731,-9.501284146314672,22
